,Unnamed: 0,Unnamed: 0.1,Document,Topic,Name,Top_n_words,Probability,Representative_document,original_text,created_at,label
747,747,9774,euston door buggy train parent platform,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,0.0,False,"@ConductorBlake Euston, seems like they were boarding and accidently the doors shut while buggy was on train, and parents on platform. They came for it on next one.",2019-11-05 07:58:07+00:00,None
748,748,9773,bloody bloke bletchley,9,9_station_park_facebook_cream,station - park - facebook - cream - island - wall - castle - group - bletchley - railway,1.0,True,"@ASLEFunion @AMOSASLEFREP Bloody good bloke, well liked at Bletchley and sadly missed.",2019-11-05 20:27:47+00:00,Life
749,749,7541,lady gent twitter today,5,5_tweet_twitter_people_someone,tweet - twitter - people - someone - account - musk - twat - year - thread - reply,1.0,False,"Ladies and Gents, the biggest tw@t on Twitter today goes to.... https://t.co/wh5vR1nBIu",2019-11-06 08:37:53+00:00,Life
750,750,9772,nothing android screen,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,0.0,False,"@Jessmegandmum Thankfully nothing like that on Android, think my screen would implode.",2019-11-06 15:41:16+00:00,None
751,751,9771,apple memory computer interface stuff computer phone point phone orbit,7,7_phone_camera_battery_realme,phone - camera - battery - realme - honor - device - apple - huawei - samsung - sensor,0.5160398797003463,False,"@Jessmegandmum I grew fed up with apple, non expandable memory and stupid computer interface when moving stuff from computer to phone was getting to the point where phone nearly entered orbit.",2019-11-06 16:08:50+00:00,Life
752,752,9770,sony samsung work sony phone work model screen time,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,0.0,False,"@Jessmegandmum Sony for personal, and Samsung for work. First go at android and already on my second sony as they seem really fragile phones. Dropped one at work and it was cheaper to buy an older model new than get the screen repaired...for the second time.",2019-11-06 16:14:40+00:00,None
753,753,9769,iphones photo file phone iphones,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,0.0,False,"@Jessmegandmum Had 4 iPhones before this, I do find this easier for moving photos and other files on and off phone, and I grew frustrated with last two iPhones, so personally, yes I would.",2019-11-06 16:37:25+00:00,None
754,754,9768,clip player corner,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,0.0,False,@BackOfTheNest Have you seen the clip of him taking out players coming for a corner?,2019-11-07 08:12:07+00:00,None
755,755,9767,mistake kick corner,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,0.0,False,"@BackOfTheNest My mistake, it's a free kick, not a corner. https://t.co/lwoATpgveX",2019-11-07 08:48:20+00:00,None
756,756,9766,anyone virgil puppet,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,0.0,False,@Thunderbirds65 Does anyone know why they changed the Virgil puppet?,2019-11-07 10:46:02+00:00,None
757,757,9765,difference virgil,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,0.0,False,"@Thunderbirds65 It might just be me, but I thought I could see a difference between Virgil here. https://t.co/PFuOz9RZf7",2019-11-07 11:50:28+00:00,None
758,758,9764,vale friend,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,0.0,False,@paul_winginit I spy my old Marston Vale friend!,2019-11-07 13:31:39+00:00,None
759,759,7540,account greglw forest dean picture accident driver police family,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,0.5067650277045581,False,"@WelshDalaiLama @TwitterUK @TwitterSupport I get the feeling the account known as ""Greg_LW"" is involved in this - he is known in the Forest of Dean for posting pictures of a car in a fatal accident (driver died) before the police told the family.",2019-11-07 17:01:23+00:00,None
