,id,id_str,name,screen_name,description,years_online,statuses_count,tweets_per_year,location,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,lang,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,live_following,follow_request_sent,notifications,muting,blocking,blocked_by,translator_type,withheld_in_countries,year_created,friend_ratio
65527,17972520.0,17972520.0,"Brittney Wilson, BSN, RN",TheNerdyNurse,"I build communities. I help nurses feel confident. Community Leader, Award Winning Author & Blogger, Keynote Speaker, Engagement Expert, Informatics Nurse",14.0,53177.0,3798.3571428571427,United States,https://t.co/kcNfTBlsmc,"{'url': {'urls': [{'url': 'https://t.co/kcNfTBlsmc', 'expanded_url': 'https://thenerdynurse.com', 'display_url': 'thenerdynurse.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,34379.0,24128.0,890,Mon Dec 08 20:35:26 +0000 2008,8394.0,,,True,False,,False,False,False,000000,http://abs.twimg.com/images/themes/theme16/bg.gif,https://abs.twimg.com/images/themes/theme16/bg.gif,False,http://pbs.twimg.com/profile_images/1347718972754563072/8qAXQ1sq_normal.jpg,https://pbs.twimg.com/profile_images/1347718972754563072/8qAXQ1sq_normal.jpg,https://pbs.twimg.com/profile_banners/17972520/1510780913,94D487,000000,000000,000000,False,True,False,False,False,False,False,False,False,False,False,none,[],2008.0,1.4248590848806366
65557,8.19278669399081e+17,8.19278669399081e+17,Jean💙,jeanleo999,"Wife, Mum, Nain, MHnurse. Approved Clinician. ACP. Owner of a sense of humour and a kind heart. Opinions all my own!#welshoutlander",5.0,21021.0,4204.2,Earth,,{'description': {'urls': []}},False,1117.0,700.0,8,Wed Jan 11 20:23:51 +0000 2017,85668.0,,,True,False,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1480115136165818370/t1FAztQs_normal.jpg,https://pbs.twimg.com/profile_images/1480115136165818370/t1FAztQs_normal.jpg,https://pbs.twimg.com/profile_banners/819278669399080960/1646087297,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,False,False,False,False,none,[],2017.0,1.5957142857142856
65872,8.20074216921899e+17,8.20074216921899e+17,Dr Una St Ledger,UnaLedger,"OU Ireland, Nursing, Staff Tutor & Regional Academic. Moral distress in EoL. Moral well-being of student nurses, healthcare professionals & pts relatives.",5.0,14681.0,2936.2,"Belfast, Northern Ireland",,{'description': {'urls': []}},False,1848.0,2396.0,8,Sat Jan 14 01:05:04 +0000 2017,53529.0,,,True,False,,False,False,False,F5F8FA,,,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,True,False,False,False,False,False,False,False,none,[],2017.0,0.7712854757929883
66118,8.177928443584389e+17,8.177928443584389e+17,Chris Elston,ChrisElston1912,"RN veteran, specialist emergency care nurse, Patient Safety Education Lead. Northampton Saints and Pompey supporter & part time runner
Views are my own",5.0,10061.0,2012.2,"Portsmouth, England",https://t.co/o6iJOUkpnx,"{'url': {'urls': [{'url': 'https://t.co/o6iJOUkpnx', 'expanded_url': 'https://runningnurseblog.wordpress.com/', 'display_url': 'runningnurseblog.wordpress.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,573.0,630.0,7,Sat Jan 07 17:59:42 +0000 2017,4393.0,,,False,False,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/991373792881577985/0rEWURh-_normal.jpg,https://pbs.twimg.com/profile_images/991373792881577985/0rEWURh-_normal.jpg,https://pbs.twimg.com/profile_banners/817792844358438914/1483816853,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,False,False,False,False,none,[],2017.0,0.9095238095238095
66242,1280244139.0,1280244139.0,🎄🦌💫 Helen Broddle 🎄🦌💫,HelenBroddle,Mum of 5 • #NHS staff nurse • Good Food• Travelling,9.0,33243.0,3693.6666666666665,North Yorkshire,,{'description': {'urls': []}},False,511.0,4166.0,83,Tue Mar 19 11:58:32 +0000 2013,11657.0,,,False,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1109044588826759170/MsEQRbmB_normal.jpg,https://pbs.twimg.com/profile_images/1109044588826759170/MsEQRbmB_normal.jpg,https://pbs.twimg.com/profile_banners/1280244139/1553251915,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,False,False,False,False,none,[],2013.0,0.12265962554008641
67045,1894663538.0,1894663538.0,"NurseMike, APRN, AGACNP-BC",MichaelWardRN,"Immediate past VP @aamn_nursing, CVICU & MICU Intensivist, Co-founder of https://t.co/YiuN4kuCEH, former oilfield roughneck. Featured👉🏼 https://t.co/WoWA93szf6",9.0,18435.0,2048.3333333333335,"Fort Worth, TX",https://t.co/YiuN4kuCEH,"{'url': {'urls': [{'url': 'https://t.co/YiuN4kuCEH', 'expanded_url': 'http://NextLevelTRT.com', 'display_url': 'NextLevelTRT.com', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/YiuN4kuCEH', 'expanded_url': 'http://NextLevelTRT.com', 'display_url': 'NextLevelTRT.com', 'indices': [73, 96]}, {'url': 'https://t.co/WoWA93szf6', 'expanded_url': 'https://bit.ly/39JIFZD', 'display_url': 'bit.ly/39JIFZD', 'indices': [136, 159]}]}}",False,5555.0,4326.0,104,Sun Sep 22 18:30:22 +0000 2013,15793.0,,,True,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1559988370348146688/_SZsO1QA_normal.jpg,https://pbs.twimg.com/profile_images/1559988370348146688/_SZsO1QA_normal.jpg,https://pbs.twimg.com/profile_banners/1894663538/1626660966,89C9FA,000000,DDEEF6,333333,True,True,False,False,False,False,False,False,False,False,False,none,[],2013.0,1.2840961627369394
67292,7.989194447435203e+17,7.989194447435201e+17,Michael Coram 🇺🇦 Glory to Ukraine 🇺🇦,coram_michael,"Ibiza lover, militant nurse, NHS activist, views are my own 💙",6.0,15551.0,2591.8333333333335,"London, England",,{'description': {'urls': []}},False,674.0,1127.0,3,Wed Nov 16 16:03:33 +0000 2016,23968.0,,,False,False,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1177197698669109250/goU1UE_t_normal.png,https://pbs.twimg.com/profile_images/1177197698669109250/goU1UE_t_normal.png,https://pbs.twimg.com/profile_banners/798919444743520256/1645912805,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,False,False,False,False,none,[],2016.0,0.5980479148181012
67671,2304097931.0,2304097931.0,Laura Neal 💙🌻,LauraNeal_,Passionate ➡️nursing.RGN.ANP.Deputy Director of Nursing @IOW #EGA 👩‍🎓IHI Quality Leadership 📖 #Quality #Safety #Compassion #Safeguarding | VMO,8.0,55530.0,6941.25,"North West, England",,{'description': {'urls': []}},False,2039.0,1519.0,32,Sat Jan 25 19:06:46 +0000 2014,22805.0,,,True,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1290017885910425600/UZ76Qn0T_normal.jpg,https://pbs.twimg.com/profile_images/1290017885910425600/UZ76Qn0T_normal.jpg,https://pbs.twimg.com/profile_banners/2304097931/1668278010,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,False,False,False,False,none,[],2014.0,1.3423304805793286
69301,155652454.0,155652454.0,⭐️Vicky⭐️,VickyE86,"I'm a nurse, mammy to a gorgeous baby boy💙 I have IIH & Crohn's disease & I quite like @ollyofficial, apart from that I have nothing interesting to write here.",12.0,30607.0,2550.5833333333335,"Blackwood, Gwent, South Wales ",,{'description': {'urls': []}},False,1796.0,2566.0,16,Mon Jun 14 18:45:55 +0000 2010,19148.0,,,True,False,,False,False,False,FF6699,http://abs.twimg.com/images/themes/theme11/bg.gif,https://abs.twimg.com/images/themes/theme11/bg.gif,True,http://pbs.twimg.com/profile_images/1494002111452958727/uADNpHNt_normal.jpg,https://pbs.twimg.com/profile_images/1494002111452958727/uADNpHNt_normal.jpg,https://pbs.twimg.com/profile_banners/155652454/1562099671,B40B43,000000,E5507E,362720,True,True,False,False,False,False,False,False,False,False,False,none,[],2010.0,0.6999220576773187
70100,219430656.0,219430656.0,Emma Sterba 💙,84sterbz,ICU nurse and sports therapist ✌🏼 Born a red #JFT97 #YNWA http https://t.co/fgfOq7A0Zk.Footy=my 🌏 🏳️‍🌈,12.0,29007.0,2417.25,"Kent, england",https://t.co/s9IwRZZVNo,"{'url': {'urls': [{'url': 'https://t.co/s9IwRZZVNo', 'expanded_url': 'http://www.liverpoolfc.tv', 'display_url': 'liverpoolfc.tv', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/fgfOq7A0Zk', 'expanded_url': 'http://Friends.Family', 'display_url': 'Friends.Family', 'indices': [63, 86]}]}}",False,1134.0,1903.0,19,Wed Nov 24 21:09:08 +0000 2010,8507.0,,,True,False,,False,False,False,FAE0DF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1509605147357421576/Ghwxbn-__normal.jpg,https://pbs.twimg.com/profile_images/1509605147357421576/Ghwxbn-__normal.jpg,https://pbs.twimg.com/profile_banners/219430656/1660948881,ED2F21,FCEBEA,FCDBDB,D62C20,True,True,False,False,False,False,False,False,False,False,False,none,[],2010.0,0.5959012086179716
70252,496408501.0,496408501.0,MCreek,CmaCreek,"solicitor & partner, registered nurse, veteran…health, politics & the law *my views only CmaCreek@mastodon.world",10.0,29638.0,2963.8,West Country,,{'description': {'urls': []}},False,3428.0,4937.0,14,Sat Feb 18 22:55:07 +0000 2012,134740.0,,,True,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1467600381668741122/0UcrZQgO_normal.jpg,https://pbs.twimg.com/profile_images/1467600381668741122/0UcrZQgO_normal.jpg,https://pbs.twimg.com/profile_banners/496408501/1635198774,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,False,False,False,False,none,[],2012.0,0.6943487948146648
70354,44373882.0,44373882.0,RNAO,RNAO,"RNAO is the professional association representing RNs, NPs & nursing students in Ontario, speaking out for nursing & speaking out for health. #TogetherWeCanDoIt",13.0,46427.0,3571.3076923076924,Ontario,https://t.co/xgju98QWfV,"{'url': {'urls': [{'url': 'https://t.co/xgju98QWfV', 'expanded_url': 'https://RNAO.ca', 'display_url': 'RNAO.ca', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,26187.0,3437.0,354,Wed Jun 03 14:52:55 +0000 2009,15139.0,,,True,True,,False,False,False,005B63,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1542931209650671616/aakedbJK_normal.jpg,https://pbs.twimg.com/profile_images/1542931209650671616/aakedbJK_normal.jpg,https://pbs.twimg.com/profile_banners/44373882/1656940661,006A65,005B63,FF7243,333333,False,True,False,False,False,False,False,False,False,False,False,none,[],2009.0,7.619144602851324
71677,3240209003.0,3240209003.0,NUH Nursing,NUHNursing,"Offical Twitter account for Nurses at Nottingham University Hospitals. Promoting best practice, research and educational opportunities. #proudtonurse",7.0,16498.0,2356.8571428571427,"Nottingham, England",https://t.co/MTIyQxy9Yk,"{'url': {'urls': [{'url': 'https://t.co/MTIyQxy9Yk', 'expanded_url': 'https://www.nuh.nhs.uk/nursing-and-midwifery', 'display_url': 'nuh.nhs.uk/nursing-and-mi…', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,5462.0,1137.0,27,Thu May 07 10:08:43 +0000 2015,18662.0,,,False,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1456537117669138442/v4RFzEsS_normal.jpg,https://pbs.twimg.com/profile_images/1456537117669138442/v4RFzEsS_normal.jpg,https://pbs.twimg.com/profile_banners/3240209003/1602915864,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,False,False,False,False,none,[],2015.0,4.80386983289358
73137,7.286432570984489e+17,7.286432570984489e+17,Petrina Tointon,PetrinaTointon,A very tired staff nurse! my fur babies RULE and ROCK my world and that is why I'm poor! .,6.0,14693.0,2448.8333333333335,"South East, England",,{'description': {'urls': []}},False,1223.0,3363.0,12,Fri May 06 17:51:04 +0000 2016,24852.0,,,False,False,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1317098713651826689/HSHd3-5S_normal.jpg,https://pbs.twimg.com/profile_images/1317098713651826689/HSHd3-5S_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,False,False,False,False,none,[],2016.0,0.36366339577757956
73643,7.254137209612083e+17,7.254137209612083e+17,Natasha Rolls RGN,NatashaRolls1,"Woman with potential, proud NHS stoma nurse, mum of four amazing people and married to my soulmate.",6.0,30984.0,5164.0,"Stroud, England",,{'description': {'urls': []}},False,758.0,1006.0,10,Wed Apr 27 19:58:03 +0000 2016,48277.0,,,True,False,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/733773092489568256/1gssxzfh_normal.jpg,https://pbs.twimg.com/profile_images/733773092489568256/1gssxzfh_normal.jpg,https://pbs.twimg.com/profile_banners/725413720961208321/1548772867,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,False,False,False,False,none,[],2016.0,0.7534791252485089
73984,425434669.0,425434669.0,Janette Leck 🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁷󠁬󠁳󠁿🇪🇺🟩⬜🟪,JanetteLeck,"Independent thinking,coffee loving nurse for over 30yrs, Scottish Independence is inevitable! #DISSOLVETHEUNION",11.0,86691.0,7881.0,Scotland,,{'description': {'urls': []}},False,3197.0,4565.0,24,Thu Dec 01 00:36:21 +0000 2011,306829.0,,,False,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1240765499451101196/WETBsL3X_normal.jpg,https://pbs.twimg.com/profile_images/1240765499451101196/WETBsL3X_normal.jpg,https://pbs.twimg.com/profile_banners/425434669/1449518273,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,False,False,False,False,none,[],2011.0,0.700328587075575
74648,431921866.0,431921866.0,Katie-May,katixmay,critical care nurse 🩺 dog mum 🐶 @steelershockey @DetroitRedWings 🏒 @Saints1890 & @saints1890women fan 🏉🏳‍🌈,11.0,42194.0,3835.818181818182,🇬🇧,,{'description': {'urls': []}},False,1694.0,648.0,24,Thu Dec 08 20:54:28 +0000 2011,32259.0,,,True,False,,False,False,False,FAFAFA,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1581082979950108676/m6UCnwBK_normal.jpg,https://pbs.twimg.com/profile_images/1581082979950108676/m6UCnwBK_normal.jpg,https://pbs.twimg.com/profile_banners/431921866/1665794660,94D487,FFFFFF,F7F7F7,918B91,False,True,False,False,False,False,False,False,False,False,False,none,[],2011.0,2.6141975308641974
75497,21246108.0,21246108.0,Norah Casey,NorahCasey,"Girl from the north side, former Dragon, nurse, business woman, publisher, broadcaster. mother of one amazing boy",13.0,35063.0,2697.153846153846,Dublin,https://t.co/wWpeomFJBK,"{'url': {'urls': [{'url': 'https://t.co/wWpeomFJBK', 'expanded_url': 'http://www.norahcasey.com', 'display_url': 'norahcasey.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,51261.0,14955.0,264,Wed Feb 18 21:59:35 +0000 2009,16729.0,,,True,True,,False,False,False,1A1B1F,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,False,http://pbs.twimg.com/profile_images/798576622265843712/-66_x4Wz_normal.jpg,https://pbs.twimg.com/profile_images/798576622265843712/-66_x4Wz_normal.jpg,https://pbs.twimg.com/profile_banners/21246108/1479230430,2FC2EF,181A1E,252429,666666,True,True,False,False,False,False,False,False,False,False,False,none,[],2009.0,3.427683049147442
75591,2289933121.0,2289933121.0,Dr. Jennifer Jackson PhD RN,JJackson_RN,"Registered Nurse and Assistant Professor. Health systems, social vulnerability, policy, and advancing nursing as a profession. Views are my own. she/her ♿️",8.0,21491.0,2686.375,Treaty 7,https://t.co/0tG0R9Y8HC,"{'url': {'urls': [{'url': 'https://t.co/0tG0R9Y8HC', 'expanded_url': 'http://jenniferjacksonrn.org/', 'display_url': 'jenniferjacksonrn.org', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,5984.0,5183.0,126,Mon Jan 13 16:36:18 +0000 2014,52449.0,,,False,False,,False,False,False,96CFEA,http://abs.twimg.com/images/themes/theme7/bg.gif,https://abs.twimg.com/images/themes/theme7/bg.gif,False,http://pbs.twimg.com/profile_images/739150388952223744/Tj5l9B4n_normal.jpg,https://pbs.twimg.com/profile_images/739150388952223744/Tj5l9B4n_normal.jpg,https://pbs.twimg.com/profile_banners/2289933121/1594341344,1693A5,F7F972,004384,003E5F,False,False,False,False,False,False,False,False,False,False,False,none,[],2014.0,1.1545437005595216
79087,1511083428.0,1511083428.0,Jan Snoddon 💙,jan_snoddon,Committed to care.....46 years nursing service! now retired again....all views are my own,9.0,36264.0,4029.3333333333335,Liverpool ,,{'description': {'urls': []}},False,1054.0,2811.0,8,Wed Jun 12 17:23:26 +0000 2013,61536.0,,,False,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1114863472695758848/mDV0evFd_normal.jpg,https://pbs.twimg.com/profile_images/1114863472695758848/mDV0evFd_normal.jpg,https://pbs.twimg.com/profile_banners/1511083428/1548259140,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,False,False,False,False,none,[],2013.0,0.3749555318392031
79402,3063903069.0,3063903069.0,UHLDIETITIANS 🌈🌈,UHL_DIETITIANS,We are a large team of acute dietitians and nutrition nurses working across many specialist areas within the University Hospitals of Leicester.,7.0,19033.0,2719.0,"Leicester, England",,{'description': {'urls': []}},False,5722.0,2923.0,81,Thu Feb 26 15:17:18 +0000 2015,28057.0,,,True,False,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1575923268086792209/_9aXFoE2_normal.jpg,https://pbs.twimg.com/profile_images/1575923268086792209/_9aXFoE2_normal.jpg,https://pbs.twimg.com/profile_banners/3063903069/1664564211,FF691F,000000,000000,000000,False,False,False,False,False,False,False,False,False,False,False,none,[],2015.0,1.9575778309955525
82230,3833261002.0,3833261002.0,Fusion eCare Solutions LTD,FusionECare,"A modular care management solution for residential and nursing homes, covering; Digital Care Planning - Staffing with Time and Attendance - Resident Billing.",7.0,16925.0,2417.8571428571427,Yorkshire,https://t.co/6CHkDfozLT,"{'url': {'urls': [{'url': 'https://t.co/6CHkDfozLT', 'expanded_url': 'http://www.fusionecs.co.uk', 'display_url': 'fusionecs.co.uk', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,1063.0,1508.0,99,Thu Oct 01 11:52:38 +0000 2015,306.0,,,True,False,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1563124183051034624/NiS2pT0N_normal.jpg,https://pbs.twimg.com/profile_images/1563124183051034624/NiS2pT0N_normal.jpg,https://pbs.twimg.com/profile_banners/3833261002/1661512756,FA743E,000000,000000,000000,False,False,False,False,False,False,False,False,False,False,False,none,[],2015.0,0.7049071618037135
83232,2873553020.0,2873553020.0,Roxana Homoranu-Blackheart,RoxanaRoxyfoxy,clinician. entrepreneur. passionate about people and creativity in nursing. graduate from Sheffield Hallam University. champion for Men in Nursing Together,8.0,17149.0,2143.625,south yorkshire,https://t.co/gHGgh9Nap8,"{'url': {'urls': [{'url': 'https://t.co/gHGgh9Nap8', 'expanded_url': 'https://www.youtube.com/watch?v=6ZhnVI5s6h4&feature=youtu.be', 'display_url': 'youtube.com/watch?v=6ZhnVI…', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,1355.0,4066.0,46,Thu Oct 23 15:27:17 +0000 2014,28161.0,,,True,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1442153979580981250/gwfF3I4O_normal.jpg,https://pbs.twimg.com/profile_images/1442153979580981250/gwfF3I4O_normal.jpg,https://pbs.twimg.com/profile_banners/2873553020/1463512315,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,False,False,False,False,none,[],2014.0,0.33325135268076733
84173,3446430382.0,3446430382.0,RCN Northern Ireland,RCN_NI,"The Royal College of Nursing represents nurses and nursing, promotes excellence in practice and shapes health policy.",7.0,16714.0,2387.714285714286,Northern Ireland,https://t.co/EefIkv0rYr,"{'url': {'urls': [{'url': 'https://t.co/EefIkv0rYr', 'expanded_url': 'https://www.rcn.org.uk/Get-Help/Contact-advice', 'display_url': 'rcn.org.uk/Get-Help/Conta…', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,8431.0,611.0,32,Wed Aug 26 11:19:42 +0000 2015,13327.0,,,True,False,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1587785042402713600/fq346VRv_normal.jpg,https://pbs.twimg.com/profile_images/1587785042402713600/fq346VRv_normal.jpg,https://pbs.twimg.com/profile_banners/3446430382/1667392429,3B94D9,000000,000000,000000,False,False,False,False,False,False,False,False,False,False,False,none,[],2015.0,13.798690671031096
84836,839778259.0,839778259.0,Keith Say,50dw50,"Loves Doctor Babylon, Blake's Avengers, Dark Sapphires, Sherlock 1999, Oscar Wildthyme, X Peaks, Tomorrow Prisoner and mental health nurse. I unfollow back",10.0,88376.0,8837.6,United Kingdom,,{'description': {'urls': []}},False,3010.0,2580.0,50,Sat Sep 22 13:40:13 +0000 2012,139242.0,,,False,False,,False,False,False,642D8B,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,True,http://pbs.twimg.com/profile_images/1586465681318547460/e5pi8l9O_normal.jpg,https://pbs.twimg.com/profile_images/1586465681318547460/e5pi8l9O_normal.jpg,https://pbs.twimg.com/profile_banners/839778259/1640554474,FF0000,65B0DA,7AC3EE,3D1957,True,True,False,False,False,False,False,False,False,False,False,none,[],2012.0,1.1666666666666667
85625,1416351433.0,1416351433.0,Christopher Z. Dlamini he/him,chris_dlamini,"Tweeting learning disability nurse/academic
 #checkuponyourfriends #KeephoLDNon #positivechoices #internationalstudents

Follow us on @Nu1Student as well",9.0,39615.0,4401.666666666667,"under the sky, earth",https://t.co/1Kx1bEn4lL,"{'url': {'urls': [{'url': 'https://t.co/1Kx1bEn4lL', 'expanded_url': 'https://www.linkedin.com/in/christopher-dlamini-ba4443a3', 'display_url': 'linkedin.com/in/christopher…', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,5828.0,5331.0,23,Thu May 09 19:56:45 +0000 2013,87264.0,,,True,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1399374727907581962/cMs-MZuJ_normal.jpg,https://pbs.twimg.com/profile_images/1399374727907581962/cMs-MZuJ_normal.jpg,https://pbs.twimg.com/profile_banners/1416351433/1665238975,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,False,False,False,False,none,[],2013.0,1.0932282873757269
85654,2369952327.0,2369952327.0,Tracey Carter MBE 💙🌈,CarterTreacle,"After 30 years I still think being a nurse is the best job in the world and it is a privilege to get up and be one everyday. Chief Nurse, West Herts.",8.0,18596.0,2324.5,views my own,,{'description': {'urls': []}},False,2309.0,1200.0,59,Thu Feb 27 22:39:37 +0000 2014,35742.0,,,False,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1421073734505582594/2cx0l86v_normal.jpg,https://pbs.twimg.com/profile_images/1421073734505582594/2cx0l86v_normal.jpg,https://pbs.twimg.com/profile_banners/2369952327/1569964311,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,False,False,False,False,none,[],2014.0,1.9241666666666666
86717,129517525.0,129517525.0,alicekat,AliceeKat,🌎🐉⭐️music skating nursing u get the idea,12.0,27526.0,2293.8333333333335,Lincolnshire ,https://t.co/6Ukf698UpB,"{'url': {'urls': [{'url': 'https://t.co/6Ukf698UpB', 'expanded_url': 'http://www.alicekat.bandcamp.com', 'display_url': 'alicekat.bandcamp.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,787.0,604.0,8,Sun Apr 04 15:14:02 +0000 2010,6558.0,,,True,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1577070359551123463/JK5ctbot_normal.jpg,https://pbs.twimg.com/profile_images/1577070359551123463/JK5ctbot_normal.jpg,https://pbs.twimg.com/profile_banners/129517525/1664837860,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,False,False,False,False,none,[],2010.0,1.3029801324503312
86759,3000368468.0,3000368468.0,༺Peͥrsͣeͫphone༻,DisPersephone,✨retired #nurse turned guest experience specialist✨game lover✨turtle & cat mom✨conspiracy theorist✨ALL opinions are mine✨photo credit: @nannadoodles✨,7.0,33241.0,4748.714285714285,Canada,,{'description': {'urls': []}},False,362.0,973.0,74,Thu Jan 29 02:57:06 +0000 2015,24742.0,,,True,False,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1335630138076258304/31hBthED_normal.jpg,https://pbs.twimg.com/profile_images/1335630138076258304/31hBthED_normal.jpg,https://pbs.twimg.com/profile_banners/3000368468/1422646162,E81C4F,000000,000000,000000,False,False,False,False,False,False,False,False,False,False,False,none,[],2015.0,0.3720452209660843
