,id,id_str,name,screen_name,description,years_online,statuses_count,tweets_per_year,location,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,lang,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,live_following,follow_request_sent,notifications,muting,blocking,blocked_by,translator_type,withheld_in_countries,profile_banner_url
125,42683226.0,42683226,⇝ Steve Wallace ⇜,SGW81,"⚽Life long Arsenal supporter 😁 
                                🏎️Nissan GTR (2017) Litchfield Stage 4.25 680bhp 850Nm.                ⭕⭕\____/⭕⭕",,4718.0,,"East Sussex, United Kingdom",,{'description': {'urls': []}},False,9985.0,228.0,6.0,Tue May 26 18:20:47 +0000 2009,2460.0,,,True,False,,False,False,False,9AE4E8,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,False,http://pbs.twimg.com/profile_images/1544561413993250819/kInXv5AC_normal.jpg,https://pbs.twimg.com/profile_images/1544561413993250819/kInXv5AC_normal.jpg,0084B4,FFFFFF,DDFFCC,333333,True,True,False,False,False,False,False,False,False,False,False,none,[],https://pbs.twimg.com/profile_banners/42683226/1664111296
126,181485116.0,181485116,Jeremy Williamson,jezwilliamson1,Consultant Colorectal Surgeon @AneurinBevanUHB | #EYCN committee,,633.0,,,,{'description': {'urls': []}},False,358.0,558.0,3.0,Sun Aug 22 09:33:52 +0000 2010,2099.0,,,False,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1578762431580569602/3eJ_Fkw3_normal.jpg,https://pbs.twimg.com/profile_images/1578762431580569602/3eJ_Fkw3_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,False,False,False,False,none,[],https://pbs.twimg.com/profile_banners/181485116/1561974571
127,1.0987056997926624e+18,1098705699792662528,Теаган ☭,Dawnpeep,"Marxist Leninist type of tran
YCL CPB
NB, 26 (They/Them)

Anti Debate-bro Aktion
Join a union! Join the picket lines! Support your class, solidarity forever!",,3360.0,,G14,,{'description': {'urls': []}},False,478.0,415.0,0.0,Thu Feb 21 22:07:06 +0000 2019,5355.0,,,False,False,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1586288748299444224/yCawcM69_normal.jpg,https://pbs.twimg.com/profile_images/1586288748299444224/yCawcM69_normal.jpg,981CEB,000000,000000,000000,False,True,False,False,False,False,False,False,False,False,False,none,[],https://pbs.twimg.com/profile_banners/1098705699792662528/1663013866
128,1.092123518215639e+18,1092123518215639040,⚔️ 𝓦𝓲𝓵𝓵𝓸𝔀 🗡,Jackdaw_Willow,They/Them. Queer+Polyam. Grossly Incandescent. Unapologetically ADHD. LGBTQIA+ 🔞🏳️‍🌈🏳️‍⚧️ BLM BTLM,,4221.0,,Uk,,{'description': {'urls': []}},False,640.0,1081.0,6.0,Sun Feb 03 18:11:52 +0000 2019,66944.0,,,False,False,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1353733323273732096/A7o24Exd_normal.jpg,https://pbs.twimg.com/profile_images/1353733323273732096/A7o24Exd_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,False,False,False,False,none,[],https://pbs.twimg.com/profile_banners/1092123518215639040/1666211850
129,623958775.0,623958775,ianfields,iangfield1979,NIL SATIS NISI OPTIMUM,,196.0,,goodison park,,{'description': {'urls': []}},False,164.0,436.0,1.0,Sun Jul 01 17:59:47 +0000 2012,724.0,,,False,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1038679006990749696/8RJnVGjl_normal.jpg,https://pbs.twimg.com/profile_images/1038679006990749696/8RJnVGjl_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,False,False,False,False,none,[],https://pbs.twimg.com/profile_banners/623958775/1573920758
130,311153913.0,311153913,Craig,iCraigSharp,here for the memes,,4891.0,,,,{'description': {'urls': []}},False,295.0,173.0,4.0,Sun Jun 05 00:13:38 +0000 2011,3170.0,,,True,False,,False,False,False,BADFCD,http://abs.twimg.com/images/themes/theme12/bg.gif,https://abs.twimg.com/images/themes/theme12/bg.gif,False,http://pbs.twimg.com/profile_images/1391079518123741185/x6p5n3ey_normal.jpg,https://pbs.twimg.com/profile_images/1391079518123741185/x6p5n3ey_normal.jpg,FF0000,F2E195,FFF7CC,0C3E53,True,True,False,False,False,False,False,False,False,False,False,none,[],https://pbs.twimg.com/profile_banners/311153913/1592070212
131,3080270855.0,3080270855,K,itsk_vin14,#CFC💙 #GhanaBlackStars💛,,4962.0,,United Kingdom,https://t.co/6DCb8K1Azr,"{'url': {'urls': [{'url': 'https://t.co/6DCb8K1Azr', 'expanded_url': 'https://linktr.ee/itskevin14', 'display_url': 'linktr.ee/itskevin14', 'indices': [0, 23]}]}, 'description': {'urls': []}}",True,417.0,638.0,0.0,Sun Mar 08 20:49:43 +0000 2015,17403.0,,,True,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1598036535806410752/YrH_dy75_normal.jpg,https://pbs.twimg.com/profile_images/1598036535806410752/YrH_dy75_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,False,False,False,False,none,[],https://pbs.twimg.com/profile_banners/3080270855/1637845070
132,22897352.0,22897352,maxine,maxtigger,,,10.0,,,,{'description': {'urls': []}},False,4.0,84.0,0.0,Thu Mar 05 08:25:15 +0000 2009,137.0,,,False,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,True,False,False,False,False,False,False,False,none,[],
133,1.6009290637570908e+18,1600929063757090816,Joey Toogood,joey_toogood,PhD Researcher at Cardiff Uni - studying male gambling - he/him - 23,,0.0,,"Cardiff, Wales",https://t.co/6LN85m2niT,"{'url': {'urls': [{'url': 'https://t.co/6LN85m2niT', 'expanded_url': 'https://www.linkedin.com/in/toogie', 'display_url': 'linkedin.com/in/toogie', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,10.0,79.0,0.0,Thu Dec 08 19:04:06 +0000 2022,10.0,,,False,False,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1600935770809896963/-P_clahF_normal.jpg,https://pbs.twimg.com/profile_images/1600935770809896963/-P_clahF_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,False,False,False,False,none,[],https://pbs.twimg.com/profile_banners/1600929063757090816/1670527817
134,1.105886901125419e+18,1105886901125419009,Scott,ScottAves,only here for the craic. love Man Utd. one life. enjoy it. this is not a rehearsal,,14322.0,,Staffordshire ,,{'description': {'urls': []}},False,780.0,1125.0,0.0,Wed Mar 13 17:42:38 +0000 2019,17955.0,,,False,False,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1599371119093587969/wE3bQkTg_normal.jpg,https://pbs.twimg.com/profile_images/1599371119093587969/wE3bQkTg_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,False,False,False,False,none,[],https://pbs.twimg.com/profile_banners/1105886901125419009/1642933090
135,3447715583.0,3447715583,Mrs Berrie,mrsberriemods,PTRA & Modern Studies teacher at KSS,,391.0,,"Glasgow, Scotland",,{'description': {'urls': []}},False,175.0,321.0,2.0,Wed Aug 26 14:19:36 +0000 2015,616.0,,,False,False,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1187091560007196679/GkCfhK-6_normal.jpg,https://pbs.twimg.com/profile_images/1187091560007196679/GkCfhK-6_normal.jpg,89C9FA,000000,000000,000000,False,True,False,False,False,False,False,False,False,False,False,none,[],https://pbs.twimg.com/profile_banners/3447715583/1647187463
136,1.5997428983748444e+18,1599742898374844417,Tony Wroe,tony_wroe,"Cantankerous old bugger, too old to change now.",,11.0,,"Manchester, England",,{'description': {'urls': []}},False,2.0,23.0,0.0,Mon Dec 05 12:30:44 +0000 2022,21.0,,,False,False,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1599743070819450880/ONS8xCEd_normal.png,https://pbs.twimg.com/profile_images/1599743070819450880/ONS8xCEd_normal.png,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,False,False,False,False,none,[],https://pbs.twimg.com/profile_banners/1599742898374844417/1670277896
137,67718853.0,67718853,robin sheppard,alfresco12,"hotels robin@bespokehotels.com, soft drinks robin@alfresco.co.uk, books @asolitaryconfinement  @hotelgotham @bluebadgeaccess @IoH_online @hotelbrooklyn",,24355.0,,london,http://t.co/ILSQYoEsly,"{'url': {'urls': [{'url': 'http://t.co/ILSQYoEsly', 'expanded_url': 'http://www.bespokehotels.com', 'display_url': 'bespokehotels.com', 'indices': [0, 22]}]}, 'description': {'urls': []}}",False,29414.0,6214.0,56.0,Fri Aug 21 21:05:12 +0000 2009,25565.0,,,True,False,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/478103476379983873/txlzjjq__normal.jpeg,https://pbs.twimg.com/profile_images/478103476379983873/txlzjjq__normal.jpeg,9266CC,000000,000000,000000,False,False,False,False,False,False,False,False,False,False,False,none,[],https://pbs.twimg.com/profile_banners/67718853/1416149761
138,1.086963497680937e+18,1086963497680936966,𝓑𝓵𝓪𝓬𝓴𝓖𝓵𝓸𝓿𝓮𝓼𝓐𝓻𝓮𝓕𝓸𝓻𝓜𝓾𝓻𝓭𝓮𝓻,BGAFM,.,,1.0,,,,{'description': {'urls': []}},True,1.0,814.0,0.0,Sun Jan 20 12:27:47 +0000 2019,11676.0,,,False,False,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1460582255487856641/G4h7UAFN_normal.jpg,https://pbs.twimg.com/profile_images/1460582255487856641/G4h7UAFN_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,False,False,False,False,none,[],https://pbs.twimg.com/profile_banners/1086963497680936966/1637064800
139,9.210615053905632e+17,921061505390563328,liam,lrp_745,insta (more active) - liamsrailwayphotography,,829.0,,probs a train,https://t.co/umWIK4idPl,"{'url': {'urls': [{'url': 'https://t.co/umWIK4idPl', 'expanded_url': 'https://instagram.com/liamsrailwayphotography?igshid=1x8zq3kv4j4h6', 'display_url': 'instagram.com/liamsrailwayph…', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,325.0,325.0,1.0,Thu Oct 19 17:12:30 +0000 2017,732.0,,,True,False,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1475984014322421765/FX1IJy2M_normal.jpg,https://pbs.twimg.com/profile_images/1475984014322421765/FX1IJy2M_normal.jpg,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,False,False,False,False,none,[],https://pbs.twimg.com/profile_banners/921061505390563328/1662889377
140,23481409.0,23481409,steve corrigan,stevecorrigan64,,,8981.0,,liverpool jersey,,{'description': {'urls': []}},False,1131.0,1292.0,13.0,Mon Mar 09 19:01:43 +0000 2009,1178.0,,,True,False,,False,False,False,022330,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,False,http://pbs.twimg.com/profile_images/1382570687655723009/8-NyEgCJ_normal.jpg,https://pbs.twimg.com/profile_images/1382570687655723009/8-NyEgCJ_normal.jpg,0084B4,A8C7F7,C0DFEC,333333,True,True,False,False,False,False,False,False,False,False,False,none,[],https://pbs.twimg.com/profile_banners/23481409/1614697995
141,1.384979107587543e+18,1384979107587543040,Toonman 🇬🇧🏴󠁧󠁢󠁥󠁮󠁧󠁿 🏴󠁧󠁢󠁳󠁣󠁴󠁿,ToonMan67,Veteran,,1375.0,,"Newcastle Upon Tyne, England",,{'description': {'urls': []}},False,551.0,906.0,0.0,Wed Apr 21 21:15:40 +0000 2021,8032.0,,,False,False,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1600935381930807353/ngYodQY4_normal.jpg,https://pbs.twimg.com/profile_images/1600935381930807353/ngYodQY4_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,False,False,False,False,none,[],
142,200100623.0,200100623,é,ewancduncan,spark da la,,24943.0,,,https://t.co/tDY2FghjPJ,"{'url': {'urls': [{'url': 'https://t.co/tDY2FghjPJ', 'expanded_url': 'https://open.spotify.com/album/4MONFUV0fQDFM99YwVZbLZ?si=HK8X7z0-SxODdMI9sAvm4Q', 'display_url': 'open.spotify.com/album/4MONFUV0…', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,376.0,631.0,3.0,Fri Oct 08 13:06:59 +0000 2010,7587.0,,,True,False,,False,False,False,CCCCCC,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1561729910032433153/uPRhtbon_normal.jpg,https://pbs.twimg.com/profile_images/1561729910032433153/uPRhtbon_normal.jpg,DDDDDD,FFFFFF,FFF7CC,0C3E53,True,True,False,False,False,False,False,False,False,False,False,none,[],https://pbs.twimg.com/profile_banners/200100623/1661180412
143,2783603171.0,2783603171,Regina Almeida,AlmydaRegina,Brazilian🇧🇷Living in England🏴󠁧󠁢󠁥󠁮󠁧󠁿UK🇬🇧 but eternally Patriot “Let’s Make our World” Great again! #Trump🇺🇸#Bolsonaro #Boris #QueenElizabethll 🙏,,60310.0,,"London, United Kingdom",,{'description': {'urls': []}},False,37691.0,36924.0,27.0,Thu Sep 25 11:04:39 +0000 2014,172703.0,,,True,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1590767157629128741/oIVFL_vI_normal.jpg,https://pbs.twimg.com/profile_images/1590767157629128741/oIVFL_vI_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,False,False,False,False,none,[],https://pbs.twimg.com/profile_banners/2783603171/1667782783
144,2857414732.0,2857414732,Richard James 🏴󠁧󠁢󠁷󠁬󠁳󠁿,richyjames28,,,571.0,,,,{'description': {'urls': []}},False,213.0,956.0,0.0,Sun Nov 02 18:50:44 +0000 2014,1503.0,,,True,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/544646863191040000/8WtcyG9B_normal.jpeg,https://pbs.twimg.com/profile_images/544646863191040000/8WtcyG9B_normal.jpeg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,False,False,False,False,none,[],
145,1.548298497996116e+18,1548298497996115968,Terrie-jean Smith,TerriejeanSmit1,,,23.0,,,,{'description': {'urls': []}},False,1.0,60.0,0.0,Sat Jul 16 13:28:48 +0000 2022,1115.0,,,False,False,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1548298606016229377/PBH6YyHr_normal.png,https://pbs.twimg.com/profile_images/1548298606016229377/PBH6YyHr_normal.png,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,False,False,False,False,none,[],
146,88950590.0,88950590,Hilary Morison,HilaryMorison,"I do financial services comms at @MRMComms. Rest of my time is spent imagining, and putting a voice to, the inner workings of my dog Jojo's mind.",,1713.0,,"Edinburgh, Scotland",,{'description': {'urls': []}},True,909.0,1079.0,21.0,Tue Nov 10 15:29:25 +0000 2009,3560.0,,,False,False,,False,False,False,EDECE9,http://abs.twimg.com/images/themes/theme3/bg.gif,https://abs.twimg.com/images/themes/theme3/bg.gif,False,http://pbs.twimg.com/profile_images/1509830853840584713/wcKkPuiG_normal.jpg,https://pbs.twimg.com/profile_images/1509830853840584713/wcKkPuiG_normal.jpg,088253,D3D2CF,E3E2DE,634047,True,False,False,False,False,False,False,False,False,False,False,none,[],https://pbs.twimg.com/profile_banners/88950590/1648806702
147,7.796315819379343e+17,779631581937934337,Enna Gerin,GerinEnna,Tillförordnad chef på fackliga idéinstitutet @KatalysInst.,,2136.0,,"Stockholm, Sverige",https://t.co/7ZVoAJpPg6,"{'url': {'urls': [{'url': 'https://t.co/7ZVoAJpPg6', 'expanded_url': 'http://www.katalys.org', 'display_url': 'katalys.org', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,1354.0,1433.0,5.0,Sat Sep 24 10:40:28 +0000 2016,11456.0,,,False,False,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1164470275410399232/VOSZs_lH_normal.jpg,https://pbs.twimg.com/profile_images/1164470275410399232/VOSZs_lH_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,False,False,False,False,none,[],https://pbs.twimg.com/profile_banners/779631581937934337/1566541850
148,55132949.0,55132949,David Humphries,dhumphries2121,,,747.0,,harrogate,,{'description': {'urls': []}},False,119.0,560.0,2.0,Thu Jul 09 03:47:31 +0000 2009,137.0,,,True,False,,False,False,False,1A1B1F,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,False,http://pbs.twimg.com/profile_images/3520909159/7cba07fd9194b2be0f6c40391b6d92c0_normal.jpeg,https://pbs.twimg.com/profile_images/3520909159/7cba07fd9194b2be0f6c40391b6d92c0_normal.jpeg,2FC2EF,181A1E,252429,666666,True,False,False,False,False,False,False,False,False,False,False,none,[],https://pbs.twimg.com/profile_banners/55132949/1421398547
149,71658874.0,71658874,Connie (she/her),conniereid,Co-founder of and designer @KonglomerateG | she/her ❤🏳️‍🌈 | opinions are my own,,3734.0,,"Scotland, UK",,{'description': {'urls': []}},False,321.0,1266.0,9.0,Fri Sep 04 22:34:58 +0000 2009,21809.0,,,True,False,,False,False,False,1A1B1F,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,True,http://pbs.twimg.com/profile_images/1504950003508420617/0zxRl2ZG_normal.jpg,https://pbs.twimg.com/profile_images/1504950003508420617/0zxRl2ZG_normal.jpg,2FC2EF,181A1E,252429,666666,True,True,False,False,False,False,False,False,False,False,False,none,[],https://pbs.twimg.com/profile_banners/71658874/1605645090
150,2870568215.0,2870568215,Mike,John_v925,,,6816.0,,,,{'description': {'urls': []}},False,198.0,1109.0,0.0,Mon Nov 10 13:33:02 +0000 2014,12340.0,,,False,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/770388361995546624/st8lf9ky_normal.jpg,https://pbs.twimg.com/profile_images/770388361995546624/st8lf9ky_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,False,False,False,False,none,[],
151,358987823.0,358987823,Liam Hesketh,LiamHesketh,Manchester / London / Amsterdam,,3617.0,,United Kingdom,https://t.co/4hlz0L1CTx,"{'url': {'urls': [{'url': 'https://t.co/4hlz0L1CTx', 'expanded_url': 'http://linkedin.com/in/liam-hesketh-a4118596', 'display_url': 'linkedin.com/in/liam-hesket…', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,299.0,1038.0,2.0,Sat Aug 20 20:56:17 +0000 2011,3402.0,,,True,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1161687470028836864/Xf_rAmRo_normal.jpg,https://pbs.twimg.com/profile_images/1161687470028836864/Xf_rAmRo_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,False,False,False,False,none,[],https://pbs.twimg.com/profile_banners/358987823/1565802763
