,Unnamed: 0,Unnamed: 0.1,Document,Topic,Name,Top_n_words,Probability,Representative_document,original_text,created_at,label
7314,7314,33825,wanna dick,0,0_tweet_twitter_account_people,tweet - twitter - account - people - reply - response - timeline - hashtag - someone - parody,1.0,False,@unfortunatalie Don’t wanna be a dick but that’s... not polyphony? It is lovely though!,2020-01-06 01:00:36+00:00,Life
7315,7315,107101,morning spring term,-1,-1_school_year_time_people,school - year - time - people - child - teacher - thing - today - week - book,0.0,False,@PaulGarvey4 Morning - happy spring term. Have a great day,2020-01-06 05:18:48+00:00,None
7316,7316,107100,morning start term night spring,-1,-1_school_year_time_people,school - year - time - people - child - teacher - thing - today - week - book,0.0,False,"@virkjay @Constant55 @NicolaWood64 Morning 😘, have a super start to spring term. Nights are getting lighter looking forward to spring emerging. X https://t.co/0ROGWYyPvG",2020-01-06 05:22:03+00:00,None
7317,7317,107099,santa light magic walk cyclops,-1,-1_school_year_time_people,school - year - time - people - child - teacher - thing - today - week - book,0.0,False,@virkjay @Constant55 @NicolaWood64 Secret Santa brought me a hat with a light on- magic! Illuminated walks- whilst looking like a cyclops 🤣,2020-01-06 05:24:11+00:00,None
7318,7318,107098,brand kind something,-1,-1_school_year_time_people,school - year - time - people - child - teacher - thing - today - week - book,1.0,False,"A brand new day, smile, be kind, find something to laugh about. Each day is precious - make the most of every day. https://t.co/MqCaC7xFXy",2020-01-06 05:32:23+00:00,None
7319,7319,107097,morning claire,2,2_morning_james_claire_paul,morning - james - claire - paul - nicola - thanks - adventure - monday - beatles - queue,1.0,True,@Constant55 @virkjay @NicolaWood64 Morning Claire,2020-01-06 06:37:54+00:00,Life
7320,7320,107096,tights,-1,-1_school_year_time_people,school - year - time - people - child - teacher - thing - today - week - book,0.0,False,@Constant55 @virkjay @NicolaWood64 I’ve got thick tights it will be fine 😂,2020-01-06 06:38:22+00:00,None
7321,7321,40449,thank apostrophe possession,-1,-1_school_year_time_people,school - year - time - people - child - teacher - thing - today - week - book,1.0,False,@SarahFarrellKS2 Thank you so much. It’s those blinking apostrophes for possession - they either use them accurately or they’re littered EVERYWHERE!,2020-01-06 07:18:50+00:00,None
7322,7322,10682,resource share thanks interest others,-1,-1_school_year_time_people,school - year - time - people - child - teacher - thing - today - week - book,0.3717690869615173,False,@ChrisMoyse A great resource to share. Thanks. This may be of interest to you and others https://t.co/1ogNMo62Ax From @JulesDaulby writing for https://t.co/iXN22l6R5T @TeachTalks #coaching #mentoring #supervision,2020-01-06 09:34:13+00:00,None
7323,7323,122847,band ferdinand coldplay sorry,-1,-1_school_year_time_people,school - year - time - people - child - teacher - thing - today - week - book,0.3157394870317035,False,@calexico65 My favourite band is Franz Ferdinand. I like Coldplay and pop from the 80s. Sorry! 😂,2020-01-06 10:26:11+00:00,None
7324,7324,10681,resource interest,-1,-1_school_year_time_people,school - year - time - people - child - teacher - thing - today - week - book,0.6433645567899362,False,A great resource. This may be of interest: https://t.co/qeBwAPVP1y… From @JulesDaulby writing for https://t.co/xqpucENcL7 @TeachTalks #coaching #mentoring #supervision https://t.co/UIGmxB6efU https://t.co/z9An6HMIcu,2020-01-06 12:00:20+00:00,None
7325,7325,10680,school option brush education jayne dowle,-1,-1_school_year_time_people,school - year - time - people - child - teacher - thing - today - week - book,1.0,False,Back to school with options needed for a ‘broad brush’ education – Jayne Dowle https://t.co/JAr4rhdPJH,2020-01-06 12:17:04+00:00,None
7326,7326,10679,child school telegraph,-1,-1_school_year_time_people,school - year - time - people - child - teacher - thing - today - week - book,0.8614221390930922,False,"While we strive to get it right for our children, God bless our schools | Sheffield Telegraph https://t.co/esx8btUBxe",2020-01-06 12:19:00+00:00,None
7327,7327,10678,academisation tolerance robinson decade rollercoaster ride education decade bring waltzer merry round,-1,-1_school_year_time_people,school - year - time - people - child - teacher - thing - today - week - book,1.0,False,From academisation to zero tolerance via Ken Robinson | Tes A decade of a rollercoaster ride for education... What will the next decade bring? Waltzer? Merry go round? Dodgems? https://t.co/cJYM7lcoPz,2020-01-06 12:23:15+00:00,None
7328,7328,21766,mackie hill parent community staff proof privatisers hand school,-1,-1_school_year_time_people,school - year - time - people - child - teacher - thing - today - week - book,0.0,False,"Mackie Hill. Parents, community and staff have consistently said no to academisation. Here's the proof of why they were right. Privatisers - keep your hands off this lovely school. https://t.co/X56aAtpAN5",2020-01-06 17:06:53+00:00,None
