,id,created_at,edit_history_tweet_ids,text
0,1.565066476842795e+18,2022-08-31 19:58:20+00:00,['1565066476842795011'],@MrsAstronaut At the wedding we were at 2 weeks ago they were charging £5.50 a pint and card only bar ! No cash at all.
1,1.565055307667194e+18,2022-08-31 19:13:57+00:00,['1565055307667193858'],RT @Haggis_UK: James O'brien  - You get a think tank to dress up bigotry &amp; bias as research... your right wing politicians go along with it…
2,1.565048914486743e+18,2022-08-31 18:48:33+00:00,['1565048914486743041'],RT @FABSITEUK: 😂😂😂👇😜 https://t.co/hCGnc5zluT
3,1.5650260772731986e+18,2022-08-31 17:17:48+00:00,['1565026077273198592'],@Glastomichelle Paydirt !
4,1.5650255500742492e+18,2022-08-31 17:15:42+00:00,['1565025550074249216'],@CKscullycat Admissions free you pay to get out
5,1.564950258781753e+18,2022-08-31 12:16:31+00:00,['1564950258781753344'],@DonnaMariaAllen @gmpolice Can you imagine being on patrol in a metro now ! Compared with a beemer estate.
6,1.56493247347737e+18,2022-08-31 11:05:51+00:00,['1564932473477369857'],RT @w1mav: 👋 https://t.co/BMWKLgvuG9
7,1.5649095376641106e+18,2022-08-31 09:34:43+00:00,['1564909537664110592'],@KateWilton1 Yes they are A lot less effort and the food tastes much better and less gas used so more efficient than a chip pan etc also food much less greasy.
8,1.5648841468073574e+18,2022-08-31 07:53:49+00:00,['1564884146807357442'],"RT @Spitfire_54: #JohnsonOut219
#toriesout55
#borisbrokebritain
#EnoughlsEnough"
9,1.5646768815087002e+18,2022-08-30 18:10:13+00:00,['1564676881508700165'],@Elwick70 Used to be known as Doncaster St James junction when I was in control.
10,1.5646757632903987e+18,2022-08-30 18:05:46+00:00,['1564675763290398721'],@sheilaMol1 Spud doing his happy dance !
11,1.5646720427749704e+18,2022-08-30 17:50:59+00:00,['1564672042774970373'],@traceyb78 While you are in the area get off at Castellmmare di stabia and take the cable car up to the top the views are superb.
12,1.56467157149039e+18,2022-08-30 17:49:07+00:00,['1564671571490390018'],@traceyb78 Only choice Circumversuviana
13,1.5646714243291423e+18,2022-08-30 17:48:32+00:00,['1564671424329142277'],@AwTroon @scotland_ukip They have 159 followers hardly representative!
14,1.564671110473466e+18,2022-08-30 17:47:17+00:00,['1564671110473465858'],"RT @SimplyySonyaa: If you're having a bad day, just remember someone is dating your ex and thinking they got lucky 😂"
15,1.5646639152918405e+18,2022-08-30 17:18:42+00:00,['1564663915291840512'],"RT @ISimpson73: @GBNEWS @Nigel_Farage Trying to cover up #ThickLizzy telling anyone who's worried about their bills they're a ""doomsaying l…"
16,1.564315485684093e+18,2022-08-29 18:14:10+00:00,['1564315485684092929'],@LunaStarra https://t.co/xngEiLcC7Q
17,1.564314374642221e+18,2022-08-29 18:09:45+00:00,['1564314374642221056'],"RT @nancylevine: @DefenseBaron Rupert Murdoch, majority owner of @FoxNews, has donated $3 million to @GOP Mitch McConnell's Senate Leadersh…"
18,1.5642934720263332e+18,2022-08-29 16:46:41+00:00,['1564293472026333185'],RT @td_hurley: @BBCNewsPR @trussliz Can't even appear in a broadcast interview. https://t.co/hBOtNNUnNT
19,1.5642024560572744e+18,2022-08-29 10:45:01+00:00,['1564202456057274368'],RT @weirdlilguys: immaculate vibes https://t.co/IuotUWeVgX
