,Unnamed: 0,Document,Topic,Name,Top_n_words,Probability,Representative_document,original_text
5490,5490,future treasury,4,4_treasury_minister_mayor_sunak,treasury - minister - mayor - sunak - shapps - budget - funding - protest - cake - government,0.2491185734671109,False,@iansderbyshire @RealJohnWynne @WilliamBarter1 @Captain_Deltic Yes there is an exciting future. Or at least there would be if it weren’t for the Treasury.
21507,21507,lance cake,4,4_treasury_minister_mayor_sunak,treasury - minister - mayor - sunak - shapps - budget - funding - protest - cake - government,0.9065317527594404,False,I think Lance would like the cake and to eat ot as well! 😂🙈 https://t.co/SeWYE1L1bI
11323,11323,time thing minister year,4,4_treasury_minister_mayor_sunak,treasury - minister - mayor - sunak - shapps - budget - funding - protest - cake - government,0.4316585149585752,False,"@BestForBritain To be fair, she didn't have time to mess things up, so she might actually be the best minister for years."
14892,14892,government funding work,4,4_treasury_minister_mayor_sunak,treasury - minister - mayor - sunak - shapps - budget - funding - protest - cake - government,0.8670875565200475,False,@pacer142 Nope. That is not how government funding works.
20651,20651,suspect recognition treasury infrastructure enhancement decarbonisation unit cost target credential road,4,4_treasury_minister_mayor_sunak,treasury - minister - mayor - sunak - shapps - budget - funding - protest - cake - government,0.2427552404559072,False,@philatrail Suspect it’s more a recognition that HM Treasury is unwilling to fund the infrastructure enhancement required for decarbonisation at current unit costs. Means that 2050 target will be missed that rail’s green credentials will progressively weaken as roads gradually decarbonise
17883,17883,minister evening,4,4_treasury_minister_mayor_sunak,treasury - minister - mayor - sunak - shapps - budget - funding - protest - cake - government,0.7605390217286757,False,@KirstyStricklan I think these sum it up well for some of the ministers this evening... https://t.co/33McqbPJx3
5112,5112,spending treasury option pain grief statement time dewirement north newcastle year option grantham sunak,4,4_treasury_minister_mayor_sunak,treasury - minister - mayor - sunak - shapps - budget - funding - protest - cake - government,0.2032411982677954,False,@matthewhodg @Clinnick1 Every spending review the Treasury trundles out various options with pain and grief statements. Every time there is de-wirement of ECML north of Newcastle. This year it was extended with options north of Grantham. But was rejected again although I hear Sunak was quite interested.
22232,22232,thing pancake someone,4,4_treasury_minister_mayor_sunak,treasury - minister - mayor - sunak - shapps - budget - funding - protest - cake - government,0.496087645397917,False,"I can never remember the religious thing with pancake day. Eat pancakes, for he is shriven? Remind me, someone."
5542,5542,plan treasury playbook,4,4_treasury_minister_mayor_sunak,treasury - minister - mayor - sunak - shapps - budget - funding - protest - cake - government,0.9098677943523908,False,@dahontr3 @SarahNobleLD I remember the plans. And yes the Treasury playbook will have them!
5068,5068,brand treasurydft stock strategy,4,4_treasury_minister_mayor_sunak,treasury - minister - mayor - sunak - shapps - budget - funding - protest - cake - government,0.2551663172831804,False,I present the brand new Treasury/DfT Rolling Stock Strategy for Great British Railways……………………………………………………………………………………………………………………………………………………………………………………………………There! Very Comprehensive and Revealing 🤔🙄
24843,24843,state broadcaster minister,4,4_treasury_minister_mayor_sunak,treasury - minister - mayor - sunak - shapps - budget - funding - protest - cake - government,0.7162770665191297,False,"I love this. @NadineDorries being called out by Channel 4, a state owned broadcaster. She's the minister for @DCMS. How embarrassing. https://t.co/OjeXEGB4Zk"
6884,6884,powder cupcake batter pancake yorkshire cupcake,4,4_treasury_minister_mayor_sunak,treasury - minister - mayor - sunak - shapps - budget - funding - protest - cake - government,0.8627521511553885,False,@KyleIOWromans Think about it - Tesco sell those premixed powders you can turn into cupcakes etc - the 'batter' mix can be made into Pancakes or Yorkshires depending on how you cook them so are just pancake cupcakes really...
18165,18165,pancake life anyone tomorrow,4,4_treasury_minister_mayor_sunak,treasury - minister - mayor - sunak - shapps - budget - funding - protest - cake - government,0.5651299413379299,False,I've never made a pancake in my life. Anyone willing to chuck some my way tomorrow? 😂
25909,25909,minute winner icing cake,4,4_treasury_minister_mayor_sunak,treasury - minister - mayor - sunak - shapps - budget - funding - protest - cake - government,1.0,False,@pipdunn That’s the one. A day never to be forgotten. Last minute winner was the icing on the cake.
20747,20747,affordability consideration enhancement funding north,4,4_treasury_minister_mayor_sunak,treasury - minister - mayor - sunak - shapps - budget - funding - protest - cake - government,1.0,True,"@iansderbyshire I reckon affordability is the No. 1 consideration, with levelling up coming second. So whatever enhancement funding is available is most likely to end up in the North"
5500,5500,treasury tactic nothing,4,4_treasury_minister_mayor_sunak,treasury - minister - mayor - sunak - shapps - budget - funding - protest - cake - government,1.0,False,@GarethDennis @wmtucker @Tees_Issues Treasury tactic to confuse by making doing nothing sound logical.
1434,1434,shortcoming minister buffoon thing,4,4_treasury_minister_mayor_sunak,treasury - minister - mayor - sunak - shapps - budget - funding - protest - cake - government,0.1473719958373166,False,"@LauraJ4SWEast @trussliz @MonmouthCA @WelshConserv Jeeez. The shortcomings of how we (well, some of us) get to select a new Prime Minister to replace the buffoon are illustrated perfectly by the Tory way of doing things."
5155,5155,treasury term,4,4_treasury_minister_mayor_sunak,treasury - minister - mayor - sunak - shapps - budget - funding - protest - cake - government,1.0,False,@robertwoolley @jruddy99 @Captain_Deltic @RealJohnWynne I was in the Treasury in the 80s and we never used terms like that.
4937,4937,idea measure friend treasury sunak cost,4,4_treasury_minister_mayor_sunak,treasury - minister - mayor - sunak - shapps - budget - funding - protest - cake - government,0.5985921302624867,False,@jruddy99 Unfortunately it is being floated and needs to be torpedoed ASAP! Same as his idea to revert to imperial measures ONLY. A friend in the Treasury said he suggested going back to £sd. Sunak was reportedly supportive but ruled costs of doing so were far too high at present.
22421,22421,tweet queen queen authority minister none anger direction,4,4_treasury_minister_mayor_sunak,treasury - minister - mayor - sunak - shapps - budget - funding - protest - cake - government,0.4750634557333543,False,"Some of tweets about the Queen are absolutely hilarious, bordering hysterical. The Queen does not have any authority to say no to a Prime Minister. None. You’re directing your anger in totally the wrong direction."
5489,5489,paper draw treasury north option time spending review,4,4_treasury_minister_mayor_sunak,treasury - minister - mayor - sunak - shapps - budget - funding - protest - cake - government,0.6751114445824062,False,@RealJohnWynne Papers are filed away in same draw at Treasury as de-wiring north of Newcastle - an option that’s wheeled out every time there is a spending review.
7927,7927,dirty strike jesus budget,4,4_treasury_minister_mayor_sunak,treasury - minister - mayor - sunak - shapps - budget - funding - protest - cake - government,1.0,True,"@onporter @MttMllr14 Exactly the same for me, I feel dirty for the strike partnering Jesus, but didn't have a lot of budget left. https://t.co/W8vWP08ter"
2869,2869,review chairman jokervee review,4,4_treasury_minister_mayor_sunak,treasury - minister - mayor - sunak - shapps - budget - funding - protest - cake - government,0.8341453250812136,False,"@PaulBrandITV @GMB About as independent as the Oakervee review of HS2. Former chairman of HS2, about as independent as you could get, more appropriately known as the Jokervee review."
3864,3864,government grant shapps nothing,4,4_treasury_minister_mayor_sunak,treasury - minister - mayor - sunak - shapps - budget - funding - protest - cake - government,0.4950841641158908,False,@Shaunpm92 Blame the government and Grant Shapps then not @ScotRail Nothing to do with them at all.
18087,18087,welcome world salad cake,4,4_treasury_minister_mayor_sunak,treasury - minister - mayor - sunak - shapps - budget - funding - protest - cake - government,1.0,False,@kimberlyann30 Welcome to my world. If only salad was made of cake 😂xx
5020,5020,sunak cancel capital outcome,4,4_treasury_minister_mayor_sunak,treasury - minister - mayor - sunak - shapps - budget - funding - protest - cake - government,0.8971410924717874,False,"@RealJohnWynne @MarkSelby74 Given that Sunak is very IEA influenced he is trying to pair down HS2. He can’t cancel it outright as there is too much political capital invested. However, he is also determined to eliminate IPR, Bus back Better, the levelling up agenda, cripple TfL the outcomes of COP26"
21235,21235,term government subsidy operator,4,4_treasury_minister_mayor_sunak,treasury - minister - mayor - sunak - shapps - budget - funding - protest - cake - government,0.455382187518947,False,@dan_djcwey @Richard_rail @RAIL @stefatrail @christianwolmar Not even viable in the short term unless government keeps the subsidy tap open for bus operators
