,id,created_at,edit_history_tweet_ids,text
0,1.5650643105686487e+18,2022-08-31 19:49:43+00:00,['1565064310568648708'],@beardedPT @FMLM_UK @NHSMidlands @AmeliaDigitalRN @staceylousuth80 Congratulations
1,1.5649457750162678e+18,2022-08-31 11:58:42+00:00,['1564945775016267779'],"RT @CostaCoffee: ⏰ Set your alarms for 2nd September! ⏰
Simply scan your app when you buy any drink in store or Express drink on Friday 2nd…"
2,1.564671069511983e+18,2022-08-30 17:47:07+00:00,['1564671069511983105'],@richardson_debs Congratulations 🎉
3,1.5642366564163625e+18,2022-08-29 13:00:55+00:00,['1564236656416362497'],Fabulous time at Bolsover castle. Our knight won. Well done Wyvern 👏👏 https://t.co/SP7611CuGu
4,1.563793956219097e+18,2022-08-28 07:41:47+00:00,['1563793956219097088'],@EmmaToplis @UHDBTrust Congratulations. Beautiful photo x
5,1.5632316861834936e+18,2022-08-26 18:27:32+00:00,['1563231686183493637'],@CraigDavid Oh I love this album x
6,1.5628691834648904e+18,2022-08-25 18:27:04+00:00,['1562869183464890369'],Lovely seeing old colleagues @tittyfalally and Mish on my ward visit today. Miss you 😘
7,1.5627565896641454e+18,2022-08-25 10:59:40+00:00,['1562756589664145408'],@lorraine @reallorraine can you help in finding a donor https://t.co/PBtVghRaEf
8,1.562677648983085e+18,2022-08-25 05:45:59+00:00,['1562677648983085056'],RT @JanetInman177: This would be fabulous for UHDB @hospitalcharity @UHDBTrust @magnusharrison @pattipaineWAHT ❤️
9,1.562494137034629e+18,2022-08-24 17:36:46+00:00,['1562494137034629120'],Revalidation submitted. 👍🏻👍🏻 happy days
10,1.562165126224126e+18,2022-08-23 19:49:24+00:00,['1562165126224125954'],RT @NicolaBullen5: Who’s feeling wealthy….that is mentally wealthy @UHDBTrust @UHDBWellbeing 💙
11,1.5619531995395113e+18,2022-08-23 05:47:17+00:00,['1561953199539511296'],RT @Sonia_Sparkles: Improving culture through #kindness that runs through everyday working - not just annual gestures https://t.co/1g09KHZK…
12,1.5614131300765368e+18,2022-08-21 18:01:14+00:00,['1561413130076536833'],@Mrs_Milesy Looks lovely. Hope you are having a nice time x x x
13,1.5613260647978844e+18,2022-08-21 12:15:16+00:00,['1561326064797884419'],"RT @UHDBTrust: If you are visiting our hospitals, please remember that you must wear a mask at all times - unless exempt or when eating and…"
14,1.5612349886741957e+18,2022-08-21 06:13:22+00:00,['1561234988674195457'],"RT @actionhappiness: Smiling gives us &amp; others a boost. Even on tough days life can be beautiful 😊

Image: https://t.co/sWhR1JEHIZ https://…"
15,1.560944079751549e+18,2022-08-20 10:57:24+00:00,['1560944079751548929'],When you see beauty and the beast while shopping 🤩🤩 https://t.co/JwiiBU0f4k
16,1.560943556914811e+18,2022-08-20 10:55:19+00:00,['1560943556914810880'],@UHDBIPCT @DerbyUni @gemma_stubley Gemma. Really going to miss you and thanks for everything. Keep in touch and go be amazing 🤩 xx
17,1.560718984894374e+18,2022-08-19 20:02:57+00:00,['1560718984894373889'],@BBCNews I loved her in Clarence with Ronnie Barker too 💕💕
18,1.5607188289418568e+18,2022-08-19 20:02:20+00:00,['1560718828941856771'],RT @BBCNews: Keeping Up Appearances actress Josephine Tewson dies aged 91 https://t.co/4AQbJfVtMu
19,1.5604982708410614e+18,2022-08-19 05:25:55+00:00,['1560498270841061376'],12 years ago today 🥰 https://t.co/KfjqYuPOZK
20,1.5603132784416563e+18,2022-08-18 17:10:49+00:00,['1560313278441656321'],Can’t believe it’s your last day tomorrow @gemma_stubley. Going to miss you 😢 xx
21,1.5599546823862927e+18,2022-08-17 17:25:53+00:00,['1559954682386292738'],@theRCN Enjoy every experience. Learn as much as you can on each placement. Never be afraid to ask.
22,1.5599502522869228e+18,2022-08-17 17:08:17+00:00,['1559950252286922752'],"RT @shaziaparv: #Derby✅ #UHDB staff joining in the #PayCampaign 

Ballot opens 15-9-22 to 13-10-22 &amp; will come by post 📩

#FairPayForNursin…"
23,1.5599501974044508e+18,2022-08-17 17:08:04+00:00,['1559950197404450816'],"RT @shaziaparv: #Derby✅ #UHDB staff joining in the #PayCampaign 

Ballot opens 15-9-22 to 13-10-22 &amp; will come by post 📩

#FairPayForNursin…"
24,1.559934032066093e+18,2022-08-17 16:03:50+00:00,['1559934032066093058'],RT @PBS_SupportLou: Just a very small selection of the goodies we recieved from @starlight_uk here at @UHDBTrust @UHDBChildrens these will…
25,1.5599154069110456e+18,2022-08-17 14:49:49+00:00,['1559915406911045632'],"RT @1Judilove: Where the news coverage? Where’s the maps of her last movement?  This is crazy! She still missing!! #OwamiDavies 

https://t…"
26,1.559882053172306e+18,2022-08-17 12:37:17+00:00,['1559882053172305922'],Beautiful morning at Sea life centre 💕💕 https://t.co/ftjbulmUYy
27,1.559240830392615e+18,2022-08-15 18:09:17+00:00,['1559240830392614912'],@skytv @Chopper_Mallett
28,1.5592407742812078e+18,2022-08-15 18:09:04+00:00,['1559240774281207815'],"RT @skytv: Join us as we go back to Westeros. #HouseOfTheDragon lands on Sky Atlantic 22nd August. 
Like this tweet for a reminder of when…"
29,1.558867684053377e+18,2022-08-14 17:26:32+00:00,['1558867684053377025'],@KatiePattinson8 Oh wow 😯
30,1.5587858212176282e+18,2022-08-14 12:01:15+00:00,['1558785821217628161'],@Fab_fiction Happy anniversary x x
31,1.558513230032638e+18,2022-08-13 17:58:04+00:00,['1558513230032637953'],"RT @Derbyshirecc: ☀️ If you’re heading out to the beautiful Derbyshire countryside this weekend, don’t forget to leave your BBQ behind and…"
32,1.5584927732920566e+18,2022-08-13 16:36:47+00:00,['1558492773292056576'],Perfect family holiday in Torquay 💕💕 https://t.co/55pOwecw2I
33,1.558210989773947e+18,2022-08-12 21:57:04+00:00,['1558210989773946881'],@Beard7Amanda @gillogden66 Love it 😍
34,1.5557757934013686e+18,2022-08-06 04:40:28+00:00,['1555775793401368576'],@jedimaster1982 @UHDBTrust This would be so helpful on the wards
35,1.55557246284646e+18,2022-08-05 15:12:30+00:00,['1555572462846459907'],@BethRatcliffe2 Fantastic idea
36,1.5555724187768955e+18,2022-08-05 15:12:20+00:00,['1555572418776895490'],RT @BethRatcliffe2: Absolutely❤️this
37,1.5554328587680973e+18,2022-08-05 05:57:46+00:00,['1555432858768097280'],@LaraFleetwood @JennySinclair5 @SueCham87693611 Well done 302 👏👏
38,1.5554327636790354e+18,2022-08-05 05:57:24+00:00,['1555432763679035392'],@BethRatcliffe2 Enjoy your annual leave x
39,1.555432428503765e+18,2022-08-05 05:56:04+00:00,['1555432428503764997'],@CorrieHallswor1 Well done 307 👏👏
40,1.5550645985957888e+18,2022-08-04 05:34:26+00:00,['1555064598595788800'],@Chopper_Mallett 💕💕
