,id,created_at,edit_history_tweet_ids,text,withheld
0,1.5589970765029294e+18,2022-08-15 02:00:42+00:00,['1558997076502929408'],RT @morganhnichols: a few reminders 🙏🏽☀️ https://t.co/w2r7Y1Zupz,
1,1.558996869094658e+18,2022-08-15 01:59:53+00:00,['1558996869094658049'],RT @SpongeBob: 23 years later... https://t.co/YAdmsLBCEG,
2,1.5564905880142684e+18,2022-08-08 04:00:49+00:00,['1556490588014268416'],Do you remember when you joined Twitter? I do! #MyTwitterAnniversary https://t.co/Iqn3g9tOAu,
3,1.5553129549790618e+18,2022-08-04 22:01:19+00:00,['1555312954979061761'],Zack and Cody turn 30 today and I’m not ok with that,
4,1.5506086306547057e+18,2022-07-22 22:28:01+00:00,['1550608630654705665'],Better call Saul bro,
5,1.544817986258604e+18,2022-07-06 22:58:03+00:00,['1544817986258604032'],RT @shirtsthtgohard: https://t.co/fVvRLHaNQS,
6,1.5267316628848476e+18,2022-05-18 01:09:28+00:00,['1526731662884847616'],RT @santi8a98: Finally in Yakima. Here is the single best thing that happened on the six-day drive from MI to WA 🛵🐎 https://t.co/F8Tv9yxvsP,
7,1.5229737626977608e+18,2022-05-07 16:16:55+00:00,['1522973762697760776'],#MgoGrad https://t.co/lqh3y0gR1S,
8,1.5229736945696315e+18,2022-05-07 16:16:38+00:00,['1522973694569631744'],First time at the big house!! #MgoGrad https://t.co/NxjElVl7BI,
9,1.5229736217775432e+18,2022-05-07 16:16:21+00:00,['1522973621777543171'],#MgoGrad https://t.co/Zp5BA4xWKB,
10,1.5043049404156518e+18,2022-03-17 03:53:41+00:00,['1504304940415651842'],RT @bocxtop: the fray used to go triple platinum just by introducing middle schoolers to depression,
11,1.498404176400986e+18,2022-02-28 21:06:09+00:00,['1498404176400986112'],"RT @SPBeale: Finally, after 6 years of trying. £80k worth of IVF (emptying savings &amp; fam support). 9 rounds of injections, transfers &amp; trau…",
12,1.498402882508497e+18,2022-02-28 21:01:00+00:00,['1498402882508496898'],@chloe_jankowski Chef curry with the pot boy,
13,1.4984025552689398e+18,2022-02-28 20:59:42+00:00,['1498402555268939776'],@santi8a98 hey :),
14,1.496666235425235e+18,2022-02-24 02:00:11+00:00,['1496666235425234947'],Stress relief after work is taking a hot shower and blaring maneater,
15,1.489635217656664e+18,2022-02-04 16:21:26+00:00,['1489635217656664078'],RT @BriFinley24: There's more to life https://t.co/LVQvOYSX5n,
16,1.4896350574552187e+18,2022-02-04 16:20:48+00:00,['1489635057455218688'],Really missing 8th grade and earlier right now???,
17,1.4896345336454676e+18,2022-02-04 16:18:43+00:00,['1489634533645467648'],RT @BriFinley24: Everything has beauty but not everyone sees it https://t.co/dGwMrILuxv,
18,1.4866813169513103e+18,2022-01-27 12:43:41+00:00,['1486681316951310339'],RT @swagmastarpaul: Your honor I was just being a silly little goose,
19,1.4824798593476444e+18,2022-01-15 22:28:36+00:00,['1482479859347644420'],RT @CAPYBARA_MAN: family https://t.co/Ck7S06fF0T,
20,1.4809629888614932e+18,2022-01-11 18:01:06+00:00,['1480962988861493250'],Ok but mitochondria really are the power houses of cells,
21,1.478599561962791e+18,2022-01-05 05:29:41+00:00,['1478599561962790917'],I want to be @jvn when I grow up 😭💞,
22,1.4763746364767396e+18,2021-12-30 02:08:37+00:00,['1476374636476739589'],RT @Drebae_: Christmas being this week doesn’t even feel realistic. Whole year feel like a simulation idk https://t.co/4CQUjzhkZd,
23,1.4763744115362245e+18,2021-12-30 02:07:44+00:00,['1476374411536224256'],RT @notorious_KRG: When you ask someone to repeat themselves for the 3rd time and you still dont understand what they said https://t.co/vx3…,
24,1.4676728584826798e+18,2021-12-06 01:50:52+00:00,['1467672858482679808'],"RT @espn: THE CFP STAGE IS SET 🏆 

No. 1 @AlabamaFTBL vs. No. 4 @GoBearcatsFB 

No. 2 @UMichFootball vs. No. 3 @GeorgiaFootball https://t.c…",
25,1.4673660747232748e+18,2021-12-05 05:31:49+00:00,['1467366074723274753'],"RT @UMichFootball: It's time to do our job. 

#GoBlue https://t.co/U5tNGOYHeX",
26,1.4660523305839002e+18,2021-12-01 14:31:28+00:00,['1466052330583900161'],RT @kurtisconner: a little snack for all the people who don’t let their dogs sleep on the bed with them https://t.co/zUXU6CTJLQ,
27,1.4647000258088182e+18,2021-11-27 20:57:53+00:00,['1464700025808818186'],@pcrittenden33 What a time to be alive 👏🏈,
28,1.464698570368602e+18,2021-11-27 20:52:06+00:00,['1464698570368602112'],"RT @BleacherReport: Michigan fans storm the Big House after their dominating win over the Buckeyes 💙

(via @Johnubacon)
https://t.co/lulqan…",
29,1.4646973791023675e+18,2021-11-27 20:47:22+00:00,['1464697379102367751'],Bout time @UMichFootball 〽️💙 HAIL TO THE VICTORS 💛 https://t.co/omEX3lKo2b,
30,1.4646930392350474e+18,2021-11-27 20:30:07+00:00,['1464693039235047431'],I WANT TO BE IN ANN ARBOR SO BAD RIGHT NOW ✊🏻💙〽️,
31,1.4612396340133435e+18,2021-11-18 07:47:31+00:00,['1461239634013343749'],RT @cybrxangel: idk why they called courage “the cowardly dog” like… he was literally out there fighting for his LIFE every day https://t.c…,
