,id,created_at,edit_history_tweet_ids,text,withheld
0,1.564716784221098e+18,2022-08-30 20:48:47+00:00,['1564716784221097985'],"RT @george_ezra: A big thank you to everyone who came out to one of the End To End screenings yesterday! 

Here’s a little bit of Green Gre…",
1,1.56429200461133e+18,2022-08-29 16:40:51+00:00,['1564292004611330048'],RT @LaVidaEmo: @Lylelarrie https://t.co/Ta9TygYAAJ,
2,1.564194966183764e+18,2022-08-29 10:15:15+00:00,['1564194966183763969'],RT @moonIqgts: zayn wearing a suit is sooooo https://t.co/J3GOLLVKrc,
3,1.5639718449690583e+18,2022-08-28 19:28:39+00:00,['1563971844969058307'],"RT @Harry_Styles: Love On Tour. New York City V. August, 2022. https://t.co/QDWJB6m5Ul",
4,1.5635701188266762e+18,2022-08-27 16:52:20+00:00,['1563570118826676225'],RT @SomaKazima: The dog is on the operating table fighting for its life &amp; the cat busy acting a damn fool 😭😭 https://t.co/X8WFfLrt2V,
5,1.5632017276705997e+18,2022-08-26 16:28:29+00:00,['1563201727670599683'],"RT @ThrowbacksGaga: 9 years ago today, Lady Gaga left the VMAs early to comfort One Direction after they were booed by the audience. https:…",
6,1.5631830758020014e+18,2022-08-26 15:14:22+00:00,['1563183075802001410'],"RT @HSHQ: Love On Tour. UK &amp; Europe. New dates added.

Additional dates added in Chicago, Austin and Brazil.

Lima show now to be performed…",
7,1.5631830404989215e+18,2022-08-26 15:14:14+00:00,['1563183040498921472'],"RT @george_ezra: Breakfast is served 🍳 

Some snaps from the archives of the Green Green Grass video shoot! 

I wonder if there's still tim…",
8,1.5629180940031263e+18,2022-08-25 21:41:25+00:00,['1562918094003126273'],"RT @george_ezra: Walking around London today reminds me of another certain walk…🌧

4 days to go until End To End is in cinemas for one day…",
9,1.5625346123328512e+18,2022-08-24 20:17:36+00:00,['1562534612332851201'],RT @JamesCameron79: When yer pure buzzin on yer 60th birthday https://t.co/EuZbEhTnfj,
10,1.5625331686240625e+18,2022-08-24 20:11:52+00:00,['1562533168624062465'],"RT @BenOxlade1: Both mummy and daddy are in to see this little guy today and he was wide awake to greet us. Without judgement this time!

H…",
11,1.5622905001740616e+18,2022-08-24 04:07:35+00:00,['1562290500174061568'],"RT @Harry_Styles: Love On Tour. New York City III. August, 2022. https://t.co/rZ695kQGiL",
12,1.5622904779483382e+18,2022-08-24 04:07:30+00:00,['1562290477948338176'],"RT @Harry_Styles: Love On Tour. New York City II. August, 2022. https://t.co/AmlPb3R4mS",
13,1.5621538712035e+18,2022-08-23 19:04:40+00:00,['1562153871203500033'],RT @george_ezra: End To End will be in cinemas for one day only next Monday! Have you got your tickets yet? Buzzing for you all to see it x…,
14,1.5618185812806902e+18,2022-08-22 20:52:21+00:00,['1561818581280690176'],"RT @RollingStoneUK: Our October / November cover star is @Harry_Styles ✨ 

How does he make all of it look so easy — even when it definitel…",
15,1.5615147746298675e+18,2022-08-22 00:45:08+00:00,['1561514774629867525'],RT @moonIqgts: my favorite smile https://t.co/zPsErVWLO2,
