id,created_at,edit_history_tweet_ids,text,clean_text,nouns
1.5650174145967063e+18,2022-08-31 16:43:22+00:00,['1565017414596706312'],Oh bloody!! Train is late again. Due to “congestion”. Even the pre recorded announcer lady says it with air quotes,oh bloody train is late again due to congestion even the pre recorded announcer lady says it with air quotes,bloody train announcer lady quote
1.5647354616035656e+18,2022-08-30 22:03:00+00:00,['1564735461603565568'],"I need two evenings, one for dinner, dishes and dossing about. Another with two or three hours to read. It is 11pm I’ve just got to the book and I need to get up at 7am",i need two evenings one for dinner dishes and dossing about another with two or three hours to read it is i’ve just got to the book and i need to get up at,evening dinner dish hour book
1.5645826572914278e+18,2022-08-30 11:55:48+00:00,['1564582657291427844'],I hate this sign with a passion!!! I can’t use the stairs anymore which annoys the living snot out of me and this sign just rubs my nose in it https://t.co/uqN40PJpTh,i hate this sign with a passion i can’t use the stairs anymore which annoys the living snot out of me and this sign just rubs my nose in it ,sign passion stair living sign nose
1.5642950831884206e+18,2022-08-29 16:53:05+00:00,['1564295083188420609'],The small boy is in the same carriage but thankfully has partly mastered the use of an inside voice!!!,the small boy is in the same carriage but thankfully has partly mastered the use of an inside voice,carriage voice
1.5642915152995287e+18,2022-08-29 16:38:55+00:00,['1564291515299528704'],After listening to my nephew doing the small boy whine about “I don’t want…” no matter what there is now a small boy doing the same thing next to me at the station,after listening to my nephew doing the small boy whine about i don’t want no matter what there is now a small boy doing the same thing next to me at the station,whine matter thing station
1.5632205954703483e+18,2022-08-26 17:43:27+00:00,['1563220595470348290'],Hrmmm another person who has not heard to the invention of headphones and is now subjecting the entire train carriage to their taste in music,hrmmm another person who has not heard to the invention of headphones and is now subjecting the entire train carriage to their taste in music,hrmmm person invention headphone train carriage taste music
1.5627429429301862e+18,2022-08-25 10:05:26+00:00,['1562742942930186241'],Four minute PAB!! Tho given it was only one student can we really count it?,four minute pab tho given it was only one student can we really count it,minute student
1.5623864260958618e+18,2022-08-24 10:28:46+00:00,['1562386426095861760'],The bloody timetabling system is down!!! Hopefully this means they are fixing the myriad problems before releasing the damn thing to the returning students which was supposed to happen on *Monday* but it would be nice to be able to check,the bloody timetabling system is down hopefully this means they are fixing the myriad problems before releasing the damn thing to the returning students which was supposed to happen on monday but it would be nice to be able to check,bloody system myriad problem thing returning student monday
1.562159376844161e+18,2022-08-23 19:26:33+00:00,['1562159376844161027'],@Cynical_History See you on the flip side. Tell us when to celebrate the submission! Sending you good writing energy, see you on the flip side tell us when to celebrate the submission sending you good writing energy,side submission energy
1.562132480739754e+18,2022-08-23 17:39:41+00:00,['1562132480739753985'],@WFKARS I used to take my undergraduate students indoor rock climbing. Occasionally I would imagine belaying them to the top then tying them off up there!!!, i used to take my undergraduate students indoor rock climbing occasionally i would imagine belaying them to the top then tying them off up there,student rock
1.5620166468348396e+18,2022-08-23 09:59:24+00:00,['1562016646834839552'],In a meeting where we are all being dots. I am only here to make up the quorum,in a meeting where we are all being dots i am only here to make up the quorum,meeting quorum
1.5617296026906296e+18,2022-08-22 14:58:47+00:00,['1561729602690629633'],There seem to be lots of two car trains today :( Train home looks set to be reamed!!!!,there seem to be lots of two car trains today  train home looks set to be reamed,train today train home
