id,created_at,edit_history_tweet_ids,text,clean_text,nouns
1.5650961983313142e+18,2022-08-31 21:56:26+00:00,['1565096198331314176'],@Jeagles319 @midland__london It’s not only the trains but the signalling is approaching life expiry. It’s quite possible the entire line may close in the medium term.,  it’s not only the trains but the signalling is approaching life expiry it’s quite possible the entire line may close in the medium term,train signalling life expiry line medium term
1.5650102114710815e+18,2022-08-31 16:14:45+00:00,['1565010211471081474'],"Amazing what pops up in my calendar reminders! Just popped up that at 04.45 tomorrow morning 1 September, the old German Battleship Schleswig-Holstein opened fire at the Polish military garrison at Westerplatte in the Bay of Danzig. The first shots of WW2.",amazing what pops up in my calendar reminders just popped up that at  tomorrow morning september the old german battleship schleswigholstein opened fire at the polish military garrison at westerplatte in the bay of danzig the first shots of ww,calendar reminder tomorrow morning battleship schleswigholstein fire garrison westerplatte danzig shot
1.564922887500333e+18,2022-08-31 10:27:45+00:00,['1564922887500333058'],@RealJohnWynne Not sure Zoom has a ‘Kissing of Hands’ option. 🤔🤔🤔, not sure zoom has a kissing of hands option ,zoom kissing hand option
1.564922155917271e+18,2022-08-31 10:24:51+00:00,['1564922155917271041'],@RealJohnWynne @matthewhodg Of course another factor to consider is if the option period expires with Siemens for follow on orders after Piccadilly line trains then costs and timescales massively increase. Bakerloo might have to close. Central/W&amp;C massively degraded. https://t.co/b1kJ3oxcxT,  of course another factor to consider is if the option period expires with siemens for follow on orders after piccadilly line trains then costs and timescales massively increase bakerloo might have to close centralwampc massively degraded ,course factor option period siemens follow order line train cost timescales bakerloo centralwampc
1.5649207304578908e+18,2022-08-31 10:19:11+00:00,['1564920730457890817'],@callummarius I think the wording makes clear the targets are Zip for all under 18s and over-60s Oyster. Freedom Passes would be too negatively political to target at least this side of the 2024 GE., i think the wording makes clear the targets are zip for all under and overs oyster freedom passes would be too negatively political to target at least this side of the ge,wording target freedom pass side
1.5649201044412334e+18,2022-08-31 10:16:42+00:00,['1564920104441233411'],"@callummarius @ageuklondon Another upshot is that step free access to stations is essentially to be third-party funded so much less likely for time being. Even existing schemes like Hackney Downs, Seven Sisters, Holborn, Camden Town etc are now in doubt in short to medium terms.",  another upshot is that step free access to stations is essentially to be thirdparty funded so much less likely for time being even existing schemes like hackney downs seven sisters holborn camden town etc are now in doubt in short to medium terms,upshot step access station time scheme hackney sister town doubt term
1.5648994030931845e+18,2022-08-31 08:54:26+00:00,['1564899403093184515'],"@AndyRoden1 @BBCTomEdwards Very true. The DfT objective on the tube is to eliminate drivers but also to virtually de-man stations. Technically if don’t mind throwing truck loads of cash at the problem, huge risk factors and taking 25-years you just might achieve it. I can’t see Treasury doing that.",  very true the dft objective on the tube is to eliminate drivers but also to virtually deman stations technically if don’t mind throwing truck loads of cash at the problem huge risk factors and taking you just might achieve it i can’t see treasury doing that,objective tube driver station mind truck load cash problem risk factor treasury
1.5648978771886612e+18,2022-08-31 08:48:22+00:00,['1564897877188661249'],@AndyRoden1 @BBCTomEdwards The traditional ATO concept works and can be extended on the tube now but again with investment in trains and signalling and safety equipment. That could be achieved within 10-years if we started today. Mainlines perhaps some but not all. Branches too expensive to justify.,  the traditional ato concept works and can be extended on the tube now but again with investment in trains and signalling and safety equipment that could be achieved within if we started today mainlines perhaps some but not all branches too expensive to justify,concept work tube investment train safety equipment today mainlines branch
1.5648957761820754e+18,2022-08-31 08:40:02+00:00,['1564895776182075393'],@AndyRoden1 @BBCTomEdwards The level and extent of automation and de-manning of trains and stations is unrealistic without massive investment in every operational aspect. Even looking at in a very ‘conservative’ estimate is at least £70-100b spread over a 25-year timescale. And that’s without risk built in,  the level and extent of automation and demanning of trains and stations is unrealistic without massive investment in every operational aspect even looking at in a very conservative estimate is at least b spread over a timescale and that’s without risk built in,level extent automation demanning train station investment aspect estimate spread timescale risk
1.564730928735441e+18,2022-08-30 21:44:59+00:00,['1564730928735440897'],@ShruggedAslef @PatRand7 @TheFactCompiler @RealJohnWynne @matthewhodg Was on Bakerloo this afternoon. Was glad to get off. Train making worse noises than me when I wake up!,     was on bakerloo this afternoon was glad to get off train making worse noises than me when i wake up,bakerloo afternoon train noise
