,Unnamed: 0,Document,Topic,Name,Top_n_words,Probability,Representative_document,original_text
3333,3333,twitter,9,9_tweet_twitter_hour_minute,tweet - twitter - hour - minute - chat - follower - hashtag - joke - anniversary - update,0.8001384952977579,True,Twitter. What would l do without you?
76886,76886,course pleasure privilege,9,9_tweet_twitter_hour_minute,tweet - twitter - hour - minute - chat - follower - hashtag - joke - anniversary - update,0.1083115744918892,False,"@4AdsthePoet @kennygibsonnhs @jomwlever @LindaChibuzor @NorthwayRuth @kwelsh1 @Lodge4Betty @Cosmicwomble @oldnanchris @NickiSparling1 @MarshaLTJones @CatherineNeary @TinaSouth3 @KathEvans2 @ccarmichael_83 @richardlittleda @Ewout1985 @DrJude_G @LeighLeigh1991 @MAAPPUK @JackieSmith_nmc @dmonty007 @lynnturner31 @DebEvans66 @The_Debs_Effect @matronlindy @irisbenson100 @CalvinMoorley @reboverend_RNc @KateSlater2 @warnetony @RoyLilley @NHSsafeguarding @SAPHNAsharonOBE @Alison_Morton2 @PhilJeffery19 @FabNHSStuff @PictonZoe @chiparkrun @ChiSingers @ChiCathedral @Toriwoo Of course, it will be a pleasure and a privilege to do so #candle4Adam 💗"
18037,18037,humor,9,9_tweet_twitter_hour_minute,tweet - twitter - hour - minute - chat - follower - hashtag - joke - anniversary - update,1.0,False,A little medical humor? 😆 https://t.co/E7gIiBdtHZ
42614,42614,edge protein hour wedge,9,9_tweet_twitter_hour_minute,tweet - twitter - hour - minute - chat - follower - hashtag - joke - anniversary - update,0.0208766742368122,False,@RealMattLucas Apparently The Edge has been packing in the protein and hours at the gym and is going to be known as The Wedge
83977,83977,tonight lesson covid join click prechat,9,9_tweet_twitter_hour_minute,tweet - twitter - hour - minute - chat - follower - hashtag - joke - anniversary - update,1.0,False,"Tonight we will be discussing the lessons we have learnt from COVID-19 and how we may work differently following this. Join us at 8.30. Click below to read the prechat, see you there! https://t.co/r8XyJxWHw4"
72153,72153,letter conceal voter twitter year,9,9_tweet_twitter_hour_minute,tweet - twitter - hour - minute - chat - follower - hashtag - joke - anniversary - update,1.0,False,"@OliverDowden How frightened do you have to be to write a letter like this? Conceal it from voters? This has been openly discussed on Twitter at least for years. Where have you been Oliver? Do catch up man, this is tedious 🥱 https://t.co/wPn2AAxJsh"
58597,58597,minute room friend join,9,9_tweet_twitter_hour_minute,tweet - twitter - hour - minute - chat - follower - hashtag - joke - anniversary - update,1.0,False,Big lasted 27 minutes in the room with small and her friends. I’m well impressed. And also jealous I can’t join her.
82274,82274,kind humour,9,9_tweet_twitter_hour_minute,tweet - twitter - hour - minute - chat - follower - hashtag - joke - anniversary - update,1.0,False,@BendyKermit My kind of childish humour 😂😂
73229,73229,heughan starz comment humour tshirt line,9,9_tweet_twitter_hour_minute,tweet - twitter - hour - minute - chat - follower - hashtag - joke - anniversary - update,0.7818905142433397,False,@AllisonONeill7 Outlander's Sam Heughan hits back at Starz executive's 'eye candy' comment with typical Scottish humour - hinting at T-shirt line https://t.co/AdmjHtyKmy
43229,43229,minute thing,9,9_tweet_twitter_hour_minute,tweet - twitter - hour - minute - chat - follower - hashtag - joke - anniversary - update,0.0387416345930033,False,So I'm like 5 minutes into #TheSeaBeast and it's the cutest thing I've ever watched. #TheSeaBeastNetflix
95105,95105,anniversary,9,9_tweet_twitter_hour_minute,tweet - twitter - hour - minute - chat - follower - hashtag - joke - anniversary - update,1.0,True,@Fab_fiction Happy anniversary
83338,83338,wrap folk thanks chat transcript dnacpr minute,9,9_tweet_twitter_hour_minute,tweet - twitter - hour - minute - chat - follower - hashtag - joke - anniversary - update,1.0,False,"And that’s a wrap folks! Thanks so much for a great chat, if you missed it the transcript will be available soon. Talking about DNACPR can be quite tough so please take a minute to look after yourselves! #WeLDNs"
83089,83089,want twitterversity,9,9_tweet_twitter_hour_minute,tweet - twitter - hour - minute - chat - follower - hashtag - joke - anniversary - update,0.1615736384092666,False,Want to tweet but not sure how? Take a fly around twitterversity #WeLDNs https://t.co/8GfaelUzt2
84496,84496,twitter,9,9_tweet_twitter_hour_minute,tweet - twitter - hour - minute - chat - follower - hashtag - joke - anniversary - update,0.1256442228461272,True,@Devildog683 Will you stay here in Twitter?
