,Unnamed: 0,Document,Topic,Name,Top_n_words,Probability,Representative_document,original_text
70746,70746,today message woman,1,1_morning_chris_kenny_friend,morning - chris - kenny - friend - everyone - jenny - hello - tomorrow - evening - afternoon,0.8298010798151513,False,"This is always good, but especially today: A message from women everywhere https://t.co/pDWpTpVBdL #IWD2021"
98225,98225,saturday mate,1,1_morning_chris_kenny_friend,morning - chris - kenny - friend - everyone - jenny - hello - tomorrow - evening - afternoon,0.8426548451890619,False,Lazy Saturday with my best mate. #Pooch https://t.co/RJ4nsHObZA
62640,62640,morning time,1,1_morning_chris_kenny_friend,morning - chris - kenny - friend - everyone - jenny - hello - tomorrow - evening - afternoon,0.133972352563251,False,Last morning at @clublasanta… until next time! https://t.co/oqEITB10Db
45289,45289,morning,1,1_morning_chris_kenny_friend,morning - chris - kenny - friend - everyone - jenny - hello - tomorrow - evening - afternoon,0.8109228488171445,True,Good morning. https://t.co/ggNj9JWW9L
78985,78985,jenny,1,1_morning_chris_kenny_friend,morning - chris - kenny - friend - everyone - jenny - hello - tomorrow - evening - afternoon,0.5485870403673325,True,@davidkmak @jennyakins03 @RWT_NHS @pwcooke Well done Jenny!
99109,99109,morning chris friend terrific tuesday,1,1_morning_chris_kenny_friend,morning - chris - kenny - friend - everyone - jenny - hello - tomorrow - evening - afternoon,0.6820112170067545,False,@chris_dlamini @LindaChibuzor @ClaireHowells10 @FiRodgers1 @RuthOshikanlu @AngelEy02283417 @DebbyHylton @mrsbiffo01 @ciarale01 @Maggiew56700896 @MaryReidy11 Good morning Chris and friends- hope you have a terrific Tuesday https://t.co/jkmZ1Kwj8r
37298,37298,hello,1,1_morning_chris_kenny_friend,morning - chris - kenny - friend - everyone - jenny - hello - tomorrow - evening - afternoon,0.2371099736258876,True,@SirRamboReturns @IndiaWilloughby Hello! ✋
27184,27184,everyone,1,1_morning_chris_kenny_friend,morning - chris - kenny - friend - everyone - jenny - hello - tomorrow - evening - afternoon,0.648334479339269,True,Hi everyone #WeNurses https://t.co/ULiXOXJTIM
98817,98817,morning chris friend wednesday,1,1_morning_chris_kenny_friend,morning - chris - kenny - friend - everyone - jenny - hello - tomorrow - evening - afternoon,1.0,True,@chris_dlamini @LindaChibuzor @ClaireHowells10 @FiRodgers1 @RuthOshikanlu @AngelEy02283417 @DebbyHylton @mrsbiffo01 @ciarale01 @Maggiew56700896 @MaryReidy11 Good morning Chris and friends- hope you have a wonderful Wednesday https://t.co/3dQhaBbVJj
65854,65854,morning,1,1_morning_chris_kenny_friend,morning - chris - kenny - friend - everyone - jenny - hello - tomorrow - evening - afternoon,0.5316554344267587,True,"@Luke4152 Morning Luke, all good here 😊"
4430,4430,lord,1,1_morning_chris_kenny_friend,morning - chris - kenny - friend - everyone - jenny - hello - tomorrow - evening - afternoon,1.0,True,@KayGardiner Lord I hope so
3784,3784,morning,1,1_morning_chris_kenny_friend,morning - chris - kenny - friend - everyone - jenny - hello - tomorrow - evening - afternoon,0.6099779235472329,True,Good morning @LindaChibuzor @ClaireHowells10 @FiRodgers1 @NorthwayRuth @RuthOshikanlu @AngelEy02283417 @DebbyHylton @mrsbiffo01 @ciarale01 @Maggiew56700896 @MaryReidy11 #EverydayKindness #KindnessEveryday https://t.co/sVLUyAvajZ
3271,3271,morning diane,1,1_morning_chris_kenny_friend,morning - chris - kenny - friend - everyone - jenny - hello - tomorrow - evening - afternoon,1.0,True,@DrDianeSimpson @TamsinLG @cutler_susan @paulajbednarz @Karenteesphysio @GressmannMarie @dralanarmstrong @LiamRedden1 @RachelDoubleday @Denisedye12 @MaryDunningTU @kayscott Morning Diane
98851,98851,morning kenny friend message hope,1,1_morning_chris_kenny_friend,morning - chris - kenny - friend - everyone - jenny - hello - tomorrow - evening - afternoon,0.0262280000000393,False,@kennygibsonnhs @jomwlever @Cosmicwomble @oldnanchris @michelleburl @richardlittleda @LindaChibuzor @ccarmichael_83 @LeighLeigh1991 @CalvinMoorley @kwelsh1 @NickiSparling1 @4AdsthePoet @CatherineNeary @KathEvans2 @Lodge4Betty @MarshaLTJones @DebEvans66 @Ewout1985 @TinaSouth3 @DrJude_G @MAAPPUK @fiholley @JackieSmith_nmc @dmonty007 @lynnturner31 @The_Debs_Effect @matronlindy @irisbenson100 @reboverend_RNc @KateSlater2 @warnetony @RoyLilley @NHSsafeguarding @SAPHNAsharonOBE @Alison_Morton2 @FabNHSStuff @PictonZoe @actionhappiness @gbtpo @WeNurses @CavellTrust @PhilJeffery19 Good morning Kenny and #earlyrisersclub friends. Thank you for this message of hope. Wishing you all a positive and peaceful day https://t.co/H5BIIplIoD
46392,46392,afternoon,1,1_morning_chris_kenny_friend,morning - chris - kenny - friend - everyone - jenny - hello - tomorrow - evening - afternoon,0.9697924005835088,True,Another busy afternoon. https://t.co/NHtYQbD4ik
99258,99258,morning kenny friend kindness,1,1_morning_chris_kenny_friend,morning - chris - kenny - friend - everyone - jenny - hello - tomorrow - evening - afternoon,0.749271077690261,True,@kennygibsonnhs @ccarmichael_83 @oldnanchris @Cosmicwomble @LindaChibuzor @CalvinMoorley @michelleburl @jomwlever @richardlittleda @kwelsh1 @NickiSparling1 @4AdsthePoet @CatherineNeary @KathEvans2 @Lodge4Betty @MarshaLTJones @DebEvans66 @Ewout1985 @TinaSouth3 @DrJude_G @LeighLeigh1991 @MAAPPUK @fiholley @JackieSmith_nmc @dmonty007 @lynnturner31 @The_Debs_Effect @matronlindy @irisbenson100 @reboverend_RNc @KateSlater2 @warnetony @RoyLilley @NHSsafeguarding @SAPHNAsharonOBE @Alison_Morton2 @FabNHSStuff @PictonZoe @actionhappiness @gbtpo @WeNurses @CavellTrust @PhilJeffery19 Good morning Kenny and #earlyrisersclub friends. Wishing you all a kindness filled day https://t.co/NPzeiYNMzJ
65887,65887,morning emil,1,1_morning_chris_kenny_friend,morning - chris - kenny - friend - everyone - jenny - hello - tomorrow - evening - afternoon,0.9957157882599512,True,@EmilAntonov6 Good morning Emil 😘
87331,87331,morning,1,1_morning_chris_kenny_friend,morning - chris - kenny - friend - everyone - jenny - hello - tomorrow - evening - afternoon,0.6089853661784518,True,@jennifersterri1 @BarssFreddie Morning both We are back out of our lockdown. Although I don’t think some even knew we were in it😂😂
