,Unnamed: 0,Document,Topic,Name,Top_n_words,Probability,Representative_document,original_text,clean_text,created_at,label,sentiment_index,sentiment
4914,4914,sign thing nightshift ambulance ambulance patient cubicle,-1,-1_people_time_patient_year,people - time - patient - year - thing - work - doctor - today - week - thank,1.0,False,"Never a good sign of things to come when on your way to ED to start the nightshift, you pass the ambulance bay with a long row of ambulances, all with patients inside waiting for free cubicles",never a good sign of things to come when on your way to ed to start the nightshift you pass the ambulance bay with a long row of ambulances all with patients inside waiting for free cubicles,2020-12-29 09:13:27+00:00,None,1,Positive
4915,4915,temple carving temple,-1,-1_people_time_patient_year,people - time - patient - year - thing - work - doctor - today - week - thank,0.0,False,@arvindcanchi @AnandhUrmila @DrPSVali @idasgupta7 @kidneydoc101 @krithicism @NamrataYParikh Mum and dad took us to Tirupati Temple when we were wee - still remember how intricate the carvings at the temple were https://t.co/LSQBaZatK2,       mum and dad took us to tirupati temple when we were wee  still remember how intricate the carvings at the temple were ,2020-12-29 09:36:29+00:00,None,1,Positive
4916,4916,bette editorial photography year editor director photography photojournalist globe story conflict disaster health crisis ebola,-1,-1_people_time_patient_year,people - time - patient - year - thing - work - doctor - today - week - thank,0.0,False,Bette (@BetteMLynch) has worked in editorial photography for 30 years as an editor and director of photography. She has sent photojournalists across the globe covering stories from conflict to natural disasters to human health crisis like Ebola.,bette  has worked in editorial photography for years as an editor and director of photography she has sent photojournalists across the globe covering stories from conflict to natural disasters to human health crisis like ebola,2020-12-29 09:39:25+00:00,None,2,Negative
4917,4917,blanket covid situation perspective bette,6,6_covid_recovery_rule_patient,covid - recovery - rule - patient - hospital - people - case - care - death - child,1.0,False,Never before has she seen a blanket ban like we have here in the U.K. during Covid. Controlling a situation is necessary but have we gone too far? Read this perspective from Bette. https://t.co/VQ9GuncEbG,never before has she seen a blanket ban like we have here in the uk during covid controlling a situation is necessary but have we gone too far read this perspective from bette ,2020-12-29 09:39:25+00:00,Life,2,Negative
4918,4918,unit team delight wave,-1,-1_people_time_patient_year,people - time - patient - year - thing - work - doctor - today - week - thank,0.0,False,"@CriticalCareRN_ Staying here in SHH. It’s a lovely unit and a lovely team, but I haven’t forgotten the delights of the last wave!", staying here in shh it’s a lovely unit and a lovely team but i haven’t forgotten the delights of the last wave,2020-12-29 10:01:47+00:00,None,1,Positive
4919,4919,nightingale hospital case scenario zone staff staff part pandemic,-1,-1_people_time_patient_year,people - time - patient - year - thing - work - doctor - today - week - thank,0.0,False,"The Nightingales were never set up as normal NHS hospitals, they were 'worst case scenario' decanting zones. There was no staff to run them properly because that would take staff from another part of the NHS and we already started the pandemic 40,000 nurses down.",the nightingales were never set up as normal nhs hospitals they were worst case scenario decanting zones there was no staff to run them properly because that would take staff from another part of the nhs and we already started the pandemic nurses down,2020-12-29 10:20:22+00:00,None,2,Negative
4920,4920,opportunity perception,-1,-1_people_time_patient_year,people - time - patient - year - thing - work - doctor - today - week - thank,0.0,False,"They were then jumped on by @MattHancock, @BorisJohnson and co as a massive PR opportunity which warped everyone's perception.",they were then jumped on by   and co as a massive pr opportunity which warped everyone's perception,2020-12-29 10:21:37+00:00,None,1,Positive
4921,4921,people staff please thought health care professional sick colleague covid rota period,-1,-1_people_time_patient_year,people - time - patient - year - thing - work - doctor - today - week - thank,0.0,False,"While people care about NHS staff again please spare a thought for exhausted Health Care Professionals having to cover for their sick or isolating colleagues, having to to endorse or work on understaffed covid rotas and has having to do this constantly over the Christmas period",while people care about nhs staff again please spare a thought for exhausted health care professionals having to cover for their sick or isolating colleagues having to to endorse or work on understaffed covid rotas and has having to do this constantly over the christmas period,2020-12-29 10:26:57+00:00,None,1,Positive
4922,4922,jane powerless,-1,-1_people_time_patient_year,people - time - patient - year - thing - work - doctor - today - week - thank,0.0,False,@ayee_jane I don't know Jane. I feel tired and powerless., i don't know jane i feel tired and powerless,2020-12-29 10:33:40+00:00,None,2,Negative
4923,4923,okay journalist harder,-1,-1_people_time_patient_year,people - time - patient - year - thing - work - doctor - today - week - thank,1.0,False,@isobelroe Okay. But as a journalist (similar to being a dr) do you choose to simply accept what you are being told or push back harder ?, okay but as a journalist similar to being a dr do you choose to simply accept what you are being told or push back harder ,2020-12-29 11:18:46+00:00,None,1,Positive
