,Unnamed: 0,Document,Topic,Name,Top_n_words,Probability,Representative_document,original_text,clean_text,created_at,label,sentiment_index,sentiment
3522,3522,missingwork guilt unwell anyone,-1,-1_people_time_patient_year,people - time - patient - year - thing - work - doctor - today - week - thank,0.0,False,Missing-work guilt when unwell (not COVID)... anyone got any tips on how to feel less guilty?! #FY1,missingwork guilt when unwell not covid anyone got any tips on how to feel less guilty ,2020-11-05 08:55:50+00:00,None,2,Negative
3523,3523,thank bednot,2,2_thanks_hope_thank_wish,thanks - hope - thank - wish - thankyou - support - dream - facebook - congratulation - omfs,0.1440769690921699,False,@Complicateditis Thank you Sarah 💛 am not very good at being in bed/not being busy so trying to tell myself it’s what I need to do to feel better!, thank you sarah  am not very good at being in bednot being busy so trying to tell myself it’s what i need to do to feel better,2020-11-05 11:34:00+00:00,Life,1,Positive
3524,3524,grandson study botanist find afternoon walk,-1,-1_people_time_patient_year,people - time - patient - year - thing - work - doctor - today - week - thank,0.7014952361667348,False,Our grandson is starting his study as a botanist good and early. Here he is inspecting some of his finds from an afternoon walk while he waits for his tea to be ready. #catkins #oak #maple #naturenotes @eleanor_joya https://t.co/P3ZuBuxGhp,our grandson is starting his study as a botanist good and early here he is inspecting some of his finds from an afternoon walk while he waits for his tea to be ready      ,2020-11-05 15:07:27+00:00,None,1,Positive
3525,3525,thanks link,-1,-1_people_time_patient_year,people - time - patient - year - thing - work - doctor - today - week - thank,0.0,False,@JuliaLarden Thanks for link, thanks for link,2020-11-05 15:38:23+00:00,None,1,Positive
3526,3526,rate concern swab,-1,-1_people_time_patient_year,people - time - patient - year - thing - work - doctor - today - week - thank,0.0,False,"@PeaksPrincess @conwild @pixiepippi The false positive absolutely is not high. The false negative rate has been a concern, and is largely dependent on how well the swab is actually performed.",   the false positive absolutely is not high the false negative rate has been a concern and is largely dependent on how well the swab is actually performed,2020-11-05 18:48:16+00:00,None,1,Positive
3527,3527,dinosaur firework,-1,-1_people_time_patient_year,people - time - patient - year - thing - work - doctor - today - week - thank,0.0,False,Alfie’s got his dinosaur to help him get through the scary fireworks. https://t.co/RcS2oKlJqF,alfie’s got his dinosaur to help him get through the scary fireworks ,2020-11-05 19:01:52+00:00,None,2,Negative
3528,3528,comment piece research piece specificity test,-1,-1_people_time_patient_year,people - time - patient - year - thing - work - doctor - today - week - thank,0.344606391578267,False,"@PeaksPrincess @conwild @pixiepippi You’ve linked to two comment pieces, not original research. Within both of those pieces, the specificity is quoted as “&gt;99%”. That’s far better than most perfectly acceptable diagnostic tests. (1/2)",   you’ve linked to two comment pieces not original research within both of those pieces the specificity is quoted as gt that’s far better than most perfectly acceptable diagnostic tests ,2020-11-05 19:05:14+00:00,None,1,Positive
3529,3529,factor cancer implication falsepositives week selfisolation concern negative,-1,-1_people_time_patient_year,people - time - patient - year - thing - work - doctor - today - week - thank,0.0,False,"@PeaksPrincess @conwild @pixiepippi Other key factor is that we’re not trying to diagnose cancer here, with life-changing implications of false-positives. A false positive just means 2 weeks of self-isolation. The concern is the false negatives that we miss.",   other key factor is that we’re not trying to diagnose cancer here with lifechanging implications of falsepositives a false positive just means weeks of selfisolation the concern is the false negatives that we miss,2020-11-05 19:06:34+00:00,None,2,Negative
3530,3530,perspective risk venture outside population level otherwise time unit covid patient,6,6_covid_recovery_rule_patient,covid - recovery - rule - patient - hospital - people - case - care - death - child,0.5423468730296644,False,"@PeaksPrincess @conwild @pixiepippi You’re approaching this from an individual’s perspective. The risk from any individual venture outside is obviously tiny, but on a population level it is far from “infinitesimal”, otherwise I wouldn’t be spending my time ventilating a unit full of CoViD patients.",   you’re approaching this from an individual’s perspective the risk from any individual venture outside is obviously tiny but on a population level it is far from infinitesimal otherwise i wouldn’t be spending my time ventilating a unit full of covid patients,2020-11-05 19:19:02+00:00,Life,2,Negative
3531,3531,plenty people covid everyone chance risk care,6,6_covid_recovery_rule_patient,covid - recovery - rule - patient - hospital - people - case - care - death - child,0.624221897734293,False,"@PeaksPrincess @conwild @pixiepippi YOU would probably be fine if you had CoViD. But you might not. I’ve watched plenty of fit and healthy people die of CoViD. If everyone just took their chances because their individual risk is small, we’d be totally overwhelmed, and unable to provide care to those who need it.",   you would probably be fine if you had covid but you might not i’ve watched plenty of fit and healthy people die of covid if everyone just took their chances because their individual risk is small we’d be totally overwhelmed and unable to provide care to those who need it,2020-11-05 19:22:08+00:00,Life,1,Positive
