,Topic,Count,Name,details
0,-1,73498,-1_nurse_people_year_care,"['nurse', 'people', 'year', 'care', 'time', 'today', 'health', 'patient', 'work', 'nursing']"
1,0,5832,0_thank_thanks_enjoy_everyone,"['thank', 'thanks', 'enjoy', 'everyone', 'game', 'team', 'quiz', 'sorry', 'brilliant', 'welcome']"
2,1,3313,1_food_school_life_meal,"['food', 'school', 'life', 'meal', 'video', 'child', 'caterer', 'share', 'community', 'lunch']"
3,2,2476,2_congratulation_news_luck_photo,"['congratulation', 'news', 'luck', 'photo', 'view', 'picture', 'award', 'winner', 'reminder', 'achievement']"
4,3,2329,3_union_nurse_solidarity_strike,"['union', 'nurse', 'solidarity', 'strike', 'worker', 'safety', 'health', 'patient', 'violence', 'justice']"
5,4,2153,4_card_charity_baby_christmas,"['card', 'charity', 'baby', 'christmas', 'ticket', 'gift', 'pocket', 'donation', 'unit', 'sepsis']"
6,5,2087,5_morning_friend_chris_kenny,"['morning', 'friend', 'chris', 'kenny', 'gemini', 'jenny', 'hello', 'mate', 'trip', 'carol']"
7,6,1997,6_book_conference_ruth_place,"['book', 'conference', 'ruth', 'place', 'review', 'reading', 'speaker', 'programme', 'inequality', 'club']"
8,7,1819,7_time_love_peace_brain,"['time', 'love', 'peace', 'brain', 'mind', 'issue', 'world', 'tina', 'vibe', 'fuck']"
9,8,1580,8_mask_face_look_virus,"['mask', 'face', 'look', 'virus', 'train', 'disney', 'propaganda', 'people', 'passport', 'theatre']"
10,9,1555,9_covid_thing_recovery_interview,"['covid', 'thing', 'recovery', 'interview', 'watch', 'meeting', 'wave', 'update', 'monday', 'audience']"
11,10,1531,10_week_idea_stuff_wait,"['week', 'idea', 'stuff', 'wait', 'hashtag', 'folk', 'start', 'dissertation', 'sock', 'linda']"
12,11,1511,11_journal_article_paper_collection,"['journal', 'article', 'paper', 'collection', 'please', 'issue', 'contact', 'street', 'throat', 'topic']"
13,12,1419,12_birthday_cake_bless_dance,"['birthday', 'cake', 'bless', 'dance', 'awww', 'wish', 'surprise', 'chance', 'salad', 'fredster']"
14,13,1402,13_student_nursing_career_course,"['student', 'nursing', 'career', 'course', 'summer', 'journey', 'opportunity', 'degree', 'radio', 'choice']"
15,14,1357,14_hope_scotland_bonnie_breakfast,"['hope', 'scotland', 'bonnie', 'breakfast', 'weather', 'morning', 'nothing', 'wind', 'beauty', 'friday']"
