,Topic,Count,Name,details
0,-1,121344,-1_nurse_time_people_care,"['nurse', 'time', 'people', 'care', 'health', 'today', 'year', 'work', 'nursing', 'week']"
1,0,4345,0_thank_thank thank_thank thank thank_thanks follow,"['thank', 'thank thank', 'thank thank thank', 'thanks follow', 'follow', 'thanks', 'word', 'loss', 'follow thanks', 'follow thanks follow']"
2,1,2392,1_morning_morning morning_morning morning morning_thanks,"['morning', 'morning morning', 'morning morning morning', 'thanks', 'chris', 'friend', 'morning chris', 'kenny', 'morning kenny', 'kenny friend']"
3,2,1434,2_nurse_union_solidarity_strike,"['nurse', 'union', 'solidarity', 'strike', 'safety', 'worker', 'health', 'patient', 'care', 'right']"
4,3,1371,3_today_thing_person_today today,"['today', 'thing', 'person', 'today today', 'tomorrow', 'person person', 'today thing', 'thing thing', 'thing today', 'person person person']"
5,4,1371,4_support_baby_charity_donation,"['support', 'baby', 'charity', 'donation', 'unit', 'thank', 'easter', 'thanks', 'blanket', 'sofa']"
6,5,1345,5_year_year year_mine_year year year,"['year', 'year year', 'mine', 'year year year', 'mate', 'button', 'time year', 'year mine', 'update', 'mine year']"
7,6,1325,6_mask_face_please_smile,"['mask', 'face', 'please', 'smile', 'face mask', 'fear', 'people', 'distancing', 'whatwho today', 'whatwho']"
8,7,1290,7_food_school_food life_meal,"['food', 'school', 'food life', 'meal', 'life', 'child', 'school meal', 'caterer', 'school food', 'community']"
9,8,1181,8_birthday_birthday birthday_birthday birthday birthday_wish,"['birthday', 'birthday birthday', 'birthday birthday birthday', 'wish', 'biden', 'birthday today', 'skye', 'birthday wish', 'wish birthday', 'birthday hope']"
10,9,1147,9_hope_scotland_morning_hope hope,"['hope', 'scotland', 'morning', 'hope hope', 'jenny', 'bonnie', 'morning hope', 'bonnie scotland', 'friday', 'carol']"
