Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,id,created_at,edit_history_tweet_ids,text,clean_text,non_english,whitespace
0,0,0,1.565031716330283e+18,2022-08-31 17:40:12+00:00,['1565031716330283008'],"Tomorrow evening, let's talk about:
 
""Use of Simulation On Nurse Education""
 
Via #WeNurseAcademics with @DebbieRoberts6 @SUSimulation @Helenski17 Thursday 8:30pm
Full chat info https://t.co/yFKgboKYfq
 
Your experiences and views add value!

Hope to see you there :) https://t.co/TYrHykMxwY","tomorrow evening lets talk about
 
use of simulation on nurse education
 
via  with    thursday 830pm
full chat info 
 
your experiences and views add value

hope to see you there  ",True,False
1,1,1,1.5649537101864018e+18,2022-08-31 12:30:14+00:00,['1564953710186401793'],"Everyone is welcome to join us tomorrow to talk about:
 
""Use of Simulation On Nurse Education""
 
Via #WeNurseAcademics with @DebbieRoberts6 @SUSimulation @Helenski17 Thursday 8:30pm
Full chat info https://t.co/yFKgboKYfq
 
Your experiences and views add value! https://t.co/DOLNMBl752","everyone is welcome to join us tomorrow to talk about
 
use of simulation on nurse education
 
via  with    thursday 830pm
full chat info 
 
your experiences and views add value ",True,False
2,2,2,1.5649235007537316e+18,2022-08-31 10:30:12+00:00,['1564923500753731584'],"Join nurse educators, academics, mentors, students tomorrow to talk about:
 
""Use of Simulation On Nurse Education""
 
Via #WeNurseAcademics with @DebbieRoberts6 @SUSimulation @Helenski17 Thursday 8:30pm
Full chat info https://t.co/yFKgboKYfq https://t.co/n2GqrwfSYn","join nurse educators academics mentors students tomorrow to talk about
 
use of simulation on nurse education
 
via  with    thursday 830pm
full chat info  ",True,False
3,3,3,1.5646970346611753e+18,2022-08-30 19:30:18+00:00,['1564697034661175296'],"This time on Thursday...
""Simulation in Nurse Education""
Tweetchat via #WeNurseAcademics with @DebbieRoberts6 @SUSimulation @Helenski17   
Prechat info &amp; chat questions here &gt; https://t.co/yFKgboKYfq 
Everyone welcome to join &amp; add value :)","this time on thursday
simulation in nurse education
tweetchat via  with      
prechat info amp chat questions here gt  
everyone welcome to join amp add value ",True,False
4,4,4,1.5646491927310746e+18,2022-08-30 16:20:11+00:00,['1564649192731074562'],"""Simulation in Nurse Education""
Tweetchat, Thursday 8:30pm via #WeNurseAcademics with @DebbieRoberts6 @SUSimulation @Helenski17   
Prechat info &amp; chat questions here &gt; https://t.co/yFKgboKYfq","simulation in nurse education
tweetchat thursday 830pm via  with      
prechat info amp chat questions here gt ",True,False
5,5,5,1.5646189946859848e+18,2022-08-30 14:20:12+00:00,['1564618994685984773'],"Simulation in nurse education...
Tweetchat, Thursday 8:30pm via #WeNurseAcademics with @DebbieRoberts6 @SUSimulation @Helenski17   
Prechat info &gt; https://t.co/yFKgboKYfq 
Who can you invite to join in?","simulation in nurse education
tweetchat thursday 830pm via  with      
prechat info gt  
who can you invite to join in",True,False
6,6,6,1.5645661404326175e+18,2022-08-30 10:50:10+00:00,['1564566140432617474'],"Simulation in nurse education...
Tweetchat, Thursday 8:30pm via #WeNurseAcademics with @DebbieRoberts6 @SUSimulation @Helenski17   
Prechat info &gt; https://t.co/yFKgboKYfq 
Great for nursing educators, academics, mentors, students and more!","simulation in nurse education
tweetchat thursday 830pm via  with      
prechat info gt  
great for nursing educators academics mentors students and more",True,False
7,7,7,1.564535946158248e+18,2022-08-30 08:50:11+00:00,['1564535946158247936'],"Thursday's tweetchat is via #WeNurseAcademics with @DebbieRoberts6 @SUSimulation @Helenski17  on Simulation in nurse education, chat info &gt; https://t.co/yFKgboKYfq
Please join in if education of nurses is of interest to you, so all of us then! https://t.co/ux2Tdc0cJl","thursdays tweetchat is via  with     on simulation in nurse education chat info gt 
please join in if education of nurses is of interest to you so all of us then ",True,False
8,8,8,1.56452964990387e+18,2022-08-30 08:25:10+00:00,['1564529649903869952'],"Just a couple of #NursesActive days left!
Let's see if we can take all find ways to be active at work till the end of August and finish on a high :)
https://t.co/dcjmAWhi7V
^live dashboard here^ 
Come on MH nurses, let's finish #nursesactive visible &amp; proud :) https://t.co/N2A4Q3qLSX","just a couple of  days left
lets see if we can take all find ways to be active at work till the end of august and finish on a high 

live dashboard here 
come on mh nurses lets finish  visible amp proud  ",True,False
14,14,14,1.5580201742294057e+18,2022-08-12 09:18:50+00:00,['1558020174229405698'],"TODAY is the LAST day to apply to run this simply amazing community.

You don't need loads of Twitter experience, you just need to be passionate about your role and supporting others to develop here in theirs. 

A handful of simple questions :) 

https://t.co/DeZM4QM3CS https://t.co/4NrhXflRj3","today is the last day to apply to run this simply amazing community

you dont need loads of twitter experience you just need to be passionate about your role and supporting others to develop here in theirs 

a handful of simple questions  

 ",True,False
15,15,15,1.5576286513650975e+18,2022-08-11 07:23:04+00:00,['1557628651365097472'],"Only 24 hours left to apply to:
Join our team
Support 1,000s of peers
Get great national connections
Make a HUGE difference

Here's the application https://t.co/DeZM4QM3CS to become a WeVolunteer to run this community :) https://t.co/bKSCPkeCJE","only 24 hours left to apply to
join our team
support 1000s of peers
get great national connections
make a huge difference

heres the application  to become a wevolunteer to run this community  ",True,False
17,17,17,1.5570875519109775e+18,2022-08-09 19:32:56+00:00,['1557087551910977537'],@tadhg50 @LeilaSharda @jadvnursing @WeNurses @WeAreMHNurses @BurgessDawson @BellaThakglos @RachelMH_RMN @JohnBaker_Leeds @mattwalshNDQ @PennineCareNHS @PennineCareEd @ClinicalMental @MarkOneinFour @ScottybooSb @debraejackson It’s happening. Date to follow shortly 😁👍🏻,                it’s happening date to follow shortly ,True,False
20,20,20,1.557087297027408e+18,2022-08-09 19:31:55+00:00,['1557087297027407872'],@tadhg50 @JonathanShedler @WeAreMHNurses @PennineCareEd @PennineMedEd @denimcollar @RachelMH_RMN @ClinicalMental @AdvPracticeSU @JohnBaker_Leeds Thanks for the share as always,          thanks for the share as always,True,False
23,23,23,1.556940114688938e+18,2022-08-09 09:47:04+00:00,['1556940114688937985'],"Applications close soon to become part of running this community!

Could you use your passion regardless of your experience/role to help your tweeting peers by being a WeVolunteer?

Info here https://t.co/DeZM4QM3CS 

Please take a look and think about joining our amazing team! https://t.co/PsdJZQHOtC","applications close soon to become part of running this community

could you use your passion regardless of your experiencerole to help your tweeting peers by being a wevolunteer

info here  

please take a look and think about joining our amazing team ",True,False
25,25,25,1.556880652204757e+18,2022-08-09 05:50:47+00:00,['1556880652204756992'],@LeilaSharda @tadhg50 @jadvnursing @WeNurses @WeAreMHNurses @BurgessDawson @BellaThakglos @RachelMH_RMN @JohnBaker_Leeds @mattwalshNDQ @PennineCareNHS @PennineCareEd @ClinicalMental @MarkOneinFour @ScottybooSb Hello @debraejackson would you be interested in joining a @WeMHNurses Twitter chat?,               hello  would you be interested in joining a  twitter chat,True,False
26,26,26,1.5567618806764175e+18,2022-08-08 21:58:50+00:00,['1556761880676417538'],@tadhg50 @jadvnursing @WeNurses @WeAreMHNurses @BurgessDawson @BellaThakglos @RachelMH_RMN @JohnBaker_Leeds @mattwalshNDQ @PennineCareNHS @PennineCareEd @ClinicalMental Thanks for sharing. Would be an interesting twitter chat. Think it is evident in online nursing culture too .. cc @LeilaSharda @MarkOneinFour @ScottybooSb,            thanks for sharing would be an interesting twitter chat think it is evident in online nursing culture too  cc   ,True,False
29,29,29,1.5565803501172572e+18,2022-08-08 09:57:29+00:00,['1556580350117257216'],"Not much time left to apply to be a WeVolunteer to help run and support this community...

Learn more and apply here: https://t.co/O8h4SHZ9yj

Closing date is this Friday :) https://t.co/m7we1SUSlA","not much time left to apply to be a wevolunteer to help run and support this community

learn more and apply here 

closing date is this friday  ",True,False
45,45,45,1.5541048825498993e+18,2022-08-01 14:00:52+00:00,['1554104882549899264'],"Here's a great way to smash #NursesActive...

What about starting #Couchto5k ? TODAY! 

https://t.co/tqjEAtEV2X &lt; so easy with information here from @NHSEngland 
#JustAddTrainers https://t.co/E1cGDec6fj","heres a great way to smash 

what about starting   today 

 lt so easy with information here from  
 ",True,False
