Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,id,created_at,edit_history_tweet_ids,text,clean_text,non_english,whitespace
0,0,0,1.565108677224403e+18,2022-08-31 22:46:01+00:00,['1565108677224402944'],"Thanks to the recently passed #PACTAct, millions more veterans will be able to seek medical care at the VA. 

VA nurses need a new contract that ensures #SafeStaffing to meet this new demand. Thank you @commondefense, @iava, and @VVAmerica for standing alongside us in the fight! https://t.co/UMsgz43ddr","thanks to the recently passed  millions more veterans will be able to seek medical care at the va 

va nurses need a new contract that ensures  to meet this new demand thank you   and  for standing alongside us in the fight ",True,False
1,1,1,1.5650326728874555e+18,2022-08-31 17:44:00+00:00,['1565032672887455747'],"In the first half of this year, there were more successful votes to organize unions than in the last 20 years! 

The most exciting part? The resurgence isn't limited to any one company — it's happening across the board. https://t.co/k1yrJxJQln","in the first half of this year there were more successful votes to organize unions than in the last 20 years 

the most exciting part the resurgence isnt limited to any one company — its happening across the board ",True,False
2,2,2,1.564795111069868e+18,2022-08-31 02:00:01+00:00,['1564795111069868033'],Medical debt shouldn't be normal! We're thrilled to share this new project from @rosariodawson and @BuzzFeed that shows how too many fell through the cracks when Covid-19 collided with our already-broken health care system. https://t.co/E8aplnWS7i,medical debt shouldnt be normal were thrilled to share this new project from  and  that shows how too many fell through the cracks when covid19 collided with our alreadybroken health care system ,True,False
3,3,3,1.56476315050274e+18,2022-08-30 23:53:01+00:00,['1564763150502739969'],"We delivered hundreds of constituent signatures to @RepDarrenSoto's office calling on him to cosponsor #MedicareForAll. 

📢 Rep Soto - when are you going to listen to your #FL09 constituents and stand up for guaranteed health care for all? https://t.co/I5xbrpd3ZM","we delivered hundreds of constituent signatures to s office calling on him to cosponsor  

 rep soto  when are you going to listen to your  constituents and stand up for guaranteed health care for all ",True,False
4,4,4,1.5647027492327096e+18,2022-08-30 19:53:00+00:00,['1564702749232709632'],"VA administrators need to show they are committed to high quality care for our veterans.

RNs know that if we have better working conditions, including #SafeStaffing, we will be better able to recruit and retain experienced nurses to care for our veterans.
https://t.co/Npws2bBEHW","va administrators need to show they are committed to high quality care for our veterans

rns know that if we have better working conditions including  we will be better able to recruit and retain experienced nurses to care for our veterans
",True,False
5,5,5,1.564679904150532e+18,2022-08-30 18:22:14+00:00,['1564679904150532096'],"🗓Mark your calendar! This Thursday, 22,000 Kaiser nurses across the state of California will protest @aboutKP's refusal to address our deep concerns about health and safety and chronic short staffing. https://t.co/KAdIkzHcaY",mark your calendar this thursday 22000 kaiser nurses across the state of california will protest s refusal to address our deep concerns about health and safety and chronic short staffing ,True,False
6,6,6,1.5643693045099889e+18,2022-08-29 21:48:01+00:00,['1564369304509988865'],"Nurses are proud to endorse Lt. Governor @JohnFetterman for U.S. Senate in Pennsylvania! 

He shares nurses’ values of caring, compassion and community and will be a strong leader for Pennsylvania in the Senate. https://t.co/Vzn0GZ2u2C","nurses are proud to endorse lt governor  for us senate in pennsylvania 

he shares nurses’ values of caring compassion and community and will be a strong leader for pennsylvania in the senate ",True,False
7,7,7,1.5643504275708357e+18,2022-08-29 20:33:00+00:00,['1564350427570835459'],"The recent passage of the #PACTAct means millions more veterans will be eligible for VA care. 

Nurses, veterans, and organizations like @commondefense, @iava, and @VVAmerica are standing together to demand #SafeStaffing to protect our nation’s heroes!
https://t.co/8R6H45QTjv","the recent passage of the  means millions more veterans will be eligible for va care 

nurses veterans and organizations like   and  are standing together to demand  to protect our nation’s heroes
",True,False
8,8,8,1.5639663989379318e+18,2022-08-28 19:07:01+00:00,['1563966398937931776'],"Another reason our solidarity is powerful. ✊

#SolidaritySunday https://t.co/YzXexyWX71","another reason our solidarity is powerful 

 ",True,False
9,9,9,1.5635690263574118e+18,2022-08-27 16:48:00+00:00,['1563569026357411840'],"You may have noticed us referring to monkeypox as MPV. Wondering why? The current name is discriminatory, stigmatizing, and misleading. https://t.co/s6pa0emDNw",you may have noticed us referring to monkeypox as mpv wondering why the current name is discriminatory stigmatizing and misleading ,True,False
11,11,11,1.563298495691649e+18,2022-08-26 22:53:00+00:00,['1563298495691649027'],"We are disappointed in the D.C. Circuit Court’s decision — but nurses will continue fighting until @OSHA_DOL provides the protections that all health care workers need to stay safe during this ongoing pandemic! #ProtectNurses
https://t.co/IAIkP9UK5P","we are disappointed in the dc circuit court’s decision — but nurses will continue fighting until  provides the protections that all health care workers need to stay safe during this ongoing pandemic 
",True,False
12,12,12,1.5632939958955254e+18,2022-08-26 22:35:07+00:00,['1563293995895525380'],"Nurses know the essential and doggone hard job farm workers do. We know that your work is feeding families across the U.S. and all around the world.

We're proud to march today alongside @UFWupdates to fight for the recognized right to demand better and safer working conditions! https://t.co/4fGU7gYf8o","nurses know the essential and doggone hard job farm workers do we know that your work is feeding families across the us and all around the world

were proud to march today alongside  to fight for the recognized right to demand better and safer working conditions ",True,False
13,13,13,1.5632358328779407e+18,2022-08-26 18:44:00+00:00,['1563235832877940736'],"RNs at @MissionHealthNC speak out against huge nurse shortage: 

“It seems the only retention HCA cares about is shareholder retention... HCA should focus their resources on putting patients first,” said Hannah Drummond, RN. https://t.co/3jv4TqKdEw","rns at  speak out against huge nurse shortage 

“it seems the only retention hca cares about is shareholder retention hca should focus their resources on putting patients first” said hannah drummond rn ",True,False
