Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,id,created_at,edit_history_tweet_ids,text,clean_text,non_english,whitespace
0,0,0,1.5649523088862495e+18,2022-08-31 12:24:40+00:00,['1564952308886249472'],Hey maswell thanks for the follow!,hey maswell thanks for the follow,True,False
1,1,1,1.5547902818657935e+18,2022-08-03 11:24:24+00:00,['1554790281865793541'],Hey James Jenson thanks for the follow!,hey james jenson thanks for the follow,True,False
2,2,2,1.5542165463183892e+18,2022-08-01 21:24:35+00:00,['1554216546318389253'],Hey Hui-wen (Alina) Sato thanks for the follow!,hey huiwen alina sato thanks for the follow,True,False
3,3,3,1.5497773417480602e+18,2022-07-20 15:24:46+00:00,['1549777341748060161'],Hey The Georgia Sun thanks for the follow!,hey the georgia sun thanks for the follow,True,False
4,4,4,1.5465913239936082e+18,2022-07-11 20:24:40+00:00,['1546591323993608192'],Hey Hui-wen (Alina) Sato thanks for the follow!,hey huiwen alina sato thanks for the follow,True,False
5,5,5,1.5446863170023178e+18,2022-07-06 14:14:51+00:00,['1544686317002317824'],Trying out the water @ Roswell Mill Ruins Park https://t.co/OagNn4pxpl,trying out the water  roswell mill ruins park ,True,False
6,6,6,1.5428409543311524e+18,2022-07-01 12:02:02+00:00,['1542840954331152384'],"Traffic jam at work @ Lawrenceville, Georgia https://t.co/Ab5PTscetS",traffic jam at work  lawrenceville georgia ,True,False
7,7,7,1.5421384164224287e+18,2022-06-29 13:30:24+00:00,['1542138416422428672'],"Ezra @ Gwinnett County, Georgia https://t.co/vP55KTADEE",ezra  gwinnett county georgia ,True,False
8,8,8,1.5418047337652306e+18,2022-06-28 15:24:28+00:00,['1541804733765230594'],Just posted a photo @ Atlanta Botanical Garden https://t.co/3Ub378Tkuy,just posted a photo  atlanta botanical garden ,True,False
9,9,9,1.5389661533595077e+18,2022-06-20 19:24:58+00:00,['1538966153359507456'],Hey Joe Duffy 🇺🇸 thanks for the follow!,hey joe duffy  thanks for the follow,True,False
10,10,10,1.5353270598446858e+18,2022-06-10 18:24:30+00:00,['1535327059844685824'],Hey Anusha Verghese thanks for the follow!,hey anusha verghese thanks for the follow,True,False
11,11,11,1.5309633635677512e+18,2022-05-29 17:24:44+00:00,['1530963363567751168'],Hey Hamad Raja thanks for the follow!,hey hamad raja thanks for the follow,True,False
12,12,12,1.52059014167228e+18,2022-05-01 02:25:15+00:00,['1520590141672280064'],Hey Nicole Fauteux thanks for the follow!,hey nicole fauteux thanks for the follow,True,False
13,13,13,1.5160299692516844e+18,2022-04-18 12:24:45+00:00,['1516029969251684352'],Hey MedicalCafe thanks for the follow!,hey medicalcafe thanks for the follow,True,False
14,14,14,1.515078726475821e+18,2022-04-15 21:24:51+00:00,['1515078726475821060'],Hey The Gritty Nurse- #paidsickdays is a must thanks for the follow!,hey the gritty nurse  is a must thanks for the follow,True,False
15,15,15,1.5108510579870351e+18,2022-04-04 05:25:37+00:00,['1510851057987035141'],Hey Daniel monla thanks for the follow!,hey daniel monla thanks for the follow,True,False
16,16,16,1.51069971960508e+18,2022-04-03 19:24:15+00:00,['1510699719605080070'],Hey Jill Crady Marple thanks for the follow!,hey jill crady marple thanks for the follow,True,False
17,17,17,1.506758906864976e+18,2022-03-23 22:24:52+00:00,['1506758906864975872'],Hey Black Swan thanks for the follow!,hey black swan thanks for the follow,True,False
18,18,18,1.5052187545774162e+18,2022-03-19 16:24:51+00:00,['1505218754577416204'],Hey irise thanks for the follow!,hey irise thanks for the follow,True,False
19,19,19,1.503889920825475e+18,2022-03-16 00:24:32+00:00,['1503889920825475077'],Hey The Truth About Nursing thanks for the follow!,hey the truth about nursing thanks for the follow,True,False
20,20,20,1.503436880943227e+18,2022-03-14 18:24:19+00:00,['1503436880943226887'],Hey Fortified Health Security thanks for the follow!,hey fortified health security thanks for the follow,True,False
21,21,21,1.5033312764466463e+18,2022-03-14 11:24:41+00:00,['1503331276446646274'],Hey Hui-wen (Alina) Sato thanks for the follow!,hey huiwen alina sato thanks for the follow,True,False
22,22,22,1.5002057232418284e+18,2022-03-05 20:24:51+00:00,['1500205723241828359'],Hey Noel Ferguson thanks for the follow!,hey noel ferguson thanks for the follow,True,False
23,23,23,1.4986806373850194e+18,2022-03-01 15:24:42+00:00,['1498680637385019398'],Hey Sewe Rico thanks for the follow!,hey sewe rico thanks for the follow,True,False
24,24,24,1.4986503305732014e+18,2022-03-01 13:24:17+00:00,['1498650330573201413'],Hey Donna thanks for the follow!,hey donna thanks for the follow,True,False
25,25,25,1.4955249378802524e+18,2022-02-20 22:25:05+00:00,['1495524937880252421'],Hey ICU Nurse Life thanks for the follow!,hey icu nurse life thanks for the follow,True,False
26,26,26,1.4939241725982925e+18,2022-02-16 12:24:13+00:00,['1493924172598292482'],Hey Hui-wen (Alina) Sato thanks for the follow!,hey huiwen alina sato thanks for the follow,True,False
27,27,27,1.4913120689973576e+18,2022-02-09 07:24:39+00:00,['1491312068997357570'],Hey Anusha Verghese thanks for the follow!,hey anusha verghese thanks for the follow,True,False
28,28,28,1.4901342850385551e+18,2022-02-06 01:24:33+00:00,['1490134285038555136'],Hey Nicole Fauteux thanks for the follow!,hey nicole fauteux thanks for the follow,True,False
29,29,29,1.4871899805732209e+18,2022-01-28 22:24:56+00:00,['1487189980573220866'],Hey DrOwl thanks for the follow!,hey drowl thanks for the follow,True,False
30,30,30,1.4852571887298888e+18,2022-01-23 14:24:43+00:00,['1485257188729888768'],Hey Tender Hands Private Home care thanks for the follow!,hey tender hands private home care thanks for the follow,True,False
31,31,31,1.4845777675093524e+18,2022-01-21 17:24:56+00:00,['1484577767509352449'],Hey Anusha Verghese thanks for the follow!,hey anusha verghese thanks for the follow,True,False
32,32,32,1.4838529687556096e+18,2022-01-19 17:24:51+00:00,['1483852968755609600'],Hey Pavilion Publishing and Media Ltd thanks for the follow!,hey pavilion publishing and media ltd thanks for the follow,True,False
33,33,33,1.483414991697072e+18,2022-01-18 12:24:29+00:00,['1483414991697072130'],Hey Dany thanks for the follow!,hey dany thanks for the follow,True,False
34,34,34,1.4828261906836152e+18,2022-01-16 21:24:48+00:00,['1482826190683615233'],Hey Fred_S_Malcom thanks for the follow!,hey fredsmalcom thanks for the follow,True,False
36,36,36,1.479821403616645e+18,2022-01-08 14:24:51+00:00,['1479821403616645125'],Hey Crisis in Care Solutions thanks for the follow!,hey crisis in care solutions thanks for the follow,True,False
37,37,37,1.478673720860455e+18,2022-01-05 10:24:22+00:00,['1478673720860454916'],Hey ICU Nurse Life thanks for the follow!,hey icu nurse life thanks for the follow,True,False
38,38,38,1.4781000268407276e+18,2022-01-03 20:24:42+00:00,['1478100026840727557'],Hey Dany thanks for the follow!,hey dany thanks for the follow,True,False
39,39,39,1.4765145240522138e+18,2021-12-30 11:24:29+00:00,['1476514524052213761'],Hey Shilpa Muth thanks for the follow!,hey shilpa muth thanks for the follow,True,False
40,40,40,1.4749592712888812e+18,2021-12-26 04:24:28+00:00,['1474959271288881153'],Hey What Would You Do If thanks for the follow!,hey what would you do if thanks for the follow,True,False
46,46,46,1.4688440425910313e+18,2021-12-09 07:24:44+00:00,['1468844042591031304'],Hey Marie MacMillan thanks for the follow!,hey marie macmillan thanks for the follow,True,False
47,47,47,1.465582548445274e+18,2021-11-30 07:24:43+00:00,['1465582548445274114'],"Hey Eric Nelson, Ph.D. thanks for the follow!",hey eric nelson phd thanks for the follow,True,False
48,48,48,1.465144585663955e+18,2021-11-29 02:24:24+00:00,['1465144585663954952'],"Hey PatMac, RN thanks for the follow!",hey patmac rn thanks for the follow,True,False
49,49,49,1.4642840706287985e+18,2021-11-26 17:25:02+00:00,['1464284070628798468'],Hey James Nussbaumer thanks for the follow!,hey james nussbaumer thanks for the follow,True,False
51,51,51,1.4640578783823217e+18,2021-11-26 02:26:13+00:00,['1464057878382321665'],@shesinscrubs Sorry to hear. Be safe!, sorry to hear be safe,True,False
52,52,52,1.464041467652055e+18,2021-11-26 01:21:01+00:00,['1464041467652055043'],@thanksgoose Thank you, thank you,True,False
54,54,54,1.463136384043135e+18,2021-11-23 13:24:32+00:00,['1463136384043134987'],Hey First Class Eye Care thanks for the follow!,hey first class eye care thanks for the follow,True,False
55,55,55,1.4614151055020646e+18,2021-11-18 19:24:47+00:00,['1461415105502064648'],Hey emotional support xenomorph AGAIN thanks for the follow!,hey emotional support xenomorph again thanks for the follow,True,False
56,56,56,1.4604486555305124e+18,2021-11-16 03:24:27+00:00,['1460448655530512384'],Hey ZeaMed thanks for the follow!,hey zeamed thanks for the follow,True,False
58,58,58,1.4583348087324836e+18,2021-11-10 07:24:47+00:00,['1458334808732483584'],Hey Guiniack thanks for the follow!,hey guiniack thanks for the follow,True,False
