,Unnamed: 0,Document,Topic,Name,Top_n_words,Probability,Representative_document,original_text,clean_text,created_at,label,sentiment_index,sentiment
3389,3389,morning love sock morning,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,0.4597612256635768,False,@kimberlyann30 Morning love. I was all ready to go and get myself some new socks this morning. Now Boris said no 😭😂xx, morning love i was all ready to go and get myself some new socks this morning now boris said no xx,2020-11-05 07:21:58+00:00,None,1,Positive
3390,3390,kind brave google,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,0.0,False,@kimberlyann30 Haha. How kind you are are 😂 I will just have to be a big brave boy and try to use the Google myself 😜xx, haha how kind you are are  i will just have to be a big brave boy and try to use the google myself xx,2020-11-05 07:24:42+00:00,None,1,Positive
3391,3391,side google thanks home london week time,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,0.3940074936116056,False,@kimberlyann30 I have experienced the naughty side of the Google 😂 That's really nice of you babe. Thank you so much. But I'm good thanks. Some working from home. But got 3 days in the London next week. So not the same as last time, i have experienced the naughty side of the google  that's really nice of you babe thank you so much but i'm good thanks some working from home but got days in the london next week so not the same as last time,2020-11-05 07:29:34+00:00,None,1,Positive
3392,3392,asda cake,4,4_treasury_minister_mayor_sunak,treasury - minister - mayor - sunak - shapps - budget - funding - protest - cake - government,1.0,False,"@kimberlyann30 I sure do. Massive hugs to you, from me and the boys. The boys say pop down Asda and grab them a big cake 🐭🐭😂xx", i sure do massive hugs to you from me and the boys the boys say pop down asda and grab them a big cake xx,2020-11-05 07:33:11+00:00,Life,1,Positive
3393,3393,wrestling match,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,0.0,False,@kimberlyann30 That's so them. It's like a wrestling match 😂xx, that's so them it's like a wrestling match xx,2020-11-05 08:08:22+00:00,None,1,Positive
3394,3394,spelling john,2,2_thanks_john_congratulation_thank,thanks - john - congratulation - thank - reply - congrats - response - peter - paul - jason,1.0,True,@JohnHyde1982 Your spelling is atrocious John, your spelling is atrocious john,2020-11-05 09:06:30+00:00,Life,0,None
3395,3395,congratulation trump tweet,2,2_thanks_john_congratulation_thank,thanks - john - congratulation - thank - reply - congrats - response - peter - paul - jason,0.1797286437335682,False,Congratulations for getting “Trump” and “moral” into the same tweet 😂😂😂 https://t.co/40yCb0WkD3,congratulations for getting trump and moral into the same tweet  ,2020-11-05 09:07:42+00:00,Life,1,Positive
3396,3396,vote purpose future flight,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,0.9617279949039872,False,"I have claimed, for Electoral Vote purposes, Seat 1A on every future flight I take",i have claimed for electoral vote purposes seat on every future flight i take,2020-11-05 11:24:59+00:00,None,0,None
3397,3397,democracy yesterday,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,0.0,False,@nycjayjay @alexcburrows What do we want? Democracy. When do we want it? Yesterday.,  what do we want democracy when do we want it yesterday,2020-11-05 11:30:02+00:00,None,1,Positive
3398,3398,fleet month year something,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,0.3690508873641258,False,@railandroad @LNER @Hull_Trains How did Chiltern’s unchanged fleet age by 21 months in a year? Or have I missed something?,   how did chiltern’s unchanged fleet age by months in a year or have i missed something,2020-11-05 11:33:03+00:00,None,2,Negative
3399,3399,class hyperion satyr,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,0.0,False,If only. What class this man had. “Hyperion to a Satyr” https://t.co/RJn7Iq3Fvu,if only what class this man had hyperion to a satyr ,2020-11-05 12:46:24+00:00,None,0,None
3400,3400,kettlebells weight yesterday,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,0.0,False,@WestLondonplod try @FitnSuperstore they had some kettlebells and weights yesterday, try  they had some kettlebells and weights yesterday,2020-11-05 13:50:07+00:00,None,0,None
3401,3401,review week model rail,0,0_rail_railway_industry_network,rail - railway - industry - network - article - company - train - tocs - government - people,1.0,False,"@S_Thomas1990 Saw a review last week in Model Rail, so can't be too far away.", saw a review last week in model rail so can't be too far away,2020-11-05 18:23:15+00:00,Work,0,None
3402,3402,office prison cell,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,0.6353010967481877,False,Can you run for office from a prison cell? https://t.co/J7CBVVEk1r,can you run for office from a prison cell ,2020-11-05 19:21:52+00:00,None,2,Negative
3403,3403,wait trial washington,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,0.4042792311273913,False,@DinahRoseQC I can’t wait for the “Trial of the Washington One”, i can’t wait for the trial of the washington one,2020-11-05 20:23:42+00:00,None,0,None
3404,3404,opposite trump hope president prediction,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,0.1736145317266506,False,@BethRigby It's so refreshing to have the complete opposite of Trump. Let's hope he becomes President very soon and the predictions are right., it's so refreshing to have the complete opposite of trump let's hope he becomes president very soon and the predictions are right,2020-11-05 21:28:20+00:00,None,1,Positive
3405,3405,welbeck maupay,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,0.0,False,Good to see Welbeck and Maupay starting together. Come on you Seagulls 🔵⚪#bhafc,good to see welbeck and maupay starting together come on you seagulls ,2020-11-06 16:37:18+00:00,None,1,Positive
3406,3406,biden people john mccain,3,3_tory_party_labour_election,tory - party - labour - election - vote - leader - picket - voter - leadership - blair,0.3575177200773318,False,"Not missing. They voted Biden because you dissed Vets, and people like John McCain https://t.co/wOyUrZ0u0G",not missing they voted biden because you dissed vets and people like john mccain ,2020-11-06 19:29:00+00:00,Life,1,Positive
3407,3407,route recast minute service load operator train,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,0.0,False,"@AvantiWestCoast Is this going to be done by simply removing one tph from each route, or by a TT recast? If the former, will leave 40/20 minute interval service. If the latter, affects a whole load of other Operators’ trains too!", is this going to be done by simply removing one tph from each route or by a tt recast if the former will leave minute interval service if the latter affects a whole load of other operators trains too,2020-11-06 19:36:29+00:00,None,2,Negative
3408,3408,democrat vote vote,3,3_tory_party_labour_election,tory - party - labour - election - vote - leader - picket - voter - leadership - blair,0.3430602282468728,False,@geofftech Thameslink clearly Democrat and stealing the vote. STOP COUNTING THE VOTES, thameslink clearly democrat and stealing the vote stop counting the votes,2020-11-06 19:39:24+00:00,Life,2,Negative
3409,3409,bloke phoenix vote arizona,3,3_tory_party_labour_election,tory - party - labour - election - vote - leader - picket - voter - leadership - blair,0.9484530792954312,False,"Is there like one bloke in Phoenix, counting all the votes for Arizona? Surely it doesn't take this long! #USElection2020",is there like one bloke in phoenix counting all the votes for arizona surely it doesn't take this long ,2020-11-06 22:10:15+00:00,Life,1,Positive
3410,3410,someone organisation tweet,5,5_tweet_twitter_people_someone,tweet - twitter - people - someone - account - musk - twat - year - thread - reply,1.0,False,"@AvantiWestCoast Is this saying “I don’t know” or “I do know, but I’m just not allowed to tell”? Someone in your organisation must know what’s going on or your original tweet could not have been published. Odd.", is this saying i don’t know or i do know but i’m just not allowed to tell someone in your organisation must know what’s going on or your original tweet could not have been published odd,2020-11-06 22:29:46+00:00,Life,0,None
3411,3411,iain building block date,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,0.2667097968986075,False,@philatrail That’s the last of Iain Coucher’s building blocks that date back to 2002 dismantled then, that’s the last of iain coucher’s building blocks that date back to dismantled then,2020-11-06 22:33:08+00:00,None,2,Negative
3412,3412,year today start role,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,0.0,False,"After 4 years today was my last day as EA to my boss. Start again on Monday new role, same boss. Going to be weird.",after years today was my last day as ea to my boss start again on monday new role same boss going to be weird,2020-11-06 23:32:13+00:00,None,2,Negative
3413,3413,trump tweet zeitgeist perspicacity look funk donny,5,5_tweet_twitter_people_someone,tweet - twitter - people - someone - account - musk - twat - year - thread - reply,1.0,False,Yet another trump tweet of the Zeitgeist. His perspicacity is uncanny (Look THAT up in your Funk and Wagnall’s Donny) 😂😂 https://t.co/9ahRLLLVXI,yet another trump tweet of the zeitgeist his perspicacity is uncanny look that up in your funk and wagnall’s donny  ,2020-11-07 07:17:02+00:00,Life,0,None
3414,3414,thank youwe chat night staying herder hope office point,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,0.0,False,@Chris_I_Carter Thank you...we had a chat last night as he felt we needed to mark it somehow. He nearly made me cry! I’m glad I’m staying and moving up but going to miss being his cat herder a bit. Hope to get to the office at some point!, thank youwe had a chat last night as he felt we needed to mark it somehow he nearly made me cry i’m glad i’m staying and moving up but going to miss being his cat herder a bit hope to get to the office at some point,2020-11-07 08:57:40+00:00,None,1,Positive
3415,3415,somehow donna,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,0.4542848080595015,False,"@kimberlyann30 Same here. Can they both lose somehow, Donna? Xx", same here can they both lose somehow donna xx,2020-11-07 11:44:59+00:00,None,2,Negative
