,Topic,Count,Name,details
0,-1,67602,-1_time_year_people_music,"['time', 'year', 'people', 'music', 'thing', 'song', 'today', 'life', 'work', 'thanks']"
1,0,1321,0_music_industry_drug_business,"['music', 'industry', 'drug', 'business', 'label', 'course', 'student', 'brand', 'teacher', 'opportunity']"
2,1,1160,1_woman_trans_racist_misogynist,"['woman', 'trans', 'racist', 'misogynist', 'gender', 'right', 'abortion', 'racism', 'people', 'violence']"
3,2,1115,2_tory_vote_election_party,"['tory', 'vote', 'election', 'party', 'labour', 'corbyn', 'voter', 'seat', 'leader', 'leadership']"
4,3,1105,3_thanks_thank_jamie_support,"['thanks', 'thank', 'jamie', 'support', 'love', 'james', 'list', 'angel', 'thing', 'england']"
5,4,977,4_week_email_tune_phone,"['week', 'email', 'tune', 'phone', 'friday', 'music', 'stress', 'deadline', 'monday', 'reply']"
6,5,903,5_ticket_tour_stage_sale,"['ticket', 'tour', 'stage', 'sale', 'management', 'lineup', 'show', 'stadium', 'june', 'solo']"
7,6,810,6_festival_garden_road_tree,"['festival', 'garden', 'road', 'tree', 'glastonbury', 'handmade', 'cycle', 'plant', 'estate', 'club']"
8,7,716,7_wage_campaign_debt_hill,"['wage', 'campaign', 'debt', 'hill', 'anxiety', 'disney', 'scam', 'growth', 'pokemon', 'people']"
9,8,708,8_tweet_twitter_instagram_tiktok,"['tweet', 'twitter', 'instagram', 'tiktok', 'kanye', 'timeline', 'elvis', 'date', 'amazon', 'hiya']"
10,9,620,9_playlist_spotify_remix_kitten,"['playlist', 'spotify', 'remix', 'kitten', 'grime', 'track', 'thanks', 'enemy', 'song', 'merch']"
11,10,611,10_christmas_cake_merry_duet,"['christmas', 'cake', 'merry', 'duet', 'biscuit', 'goat', 'sauce', 'carol', 'meat', 'dinner']"
12,11,608,11_book_sunrise_facebook_stony,"['book', 'sunrise', 'facebook', 'stony', 'jubilee', 'earworm', 'page', 'copy', 'reading', 'library']"
13,12,604,12_album_article_cover_reason,"['album', 'article', 'cover', 'reason', 'hang', 'wait', 'release', 'year', 'song', 'press']"
14,13,584,13_johnson_boris_truss_sunak,"['johnson', 'boris', 'truss', 'sunak', 'liar', 'rishi', 'bench', 'fool', 'conspiracy', 'integrity']"
15,14,554,14_apology_today_tomorrow_peace,"['apology', 'today', 'tomorrow', 'peace', 'advice', 'yesterday', 'producer', 'gang', 'promise', 'future']"
16,15,543,15_birthday_legend_headphone_wave,"['birthday', 'legend', 'headphone', 'wave', 'pair', 'hope', 'metro', 'hannah', 'robin', 'pasta']"
17,16,527,16_recognition_peer_artist_follower,"['recognition', 'peer', 'artist', 'follower', 'audience', 'pitch', 'spot', 'talent', 'twin', 'cricket']"
18,17,519,17_head_pizza_bridge_imagine,"['head', 'pizza', 'bridge', 'imagine', 'yeah', 'excuse', 'hero', 'fuck', 'shoulder', 'nothing']"
19,18,505,18_band_rock_chris_sausage,"['band', 'rock', 'chris', 'sausage', 'roll', 'dinosaur', 'reminder', 'name', 'pack', 'friend']"
20,19,499,19_horse_race_winner_weight,"['horse', 'race', 'winner', 'weight', 'stone', 'chase', 'handicap', 'runner', 'year', 'fence']"
