,Unnamed: 0,Document,Topic,Name,Top_n_words,Probability,Representative_document,original_text
44131,44131,maniac race style engine stand street photo number plate,3,3_race_horse_winner_weight,race - horse - winner - weight - chase - year - runner - handicap - fence - lottery,0.3175136486580076,False,@RailtonLTN @B4BMusic @markandcharlie @theJeremyVine @AndyCoxDCS @roadcc @BBCTomEdwards What I want to know is who is that maniac who drives around there with the 'wacky races' style engine roar. One of these days I am gonna stand on the street at 3am and take a photo of their number plate.
19348,19348,trainer walsh stranger success race papillon seabass third year place,3,3_race_horse_winner_weight,race - horse - winner - weight - chase - year - runner - handicap - fence - lottery,1.0,False,"Trainer Ted Walsh is also no stranger to Grand National success, having won the race with Papillon in 2000. He went close again with Seabass, third in 2012, as well as Any Second Now, who was arguably unlucky when also third last year and will be hoping to go two places better. https://t.co/0smBDDwe1f"
19571,19571,record year champion hurdle champion hurdle ryanair chase triumph hurdle champion bumper arkle betfair chase winner cheltenham festival,3,3_race_horse_winner_weight,race - horse - winner - weight - chase - year - runner - handicap - fence - lottery,1.0,False,What a record for @rachaelblackmor in just the last three years: 🏆 Gold Cup 🏆🏆 2 Champion Hurdle 🏆🏆🏆 3 Irish Champion Hurdle 🏆 Ryanair Chase 🏆 Triumph Hurdle 🏆 Champion Bumper 🏆 Grand National 🏆 Irish Arkle 🏆 Betfair Chase 12 winners at the Cheltenham Festival!
39065,39065,sainz today mclaren manage point hamilton podium racing today,3,3_race_horse_winner_weight,race - horse - winner - weight - chase - year - runner - handicap - fence - lottery,0.2482689591950133,False,I really wanted Sainz to get his first win today. Gutted McLaren didn’t manage to get in the points. Nice to see Hamilton on the podium again. Some nice racing today #CanadianGP
29703,29703,participant thanks running,3,3_race_horse_winner_weight,race - horse - winner - weight - chase - year - runner - handicap - fence - lottery,0.5894546012551678,False,@keldwythaward is proving fabulous once again. Well done to all participants many thanks to all involved in the organising running! https://t.co/qKwyzFr7vf
61722,61722,marathon sprint,3,3_race_horse_winner_weight,race - horse - winner - weight - chase - year - runner - handicap - fence - lottery,0.5680127502171115,False,@josienneclarke Yes I think you’ve done that. This is a marathon not a sprint for sure.
19192,19192,pick longhouse poet impression race weight work race weight home,3,3_race_horse_winner_weight,race - horse - winner - weight - chase - year - runner - handicap - fence - lottery,1.0,False,"Of the four personal picks below only Longhouse Poet made any impression in the race, although the heavy weights Any Second Now and Delta Work both ran big races in second and third, before the weight finally told close to home. https://t.co/HqakQQBACU"
19340,19340,half year handicap blocker,3,3_race_horse_winner_weight,race - horse - winner - weight - chase - year - runner - handicap - fence - lottery,1.0,False,@racing_rebecca It’s why they do it. Half of them won’t stay. It’s the same every year now: just there as handicap blockers.
24970,24970,horse podium ceremony,3,3_race_horse_winner_weight,race - horse - winner - weight - chase - year - runner - handicap - fence - lottery,0.3938543525736918,False,I love the horses being brought out to stand behind the medal podium during the ceremony #Tokyo2020 #Olympics
529,529,case suggestion chosen play horse race slightest folk,3,3_race_horse_winner_weight,race - horse - winner - weight - chase - year - runner - handicap - fence - lottery,1.0,False,"@Kawakeman @chillers53 @Taylor_Advocate And this may indeed be the case here, I’m just offering a suggestion as to why they’ve chosen to present the play in this way. I have no horse in the race so to speak, it doesn’t affect me in the slightest. It just feels sad that folk are using this to be quite hateful."
39021,39021,mick schumacher today,3,3_race_horse_winner_weight,race - horse - winner - weight - chase - year - runner - handicap - fence - lottery,0.3385270565803079,False,Mick Schumacher today 👏🏼👏🏼👏🏼👏🏼 #F1 #F1Sprint
42515,42515,saddle post everything folder release saddle post,3,3_race_horse_winner_weight,race - horse - winner - weight - chase - year - runner - handicap - fence - lottery,0.2632590213236664,False,"@JayneHowarth @brooksengland I think that's what I'll have to start doing - take the whole saddle post with me. Which is ridiculous. Everything else is hexlocked on but because it's a folder (not that I ever fold it), it's got a quick release on the saddle post."
19398,19398,history success handicap winner vincente weight race year belmont kenny,3,3_race_horse_winner_weight,race - horse - winner - weight - chase - year - runner - handicap - fence - lottery,1.0,False,"While recent history has seen more success at the top end of the handicap, only dual winner Vincente has carried more than 11st 3lb to victory since 2004. He is one of five top weights have won the race in the last 30 years; Run For Free, Belmont King, Young Kenny Grey Abbey."
11748,11748,picture round island race,3,3_race_horse_winner_weight,race - horse - winner - weight - chase - year - runner - handicap - fence - lottery,0.254103655182116,False,PICTURES: Find out who won Sheppey's 64th Round The Island race... https://t.co/OqQE2iUGFp
19561,19561,time crowd size race scene month,3,3_race_horse_winner_weight,race - horse - winner - weight - chase - year - runner - handicap - fence - lottery,0.5944525389428271,False,I can’t remember the last time I saw a crowd of this size on a race day. Quite incredible compared to the scenes just 12 months ago… https://t.co/teaFfPI4bk
19389,19389,race thought bottom stats window,3,3_race_horse_winner_weight,race - horse - winner - weight - chase - year - runner - handicap - fence - lottery,1.0,False,"@NJHag Yes, the race is just unrecognisable now. It’s not the same at all. I’ll still be posting my thoughts on here, but with the likely bottom weight set to be 10st 8lb you might as well throw the stats and trends out of the window!"
6352,6352,street report race expert,3,3_race_horse_winner_weight,race - horse - winner - weight - chase - year - runner - handicap - fence - lottery,0.9401929172968267,False,"Downing Street rewrote ‘independent’ report on race, experts claim https://t.co/cBxufg3qD9"
25364,25364,sign return flight prize,3,3_race_horse_winner_weight,race - horse - winner - weight - chase - year - runner - handicap - fence - lottery,0.020819017072234,False,Sign up to win TWO Return Flights to Japan 🇯🇵 or Iceland 🇮🇸 plus other prizes! 🤩 🙌 https://t.co/lV5fTl36mR via @jacks_flights
68183,68183,athlete class world anything achievement course pier place horse race breakfast rating year,3,3_race_horse_winner_weight,race - horse - winner - weight - chase - year - runner - handicap - fence - lottery,1.0,False,Not sure how being in the top 3 athletes in your class in the world can be considered anything less than a huge achievement. Of course Piers Morgan (the man who's been second place in a two horse race in the breakfast ratings for years) finds a way to suggest it though 🤦‍♂️
51800,51800,baack goodness grooveness gold,3,3_race_horse_winner_weight,race - horse - winner - weight - chase - year - runner - handicap - fence - lottery,0.5757122442205934,False,@rxchoi Welcome baa’ck! RX - goodness grooveness. Gold.
18120,18120,story time student journalist interview list horse balanchine stonehatch turtle island state performer,3,3_race_horse_winner_weight,race - horse - winner - weight - chase - year - runner - handicap - fence - lottery,1.0,False,"I’ve told this story many times before, but it bears repeating. When I was a student and aspiring racing journalist, @ChappleHyam kindly agreed to an interview and gave me a list of unraced horses to follow. This included Balanchine, Stonehatch, Turtle Island and State Performer. https://t.co/9AEEu7CpG5"
41627,41627,thanks darkness goth,3,3_race_horse_winner_weight,race - horse - winner - weight - chase - year - runner - handicap - fence - lottery,0.2021320435884558,False,@DarkClubbing @radioCoolio Thanks for the darkness! Much goth to you!
60267,60267,hurdles idea,3,3_race_horse_winner_weight,race - horse - winner - weight - chase - year - runner - handicap - fence - lottery,0.2826881070784915,False,"@OFalafel Well, I've hurdless stupid ideas"
19274,19274,fact winner form rule world marauder finisher minella time year,3,3_race_horse_winner_weight,race - horse - winner - weight - chase - year - runner - handicap - fence - lottery,0.570840965168891,False,"In fact all bar four of the last 30 winners since 1990 had previous winning form over at least 3m 1f. That includes the aforementioned Rule The World, as well as Red Marauder, who won the infamous Grand National with only two finishers in 2001, Bindaree Minella Times last year. https://t.co/T3GvmuyTGn"
19014,19014,staying season trend horse duke winner commanche court race,3,3_race_horse_winner_weight,race - horse - winner - weight - chase - year - runner - handicap - fence - lottery,1.0,False,Today’s #IrishGrandNational is the last of the staying chases this season. Once again the trends show that you need to go for a lightly weighted horse. Our Duke won off 11st 4lb in 2017 but that was only the second winner over 10st 13lb since Commanche Court won the race in 2000.
