,Unnamed: 0,Document,Topic,Name,Top_n_words,Probability,Representative_document,original_text
40799,40799,brussel sprout brussel christmas,10,10_christmas_soup_merry_xmas,christmas - soup - merry - xmas - biscuit - crochet - carol - blanket - dinner - yorkshire,0.9574540230459928,False,So much fun crocheting Brussel Sprouts 😂 Bertie Brussel is a christmas must 😉 https://t.co/0mJLvOuKGG
45823,45823,tree christmas,10,10_christmas_soup_merry_xmas,christmas - soup - merry - xmas - biscuit - crochet - carol - blanket - dinner - yorkshire,1.0,False,This tree must have also been working in retail on Christmas Eve Eve. #mood 🤪 😩 https://t.co/agpvdc4yuu
9003,9003,merry mate,10,10_christmas_soup_merry_xmas,christmas - soup - merry - xmas - biscuit - crochet - carol - blanket - dinner - yorkshire,0.4153144249802248,False,@Dermo___ Merry Xmas mate
12037,12037,blast memory michael crawford christmas special mother isle,10,10_christmas_soup_merry_xmas,christmas - soup - merry - xmas - biscuit - crochet - carol - blanket - dinner - yorkshire,0.8641820057236786,False,Blast from the past: memories of Michael Crawford filming his 1975 Christmas special of Some Mothers Do 'Ave 'Em on the sun-kissed Isle of Sheppey @CrawfordMichael #Sheppey https://t.co/IW70vrHX2Z
55381,55381,christmas song,10,10_christmas_soup_merry_xmas,christmas - soup - merry - xmas - biscuit - crochet - carol - blanket - dinner - yorkshire,1.0,False,It’s almost august and I haven’t written a Christmas song yet. It’s really stressing me out.
32058,32058,hope everyone period spiderman film christmassy rebecca ghost christmas,10,10_christmas_soup_merry_xmas,christmas - soup - merry - xmas - biscuit - crochet - carol - blanket - dinner - yorkshire,1.0,False,"Hope everyone is having a lovely festive period💖 Been spending mine playing Spiderman on PS4 as I can't watch the newest film 😭 Sending big Christmassy hugs to you all🎄🎅🤶 Love from, Rebecca @IwanWrigley 💕 a.k.a the ghosts of Christmas 👻🎄 https://t.co/DampuE4tz0"
40870,40870,crochet blanket raffle help crocheters please share,10,10_christmas_soup_merry_xmas,christmas - soup - merry - xmas - biscuit - crochet - carol - blanket - dinner - yorkshire,0.5928893118522743,False,"Crochet blanket raffle I’ve organised (with help from lots of crocheters) for the NHS is underway! If you would like to enter it is just £2, please share! ⭐️🌈 https://t.co/dhq7g0vYO6"
5251,5251,throwback christmas,10,10_christmas_soup_merry_xmas,christmas - soup - merry - xmas - biscuit - crochet - carol - blanket - dinner - yorkshire,1.0,False,@lorraine #lorraine Throwback to Luna’s first Christmas in 2015 ❤️ https://t.co/K6xHhfhnPg
37493,37493,fairytale york song session tragedy christmas song duet nothing,10,10_christmas_soup_merry_xmas,christmas - soup - merry - xmas - biscuit - crochet - carol - blanket - dinner - yorkshire,1.0,False,"@JamesMelville Fairytale of New York. It’s a whole box set told in a song, it’s a singsong session, it’s a tragedy, it’s a Christmas song, and a duet! It sets the bar so very high nothing else comes close."
13909,13909,afternoon carol chum manor farm courtesy fire wine thank,10,10_christmas_soup_merry_xmas,christmas - soup - merry - xmas - biscuit - crochet - carol - blanket - dinner - yorkshire,0.4619700868735648,False,What a joy this afternoon singing carols in StAndrew's in #EastHagbourne with some dear chums and then onto Manor Farm in #WestHagbourne courtesy of Mr Mrs Lay. Gorgeous fire and mulled wine - thank you!
55150,55150,shade anyone course help christmas year idea block,10,10_christmas_soup_merry_xmas,christmas - soup - merry - xmas - biscuit - crochet - carol - blanket - dinner - yorkshire,0.4770137276372936,False,"No shade to anyone who does, of course, I’d just feel weird about it idk. I wouldn’t even let my mum help with the washing up when I hosted Christmas last year. I’ve no idea what the mental block is, but it’s there."
24987,24987,christmas offering indoor dining,10,10_christmas_soup_merry_xmas,christmas - soup - merry - xmas - biscuit - crochet - carol - blanket - dinner - yorkshire,1.0,False,@lewis_goodall One of the pubs near me has been advertising its Christmas offering since indoor dining reopened in May. No.
20597,20597,biscuit dinner,10,10_christmas_soup_merry_xmas,christmas - soup - merry - xmas - biscuit - crochet - carol - blanket - dinner - yorkshire,1.0,True,Just sucked a biscuit for dinner
12036,12036,blast christmas past comedy show repeat warning,10,10_christmas_soup_merry_xmas,christmas - soup - merry - xmas - biscuit - crochet - carol - blanket - dinner - yorkshire,1.0,False,@Independent Here’s a blast from Christmas Past of a pre-Mrs Brown comedy show - although repeats are now ‘censored’ with a warning. https://t.co/qFmpp9LHbY
39113,39113,holiday museum food,10,10_christmas_soup_merry_xmas,christmas - soup - merry - xmas - biscuit - crochet - carol - blanket - dinner - yorkshire,0.5741096650143146,False,"This has been a perfect holiday. A lot of museums, walking, daily siesta, a LOT of food and bed before 11pm."
27341,27341,potpie soup roux broth roux dish crust part crust,10,10_christmas_soup_merry_xmas,christmas - soup - merry - xmas - biscuit - crochet - carol - blanket - dinner - yorkshire,0.4380836547951054,False,"so, to make this potpie, I took Friday's chicken soup, made a roux in a separate pan, drained the broth into the roux to make sauce/gravy, threw it all into a baking dish laid a pie crust on top. the least successful part was the pie crust. oh well."
55125,55125,muppet christmas carol question,10,10_christmas_soup_merry_xmas,christmas - soup - merry - xmas - biscuit - crochet - carol - blanket - dinner - yorkshire,0.6393593201906074,False,Watching Muppet Christmas Carol. I will not be taking questions on why.
40133,40133,time christmas star sure question,10,10_christmas_soup_merry_xmas,christmas - soup - merry - xmas - biscuit - crochet - carol - blanket - dinner - yorkshire,1.0,False,What time will the Christmas Star be visible from Malta? Pretty sure this is a stupid question
