,Unnamed: 0,Document,Topic,Name,Top_n_words,Probability,Representative_document,original_text
68187,68187,photo piece piss time promo,4,4_photo_camera_photographer_shot,photo - camera - photographer - shot - shape - picture - photography - image - google - photograph,0.9934890042475056,False,Just need photo ID and £1.01 (which you get straight back). Piece of piss or I wouldn't have bothered when I got invited last time they run this promo https://t.co/XC87ijiAs8
34041,34041,thanks graphic,4,4_photo_camera_photographer_shot,photo - camera - photographer - shot - shape - picture - photography - image - google - photograph,1.0,False,@Graphician @Angelapowis @Anniee_music @BlakLightband @BoxesUK @dombeckmusic @DonJohnsMusic @EenianDreams @_GoesSxeAshster @haIieofficial @joeycollinsuk @jupiterambient @keithhide @KerryGoodhind @lisastanleysing @mkraussmusic @PetraPaula2 @KirwanScarlett @VeneficaD Hi there - thanks for including me! Great graphics 👍😊👏
4396,4396,definition child rubber bullet activist capitol police kept,4,4_photo_camera_photographer_shot,photo - camera - photographer - shot - shape - picture - photography - image - google - photograph,0.9902879507527342,False,@ian59488311 What’s his definition of an “American”? #massshootings kept children safe? Rubber bullets kept #BlackLivesMatter peaceful Activists safe? Capitol Police kept safe on #Jan6thInsurrection ? USA #ClassifiedDocuments in his personal SAFE kept SAFE???
55020,55020,keith pottery life,4,4_photo_camera_photographer_shot,photo - camera - photographer - shot - shape - picture - photography - image - google - photograph,1.0,False,@artfulhussey seeing keith cry over pottery again has brought meaning to my life once more
65200,65200,favourite shot,4,4_photo_camera_photographer_shot,photo - camera - photographer - shot - shape - picture - photography - image - google - photograph,0.6045193489750583,False,@ReesFoundation #HappyWorldPhotographyDay 🩰 One of my favourites photography shots from back in 2018 ❤️📸 https://t.co/RiDkRZBhyz
53000,53000,google colab,4,4_photo_camera_photographer_shot,photo - camera - photographer - shot - shape - picture - photography - image - google - photograph,1.0,False,@multimodalart wow did you get this working on Google Colab? ... I'm struggling to right now
256,256,ahahaha shot,4,4_photo_camera_photographer_shot,photo - camera - photographer - shot - shape - picture - photography - image - google - photograph,0.6120782698374513,False,@ryanijwilliams ahahaha that would’ve been so cool as a shot as well 😭😭
20911,20911,photo shape,4,4_photo_camera_photographer_shot,photo - camera - photographer - shot - shape - picture - photography - image - google - photograph,0.4341147705100213,True,"Hi @StudioTeaBreak is your drawing a bit rusty? Then today's environmental #ShapeChallenge will be perfect for you! Use the photo or shape, dot or not as you wish and have fun 😃🖍 https://t.co/7DTnBEuOD8"
13679,13679,house year photo couple year,4,4_photo_camera_photographer_shot,photo - camera - photographer - shot - shape - picture - photography - image - google - photograph,1.0,False,@TimLihoreau #WisteriaWatch I walk past this house on my way to work - it's almost over this year so here are two photos from a couple of years ago. https://t.co/TKPf8NDzsU
53052,53052,dylnbkr google,4,4_photo_camera_photographer_shot,photo - camera - photographer - shot - shape - picture - photography - image - google - photograph,1.0,False,🔥🔥🔥🔥🔥 from dylnbkr On Leaving Google https://t.co/cN1zyGAbRK https://t.co/eXBljLZf3R
