,Unnamed: 0,Document,Topic,Name,Top_n_words,Probability,Representative_document,original_text
66249,66249,thank goodness,6,6_thanks_thank_support_james,thanks - thank - support - james - worry - please - lemon - serotonin - sugar - holy,1.0,True,Thank goodness for pets 🐾♥️ https://t.co/odW7O4PpqT
20941,20941,thanks thing,6,6_thanks_thank_support_james,thanks - thank - support - james - worry - please - lemon - serotonin - sugar - holy,1.0,False,Thanks for rt @PhillCourtMusic hope things are going well 😃
9976,9976,thank thank,6,6_thanks_thank_support_james,thanks - thank - support - james - worry - please - lemon - serotonin - sugar - holy,1.0,False,Omg!! Thank you SO much @empilbeam @BBCIntroWY ❤️❤️❤️ I'm so happy thank you! https://t.co/DGOmNKysx6
5548,5548,love james song james,6,6_thanks_thank_support_james,thanks - thank - support - james - worry - please - lemon - serotonin - sugar - holy,0.9680073771584078,False,I’m just in love with the new James Bay song and tbh just James Bay in general 🥺
35171,35171,welcome purge documentary bare citizen,6,6_thanks_thank_support_james,thanks - thank - support - james - worry - please - lemon - serotonin - sugar - holy,1.0,False,Welcome to Chechnya: The Gay Purge. BBC 4 documentary that lays bare Chechnya's deadly war against its gay citizens. https://t.co/JOb3ybmlcN
65009,65009,thats shoe worry moment,6,6_thanks_thank_support_james,thanks - thank - support - james - worry - please - lemon - serotonin - sugar - holy,0.2887029117048461,False,@laurenredhead Thats true! Just seems daft thinking about shoes atm but nice to have menial worries for moment
32463,32463,thank support,6,6_thanks_thank_support_james,thanks - thank - support - james - worry - please - lemon - serotonin - sugar - holy,0.8591827177085575,True,"@MelaniePrentic2 you’re very welcome, thank you for the support 💙 For those who want to 🎧 👇 https://t.co/iOyOuGJfoA"
28554,28554,refreshing drink life lemon lemonade,6,6_thanks_thank_support_james,thanks - thank - support - james - worry - please - lemon - serotonin - sugar - holy,1.0,False,"@ericasipes really, as in, let's have a cool refreshing drink, or as in, ""when life hands you lemons, make lemonade""? either one is fine with me right now, to be clear."
7697,7697,rebel motorcycle club support,6,6_thanks_thank_support_james,thanks - thank - support - james - worry - please - lemon - serotonin - sugar - holy,0.5254904086665796,False,@CPIZZAIA Sadly not. I think that’s just a US tour. Black Rebel Motorcycle Club is the only support 😅
91,91,please something,6,6_thanks_thank_support_james,thanks - thank - support - james - worry - please - lemon - serotonin - sugar - holy,0.3369340165783064,False,@EmSumm_ers @sarahinthepark @BostinCreative @wlvPerArts please i would LOVE to say/sing something at this!
