,Unnamed: 0,Document,Topic,Name,Top_n_words,Probability,Representative_document,original_text
25920,25920,woman side history,11,11_woman_trans_argument_gender,woman - trans - argument - gender - people - misogynist - debate - reminder - right - misogyny,0.8533400873044429,False,"@CrunchAlias ""We need to remove the women because it's making the men angry..."" Right side of history? https://t.co/IpM4xcpehY"
26243,26243,result people trans right trans people transition support debate safety dignity woman,11,11_woman_trans_argument_gender,woman - trans - argument - gender - people - misogynist - debate - reminder - right - misogyny,0.8258424378125406,False,"@Wiijimmy @JeanHatchet That is not true. Results show that people generally support trans rights, but when trans identified people have not undergone any medical/physical transition, that support goes. And that's what this entire debate is about, and why the safety dignity of women is threatened. https://t.co/Q7zUwlB2EM"
39198,39198,controversy guenther guenther,11,11_woman_trans_argument_gender,woman - trans - argument - gender - people - misogynist - debate - reminder - right - misogyny,0.7505088296579147,False,"“You know I love a bit of controversy.” - Guenther. Oh, Guenther. https://t.co/5TguzqDe48"
41961,41961,female partner,11,11_woman_trans_argument_gender,woman - trans - argument - gender - people - misogynist - debate - reminder - right - misogyny,1.0,False,@greenroofsuk I hear the females take multiple partners
26634,26634,charlie trans woman charlie trans woman sorry,11,11_woman_trans_argument_gender,woman - trans - argument - gender - people - misogynist - debate - reminder - right - misogyny,1.0,True,"@enbeeeeeee @joy__miriam @MonsoonUK @CharliesNovella I said Charlie is not a trans woman. Charlie is ""non-binary"" so not a trans woman. I'm sorry you can't read."
26836,26836,insulting people concern woman self system trans people,11,11_woman_trans_argument_gender,woman - trans - argument - gender - people - misogynist - debate - reminder - right - misogyny,0.4657616171638745,False,"@Wolvodave @SoniaPoulton No it shouldn't. But it does. And it's both disingenuous, insulting, to accuse people calling out legitimate concerns (especially for women) associated with an arbitrary self ID system, of doing so because they ""don't like trans people."""
56132,56132,ambassador abwci association business woman commerce industry thank possibility crosssector collaboration empowerment impact,11,11_woman_trans_argument_gender,woman - trans - argument - gender - people - misogynist - debate - reminder - right - misogyny,0.7641503395883963,False,"Deeply honored to serve as Global Ambassador for ABWCI - Association of Business Women in Commerce and Industry. Thank you ABWCI for creating this new possibility for amazing cross-sector collaboration, empowerment and yet unimaginable new impact. Excited…https://t.co/vaBxreMUUm"
46621,46621,kindness decency humanity result admission rwnj people promise,11,11_woman_trans_argument_gender,woman - trans - argument - gender - people - misogynist - debate - reminder - right - misogyny,1.0,False,"@TandorSarah @MaguireMac @iamqotl @deemadigan No, kindness, decency and humanity lost. But such results are never final. I WILL have your admission (and that of every other arsehole RWNJ) that you were wrong, you will let those people go, and you will fucking well like it! And that's a promise."
43385,43385,fallacy phallusey,11,11_woman_trans_argument_gender,woman - trans - argument - gender - people - misogynist - debate - reminder - right - misogyny,0.4209957035070178,False,@DavidParr1980 @Lisa_0Connor fallacy or phallusey?
26557,26557,woman anything irrelevant child course,11,11_woman_trans_argument_gender,woman - trans - argument - gender - people - misogynist - debate - reminder - right - misogyny,0.8718697107551893,False,"@salltweets He neither knows, nor cares. He's incapable of listening to women, or acknowledging anything they're saying, because they are so utterly irrelevant to him. Unless he needs one to produce a child for him of course... https://t.co/1kWV1rugUG"
