,Unnamed: 0,Document,Topic,Name,Top_n_words,Probability,Representative_document,original_text
16086,16086,think inflation food price year,9,9_drug_wage_talent_growth,drug - wage - talent - growth - worker - rise - economy - staff - inflation - panel,0.7192326693058543,False,Think inflation is making food prices high now? Well it's going to get worse next year... #foodshortage https://t.co/MH6erUhFPp
36316,36316,mind pharma chuddy,9,9_drug_wage_talent_growth,drug - wage - talent - growth - worker - rise - economy - staff - inflation - panel,0.5790809826232822,False,Never mind Big Pharma what are we going to do about Big Chuddy
46774,46774,something dispute resolution procedure deal breach trade sanction rule everyone,9,9_drug_wage_talent_growth,drug - wage - talent - growth - worker - rise - economy - staff - inflation - panel,1.0,False,"#JCPOA Am I missing something here? Why wasn't the dispute resolution procedure triggered when the US broke the deal? Surely they should have been held in breach, and punished accordingly, presumably with trade sanctions? It can't be one rule for them, another for everyone else."
56999,56999,society start everything paymaster,9,9_drug_wage_talent_growth,drug - wage - talent - growth - worker - rise - economy - staff - inflation - panel,0.7777923777194455,False,"@SenTedCruz Taking guns out of your society is just a good start. It won't solve everything, but it will go a long way to helping. Your paymasters won't like that ofc."
34699,34699,work behalf,9,9_drug_wage_talent_growth,drug - wage - talent - growth - worker - rise - economy - staff - inflation - panel,0.7852399359095957,False,Amazing work on behalf of the UK public. #GoodLawProject #PPE #Scandal #Tory #Sleaze https://t.co/atXhmV3bpQ
37023,37023,death union phrase frankie boyle,9,9_drug_wage_talent_growth,drug - wage - talent - growth - worker - rise - economy - staff - inflation - panel,0.829156258699567,False,“The long death of the Union” is a very memorable phrase from Frankie Boyle
30370,30370,talent town ferule_mziki,9,9_drug_wage_talent_growth,drug - wage - talent - growth - worker - rise - economy - staff - inflation - panel,0.3774398514734119,False,Check out new talent in town ferule_mziki and his hot and new single a great jam to listen to @Kenyamusicexpof #Puttinhkenyanmusiconmap @djggactivist @deejay_moska @djray_kenya… https://t.co/yekPRb9EVK
41121,41121,feature rise,9,9_drug_wage_talent_growth,drug - wage - talent - growth - worker - rise - economy - staff - inflation - panel,0.6936053221776723,False,Features on our Rise EP https://t.co/oJupdh39ON
6392,6392,football qatar world,9,9_drug_wage_talent_growth,drug - wage - talent - growth - worker - rise - economy - staff - inflation - panel,1.0,False,Should football boycott the Qatar World Cup? https://t.co/7UMcc5t5A8
12963,12963,trade trade agreement economy,9,9_drug_wage_talent_growth,drug - wage - talent - growth - worker - rise - economy - staff - inflation - panel,1.0,False,@A1istair @SkyNews The trade a free trade Agreement is totally vital for the economy of the UK
