,Unnamed: 0,Document,Topic,Name,Top_n_words,Probability,Representative_document,original_text
29296,29296,didnt vids,13,13_video_youtube_channel_handmade,video - youtube - channel - handmade - club - music - composition - watch - gang - july,0.5134892473789266,False,DC (didnt take any gig pics or vids somehow) https://t.co/0djceX5pWC
28655,28655,nothing glad anyways video,13,13_video_youtube_channel_handmade,video - youtube - channel - handmade - club - music - composition - watch - gang - july,1.0,False,it sounds cheesy and corny but nothing felt as empowering as just being like..im glad to be able to wake up. anyways bless this cute video https://t.co/iVQAX62l1M
32341,32341,follower thanks video july guest intimate handful,13,13_video_youtube_channel_handmade,video - youtube - channel - handmade - club - music - composition - watch - gang - july,0.4907743453258715,False,"Nice to welcome a few new followers thanks to the #WilliamRalphDean video 👋 Next gig &gt; Friday July 22 @ProhibitionLive w/ special guest @vormawahmarc - an intimate one, with @JonLawtonMusic and I performing a unique duo set 🎸 Handful of tix left. 🎟 https://t.co/lgDhEHdmVn https://t.co/cUYoZEGcfI"
61661,61661,helpful video,13,13_video_youtube_channel_handmade,video - youtube - channel - handmade - club - music - composition - watch - gang - july,1.0,False,@PRSforMusic @frtheWhiteHouse @PRSFoundation Check this super helpful video out: https://t.co/HWaSMNZ1Zm
35401,35401,bagga generation musician,13,13_video_youtube_channel_handmade,video - youtube - channel - handmade - club - music - composition - watch - gang - july,1.0,False,S1 R10 Nikhil Bagga - Next Generation Musicians https://t.co/NnRm18Ywcg
37874,37874,effort video send,13,13_video_youtube_channel_handmade,video - youtube - channel - handmade - club - music - composition - watch - gang - july,1.0,False,@hayleyrFoto it’s genuinely the effort of making a video that puts me off using tiktok more! on here we can just type and press send whenever we want 🥲
35586,35586,cohost producer tutorial youtube dude smile face shels,13,13_video_youtube_channel_handmade,video - youtube - channel - handmade - club - music - composition - watch - gang - july,1.0,True,"@TheFranswah just to let you know my co-host producer really likes your tutorials. When we talk about @VB_Audio, which they LOVE #Voicemeeter! They refer you as, ""YouTube instructor dude."" I hope this puts a smile on your face. ~ Later Shels"
33546,33546,video porchester hall,13,13_video_youtube_channel_handmade,video - youtube - channel - handmade - club - music - composition - watch - gang - july,0.5172598530308445,False,Just posted a video @ Porchester Hall https://t.co/fLBP8wk36g
6389,6389,channel drive,13,13_video_youtube_channel_handmade,video - youtube - channel - handmade - club - music - composition - watch - gang - july,1.0,False,BBC Four to become archive channel as cost-cutting drive continues https://t.co/yktqrEbM25
55742,55742,mission chanakyapuri july delhi kind cease,13,13_video_youtube_channel_handmade,video - youtube - channel - handmade - club - music - composition - watch - gang - july,0.7569167921036247,False,@AmbLindnerIndia I'm so sorry to see you leave the German Mission at Chanakyapuri! I was hoping so much to meet you in July in Delhi. May your kind never cease!
13052,13052,curse skinwalker ranch history channel,13,13_video_youtube_channel_handmade,video - youtube - channel - handmade - club - music - composition - watch - gang - july,0.9662712364676324,False,@Yfielding I have been watching CURSE OF SKINWALKER RANCH on the history channel I think it’s good
57732,57732,something watch,13,13_video_youtube_channel_handmade,video - youtube - channel - handmade - club - music - composition - watch - gang - july,1.0,False,Now THAT'S something I'd watch. #SuperBowlLVI #footballtime #Supercross https://t.co/H4ccVKD2ah
61048,61048,handmade music club video time cover love paper supporter,13,13_video_youtube_channel_handmade,video - youtube - channel - handmade - club - music - composition - watch - gang - july,1.0,False,I have shared my 12th Handmade Music Club Video on @kofi_button. This time is my cover of the classic ‘Your Love Keeps Lifting Me Higher’ available for Tier 2: Paper String supporters. https://t.co/PU4i7aKAGZ https://t.co/Wq9uNfE0Cj
32996,32996,july didnt time,13,13_video_youtube_channel_handmade,video - youtube - channel - handmade - club - music - composition - watch - gang - july,1.0,False,#ThrowbackThursday 📍 @thebme 🗓 July 1st 2016 🖼 @AbtTheYoungIdea 🎶 “Didn’t we have a nice time…” 📸 @John_Johno #TheJam #PaulWeller https://t.co/7UYoCNTyIL
57599,57599,video music,13,13_video_youtube_channel_handmade,video - youtube - channel - handmade - club - music - composition - watch - gang - july,1.0,False,@ItsChuggHead The video is dumb. The music is certainly not terrible at all. 😁
