,Unnamed: 0,Document,Topic,Name,Top_n_words,Probability,Representative_document,original_text
24148,24148,someone facebook ticket saturday,14,14_ticket_wembley_stadium_price,ticket - wembley - stadium - price - booking - show - sale - ticketmaster - diamond - pricing,0.4938671124064029,False,Someone I know on Facebook is selling tickets to Britain's Strongest Man on Saturday and I am so tempted...
6185,6185,england wembley ticket,14,14_ticket_wembley_stadium_price,ticket - wembley - stadium - price - booking - show - sale - ticketmaster - diamond - pricing,0.3724098144936593,False,England fans force way into Wembley without tickets for Euro 2020 final https://t.co/LcDZdR1VSX
9812,9812,anniversary school sister april ticket meet greet joke,14,14_ticket_wembley_stadium_price,ticket - wembley - stadium - price - booking - show - sale - ticketmaster - diamond - pricing,0.2315783541799782,False,happy anniversary to when I was in high school and @ampersandetand's wee sister April Fooled me that they had won tickets to an MCR meet and greet and I literally started CRYING so she had to end the joke early
53634,53634,stadium shone,14,14_ticket_wembley_stadium_price,ticket - wembley - stadium - price - booking - show - sale - ticketmaster - diamond - pricing,1.0,False,@MK_Gateway @WEURO2022 @Stadium_MK @mkcouncil @CultureMK @DestinationMK @My_MiltonKeynes Our stadium shone 😎
18673,18673,post pick trial price term value today vase winner changingoftheguard walk star place,14,14_ticket_wembley_stadium_price,ticket - wembley - stadium - price - booking - show - sale - ticketmaster - diamond - pricing,0.1694279667356333,False,"@CelloTheKnight The front two were my ante post picks and backed them before they won their respective trials, so happy with those prices now, but in terms of best value today I’d go with Chester Vase winner Changingoftheguard and Walk Of Stars each way (Skybet go six places)."
49337,49337,process person rear ticket city,14,14_ticket_wembley_stadium_price,ticket - wembley - stadium - price - booking - show - sale - ticketmaster - diamond - pricing,0.3169172063661561,False,"@RuthBadleyPR Actually a very smooth process once you’re through. If I was a normal person, I’d be happy with the rear standing ticket and just have left it at that. But I’d quite like to enjoy the city too!"
48931,48931,ticket sale face value,14,14_ticket_wembley_stadium_price,ticket - wembley - stadium - price - booking - show - sale - ticketmaster - diamond - pricing,0.4078860649466934,False,I know I’m naive - but *all* the tickets in a primary sale should be sold at face value. All of them. https://t.co/owtOu5YgJk
476,476,noone responsibility ticket hundred ticket everyone information,14,14_ticket_wembley_stadium_price,ticket - wembley - stadium - price - booking - show - sale - ticketmaster - diamond - pricing,0.8942676050693172,False,At present no-one is taking responsibility for cancelling the tickets and hundreds of fans are left with no tickets. I will keep everyone posted as and when I have more information.
45906,45906,ticket august word service,14,14_ticket_wembley_stadium_price,ticket - wembley - stadium - price - booking - show - sale - ticketmaster - diamond - pricing,0.2566768647872055,False,@hselftax Still no tickets for 30 August!@AvantiWestCoast this is too daft for words. It’s not a service really is it? @AndyBurnhamGM
9575,9575,october line woman ticket,14,14_ticket_wembley_stadium_price,ticket - wembley - stadium - price - booking - show - sale - ticketmaster - diamond - pricing,0.4263774879821275,False,"You guys coming to my gig, aye? @room2glasgow October 16th, Glasgow, supporting @TheTwistettes ❤️❤️❤️ Line up is entirely women and non-binary led too! Be there or be square Tickets ⬇️⬇️⬇️ https://t.co/mYsp4UGiY1 https://t.co/Ln7SAgtfuJ"
50641,50641,ticket tommorrow level production,14,14_ticket_wembley_stadium_price,ticket - wembley - stadium - price - booking - show - sale - ticketmaster - diamond - pricing,0.9988292932302566,False,"What's that? You don't have a ticket. Dally no more: get one here -&gt; https://t.co/gMNu0skJOh And once you're sorted, see you at 11am GMT tommorrow for an 'oh my god that's incredible' level of programming + production by @danaksegal @ToastFundraiser. #artsfundraising 2/2"
477,477,info taylor ticket irregularity ticket breach term condition breach,14,14_ticket_wembley_stadium_price,ticket - wembley - stadium - price - booking - show - sale - ticketmaster - diamond - pricing,0.2840482203327293,False,"Latest info on the cancelled Taylor Hawkins tickets saga @TicketmasterUK are citing ""booking irregularities"" and have advised @SJMConcerts are responsible for cancelling tickets. @gigsandtours are citing ""breach of terms and conditions"" but are not specifying what the breach is."
3370,3370,ticket minute system,14,14_ticket_wembley_stadium_price,ticket - wembley - stadium - price - booking - show - sale - ticketmaster - diamond - pricing,0.2531508655885391,False,"@samuelhudson8 @sibelian62 @bbcproms @TheSixteen Prom tickets sold out in five minutes. I’m pleased it’s popular, but I hate this new system!! 😭😤"
46072,46072,ticket thursday,14,14_ticket_wembley_stadium_price,ticket - wembley - stadium - price - booking - show - sale - ticketmaster - diamond - pricing,0.2299607573952926,False,@AvantiWestCoast What about my tickets for Thursday?
23346,23346,julien baker glasgow tonight anyone ticket,14,14_ticket_wembley_stadium_price,ticket - wembley - stadium - price - booking - show - sale - ticketmaster - diamond - pricing,1.0,False,"Not gonna make Julien Baker in Glasgow tonight, so if anyone wants a free ticket hmu."
49742,49742,minute ticket island deacon,14,14_ticket_wembley_stadium_price,ticket - wembley - stadium - price - booking - show - sale - ticketmaster - diamond - pricing,0.2780775876136934,False,"Got offered a last minute ticket to Future Islands and Dan Deacon at Ally Pally and thought - well, why not? https://t.co/2M70QjwHOq"
49040,49040,plan diamond area,14,14_ticket_wembley_stadium_price,ticket - wembley - stadium - price - booking - show - sale - ticketmaster - diamond - pricing,1.0,False,"@LizTray Also, if this plan is correct, the Diamond VIP area really is entirely pointless. https://t.co/VndjDWafMh"
918,918,place ticket show,14,14_ticket_wembley_stadium_price,ticket - wembley - stadium - price - booking - show - sale - ticketmaster - diamond - pricing,0.3723620198423836,False,@debbie_doodaa_ @rushworth_peter @TicketmasterUK I try and avoid it where I can but sometimes it’s the only place where tickets for some shows are available
31948,31948,couldnt ticket time,14,14_ticket_wembley_stadium_price,ticket - wembley - stadium - price - booking - show - sale - ticketmaster - diamond - pricing,0.975497641666174,False,@aerburne am so jealous!!! couldnt get tickets :'( have the best time! 💗
65183,65183,dozen ticket,14,14_ticket_wembley_stadium_price,ticket - wembley - stadium - price - booking - show - sale - ticketmaster - diamond - pricing,0.8025779809555321,False,I unlocked The Daily Dozen for tickets to see @WickedUK on @TodayTixUK! Tap to unlock: https://t.co/dV7ChcMAmH
45389,45389,harry style ticket brixton show corner,14,14_ticket_wembley_stadium_price,ticket - wembley - stadium - price - booking - show - sale - ticketmaster - diamond - pricing,0.1808329950356745,False,Harry Styles tickets going for £1500 for a Brixton Academy show?! I wouldn't go around the corner to see him for free!!
29690,29690,ticket ticket course,14,14_ticket_wembley_stadium_price,ticket - wembley - stadium - price - booking - show - sale - ticketmaster - diamond - pricing,0.3744424597520277,False,"I might ‘cosy’ up (😂) to .@AJFBurton see if I can get a ticket… Only joking, I’ve already booked my @cumbriaopera tickets, of course! You should too, if you don’t want to miss out @CumbriaMusicHub .@BBC_Cumbria .@arts_Cumbria https://t.co/3xBalkN31Q"
22452,22452,shandon ticket injunction place,14,14_ticket_wembley_stadium_price,ticket - wembley - stadium - price - booking - show - sale - ticketmaster - diamond - pricing,0.4107627331361332,False,@realclintonb nice to see your Shandon playing again tonight. Do you get free tickets or is that injunction still in place?
30754,30754,chem ticket,14,14_ticket_wembley_stadium_price,ticket - wembley - stadium - price - booking - show - sale - ticketmaster - diamond - pricing,0.2868700168190561,False,Secured the bag (a my chem ticket)
45950,45950,book batch ticket yesterday,14,14_ticket_wembley_stadium_price,ticket - wembley - stadium - price - booking - show - sale - ticketmaster - diamond - pricing,0.3341483745966541,False,@hselftax @bevcraig @AndyBurnhamGM @SadiqKhan @grantshapps @MayorofGM @ManCityCouncil @LucyMPowell @JeffSmithetc @MikeKaneMP @jreynoldsMP @AngelaRayner @GwynneMP @MENnewsdesk @McrLabour Tried to book my next batch of tickets yesterday unsuccessfully.
38810,38810,people disability ticket show service thing,14,14_ticket_wembley_stadium_price,ticket - wembley - stadium - price - booking - show - sale - ticketmaster - diamond - pricing,0.4979568611918911,False,People with disabilities missing out on tickets to shows because of poorly organised/maintained services is heartbreaking. Things need to change asap! ⬇️ https://t.co/j1zcfr75kl
48911,48911,broadway capacity venue difference people stadium pricing joke show,14,14_ticket_wembley_stadium_price,ticket - wembley - stadium - price - booking - show - sale - ticketmaster - diamond - pricing,0.2374845261062101,False,@the_brixtonian (And he’s also learned from Broadway that the capacity of the venue makes a difference to what many people are prepared to pay. Hopefully it won’t be as bad on the stadium leg - not that dynamic pricing isn’t already a bit of a joke for the UK shows).
49762,49762,thanks ticket seat house,14,14_ticket_wembley_stadium_price,ticket - wembley - stadium - price - booking - show - sale - ticketmaster - diamond - pricing,0.6750731344263443,False,"@mlcbby Ah, thanks for reminding me about that. I’ve just booked a ticket. Not the best seat in the house but it will do!"
49004,49004,price difference ticket offer,14,14_ticket_wembley_stadium_price,ticket - wembley - stadium - price - booking - show - sale - ticketmaster - diamond - pricing,0.4115272166859257,False,@northy_boy Crazy. The base price is £196 but they keep getting marked up to ‘Tier 2’ which is £220 but seems to make no difference to the actual ticket on offer.
54218,54218,comedy thing ticket,14,14_ticket_wembley_stadium_price,ticket - wembley - stadium - price - booking - show - sale - ticketmaster - diamond - pricing,0.1421671225780529,False,@bethanymrd @Jem_Collins @thediyora Omg does the comedy thing still have tickets?
