id,created_at,edit_history_tweet_ids,text,clean_text,nouns,lemm_nouns
1.565110255482282e+18,2022-08-31 22:52:17+00:00,['1565110255482281984'],@SteelerFayy An extreme excuse for a rest 😂😂, an extreme excuse for a rest ,excuse rest  ,excuse rest
1.5646419797613115e+18,2022-08-30 15:51:32+00:00,['1564641979761311744'],@Louisdebernard @TimDHWoo @AshleyGWinter I hate all of this. “Here’s your MultiVit drip ma’am with your side of kidney stones… that will be £125 please”,   i hate all of this heres your multivit drip ma’am with your side of kidney stones that will be  please,  i multivit drip side kidney stones please ,multivit drip side kidney stone please
1.5642661956872028e+18,2022-08-29 14:58:18+00:00,['1564266195687202817'],That face though 🥹 https://t.co/ga7zzeHGYm,that face though  , ,
1.5642636114088182e+18,2022-08-29 14:48:02+00:00,['1564263611408818176'],"@petebanton @atring1 @steelthepuck There was another time when his foot gently knocked the post as he went down to cover and it came off the pegs too. Definitely seemed to be something going on, I’ve not seen them so easily knocked out before",   there was another time when his foot gently knocked the post as he went down to cover and it came off the pegs too definitely seemed to be something going on i’ve not seen them so easily knocked out before,  time foot post pegs something ,time foot post peg something
1.5642614833070408e+18,2022-08-29 14:39:34+00:00,['1564261483307040773'],"@SteelerFayy @steelershockey One was against the Clan, 23rd Sept now being played 22nd Sept. Another was the Panthers game, 24th Sept now on 25th Sept ☺️",  one was against the clan sept now being played sept another was the panthers game sept now on sept , clan sept panthers game sept  ,clan sept panther game sept
1.5641509158248448e+18,2022-08-29 07:20:13+00:00,['1564150915824844801'],@liam_trucker We were saying the same. We were sat just to the right behind goal and he barely seemed to touch it and it would slide. Definitely didn’t appear to be secured very well/like normal to me - not sure if it’s because of the new ice 🤷🏼‍♀️ hoping it gets sorted tho!, we were saying the same we were sat just to the right behind goal and he barely seemed to touch it and it would slide definitely didn’t appear to be secured very welllike normal to me  not sure if it’s because of the new ice  hoping it gets sorted tho,right goal ice  tho ,right goal ice tho
1.5640308810811963e+18,2022-08-28 23:23:14+00:00,['1564030881081196548'],@issie_louise God damn me listening to my fav artists; we got a theme going on here https://t.co/ZHMarU8KhH, god damn me listening to my fav artists we got a theme going on here ,god artists theme  ,god artist theme
1.5639591605800468e+18,2022-08-28 18:38:15+00:00,['1563959160580046850'],What a start to the pre season. Go on lads 🤩🍊 @steelershockey https://t.co/33XjKbh7FE,what a start to the pre season go on lads   ,start pre season lads    ,start pre season lad
1.5639312266454303e+18,2022-08-28 16:47:15+00:00,['1563931226645430273'],@SteelerFayy The state of some of these calls tonight is laughable tbf 👀, the state of some of these calls tonight is laughable tbf ,state calls tonight tbf  ,state call tonight tbf
1.5639019219996836e+18,2022-08-28 14:50:48+00:00,['1563901921999683586'],So good to be back in a packed arena 🤩🍊 @steelershockey #BleedOrange https://t.co/THnPhxPyuP,so good to be back in a packed arena    ,arena     ,arena
1.5636739658428006e+18,2022-08-27 23:44:59+00:00,['1563673965842800644'],@issie_louise My gf introduced me to the corn song yesterday 😭😂, my gf introduced me to the corn song yesterday ,gf corn song yesterday ,corn song yesterday
1.5636323828630938e+18,2022-08-27 20:59:45+00:00,['1563632382863093760'],@BootstrapCook Just done my monthly ‘big shop’ to top up all my cupboards freezer with back-stock as well as food for week have *just* managed to keep my cost to same price as big shops pre price hike thanks to the Just Essentials range. There’s only me but still hard to keep cost down 😮‍💨, just done my monthly big shop to top up all my cupboards freezer with backstock as well as food for week have just managed to keep my cost to same price as big shops pre price hike thanks to the just essentials range there’s only me but still hard to keep cost down , shop cupboards freezer backstock food week cost price shops price hike thanks essentials cost  ,shop cupboard freezer backstock food week cost price shop price hike thanks essential cost
1.5636308642437038e+18,2022-08-27 20:53:43+00:00,['1563630864243703808'],@steelershockey Yes boys 🤩👏🏻 start the season as we mean to go on? 😉 can’t wait for tomorrow 🥳 #letsgosteelers 🍊, yes boys  start the season as we mean to go on  can’t wait for tomorrow   ,yes season  wait tomorrow    ,yes season wait tomorrow
1.563439992948818e+18,2022-08-27 08:15:16+00:00,['1563439992948817920'],@Badlydrawneihl1 @PanthersIHC Steelers Vs Panthers on Sunday 😊,  steelers vs panthers on sunday , steelers panthers sunday  ,steelers panther sunday
1.5628570579211592e+18,2022-08-25 17:38:53+00:00,['1562857057921159168'],We often get med students on placement or to shadow a surgeon for the day they’ll spend some time with nurses mixing IVs/preparing fluids/giving sets etc. Have even had them spend a morning with us CSWs to learn basic patients care moving and handling first hand too. https://t.co/6M84tR7sJl,we often get med students on placement or to shadow a surgeon for the day they’ll spend some time with nurses mixing ivspreparing fluidsgiving sets etc have even had them spend a morning with us csws to learn basic patients care moving and handling first hand too ,students placement surgeon day time nurses sets morning patients care hand ,student placement surgeon day time nurse set morning patient care hand
1.562813900894384e+18,2022-08-25 14:47:24+00:00,['1562813900894384130'],The beauty of male guppies 🤩😍 https://t.co/zdsQFAyVYx,the beauty of male guppies  ,beauty guppies  ,beauty guppy
1.5624530076983624e+18,2022-08-24 14:53:20+00:00,['1562453007698362374'],🤩 all thanks to @hardcastle03’s sensational try 🏉👏🏻 https://t.co/QkBHALEr81, all thanks to s sensational try  ,thanks try   ,thanks try
1.562451879866425e+18,2022-08-24 14:48:51+00:00,['1562451879866425345'],@RLWC2021 @England_RL 🤩 thank you! Sending now!,   thank you sending now,  thank ,thank
1.56234884617651e+18,2022-08-24 07:59:26+00:00,['1562348846176509952'],@Jucundi2 I know the team and service I’ve applied to - we work directly with them on a regular basis. Job openings don’t come up that often either 😬, i know the team and service i’ve applied to  we work directly with them on a regular basis job openings don’t come up that often either , i team service basis job openings  ,team service basis job opening
1.5621809598432788e+18,2022-08-23 20:52:19+00:00,['1562180959843278848'],Go on Woosey 🤩🏉 #COYS @saints1890women https://t.co/f04j2Y87oe,go on woosey    ,woosey     ,woosey
1.562169328832856e+18,2022-08-23 20:06:06+00:00,['1562169328832856064'],.@hardcastle03 leaving a trail of bodies behind her tonight 😂@saints1890women https://t.co/1CQWr0IWM1, leaving a trail of bodies behind her tonight  , trail bodies   ,trail body
1.56216398224887e+18,2022-08-23 19:44:51+00:00,['1562163982248869888'],@saints1890women Incredible work ladies 👏🏻🏉 #COYS, incredible work ladies  , work ladies  ,work lady
1.5621459936127468e+18,2022-08-23 18:33:22+00:00,['1562145993612746752'],Flying it solo at the @saints1890women game against Huddersfield tonight 😚✌🏻🏉 #COYS https://t.co/iTxNYVocva,flying it solo at the  game against huddersfield tonight   ,game huddersfield tonight    ,game huddersfield tonight
1.562111024643334e+18,2022-08-23 16:14:25+00:00,['1562111024643334148'],"I’ve just applied for my dream job. I’m not very hopeful that I’ll even get an interview (job advert was posted yesterday closes today, which makes me think internal candidate situation) but I applied anyway 🤞🏻😬",i’ve just applied for my dream job i’m not very hopeful that i’ll even get an interview job advert was posted yesterday closes today which makes me think internal candidate situation but i applied anyway ,dream job interview job advert yesterday closes today candidate situation ,dream job interview job advert yesterday close today candidate situation
1.561659177835135e+18,2022-08-22 10:18:56+00:00,['1561659177835134976'],The process of me trying to take cute pics with the doggo. I swear she’s so done with me 🥲 https://t.co/HsujokGvuz,the process of me trying to take cute pics with the doggo i swear she’s so done with me  ,process pics doggo i ,process pic doggo
1.5613533139578634e+18,2022-08-21 14:03:33+00:00,['1561353313957863426'],It’s Skye’s 4th birthday in just over a month. My baby is growing up ❤️🥺 https://t.co/0XLfgyTXpl,it’s skye’s birthday in just over a month my baby is growing up  ,birthday month baby  ,birthday month baby
1.5613487199409807e+18,2022-08-21 13:45:17+00:00,['1561348719940980739'],Obsessed with @whittarduk’s coconut ground coffee 🥥☕️ (Also peep their double walled mug and 8 cup cafetière 🤣) https://t.co/f3CVB01Zta,obsessed with s coconut ground coffee  also peep their double walled mug and cup cafetire  ,coconut ground coffee  mug cup cafetire   ,coconut ground coffee mug cup cafetire
1.5611047827266847e+18,2022-08-20 21:35:58+00:00,['1561104782726684679'],"I had a patient die early hours of this morning. I spent 3 days with them and their family, I was the nurse to have those conversations commence EOL care. Once in a while there’s always one that adds to the list of those you’ll never forget through your career. 🖤",i had a patient die early hours of this morning i spent days with them and their family i was the nurse to have those conversations commence eol care once in a while there’s always one that adds to the list of those you’ll never forget through your career ,i patient die hours morning days family i nurse conversations care while list career  ,patient die hour morning day family nurse conversation care list career
1.5610673256751514e+18,2022-08-20 19:07:08+00:00,['1561067325675151362'],@Dr_XYZ We aren’t sure if the change is related to me having covid a month ago; there’s not many studies out there yet evidence that does exist atm points more to causing/affecting hyperthyroidism due to cytokine storm/thyroid inflammation. So I guess we will see! (2/2), we aren’t sure if the change is related to me having covid a month ago there’s not many studies out there yet evidence that does exist atm points more to causingaffecting hyperthyroidism due to cytokine stormthyroid inflammation so i guess we will see , change month studies evidence points hyperthyroidism inflammation guess ,change month study evidence point hyperthyroidism inflammation guess
1.5610662957177285e+18,2022-08-20 19:03:02+00:00,['1561066295717728256'],@Dr_XYZ I don’t currently take any other supplements other than iron (low ferritin) my thyroxine is taken &gt;1hr before any other meds or food. No herbal remedies. No food I can think of (1/2), i don’t currently take any other supplements other than iron low ferritin my thyroxine is taken gthr before any other meds or food no herbal remedies no food i can think of , i supplements iron ferritin thyroxine meds food food i  ,supplement iron ferritin thyroxine med food food
1.560646458319274e+18,2022-08-19 15:14:45+00:00,['1560646458319273985'],Me after walking up 10 flights of stairs at work. https://t.co/Zi7obM7QhA,me after walking up flights of stairs at work ,flights stairs work  ,flight stair work
1.5605847586057298e+18,2022-08-19 11:09:35+00:00,['1560584758605729792'],Back in Jan my TSH was 0.02 so meds were ⬇️ 100mcg -&gt; 75mcg. 8 months later my TSH is back up to 16.7 (4 times greater than top of ‘normal’ range). This has been my life for 11 years. I’m exhausted. It’s making me miserable. I’m 26 and can barely live a normal life 😭,back in jan my tsh was  so meds were  gt months later my tsh is back up to  times greater than top of normal range this has been my life for years i’m exhausted it’s making me miserable i’m and can barely live a normal life ,jan tsh  meds months tsh  times top range life years life  ,jan tsh med month tsh time top range life year life
1.5605820756856054e+18,2022-08-19 10:58:55+00:00,['1560582075685605376'],Can’t wait for @steelershockey to be back on the ice next weekend 😍,can’t wait for  to be back on the ice next weekend ,wait  ice weekend  ,wait ice weekend
1.560371459696087e+18,2022-08-18 21:02:00+00:00,['1560371459696087041'],@RLWC2021 @England_RL 90 meters 🏉,  meters , meters ,meter
1.560282643970904e+18,2022-08-18 15:09:05+00:00,['1560282643970904064'],"@npo_speechie Hi Katie, sorry for the random tweet, your tweets popped up on my timeline. Just wanted to say if you need anything whilst you’re here in Sheffield please let me know - I work at RHH so am not far away. Hope you feel much better soon 🤞🏻", hi katie sorry for the random tweet your tweets popped up on my timeline just wanted to say if you need anything whilst you’re here in sheffield please let me know  i work at rhh so am not far away hope you feel much better soon ,hi katie sorry tweets timeline anything please work rhh ,katie sorry tweet timeline anything please work rhh
1.5598995696637092e+18,2022-08-17 13:46:53+00:00,['1559899569663709186'],Work coming atcha with the mood lighting in the lifts 😂 https://t.co/q0jqk3KmJo,work coming atcha with the mood lighting in the lifts  ,work mood lifts  ,work mood lift
1.559527240475591e+18,2022-08-16 13:07:23+00:00,['1559527240475590657'],"@EmmaKennedy Always seems to happen to me too wherever I go. Multiple times in London this weekend; some for directions, some for where certain shops were even for tube advice. Can’t figure out what about my Northerness makes so many beeline for me 😂", always seems to happen to me too wherever i go multiple times in london this weekend some for directions some for where certain shops were even for tube advice can’t figure out what about my northerness makes so many beeline for me , times london weekend directions shops tube advice figure beeline ,time london weekend direction shop tube advice figure beeline
