id,created_at,edit_history_tweet_ids,text,clean_text,non_english
1.5510093078391726e+18,2022-07-24 01:00:10+00:00,['1551009307839172609'],"It's my #Twitterversary! I have been on Twitter for 10 years, since 7 Jul 2012 (via @twi_age).",twitter year since jul via,False
1.4125923862454682e+18,2021-07-07 02:00:44+00:00,['1412592386245468161'],"It's my #Twitterversary! I have been on Twitter for 9 years, since 7 Jul 2012 (via @twi_age).",twitter year since jul via,False
1.2803511069717422e+18,2020-07-07 04:01:06+00:00,['1280351106971742208'],"It's my #Twitterversary! I have been on Twitter for 8 years, since 7 Jul 2012 (via @twi_age).",twitter year since jul via,False
1.1577558889517998e+18,2019-08-03 20:51:28+00:00,['1157755888951799808'],@_NicoleRedmond6 @Lauurennxxx @is_mise_jessica We need mold and mildew remover,need mold mildew remover,False
1.12858229462374e+18,2019-05-15 08:46:01+00:00,['1128582294623739904'],@Dionne_121 @missmyerss_ Round 21 this year,round year,False
1.119719852057473e+18,2019-04-20 21:49:50+00:00,['1119719852057473024'],@_NicoleRedmond6 @MannyMua733 @DanskiDoran How,,False
1.1197198266232914e+18,2019-04-20 21:49:44+00:00,['1119719826623291393'],@_NicoleRedmond6 @MannyMua733 @DanskiDoran Wtf,wtf,False
1.1193504128454944e+18,2019-04-19 21:21:49+00:00,['1119350412845494277'],@ShineMyShit @CeriCf @Dionne_121 the golden days,golden day,False
1.118278688527745e+18,2019-04-16 22:23:10+00:00,['1118278688527745027'],@0deanpaget0 @__chloeclinton @_NicoleRedmond6 well then,well,False
1.1077541207510508e+18,2019-03-18 21:22:18+00:00,['1107754120751050752'],@is_mise_jessica @Emmet_2011 I’m alright bro,im alright bro,False
1.1063284551159562e+18,2019-03-14 22:57:12+00:00,['1106328455115956224'],"@_NicoleRedmond6 “How do you say your name”
E F A",say name e f,False
