id,created_at,edit_history_tweet_ids,text,clean_text
1.4253989784436777e+18,2021-08-11 10:09:33+00:00,['1425398978443677697'],Which Care Roadshows will you be attending this year?⭐If you missed out on Liverpool then don't worry as there's still 3 more amazing regional events left for 2021 &amp; Glasgow @careroadshows is next! This event is FREE to attend  👉 https://t.co/csRmOUufTI https://t.co/T81kW51m2e,care roadshows attending yearif missed liverpool worry there's still amazing regional event left amp glasgow next event free attend
1.425023017596473e+18,2021-08-10 09:15:37+00:00,['1425023017596473345'],"To enter, all we need from you is a quick and easy 200 words stating who you are nominating and why, to be emailed over to veggiehero@vegetarianforlife.org.uk. Please include photos if possible. Submissions to be made by Friday 17 September. 🥦 https://t.co/J5MnEswFwF",enter need quick easy word stating nominating emailed veggieheroorguk please include photo possible submission made friday september
1.414527942860882e+18,2021-07-12 10:11:56+00:00,['1414527942860881922'],Two lifesaving defibrillators have been donated by Cavanna Homes to the family and school of 12-year-old Ella Halfyard who was diagnosed with a serious heart condition earlier this year. https://t.co/T0y2REoUbN https://t.co/T0pTcDFAj2,two lifesaving defibrillator donated cavanna home family school yearold ella halfyard diagnosed serious heart condition earlier year
1.409441339956138e+18,2021-06-28 09:19:36+00:00,['1409441339956137987'],Less than 3 weeks to go until @careroadshows Liverpool! This unique regional event includes all areas of care and the smaller attendee numbers make for quality networking. Register now for free to meet the leading suppliers &amp; industry experts- https://t.co/nunMK2ZnRF #socialcare https://t.co/a2JAlp6sNQ,week liverpool unique regional event includes area care smaller attendee number make quality networking register free meet leading supplier amp industry expert
1.3902725734313247e+18,2021-05-06 11:49:46+00:00,['1390272573431324673'],"Whose looking forward to some normal? Get your free ticket to @careroadshows 2021 now – the UK care events reaching the entire sector in four fantastic locations! We'll see you in Liverpool, Glasgow, London &amp; Cardiff! Register here👉 https://t.co/jG36lzFz1f https://t.co/9nad2cC0K9",whose looking forward normal get free ticket care event reaching entire sector four fantastic location we'll see liverpool glasgow london amp cardiff register
1.3826355988974264e+18,2021-04-15 10:03:09+00:00,['1382635598897426436'],Don't miss out on the incredible 45% discount for the Future of Care Conference - Offer ending this Sunday!! ⚠ Book your place here - https://t.co/595JSZwUcV https://t.co/KvLlNMVwiR,miss incredible discount future care conference offer ending sunday book place
1.38011135848679e+18,2021-04-08 10:52:43+00:00,['1380111358486790154'],"We are proud supporters of the #FutureofCare Conference, returning live to London on the 22nd June! Join like-minded care professionals for a day of information, inspiration &amp; quality networking. Don’t miss the Super Early Bird Rate &amp; book now! - https://t.co/gHglCDZfFC https://t.co/oAcUYNIKbB",proud supporter conference returning live london june join likeminded care professional day information inspiration amp quality networking dont miss super early bird rate amp book
1.3674058969518162e+18,2021-03-04 09:25:45+00:00,['1367405896951816192'],"With the UK’s elderly population continuing to grow, the care home industry is evolving.  Whilst it may not be the first consideration for many looking to take the next steps in their career, there’s so much the care home industry has to offer. https://t.co/9f8slmz5ZU https://t.co/HiLFeOqjN4",elderly population continuing grow care home industry evolving whilst may first consideration many looking take next step career much care home industry offer
1.366836342693503e+18,2021-03-02 19:42:33+00:00,['1366836342693502977'],"Care home security is paramount – but how do you secure a facility without making it look like a fortress? Peter Jackson from @Jacksonsfencing has some great suggestions on how to achieve this tricky balance…
#carehomes #nursinghomes 
https://t.co/jkQYrofl2Q https://t.co/l2TmKXtsiU",care home security paramount secure facility without making look like fortress peter jackson great suggestion achieve tricky balance
1.3259123460243497e+18,2020-11-09 21:25:12+00:00,['1325912346024349701'],"Our care home #technology guide features articles on how technology is helping to fight the spread of coronavirus, and high-tech #dementia care solutions…

https://t.co/iOQK2QuF3Y #caretech #carehomes https://t.co/LotCiyplmh",care home guide feature article technology helping fight spread coronavirus hightech care solution
