id,created_at,edit_history_tweet_ids,text,clean_text,nouns,lemm_nouns
1.564926357410566e+18,2022-08-31 10:41:33+00:00,['1564926357410566144'],Vacancies for One Year Housemanship/Internship Training at 661 Nigerian Air Force Hospital Ikeja https://t.co/FNtRknViOU,vacancies for one year housemanshipinternship training at nigerian air force hospital ikeja ,vacancies year housemanshipinternship training air force hospital ikeja  ,vacancy year housemanshipinternship training air force hospital ikeja
1.5649244679605166e+18,2022-08-31 10:34:02+00:00,['1564924467960516608'],RESEARCH: What makes mosquito bites itch and what to do about it https://t.co/SAaSovjfwk,research what makes mosquito bites itch and what to do about it ,research mosquito bites ,research mosquito bite
1.5648959048257577e+18,2022-08-31 08:40:32+00:00,['1564895904825757696'],Psychiatric Nurse at the Oleaster Wellbeing and Recovery Center https://t.co/tbGFmqbkw4,psychiatric nurse at the oleaster wellbeing and recovery center ,nurse oleaster wellbeing recovery center  ,nurse oleaster wellbeing recovery center
1.564888356110336e+18,2022-08-31 08:10:32+00:00,['1564888356110336000'],US Reports First Death Linked To Monkeypox https://t.co/hSiqnmE8ol,us reports first death linked to monkeypox ,reports death  ,report death
1.564886472574247e+18,2022-08-31 08:03:03+00:00,['1564886472574246912'],"Katsina Confirms Four Monkeypox, 53 Cholera Cases https://t.co/3jpEtdsYjP",katsina confirms four monkeypox cholera cases ,katsina monkeypox cholera cases ,katsina monkeypox cholera case
1.5645975660206612e+18,2022-08-30 12:55:03+00:00,['1564597566020661250'],Plateau State Government Job Recruitment https://t.co/jIvPRwEgu4,plateau state government job recruitment ,plateau state government job recruitment  ,plateau state government job recruitment
1.564531002177106e+18,2022-08-30 08:30:33+00:00,['1564531002177105920'],School Nurse at Roemichs International School https://t.co/Ano5syQHXH,school nurse at roemichs international school ,school nurse school  ,school nurse school
1.5645146390853345e+18,2022-08-30 07:25:31+00:00,['1564514639085334528'],NPHCDA Urges States to Provide More Incentives for Health Workers https://t.co/7Hr8FtX81s,nphcda urges states to provide more incentives for health workers ,urges states incentives health workers ,urge state incentive health worker
1.5641635793599324e+18,2022-08-29 08:10:32+00:00,['1564163579359932416'],"Lassa fever Cases Now 894, Ondo, Edo Lead https://t.co/9qknNX0egL",lassa fever cases now ondo edo lead ,lassa fever cases lead  ,lassa fever case lead
1.5631448721395835e+18,2022-08-26 12:42:34+00:00,['1563144872139583488'],Senior Nursing Officer at a Leading Healthcare Service Company - Anadach Group https://t.co/UoFwKn4hvz,senior nursing officer at a leading healthcare service company  anadach group ,nursing officer healthcare service company  anadach group ,nursing officer healthcare service company anadach group
