id,created_at,edit_history_tweet_ids,text,clean_text,nouns,lemm_nouns
1.564871256503386e+18,2022-08-31 07:02:36+00:00,['1564871256503386112'],@jennysim_1 @RCNResearchSoc @EPUAP1 @JaneEBall @nursingpolicy @RuthHarris_ @CamilleCronin @UniNewcastleSNM have a ton of fun Jenny I hope you have great trip,        have a ton of fun jenny i hope you have great trip,       ton fun jenny trip ,ton fun jenny trip
1.5647821334447473e+18,2022-08-31 01:08:27+00:00,['1564782133444747264'],@LiangRhea I have too however by large undergrad lectures tend to be 1-2 hour yawn fests death by PowerPoint. You can do so much better today by integrating polls activities. I once walked 2 kms in a 2hr lecture as moved around the room., i have too however by large undergrad lectures tend to be hour yawn fests death by powerpoint you can do so much better today by integrating polls activities i once walked kms in a lecture as moved around the room, i lectures hour yawn fests death powerpoint today polls activities kms lecture room ,lecture hour yawn fests death powerpoint today poll activity lecture room
1.564774518505472e+18,2022-08-31 00:38:11+00:00,['1564774518505472000'],humble brag Now that Im officially an MCR when getting the electronic link of my thesis for a colleague I saw that my thesis had been downloaded 654 times over the past 5 years. Thankyou to all of those people. I hope you found it useful. @debraejackson https://t.co/UFQzGZYYbB https://t.co/tcfMus03Zr,humble brag now that im officially an mcr when getting the electronic link of my thesis for a colleague i saw that my thesis had been downloaded times over the past years thankyou to all of those people i hope you found it useful   ,brag im mcr link thesis colleague i thesis times years people   ,brag mcr link thesis colleague thesis time year people
1.5647737492827382e+18,2022-08-31 00:35:08+00:00,['1564773749282738176'],"@LiangRhea Dont do lectures, they waste the students time and your time", dont do lectures they waste the students time and your time, dont lectures students time time ,dont lecture student time time
1.5647380507393065e+18,2022-08-30 22:13:17+00:00,['1564738050739306496'],@kate_manne himpathy at its worst https://t.co/l1UhYpzQVw, himpathy at its worst , himpathy  ,himpathy
1.564566629736149e+18,2022-08-30 10:52:07+00:00,['1564566629736148992'],How awesome Congratulations Amy https://t.co/axtDcAg8ah,how awesome congratulations amy ,congratulations  ,congratulation
1.564146384907178e+18,2022-08-29 07:02:13+00:00,['1564146384907177984'],@KellyLewer @UoWnursing @anzmha Woot woot welldone,   woot woot welldone,  woot woot welldone ,woot woot welldone
1.5637849719781458e+18,2022-08-28 07:06:05+00:00,['1563784971978145792'],Terrific initiative #periodpoverty https://t.co/zGlPVaZT4m,terrific initiative  ,  ,
1.5637656305869906e+18,2022-08-28 05:49:14+00:00,['1563765630586990592'],one can only hope @NSWChiefNMO https://t.co/jecZFJUn1S,one can only hope  ,  ,
1.563764913520386e+18,2022-08-28 05:46:23+00:00,['1563764913520386048'],@LiWyTi @neilhimself @Sandman_Netflix the quiet yet deeply compelling intensity of Morpheus was the best bit,   the quiet yet deeply compelling intensity of morpheus was the best bit, intensity morpheus bit ,intensity morpheus bit
1.563764127214207e+18,2022-08-28 05:43:15+00:00,['1563764127214206976'],@GOPLeader @HouseGOP Hillary was investigated for quite some time and no charges were laid The Hunter Biden business occurred during #45 tenure Yet no charges were laid seems like you're grasping at straws Kevin,  hillary was investigated for quite some time and no charges were laid the hunter biden business occurred during  tenure yet no charges were laid seems like you're grasping at straws kevin, hillary time charges hunter biden business tenure charges straws ,hillary time charge hunter biden business tenure charge straw
1.5636746791557652e+18,2022-08-27 23:47:49+00:00,['1563674679155765248'],@LornaMoxham ditto, ditto, ditto ,ditto
1.5633296445434962e+18,2022-08-27 00:56:47+00:00,['1563329644543496195'],@JustChillieh @GDixon1977 No It's a drop bear,  no it's a drop bear,drop bear ,drop bear
1.5622379807562998e+18,2022-08-24 00:38:54+00:00,['1562237980756299777'],@KEBrightbill In the 00s I was still pulling my kids up on using phrases such as 'thats so gay' the pervasiveness of casual language needs to be highlighted and called out. But sugar coating the past doesnt help., in the s i was still pulling my kids up on using phrases such as thats so gay the pervasiveness of casual language needs to be highlighted and called out but sugar coating the past doesnt help, s i kids phrases thats pervasiveness language needs sugar doesnt help ,kid phrase thats pervasiveness language need sugar doesnt help
1.561841197651751e+18,2022-08-22 22:22:13+00:00,['1561841197651750912'],@StevenAFrost @UOW @UoWnursing Welcome on board Frosty. Just like you to arrive on a day with free food!,   welcome on board frosty just like you to arrive on a day with free food,  welcome board frosty day food ,welcome board frosty day food
1.5611208010046136e+18,2022-08-20 22:39:37+00:00,['1561120801004613632'],Seems amazing Im afraid I would be drinking wine and taking in the scenery https://t.co/u6AKJcNvWz,seems amazing im afraid i would be drinking wine and taking in the scenery ,im afraid i scenery  ,afraid scenery
1.5611141707243356e+18,2022-08-20 22:13:17+00:00,['1561114170724335616'],@strictlykaren @CDNMANZ @CATSINaM damn appalling. I cant imagine what this person says on a day to day basis if they feel free to write this on a whiteboard,   damn appalling i cant imagine what this person says on a day to day basis if they feel free to write this on a whiteboard,  imagine person day day basis whiteboard ,imagine person day day basis whiteboard
1.5607763799477125e+18,2022-08-19 23:51:01+00:00,['1560776379947712513'],@GreenshieldsNic The cavalier attitude is astounding, the cavalier attitude is astounding,attitude ,attitude
1.5602032396559032e+18,2022-08-18 09:53:34+00:00,['1560203239655903232'],she seems to have way to much time on her hands clearly an axe to grind. I disengaged because she seems a very sad person desperately in need of attention https://t.co/suZqFbqIJ6,she seems to have way to much time on her hands clearly an axe to grind i disengaged because she seems a very sad person desperately in need of attention ,way time hands axe i person need attention  ,way time hand axe person need attention
1.5602029410172357e+18,2022-08-18 09:52:22+00:00,['1560202941017235456'],looking fabulous Hayley https://t.co/Eh8T8p8ojn,looking fabulous hayley ,hayley  ,hayley
1.5602014450428232e+18,2022-08-18 09:46:26+00:00,['1560201445042823168'],@emergency_CNS She's a treasure isn't she, she's a treasure isn't she, treasure ,treasure
1.5600890233305252e+18,2022-08-18 02:19:42+00:00,['1560089023330525184'],"@_SharonThornton @CNMIO_WH @nursetoni1970 @FrontlineRN22 @Milliganreports @rwillingham @easternhealthau @anmfvic On what do you base this comment? ANMF does not approved programs, https://t.co/Nn4NygHP4k does",        on what do you base this comment anmf does not approved programs  does,       comment anmf programs ,comment anmf program
1.5597869595346944e+18,2022-08-17 06:19:25+00:00,['1559786959534694400'],@PatsKarvelas But not surprising, but not surprising, ,
