id,created_at,edit_history_tweet_ids,text,clean_text,non_english,nouns
1.5628170988330762e+18,2022-08-25 15:00:06+00:00,['1562817098833076224'],Hardy’s Cottage https://t.co/7bKByeBrjI,hardy cottage,True,cottage 
1.5627147210142556e+18,2022-08-25 08:13:17+00:00,['1562714721014255616'],@jostaples79 We miss you buddy. But see you soon.,miss buddy see soon,True,miss buddy 
1.5625345914239263e+18,2022-08-24 20:17:31+00:00,['1562534591423926277'],Plus I have lots of super resources made by @jostaples79 whoop 😀,plus lot super resource made whoop,True,lot resource whoop 
1.5624796739885138e+18,2022-08-24 16:39:18+00:00,['1562479673988513792'],"Yey, have made a start on seminar prep. Feeling a lot calmer now. https://t.co/4XiCPlXZJI",yey made start seminar prep feeling lot calmer,True,yey seminar prep feeling lot calmer 
1.5607138387853558e+18,2022-08-19 19:42:30+00:00,['1560713838785355776'],@sa_mom_in_uk Do it. Best film. Loved it. Have seen a musical on my own.,best film loved seen musical,True,film 
1.5607136897029898e+18,2022-08-19 19:41:54+00:00,['1560713689702989825'],@it_se @SteeleThoughts Interesting thoughts,interesting thought,True,thought 
1.5607128385823375e+18,2022-08-19 19:38:32+00:00,['1560712838582337536'],@lauramich @DrNurseEducator @Momademia @AcademicChatter I have not heard about this? Thanks,heard thanks,True,heard 
1.5596486931539436e+18,2022-08-16 21:09:59+00:00,['1559648693153943552'],@drmarionlynch @ZoeVeal @artinhospitals Wow!,wow,True,wow 
1.5595997832617492e+18,2022-08-16 17:55:38+00:00,['1559599783261749250'],Surprised and honoured to be asked to speak about my research at the BU student nursing society @Nursing_BU this coming year. Public speaking is not my favourite aspect of my academic career but I thought I should never turn down an invitation. https://t.co/k9m5eCWJjs,surprised honoured asked speak research student nursing society coming year public speaking favourite aspect academic career thought never turn invitation,True,research student society year speaking career invitation 
1.5595572192088146e+18,2022-08-16 15:06:30+00:00,['1559557219208814592'],@JacqPriego @UniPortCCIXR @Arch_Tarek_Teba Thank you 😊,thank,True,thank 
1.5550995849841377e+18,2022-08-04 07:53:28+00:00,['1555099584984137728'],@FionaLawsonNHS @LifelabSoton No we are not but looks good @DebbieHolley1,look good,True,look 
1.5543357934471414e+18,2022-08-02 05:18:25+00:00,['1554335793447141376'],@katie_ballxox @BU_ParaScience @SCAS999 Can totally believe it. You are amazing! @EmmaC2708,totally believe amazing,True,amazing 
1.552171731183354e+18,2022-07-27 05:59:13+00:00,['1552171731183353856'],@NHSNurse15 Can’t see any other way. Think sliding scale contributions is the only way. Pay to see gp same as going to dentist.,cant see way think sliding scale contribution way pay see going dentist,True,way scale contribution way pay dentist 
