,Unnamed: 0,id,created_at,edit_history_tweet_ids,text
0,0,1.3066211708973466e+18,2020-09-17 15:48:57+00:00,['1306621170897346561'],
1,1,1.3030549637409997e+18,2020-09-07 19:38:07+00:00,['1303054963740999680'],
2,2,1.301941552344961e+18,2020-09-04 17:53:49+00:00,['1301941552344961024'],
3,3,1.281130217248043e+18,2020-07-09 07:37:00+00:00,['1281130217248043009'],
4,4,1.281130099765543e+18,2020-07-09 07:36:32+00:00,['1281130099765542917'],
5,5,1.2802293223815004e+18,2020-07-06 19:57:10+00:00,['1280229322381500424'],
6,6,1.278207599276626e+18,2020-07-01 06:03:34+00:00,['1278207599276625920'],
7,7,1.2758782703582167e+18,2020-06-24 19:47:38+00:00,['1275878270358216712'],
8,8,1.2646021133735483e+18,2020-05-24 17:00:13+00:00,['1264602113373548547'],
9,9,1.2613850051017157e+18,2020-05-15 19:56:35+00:00,['1261385005101715456'],
10,10,1.259572655071658e+18,2020-05-10 19:54:57+00:00,['1259572655071657984'],
11,11,1.2595609756504883e+18,2020-05-10 19:08:32+00:00,['1259560975650488320'],
12,12,1.2054032417916068e+18,2019-12-13 08:25:02+00:00,['1205403241791606784'],
13,13,1.1779672558979482e+18,2019-09-28 15:24:14+00:00,['1177967255897948160'],
14,14,1.1766062696810783e+18,2019-09-24 21:16:09+00:00,['1176606269681078273'],
15,15,1.13089625522645e+18,2019-05-21 18:00:52+00:00,['1130896255226449920'],
16,16,1.1298026465530144e+18,2019-05-18 17:35:16+00:00,['1129802646553014278'],
17,17,1.1271363716243046e+18,2019-05-11 09:00:26+00:00,['1127136371624304640'],@bethany_roses Hah PLEB ALERT 🚨
18,18,1.1238747562337608e+18,2019-05-02 08:59:57+00:00,['1123874756233760769'],@super__han @OfficialPLT_CS Shit man
19,19,1.099645154879832e+18,2019-02-24 12:20:09+00:00,['1099645154879832070'],
