id,created_at,edit_history_tweet_ids,text,clean_text,non_english
1.5650767113892372e+18,2022-08-31 20:39:00+00:00,['1565076711389237252'],@headlinepg Oh hell yes I would love to read 😍,oh hell yes would love read,False
1.564846502375211e+18,2022-08-31 05:24:14+00:00,['1564846502375211010'],The Night Watch by Neil Lancaster https://t.co/wn3u6VxqvZ via @JenMedBkReviews,night watch neil lancaster via,False
1.5646371778410824e+18,2022-08-30 15:32:27+00:00,['1564637177841082375'],Bears repeating... https://t.co/Z50dfYcBdG,bear repeating,False
1.564510644803625e+18,2022-08-30 07:09:39+00:00,['1564510644803624961'],Quick Reviews: Cut Short and The Cutting Season by M.W. Craven https://t.co/pkwWLCB6iy via @JenMedBkReviews,quick review cut short cutting season mw craven via,False
1.5645080206876426e+18,2022-08-30 06:59:13+00:00,['1564508020687642624'],I hear the beating of my heart in the ocean: Whisper of the Seals by Roxanne Bouchard tr. David Warriner #blogtour #excerpt #WhisperOfTheSeals #RandomThingsTours https://t.co/LaW9zRjWCt via @kellyvandamme,hear beating heart ocean whisper seal roxanne bouchard tr david warriner via,False
1.5645078022231409e+18,2022-08-30 06:58:21+00:00,['1564507802223140864'],Book Review: World of Weird by Tom Adams &amp; Celcius Pictor https://t.co/0XDbeCGlaT via @TStrawberryPost,book review world weird tom adam amp celcius pictor via,False
1.5636473825411727e+18,2022-08-27 21:59:21+00:00,['1563647382541172739'],@LosersClubPod @StephenKing @VikingBooks Definitely winter ❄️,definitely winter,False
1.5631042734788526e+18,2022-08-26 10:01:14+00:00,['1563104273478852608'],"@HQstories The new Predator short story collection, #EyesOfTheDemon out now from @TitanBooks ,edited by @BryanThomasS . A lovely appetiser to  #PreyMovie ! https://t.co/GwVhWh4Zj2",new predator short story collection edited lovely appetiser,False
1.5630758262117868e+18,2022-08-26 08:08:12+00:00,['1563075826211786755'],"{Demain Publishing Announcement} The Singing Sands &amp; Other Stories by Rudolf Kremer, out 2nd September 2022. https://t.co/ZZgjYqOob2 via @gjkendall",demain publishing announcement singing sand amp story rudolf kremer nd september via,False
1.5630757032763884e+18,2022-08-26 08:07:42+00:00,['1563075703276388352'],{Competition} WIN A GOLD TICKET TO THE SHADOW SEASONS HORROR WRITING SCHOOL https://t.co/GS3T93h37T via @gjkendall,competition win gold ticket shadow season horror writing school via,False
1.5630547483116298e+18,2022-08-26 06:44:26+00:00,['1563054748311629824'],"{Demain Publishing Announcement} One Ampoule Of Terror by Carrie Weston, out 2nd September 2022. https://t.co/qWuzEc3DLT via @gjkendall",demain publishing announcement one ampoule terror carrie weston nd september via,False
1.563053708220412e+18,2022-08-26 06:40:18+00:00,['1563053708220411906'],Book Review: My First Cook Book by David Atherton &amp; Rachel Stubbs https://t.co/97hdSHm20i via @TStrawberryPost,book review first cook book david atherton amp rachel stubbs via,False
1.5630535833814303e+18,2022-08-26 06:39:49+00:00,['1563053583381430278'],"{Demain Publishing Announcement} Toroa By Erik Hofstatter, out 9th September 2022. https://t.co/6v4NSX7zQY via @gjkendall",demain publishing announcement toroa erik hofstatter th september via,False
1.5630522883649208e+18,2022-08-26 06:34:40+00:00,['1563052288364920832'],The Killing Choice by Will Shindler https://t.co/tLPVOlINi6 via @JenMedBkReviews,killing choice shindler via,False
1.5628178865779057e+18,2022-08-25 15:03:14+00:00,['1562817886577905670'],"@ememess They shall now be henceforth known as such in our house, the slithery bastards(also a good name for a band!)",shall henceforth known house slithery bastardsalso good name band,False
1.5626673587028255e+18,2022-08-25 05:05:05+00:00,['1562667358702825473'],The Murder Mystery by Alice Castle https://t.co/mIduDPS1y0 via @JenMedBkReviews,murder mystery alice castle via,False
1.562516506151633e+18,2022-08-24 19:05:39+00:00,['1562516506151632899'],@ClareJanetMason @mserinkelly @be_reading @KReadingmachine @ReadsRina @Brew_Fiction @Gerbera4U @SezzThomas @DebbieJH629 @from_nook @biblio67 @janelesley @Bookmadjo @mylilbookhome @KarenLNHollis @Always1morebook @xMissEmmaxx @Dees_Book_Blog Arghhh! That is bloody gorgeous thank you so much Clare 💙,arghhh bloody gorgeous thank much clare,False
1.562514665128661e+18,2022-08-24 18:58:20+00:00,['1562514665128661001'],"@ememess Poly pockets. Just bought a shed load for the back to school supplies and they are a bloody nightmare in packs of 15000, that slither all over the floor when you open them and take approx 59 years to pick up. It's been a week.",poly pocket bought shed load back school supply bloody nightmare pack slither floor open take approx year pick week,False
1.562364876059775e+18,2022-08-24 09:03:08+00:00,['1562364876059774976'],August Book Haul from Macmillan Children's https://t.co/TmMyZGUgqg via @TStrawberryPost,august book haul macmillan children's via,False
1.5623645112433377e+18,2022-08-24 09:01:41+00:00,['1562364511243337728'],The Wedding Cake by Isabella May - Blog Tour https://t.co/EMW1q8KYuo via @cats_herding,wedding cake isabella may blog tour via,False
1.5623046583994286e+18,2022-08-24 05:03:51+00:00,['1562304658399428608'],The Blood Tide by Neil Lancaster https://t.co/x890BjlMix via @JenMedBkReviews,blood tide neil lancaster via,False
1.5621942321603338e+18,2022-08-23 21:45:03+00:00,['1562194232160333830'],@EVKnightAuthor Oh yes!! Huge fan! https://t.co/tAdDpNj6qR,oh yes huge fan,False
1.5621528823628472e+18,2022-08-23 19:00:45+00:00,['1562152882362847232'],@KarenB139 Happy birthday Freddie!,happy birthday freddie,False
1.5621455209314468e+18,2022-08-23 18:31:30+00:00,['1562145520931446784'],@alextalkscomics @joe_hill @bobproehl Seconded!,seconded,False
1.562144066380374e+18,2022-08-23 18:25:43+00:00,['1562144066380374019'],@D_Derryberry @joe_hill Totally agree not enough love for it,totally agree enough love,False
1.561811728119341e+18,2022-08-22 20:25:07+00:00,['1561811728119341057'],@cats_herding Totally your kind of book I think! Hope you enjoy and thanks for sharing x,totally kind book think hope enjoy thanks sharing x,False
1.5616579667423396e+18,2022-08-22 10:14:08+00:00,['1561657966742339584'],"Book Review: No, Nancy, No! A Seaside Adventure by Alice Tait https://t.co/2dCEXcTixG via @TStrawberryPost",book review nancy seaside adventure alice tait via,False
1.561432973752144e+18,2022-08-21 19:20:05+00:00,['1561432973752143872'],#BookReview ‘After She’d Gone’ by Alex Dahl https://t.co/ex6ThrcaLE,shed gone alex dahl,False
1.5613991059762913e+18,2022-08-21 17:05:30+00:00,['1561399105976291333'],@tiny_ickle_jo @kellyvandamme @followthehens @lovedreadinthis @book_problem @ShortBookScribe @CathyRy @noemi1987 @Nicki_Mags @sjroth21 My pleasure! https://t.co/sZScGM848e,pleasure,False
1.5613417868570132e+18,2022-08-21 13:17:44+00:00,['1561341786857013248'],@StonewalledUK Literally !!! So glad someone stepped up to say what is true #stunningandbrave,literally glad someone stepped say true,False
1.561331233698857e+18,2022-08-21 12:35:48+00:00,['1561331233698856960'],"This is just a ripple.
What a wave we have incoming this winter.
Why are there so few people talking about this? 
Inequality and poverty and hopelessness kills ⬇️ https://t.co/4FSR8kh6oV",ripple wave incoming winter people talking inequality poverty hopelessness kill,False
1.5612642008649933e+18,2022-08-21 08:09:27+00:00,['1561264200864993281'],August Book Haul from Puffin https://t.co/e4X93zEwlH via @TStrawberryPost,august book haul puffin via,False
1.5612639522014986e+18,2022-08-21 08:08:27+00:00,['1561263952201498625'],Hide by Kiersten White https://t.co/PdcRsZgH4r via @tiny_ickle_jo,hide kiersten white via,False
1.5610239523691151e+18,2022-08-20 16:14:47+00:00,['1561023952369115138'],@hazycloudsong Oh yay!! Did you stay awake through it all ?I sadly fell asleep but gearing up now for Day 2!,oh yay stay awake sadly fell asleep gearing day,False
1.5609597883217428e+18,2022-08-20 11:59:49+00:00,['1560959788321742849'],"@almakatsu Absolutely not jealous. Nope nope nope!
Seriously so thrilled cannot wait to hear what one of my fave authors thinks of another one!",absolutely jealous nope nope nope seriously thrilled cannot wait hear one fave author think another one,False
1.5609591444710072e+18,2022-08-20 11:57:15+00:00,['1560959144471007233'],"@gjkendall 70's-Salem's Lot
80's-IT
90's-Rose Madder 
00's-Song Of Susannah
10's onwards... yeesh there is not much I have read and not a lot to choose from tbh. He is so memorable up to this point, that I find I am always drawn to the earlier works.",'ssalem's lot 'sit 'srose madder 'ssong susannah 's onwards yeesh much read lot choose tbh memorable point find always drawn earlier work,False
1.560958297414443e+18,2022-08-20 11:53:53+00:00,['1560958297414443010'],"@annecater @Matineegirl A beautiful and radiant portrait of  wonderful women, what a gorgeous timeline cleanser 💙",beautiful radiant portrait wonderful woman gorgeous timeline cleanser,False
1.560957745418879e+18,2022-08-20 11:51:42+00:00,['1560957745418878977'],"@LeanneHPatrick It literally buys into the Charm Syndrome and negates the lived experience of Survivors. How many times have people said 'Oh he seemed like such a nice man!' Which is why those abused rarely feel they will be believed.
Behind closed doors is such a different story...",literally buy charm syndrome negates lived experience survivor many time people said 'oh seemed like nice man' abused rarely feel believed behind closed door different story,False
1.5609108879925658e+18,2022-08-20 08:45:30+00:00,['1560910887992565760'],Book Haul from Bloomsbury Children's Books https://t.co/UfIdHXaPUs via @TStrawberryPost,book haul bloomsbury children's book via,False
1.5609105212887532e+18,2022-08-20 08:44:03+00:00,['1560910521288753152'],Pet Sematary (1983) https://t.co/zLcnJvzYWy via @PickmanP_Brush,pet sematary via,False
1.560901896751272e+18,2022-08-20 08:09:46+00:00,['1560901896751271936'],The Talisman (1984) https://t.co/ynxlCI8or0 via @PickmanP_Brush,talisman via,False
1.5607487770608435e+18,2022-08-19 22:01:20+00:00,['1560748777060843520'],"Watching this on the @YouTube , ready to pull an all-nighter!
#StephenKing 
#StephenKingRules 
#Mute https://t.co/AGIzQ1CccQ",watching ready pull allnighter,False
1.5607460863102484e+18,2022-08-19 21:50:38+00:00,['1560746086310248448'],@writerlylaura Oh that is so exciting!!!! Not long now till its on shelves EVERYWHERE!!,oh exciting long till shelf everywhere,False
1.560714108562989e+18,2022-08-19 19:43:34+00:00,['1560714108562989057'],"AND THIS BANGER!
#TheButcher
@writerlylaura 
#Titan
#TBR
Sorry my pictures might be blurred I think my eyes have gone away after a loooooonnnng day! https://t.co/Rxod0nh64F",banger sorry picture might blurred think eye gone away loooooonnnng day,False
1.5607123736143872e+18,2022-08-19 19:36:41+00:00,['1560712373614387201'],"Thank you thank you thank you @Sarah_Mather_15 !
This was the best post to come home to!
#SherlockAndMrHyde
#ChristianKlaver
#TitanBooks
#BookPost https://t.co/i2qBcjMPyI",thank thank thank wa best post come home,False
