id,created_at,edit_history_tweet_ids,text,clean_text,non_english,nouns
1.5648826456071905e+18,2022-08-31 07:47:51+00:00,['1564882645607190528'],"@Lord_Sugar ICU nurse here (worked throughout Covid) more than happy that other people, including my other half, can work from home. Makes my commute nicer for a start. Stop trying to talk for me.",icu nurse worked throughout covid happy people including half work home make commute nicer start stop trying talk,True,icu nurse covid work home start talk 
1.5648754833256448e+18,2022-08-31 07:19:23+00:00,['1564875483325644801'],@RuthPri15919522 I blame the other places x,blame place,True,place 
1.564707161644716e+18,2022-08-30 20:10:32+00:00,['1564707161644716038'],"@RuthPri15919522 @nickmmark Not PrisMax, it is the devil. Sometimes I punch it even when it’s not failing to load",prismax devil sometimes punch even failing load,True,prismax devil load 
1.5646842397146358e+18,2022-08-30 18:39:27+00:00,['1564684239714635776'],"@nickmmark Also the advice I received from the hotline when the set failed to load was to punch the four wheels in turn, which is very cathartic",also advice received hotline set failed load punch four wheel turn cathartic,True,advice set wheel turn 
1.5646832168497152e+18,2022-08-30 18:35:23+00:00,['1564683216849715200'],@jamesrbuk @GreavsieE17 another Albie cousin,another albie cousin,True,albie cousin 
1.564682866197672e+18,2022-08-30 18:34:00+00:00,['1564682866197671936'],@GreavsieE17 And is available with correct spelling upon request,available correct spelling upon request,True,correct request 
1.5646615220260864e+18,2022-08-30 17:09:11+00:00,['1564661522026086401'],"Because of course our best crop of tomatoes came accidentally from the kitechen wate midden/fox den at then end of the garden, not from any of the plants we bought intentionally grew https://t.co/7UgicQoDiN",course best crop tomato came accidentally kitechen wate middenfox den end garden plant bought intentionally grew,True,course crop tomato wate middenfox end garden plant 
1.5630798877699154e+18,2022-08-26 08:24:20+00:00,['1563079887769915393'],@nationaltrust @Forthglade Georgie at Chartwell and Belton House. Love the dog friendly ratings in the handbook! #InternationalDogDay https://t.co/pCn77QjXF0,georgie chartwell belton house love dog friendly rating handbook,True,georgie belton house dog rating handbook 
1.5616729699104604e+18,2022-08-22 11:13:45+00:00,['1561672969910460418'],This is why science fiction dystopian novels should be part of the curriculum https://t.co/QQ1QlarpMF,science fiction dystopian novel part curriculum,True,science fiction part curriculum 
1.5609734892381637e+18,2022-08-20 12:54:15+00:00,['1560973489238163456'],"Really fascinating article, especially what is happening locally, the changes meant to limit the number of tied pubs accidentally ushered in the pub chain. And the reign of Stonegate https://t.co/P0F8990Ryr",really fascinating article especially happening locally change meant limit number tied pub accidentally ushered pub chain reign stonegate,True,article limit number pub chain reign stonegate 
1.5595525817221652e+18,2022-08-16 14:48:05+00:00,['1559552581722165254'],“there are now eight million younger workers who have never experienced an economy that delivers a rising standard of living through wages alone…a low-income household in Britain is typically £3800 a year worse off than the equivalent one in France” https://t.co/N9s73MGWtw,eight million younger worker never experienced economy delivers rising standard living wage alonea lowincome household britain typically year worse equivalent one france,True,worker economy standard living wage household britain year france 
1.5591808013879296e+18,2022-08-15 14:10:45+00:00,['1559180801387929605'],"“it bothered Ovcharenko that on one chunk of metal you could see the year od the missile’s manufacture, 1988, when Ukraine Russia were still geopolitical roomies…could it have been one of the weapons Ukraine transferred to Russia for decommissioning” https://t.co/53HQpG51PM",bothered ovcharenko one chunk metal could see year missile manufacture ukraine russia still geopolitical roomiescould one weapon ukraine transferred russia decommissioning,True,chunk metal year missile manufacture russia weapon ukraine russia 
1.558937479906005e+18,2022-08-14 22:03:53+00:00,['1558937479906004995'],When you’re one of four neighbours calling their cat in at the end of the night. And yours is always the last one in. And your neighbours are giving you updates from their gardens on your cat’s leisurely journey home. https://t.co/C8oAHnAL1F,youre one four neighbour calling cat end night always last one neighbour giving update garden cat leisurely journey home,True,youre neighbour end night neighbour garden cat home 
1.5566710530988485e+18,2022-08-08 15:57:55+00:00,['1556671053098848257'],@garius Black cats with white patches FTW https://t.co/ulxTCn2fez,black cat white patch ftw,True,cat patch ftw 
1.5552363743825265e+18,2022-08-04 16:57:01+00:00,['1555236374382526464'],@AliJaneMoore @_BCT_ Oh blimey! You could always join the Night Survey find out! @_BCT_ analyses the recordings tells you who visits. So now we know what frequencies to use on our detector (which might be cheating?),blimey could always join night survey find analysis recording tell visit know frequency use detector might cheating,True,blimey night survey analysis visit frequency use detector 
1.5552206876017336e+18,2022-08-04 15:54:41+00:00,['1555220687601733632'],@AuntieJean1 @_BCT_ I think they are running another survey through August,think running another survey august,True,think survey august 
1.5552203548423782e+18,2022-08-04 15:53:21+00:00,['1555220354842378240'],@cumbriawildlife @myeyemyview Pausing for a rest 📸 @GreavsieE17 https://t.co/1sonkycYfc,pausing rest,True,rest 
1.5552190721949573e+18,2022-08-04 15:48:16+00:00,['1555219072194957313'],"@AuntieJean1 We do, definitely going to use it more now we know there are more bats around here than we thought. This data is from a box @_BCT_ send out when your register for a Night Watch, you put it up outdoors overnight, post it back they analyse the recording",definitely going use know bat around thought data box send register night watch put outdoors overnight post back analyse recording,True,use bat register night watch post recording 
1.555217467215061e+18,2022-08-04 15:41:53+00:00,['1555217467215060993'],Night Watch bat survey results from our garden in Walthamstow @_BCT_ ♥️ 🦇 https://t.co/NTLnTJvtQa,night watch bat survey result garden walthamstow,True,night watch bat survey result garden walthamstow 
1.5527111983317893e+18,2022-07-28 17:42:52+00:00,['1552711198331789314'],@markturner30 I did three paces with a wasp attached to my foot thought I was brave 🤣,three pace wasp attached foot thought brave,True,pace wasp foot thought brave 
1.5527060055947878e+18,2022-07-28 17:22:14+00:00,['1552706005594787841'],@kernowclaire01 @rosieICM Happens to me not infrequently when I ask why people assume i’m a dr they almost always reply with some form of “you seem to be incharge/knowledgeable/bossy” 🤦🏼‍♀️,happens infrequently ask people assume almost always reply form seem inchargeknowledgeablebossy,True,form inchargeknowledgeablebossy 
1.5512976432043008e+18,2022-07-24 20:05:54+00:00,['1551297643204300800'],@clarahopscotch @thecatreviewer I honestly think she has a knuckleduster. And isn’t afraid to use it.,honestly think knuckleduster isnt afraid use,True,isnt afraid use 
1.5512968288507986e+18,2022-07-24 20:02:40+00:00,['1551296828850798592'],@clarahopscotch @thecatreviewer That cat knows things,cat know thing,True,cat thing 
1.5512936470308209e+18,2022-07-24 19:50:01+00:00,['1551293647030820865'],"13/10 more of a deterrent than a guard dog, you do not mess with this mog @thecatreviewer https://t.co/vWo84PYzy7",deterrent guard dog mess mog,True,deterrent guard dog mess mog 
1.5511957115507507e+18,2022-07-24 13:20:52+00:00,['1551195711550750723'],@odd_zoe On the baggage claim 😍,baggage claim,True,baggage claim 
1.5510931823178793e+18,2022-07-24 06:33:27+00:00,['1551093182317879296'],@DrLucyRogers Good morning! https://t.co/2C9V7CapDC,good morning,True,morning 
1.5502400706948465e+18,2022-07-21 22:03:29+00:00,['1550240070694846464'],"@GreavsieE17 On that note, the article I keep banging on about (further adventures of extroverts who think/claim they’re introverts) https://t.co/4SgmeuHdvu “it's entirely possible to be a shy or anxious extrovert”",note article keep banging adventure extrovert thinkclaim theyre introvert entirely possible shy anxious extrovert,True,note article banging adventure thinkclaim theyre introvert shy extrovert 
1.5502357404156887e+18,2022-07-21 21:46:17+00:00,['1550235740415688706'],"Picking up wildflowers from the (very dog friendly) pub, finding a great book in a Little Free Library fussing a cat on the way home. I love lazy Walthamstow evenings. @organiclea @roseandcrownpub @LFLProject 💙 https://t.co/YaOusi6MVR",picking wildflower dog friendly pub finding great book little free library fussing cat way home love lazy walthamstow evening,True,dog pub book library way home love lazy walthamstow evening 
1.549883777865978e+18,2022-07-20 22:27:42+00:00,['1549883777865977858'],"@RuthPri15919522 @bbcproms @SaraMohrPietsch Indeed, ‘twas The Miners’ Hymns, Rachmaninov’s Piano Concerto No.2, Tchaikovsky’s Romeo Juliet an amazing piece by @hildurness The Fact of the Matter, four movements on the Scottish Indy Ref",indeed twas miner hymn rachmaninov piano concerto tchaikovsky romeo juliet amazing piece fact matter four movement scottish indy ref,True,miner hymn rachmaninov piano concerto tchaikovsky romeo piece fact movement indy ref 
1.5498570446011802e+18,2022-07-20 20:41:29+00:00,['1549857044601180160'],Reading the @bbcproms programme in my head it’s @SaraMohrPietsch’s voice https://t.co/fif8SPpsLp,reading programme head voice,True,head voice 
1.5494008301803028e+18,2022-07-19 14:28:39+00:00,['1549400830180302848'],"@dr_know Let Albie cat out this morning while it was cool he tried to break into three different neighbours’ homes, he’s currently asleep in the hottest room on a blanket. Georgie dog is asleep with a wet flannel on him in front of the fan 🤷🏼‍♀️",let albie cat morning cool tried break three different neighbour home currently asleep hottest room blanket georgie dog asleep wet flannel front fan,True,morning cool home room blanket georgie dog wet fan 
1.5493157752651366e+18,2022-07-19 08:50:40+00:00,['1549315775265136641'],"@DrLucyRogers My parents bought me a telescope when I was 9 had it pointing at the moon when they revealed it to me, definitely seeing that geology for the first time",parent bought telescope pointing moon revealed definitely seeing geology first time,True,parent telescope moon geology time 
1.5492928201497231e+18,2022-07-19 07:19:27+00:00,['1549292820149723136'],@hines_stephen Turning the house back into a cave right now!,turning house back cave right,True,house right 
1.549282687524946e+18,2022-07-19 06:39:11+00:00,['1549282687524945920'],"Of course this was my step count, from midnight, on the hottest nightshift of the year/my life 🥵 https://t.co/skMS3a5Iep",course step count midnight hottest nightshift yearmy life,True,course step count midnight nightshift yearmy life 
1.5489419644264858e+18,2022-07-18 08:05:16+00:00,['1548941964426485761'],@TimRobe51935098 @john_splatt @MedBookClub1 Wow!,wow,True,wow 
1.5487664370110792e+18,2022-07-17 20:27:47+00:00,['1548766437011079168'],"@john_splatt @MedBookClub1 The writing is so beautiful, so many incredible turns of phrase",writing beautiful many incredible turn phrase,True,turn phrase 
1.54869499271313e+18,2022-07-17 15:43:54+00:00,['1548694992713129989'],@clarahopscotch Good luck to the next person taking my handover,good luck next person taking handover,True,luck person handover 
1.5486928513951089e+18,2022-07-17 15:35:23+00:00,['1548692851395108866'],Cannot wait to use the phrase “balls deep in sleep apnoea” at work https://t.co/dsLfScyU1q,cannot wait use phrase ball deep sleep apnoea work,True,use phrase ball sleep apnoea work 
1.548258249106854e+18,2022-07-16 10:48:26+00:00,['1548258249106853888'],Apparently Greek rescues don’t heed hot weather advice. Even when they have black furr https://t.co/taoSCRy5f8,apparently greek rescue dont heed hot weather advice even black furr,True,rescue weather advice furr 
1.548257845870674e+18,2022-07-16 10:46:50+00:00,['1548257845870673921'],@Trisha_the_doc @bmj_latest Although also without data on how many people are receiving talking therapy it’s still not quite the full story,although also without data many people receiving talking therapy still quite full story,True,therapy story 
1.5482376589036257e+18,2022-07-16 09:26:37+00:00,['1548237658903625728'],@Trisha_the_doc @bmj_latest Is this like when incident report numbers go up though? On paper it looks bad but actually shows people feel able to speak up?,like incident report number though paper look bad actually show people feel able speak,True,report number paper look speak 
1.548236888774832e+18,2022-07-16 09:23:33+00:00,['1548236888774832134'],@Cahill_Lou We had a team session were talking about this: life at work was getting hard already before Covid,team session talking life work getting hard already covid,True,team session life work 
