id,created_at,edit_history_tweet_ids,text,clean_text,nouns,lemm_nouns
1.565072096916652e+18,2022-08-31 20:20:40+00:00,['1565072096916652034'],"I can't deal with the small bag, light blue low rise Jean 90s trend coming back",i can't deal with the small bag light blue low rise jean trend coming back,i deal bag rise trend ,deal bag rise trend
1.5650350234761626e+18,2022-08-31 17:53:21+00:00,['1565035023476162561'],@CarrieTheWorst_ @parrotboy If like to clarify I've maybe done it 4 times in 6 months,  if like to clarify i've maybe done it times in months,  months ,month
1.5650334015387077e+18,2022-08-31 17:46:54+00:00,['1565033401538707459'],Hehhehehehe @parrotboy https://t.co/GokL7o9ZZI,hehhehehehe  ,hehhehehehe  ,hehhehehehe
1.5649150266197647e+18,2022-08-31 09:56:31+00:00,['1564915026619764739'],@FrankieYuu Stinky lady, stinky lady,stinky lady ,stinky lady
1.564913175752999e+18,2022-08-31 09:49:10+00:00,['1564913175752998915'],"@FrankieYuu Honestly I just smelt it and was like, um Kazza", honestly i just smelt it and was like um kazza, kazza ,kazza
1.564910164842537e+18,2022-08-31 09:37:12+00:00,['1564910164842536961'],"Seeing my pal Phoebe this weekend, which naturally means this video from 2018 that she took of me on my birthday needs to be shown again https://t.co/DMl6ZuYGkL",seeing my pal phoebe this weekend which naturally means this video from that she took of me on my birthday needs to be shown again ,phoebe weekend video birthday ,phoebe weekend video birthday
1.564899628214018e+18,2022-08-31 08:55:20+00:00,['1564899628214018048'],I bloody love this cat https://t.co/tWXucvHLg3,i bloody love this cat ,i bloody cat  ,bloody cat
1.564899242728194e+18,2022-08-31 08:53:48+00:00,['1564899242728194048'],@kxtie_w Sending you good wishes and I hope every med professional you meet is lovely!, sending you good wishes and i hope every med professional you meet is lovely, wishes i professional ,wish professional
1.564859890560127e+18,2022-08-31 06:17:26+00:00,['1564859890560126976'],"@AngieBEvans On the other side, I would never and have never asked the kids to be quiet because that's kids and the world doesn't revolve around me and my lifestyle. As I said, both sides.", on the other side i would never and have never asked the kids to be quiet because that's kids and the world doesn't revolve around me and my lifestyle as i said both sides, side i kids kids world lifestyle i sides ,side kid kid world lifestyle side
1.564859627136815e+18,2022-08-31 06:16:23+00:00,['1564859627136815104'],"@AngieBEvans I see both sides, but as someone who works nights often and whose bedroom window is near her neighbours garden, where her darling grand kids like to scream every conversation to each other 😮‍💨 kids can be a lot and people choose not to have them for a reason", i see both sides but as someone who works nights often and whose bedroom window is near her neighbours garden where her darling grand kids like to scream every conversation to each other  kids can be a lot and people choose not to have them for a reason, i sides someone nights bedroom window neighbours garden darling kids conversation kids lot people reason ,side someone night bedroom window neighbour garden darling kid conversation kid lot people reason
1.5648222963212042e+18,2022-08-31 03:48:03+00:00,['1564822296321204233'],@_h0lywater_ Just do it pal!, just do it pal, ,
1.5645846262234726e+18,2022-08-30 12:03:38+00:00,['1564584626223472640'],@BurnItDownFest Ah thought they were hour sets! Fab thank youuuu, ah thought they were hour sets fab thank youuuu,ah hour sets thank youuuu ,hour set thank youuuu
1.5644058992754033e+18,2022-08-30 00:13:26+00:00,['1564405899275403269'],@Jaz_cupcake Soon you'll be chilling in Spain! For now you're in Spain without the S but it won't be for long (I hope my bad joke made you smile), soon you'll be chilling in spain for now you're in spain without the s but it won't be for long i hope my bad joke made you smile,spain spain s i joke ,spain spain joke
1.5643884120560804e+18,2022-08-29 23:03:57+00:00,['1564388412056080384'],@Jaz_cupcake Everything ok boo?, everything ok boo, everything boo ,everything boo
1.5643211093985075e+18,2022-08-29 18:36:30+00:00,['1564321109398507530'],I mean I never damaged anyone's property but the general atmosphere was pretty jokes,i mean i never damaged anyone's property but the general atmosphere was pretty jokes,property atmosphere jokes ,property atmosphere joke
1.5643210207267103e+18,2022-08-29 18:36:09+00:00,['1564321020726710276'],"Tents have been set on fire at reading fest since I first went in 2009. It's not new, big or clever. Though I did have some fun times on the last nights as a 16 yo so...",tents have been set on fire at reading fest since i first went in it's not new big or clever though i did have some fun times on the last nights as a yo so,tents fire i i fun times nights yo ,tent fire fun time night
1.5643108948212122e+18,2022-08-29 17:55:55+00:00,['1564310894821212160'],Really weird not to hear jingling bells (from Karen's collar) constantly all day,really weird not to hear jingling bells from karen's collar constantly all day,bells collar day ,bell collar day
1.5643098196743127e+18,2022-08-29 17:51:39+00:00,['1564309819674312706'],Mum's new wheels! https://t.co/x6nBWxi0gZ,mum's new wheels ,wheels ,wheel
1.5642763595176878e+18,2022-08-29 15:38:41+00:00,['1564276359517687810'],@deafhavana ever think you maybe just possibility might sell your epiphany tops again? I want one so much, ever think you maybe just possibility might sell your epiphany tops again i want one so much,possibility epiphany ,possibility epiphany
1.56424096583304e+18,2022-08-29 13:18:03+00:00,['1564240965833039873'],"Me wondering why people don't think I'm almost 30 Also me wearing dungarees, multicoloured hair, heart shaped sunglasses with a lollipop https://t.co/Nbc71MB8R8",me wondering why people don't think i'm almost also me wearing dungarees multicoloured hair heart shaped sunglasses with a lollipop ,people dungarees heart sunglasses  ,people dungaree heart sunglass
1.5642358699676017e+18,2022-08-29 12:57:48+00:00,['1564235869967601665'],I don't think Amy Winehouse would've ever consented to a collab with Ed Sheeran,i don't think amy winehouse would've ever consented to a collab with ed sheeran,i winehouse collab ed sheeran ,winehouse collab sheeran
1.5641956396799345e+18,2022-08-29 10:17:56+00:00,['1564195639679934464'],"@FrankieYuu I looove Liquid lipstick that dries matte, it's all I use", i looove liquid lipstick that dries matte it's all i use, i liquid lipstick i ,liquid lipstick
1.5641953836261376e+18,2022-08-29 10:16:55+00:00,['1564195383626137600'],@FrankieYuu Oh don't I had my cat go missing at 16 and I never saw her again. I have dreams I see her and tell how much I've missed her and how loved she is and in those dreams she's always just out of reach or disappears again 😭😭😭, oh don't i had my cat go missing at and i never saw her again i have dreams i see her and tell how much i've missed her and how loved she is and in those dreams she's always just out of reach or disappears again ,i cat dreams dreams reach disappears ,cat dream dream reach disappears
1.5640828852498842e+18,2022-08-29 02:49:53+00:00,['1564082885249884161'],Trying to convince my mum to move to bristol so I can more easily look after her,trying to convince my mum to move to bristol so i can more easily look after her,mum look ,mum look
1.5640732788550615e+18,2022-08-29 02:11:43+00:00,['1564073278855061506'],@sonofakula @UmbraGAUZE @CandiDani19 Nah you're just being unkind and hiding behind a computer.,   nah you're just being unkind and hiding behind a computer,  computer ,computer
1.564067242920366e+18,2022-08-29 01:47:44+00:00,['1564067242920366082'],"Had a horrible dream that Karen got killed. In the same dream, many people got killed but I woke up still mostly upset about my baby. Mikey sent me this photo to prove she is alive and well https://t.co/qvUBq9QB3R",had a horrible dream that karen got killed in the same dream many people got killed but i woke up still mostly upset about my baby mikey sent me this photo to prove she is alive and well ,dream dream people baby mikey photo ,dream dream people baby mikey photo
1.564050008843993e+18,2022-08-29 00:39:15+00:00,['1564050008843993094'],Why did my phone autocorrect sweat to swear?!,why did my phone autocorrect sweat to swear,phone sweat ,phone sweat
1.564049860541784e+18,2022-08-29 00:38:40+00:00,['1564049860541784064'],"@benjimable Same, they're one of my most favourite bands ever", same they're one of my most favourite bands ever,bands ,band
1.5640006316600852e+18,2022-08-28 21:23:02+00:00,['1564000631660085249'],Why do @deafhavana's short songs go so hard? Epiphany and Pocari Swear are both just next level,why do s short songs go so hard epiphany and pocari swear are both just next level,songs epiphany pocari swear level ,song epiphany pocari swear level
1.5639881783647764e+18,2022-08-28 20:33:33+00:00,['1563988178364776448'],"@kj_christie As far as I know, yes but @FlorisFriends could confirm. Perhaps it's not fixing everything but how are people meant to rescue if our UK rescues don't allow people to? Karen has been happy and safe with us for 2 years now, but no uk rescue would give me the time of day", as far as i know yes but  could confirm perhaps it's not fixing everything but how are people meant to rescue if our uk rescues don't allow people to karen has been happy and safe with us for years now but no uk rescue would give me the time of day, i  everything people rescues people years rescue time day ,everything people rescue people year rescue time day
1.5639706697963684e+18,2022-08-28 19:23:59+00:00,['1563970669796368386'],"@kj_christie I just think it's an individual thing based on different companies. Like you get good and bad rescues in the UK, you get good and bad abroad. My cat came with a full vaccination record, as I would expect from any rescue", i just think it's an individual thing based on different companies like you get good and bad rescues in the uk you get good and bad abroad my cat came with a full vaccination record as i would expect from any rescue, i thing companies rescues uk cat vaccination record i rescue ,thing company rescue cat vaccination record rescue
1.5639663172161126e+18,2022-08-28 19:06:41+00:00,['1563966317216112640'],@pete_xvx Have you tried salicylic acid?, have you tried salicylic acid, acid ,acid
1.5639662317571604e+18,2022-08-28 19:06:21+00:00,['1563966231757160451'],"@sam_j_b__ What the fuck does that even mean? I'm often in guest areas and I don't even work in the industry. If people don't like it, they can leave", what the fuck does that even mean i'm often in guest areas and i don't even work in the industry if people don't like it they can leave,fuck areas work industry people ,fuck area work industry people
1.563964462377345e+18,2022-08-28 18:59:19+00:00,['1563964462377345030'],@kj_christie We also had no problems registering Karen at a vet or with insurance, we also had no problems registering karen at a vet or with insurance, problems karen vet insurance ,problem karen vet insurance
1.5639643661391462e+18,2022-08-28 18:58:56+00:00,['1563964366139146242'],"@kj_christie You can't tar all companies with the same brush. My cat now is the most sociable cat I've ever had, having grown up with cats all my life", you can't tar all companies with the same brush my cat now is the most sociable cat i've ever had having grown up with cats all my life, companies brush cat cat cats life ,company brush cat cat cat life
1.5639641100390318e+18,2022-08-28 18:57:55+00:00,['1563964110039031809'],"@kj_christie Actually the rescue got my cat from was far stricter than battersea where we got my mums cat from. @FlorisFriends are very stringent, they just realised a cat was unlikely to wander to the main road near us", actually the rescue got my cat from was far stricter than battersea where we got my mums cat from  are very stringent they just realised a cat was unlikely to wander to the main road near us, rescue cat battersea mums  cat road ,rescue cat battersea mum cat road
1.5638171338759045e+18,2022-08-28 09:13:53+00:00,['1563817133875904513'],"Came to Kent to help my mum, ended up with what I hope isn't rona, feel like shite",came to kent to help my mum ended up with what i hope isn't rona feel like shite,mum feel shite ,mum feel shite
1.5638036409341583e+18,2022-08-28 08:20:16+00:00,['1563803640934158337'],@EmergMedDr Got called a pain in the arse by a dementia patient the other day and yep fair enough, got called a pain in the arse by a dementia patient the other day and yep fair enough, pain arse dementia patient day yep fair ,pain arse dementia patient day yep fair
1.5638006246968934e+18,2022-08-28 08:08:17+00:00,['1563800624696893441'],@VishalDavidMas1 @LukeWinter3 @EmieMoose They'll suffer more when there are no staff left at all,   they'll suffer more when there are no staff left at all,  suffer staff ,suffer staff
1.5637999087040266e+18,2022-08-28 08:05:26+00:00,['1563799908704026624'],"@AddictScrabble @Conservatives People will die this winter, Sandy",  people will die this winter sandy, people winter sandy ,people winter sandy
1.5637018949037425e+18,2022-08-28 01:35:58+00:00,['1563701894903742464'],Now they're singing Wonderwall,now they're singing wonderwall,wonderwall ,wonderwall
1.563693063972819e+18,2022-08-28 01:00:53+00:00,['1563693063972818955'],My mums neighbours are outside singing at the top of their lungs at 2am and I am so done with them,my mums neighbours are outside singing at the top of their lungs at and i am so done with them,mums neighbours singing top lungs ,mum neighbour singing top lung
1.5636857599026872e+18,2022-08-28 00:31:51+00:00,['1563685759902687234'],"@kj_christie No uk rescue would let me have a cat, said I was too close to a main road despite living far back from it and living in dead end streets. Would've happily adopted a local cat, but they wouldn't let me", no uk rescue would let me have a cat said i was too close to a main road despite living far back from it and living in dead end streets would've happily adopted a local cat but they wouldn't let me,rescue cat i road living end streets cat ,rescue cat road living end street cat
1.5636832074757366e+18,2022-08-28 00:21:43+00:00,['1563683207475736577'],@FrankieYuu My mummas! Was my 21st birthday pressie (we went to battersea and I picked him) but he prefers her so stayed with her, my mummas was my birthday pressie we went to battersea and i picked him but he prefers her so stayed with her,mummas pressie ,mummas pressie
1.5636267350312591e+18,2022-08-27 20:37:19+00:00,['1563626735031259136'],Home https://t.co/zlJu5R6A7G,home ,home  ,home
1.5636252278667346e+18,2022-08-27 20:31:19+00:00,['1563625227866734593'],There are* goddamn,there are goddamn,goddamn ,goddamn
1.5636244914980454e+18,2022-08-27 20:28:24+00:00,['1563624491498045443'],@LesaPamplin I am disgusted. She should b3 so proud and they should be so ashamed., i am disgusted she should b so proud and they should be so ashamed, i ,
1.563624198328705e+18,2022-08-27 20:27:14+00:00,['1563624198328705024'],"Claudia is always the villain name, I stg 😮‍💨 everyone's just jealous because it's a great name. Love my name.",claudia is always the villain name i stg  everyone's just jealous because it's a great name love my name,claudia villain name name name ,claudia villain name name name
1.5636227562475438e+18,2022-08-27 20:21:30+00:00,['1563622756247543809'],Dya know how excited I was years ago to find a song with my name to then listen and find out its about how much you dislike someone called Claudia 😭😅,dya know how excited i was years ago to find a song with my name to then listen and find out its about how much you dislike someone called claudia ,dya i years song name someone claudia  ,dya year song name someone claudia
1.5636227542927278e+18,2022-08-27 20:21:29+00:00,['1563622754292727811'],"Listen @Vukoviband, I love ya but we gotta talk about your song called Claudia",listen  i love ya but we gotta talk about your song called claudia, i ya song claudia ,song claudia
1.5635259706523034e+18,2022-08-27 13:56:54+00:00,['1563525970652303364'],"I'll give it to @BurnItDownFest tho, they're so many female fronted bands on this line up which is rare and amazing to see",i'll give it to  tho they're so many female fronted bands on this line up which is rare and amazing to see,female bands line ,female band line
1.563525476735365e+18,2022-08-27 13:54:57+00:00,['1563525476735365120'],Why do Cassyette and Delilah Bon clash @BurnItDownFest ?! Two strong female artists at the same time 😫😭,why do cassyette and delilah bon clash   two strong female artists at the same time ,cassyette delilah bon clash   artists time  ,cassyette delilah bon clash artist time
1.5634744119775232e+18,2022-08-27 10:32:02+00:00,['1563474411977523201'],I feel so lucky that my work are so supportive I asked on Wednesday for time off to see my mum who's disabled to help and they immediately granted me 3 shifts of carers leave and said to let them know if I need more time off or any support 💜,i feel so lucky that my work are so supportive i asked on wednesday for time off to see my mum who's disabled to help and they immediately granted me shifts of carers leave and said to let them know if i need more time off or any support ,i work i wednesday time shifts carers time support  ,work wednesday time shift carers time support
1.5633284632681062e+18,2022-08-27 00:52:05+00:00,['1563328463268106240'],@kcaw_ She's such a lil celebrity, she's such a lil celebrity,lil celebrity ,lil celebrity
1.563326135676838e+18,2022-08-27 00:42:50+00:00,['1563326135676837888'],"Last night our neighbour told us that she knows Karen well, how she often comes in her house to look around and then leave and she said how she's told all her friends about Karen so people who don't even live in our neighbourhood know about her. This cat is too much",last night our neighbour told us that she knows karen well how she often comes in her house to look around and then leave and she said how she's told all her friends about karen so people who don't even live in our neighbourhood know about her this cat is too much,night neighbour karen house friends karen people neighbourhood cat ,night neighbour karen house friend karen people neighbourhood cat
1.5632703172497408e+18,2022-08-26 21:01:02+00:00,['1563270317249740800'],"I'm sad Ryan won't get to see it, I would've loved to chat about it with him",i'm sad ryan won't get to see it i would've loved to chat about it with him,ryan ,ryan
1.5632703155635528e+18,2022-08-26 21:01:02+00:00,['1563270315563552768'],Really enjoyed Nope and loved the designs of everything (Don't wanna do spoilers),really enjoyed nope and loved the designs of everything dont wanna do spoilers,nope designs everything dont wanna spoilers ,nope design everything dont wanna spoiler
1.5632077036439675e+18,2022-08-26 16:52:14+00:00,['1563207703643967492'],@JosieEatWorld And you! You're so gorgeous with the best energy as well!, and you you're so gorgeous with the best energy as well, energy ,energy
1.5631906379772723e+18,2022-08-26 15:44:25+00:00,['1563190637977272323'],"I want a boat so badly Just wanna be on a boat listening to ghost stories, floating around Worries seem less on a boat, people aren't even on the same state as you",i want a boat so badly just wanna be on a boat listening to ghost stories floating around worries seem less on a boat people aren't even on the same state as you,i boat boat stories worries boat people state ,boat boat story worry boat people state
1.5631905720802386e+18,2022-08-26 15:44:09+00:00,['1563190572080238593'],And a rice cake @parrotboy https://t.co/htAE0RrKIA,and a rice cake  ,rice cake   ,rice cake
1.5631854657629348e+18,2022-08-26 15:23:52+00:00,['1563185465762934792'],Christians scare me,christians scare me,christians ,christian
1.56310345138688e+18,2022-08-26 09:57:58+00:00,['1563103451386880000'],He normally hangs from our kitchen sky light but roofer is here so he's in the bath,he normally hangs from our kitchen sky light but roofer is here so he's in the bath,kitchen sky light roofer bath ,kitchen sky light roofer bath
