,Unnamed: 0,id,created_at,edit_history_tweet_ids,text
0,0,1.5259134463777178e+18,2022-05-15 18:58:10+00:00,['1525913446377717762'],@bbbb_787 متى يفتح السفر لها
1,1,1.4868233554497577e+18,2022-01-27 22:08:06+00:00,['1486823355449757697'],@AlshurogSchool  السلام عليكم .. كيف ممكن احجز موعد في ابشر م يطلع لي شي و كيف احجز بالمدرسه
2,2,1.4868224457891553e+18,2022-01-27 22:04:29+00:00,['1486822445789155340'],@AlshurogSchool كيف احجز عن طريق ابشر
3,3,1.4864378881286513e+18,2022-01-26 20:36:23+00:00,['1486437888128651267'],"@eMoroor السلام عليكم ..
كيف احجز موعد لرخصة"
4,4,1.4618240556198175e+18,2021-11-19 22:29:48+00:00,['1461824055619817473'],
5,5,1.4605458704416315e+18,2021-11-16 09:50:45+00:00,['1460545870441631746'],@abdulha68048459 اسأل الله العلي العظيم له الشفاء و اللطف بحاله و جميع مرضى المسلمين
6,6,1.4600270541125837e+18,2021-11-14 23:29:10+00:00,['1460027054112583683'],
7,7,1.455502602809004e+18,2021-11-02 11:50:37+00:00,['1455502602809004045'],
8,8,1.453070451715027e+18,2021-10-26 18:46:07+00:00,['1453070451715026945'],@i9_ue احياناً
9,9,1.4527620920298455e+18,2021-10-25 22:20:48+00:00,['1452762092029845507'],
10,10,1.451889511017943e+18,2021-10-23 12:33:28+00:00,['1451889511017943050'],
11,11,1.4516705293043016e+18,2021-10-22 22:03:19+00:00,['1451670529304301569'],
12,12,1.451670338476073e+18,2021-10-22 22:02:34+00:00,['1451670338476072960'],
13,13,1.451670260013228e+18,2021-10-22 22:02:15+00:00,['1451670260013228035'],@SW5 آخ بس ..!!!
14,14,1.451669981020803e+18,2021-10-22 22:01:08+00:00,['1451669981020803074'],
15,15,1.4516699580778578e+18,2021-10-22 22:01:03+00:00,['1451669958077857792'],
16,16,1.4516699323794473e+18,2021-10-22 22:00:57+00:00,['1451669932379447297'],
