id,created_at,edit_history_tweet_ids,text,clean_text,non_english,nouns
1.5610467491747185e+18,2022-08-20 17:45:22+00:00,['1561046749174718466'],@thedogman_918 A very good picture of the three of you.  You have beautiful sisters! 👍,good picture three beautiful sister,True,picture sister 
1.5591226348975063e+18,2022-08-15 10:19:37+00:00,['1559122634897506305'],@deputy26mcsd More garbage off the streets!,garbage street,True,garbage street 
1.5591225451478712e+18,2022-08-15 10:19:16+00:00,['1559122545147871232'],"@deputy26mcsd Good job, Zoe!! 🙌",good job zoe,True,job zoe 
1.558633340726661e+18,2022-08-14 01:55:21+00:00,['1558633340726661120'],@JamesCraigmyle Thank you for answering my question.  👍,thank answering question,True,thank question 
1.5586255599864627e+18,2022-08-14 01:24:26+00:00,['1558625559986462721'],@JamesCraigmyle I know the GSD’s and Malinois are the main breeds used as K9’s.  Is it a plus for the dog to have a high prey drive.  I know that Mals typically have that.  🐕🐕,know gsds malinois main breed used plus dog high prey drive know mals typically,True,gsds malinois breed prey drive 
1.5586077970168422e+18,2022-08-14 00:13:50+00:00,['1558607797016842243'],"@deputy26mcsd Keep it up, Zoe!  Good girl!! 🙌",keep zoe good girl,True,zoe girl 
1.5585374157905756e+18,2022-08-13 19:34:10+00:00,['1558537415790575616'],@addy_pez Praying for this hero and her family.  🙏🙏🙏🙏,praying hero family,True,hero family 
1.558490080855171e+18,2022-08-13 16:26:05+00:00,['1558490080855171072'],"@JakeMorris186 Damn, I am so sorry about Kano.  I know he was working his heart out, just like he always did.  He was a good boy.  Praying for you and all your family.  💙🖤💙",damn sorry kano know working heart like always good boy praying family,True,damn kano heart boy family 
1.5581593934678917e+18,2022-08-12 18:32:03+00:00,['1558159393467891713'],"@deputy26mcsd That is awesome, Billy!  Zoe is doing fantastic!! 🙌",awesome billy zoe fantastic,True,
1.5566765841988813e+18,2022-08-08 16:19:53+00:00,['1556676584198881282'],@scoobyandharry Yes!!,yes,True,
1.5566764729239962e+18,2022-08-08 16:19:27+00:00,['1556676472923996160'],"@Gus_FTW Awww, she is so cute!  And those eyes!! 😍😍",awww cute eye,True,cute eye 
1.5564344985894502e+18,2022-08-08 00:17:56+00:00,['1556434498589450240'],"@deputy26mcsd Run, Zoe!  🐕",run zoe,True,zoe 
1.5552376121259213e+18,2022-08-04 17:01:56+00:00,['1555237612125921280'],@SydniSpeakstv @wachfox This hate has got to stop!  So sick of it!! 😡,hate got stop sick,True,hate sick 
1.5542932561916068e+18,2022-08-02 02:29:24+00:00,['1554293256191606785'],"@deputy26mcsd Good girl, Zoe!  A little less dope on the streets now, thanks to you!  🤗🤗",good girl zoe little dope street thanks,True,girl zoe street 
1.5535791393822556e+18,2022-07-31 03:11:45+00:00,['1553579139382255616'],"@deputy26mcsd Way to go, Zoe! Get that nasty dope off the streets!! 🙌🐕",way zoe get nasty dope street,True,way get dope street 
1.5534075269385912e+18,2022-07-30 15:49:49+00:00,['1553407526938591235'],"@deputy26mcsd @pattipete88 Okay, good deal.  I thought you did.",okay good deal thought,True,deal thought 
1.5534037684772127e+18,2022-07-30 15:34:53+00:00,['1553403768477212672'],"@pattipete88 @deputy26mcsd Does she need another trauma kit?  I got her one not to long ago, from Elite K9.",doe need another trauma kit got one long ago elite,True,kit 
1.553098729330131e+18,2022-07-29 19:22:46+00:00,['1553098729330130944'],@TimAlle97055825 My last day my of staycation.  😢,last day staycation,True,day staycation 
1.5530676162600346e+18,2022-07-29 17:19:08+00:00,['1553067616260034562'],@deputy26mcsd Congratulations to K9 Zoe and Billy!  A new team ready to take a bite out of crime!! 🐕🐕🐕,congratulation zoe billy new team ready take bite crime,True,congratulation team crime 
1.5527580480573358e+18,2022-07-28 20:49:02+00:00,['1552758048057335812'],@deputy26mcsd That’s great! 🐕,thats great,True,
1.5527355158578831e+18,2022-07-28 19:19:30+00:00,['1552735515857883137'],@deputy26mcsd Does she seem to like everybody so far?,doe seem like everybody far,True,doe everybody 
1.552725806195024e+18,2022-07-28 18:40:55+00:00,['1552725806195023872'],@ShenanigansFL So glad you are back.  Hope you’ll hang around for a long while! https://t.co/NAWq1BICrW,glad back hope youll hang around long,True,youll hang 
1.552618751828394e+18,2022-07-28 11:35:31+00:00,['1552618751828393991'],"@deputy26mcsd Billy, please be safe.  I see where there is flooding in Eastern Kentucky.  🙏🙏🙏",billy please safe see flooding eastern kentucky,True,see kentucky 
1.5524083020589793e+18,2022-07-27 21:39:16+00:00,['1552408302058979329'],@deputy26mcsd I’ll bet so!   😂😂,ill bet,True,ill 
1.5524078718450074e+18,2022-07-27 21:37:33+00:00,['1552407871845007360'],@RealDarrellRoss Please take care.  Lots of fluids and rest! 🙏,please take care lot fluid rest,True,care lot fluid rest 
1.5524065867940495e+18,2022-07-27 21:32:27+00:00,['1552406586794049545'],"@OnPatrolLEOs Me, please!  🙋‍♀️🙋‍♀️",please,True,please 
1.5524062133290967e+18,2022-07-27 21:30:58+00:00,['1552406213329096705'],@deputy26mcsd Did she and the vet along?,vet along,True,vet 
1.552317540994617e+18,2022-07-27 15:38:37+00:00,['1552317540994617345'],@deputy26mcsd That is something that’s very important.  She needs to know there is okay time and work time.,something thats important need know okay time work time,True,something time work time 
1.5522391893952143e+18,2022-07-27 10:27:16+00:00,['1552239189395214336'],"@OnPatrolLive @bpridgeo I am so sorry to hear about K9 Lor. Such a special pup, in many ways.  Rest In Peace, your work is done here.  Prayers for the Craigmyle family. 🙏💙🐕",sorry hear lor special pup many way rest peace work done prayer craigmyle family,True,way peace work prayer craigmyle family 
1.5521408989762929e+18,2022-07-27 03:56:42+00:00,['1552140898976292864'],"@deputy26mcsd That’s great, Billy!  I just knew the both of you would work together just fine!  🤗",thats great billy knew would work together fine,True,
1.5516023554346555e+18,2022-07-25 16:16:43+00:00,['1551602355434655745'],"@deputy26mcsd Hopefully, since you are so close to West Virginia, the drive won’t be too long.  🚓",hopefully since close west virginia drive wont long,True,drive wont 
1.5516001773871186e+18,2022-07-25 16:08:04+00:00,['1551600177387118592'],@RayTheDroneGuy @Old_Rookie_ Very true!  Agreed!,true agreed,True,
1.5515933481877873e+18,2022-07-25 15:40:56+00:00,['1551593348187787265'],@CajunBlueAZ1 The dog.,dog,True,dog 
1.5515930763843215e+18,2022-07-25 15:39:51+00:00,['1551593076384321536'],@deputy26mcsd Where will the two of you do your training?,two training,True,training 
1.5515876141505167e+18,2022-07-25 15:18:08+00:00,['1551587614150516738'],"@Old_Rookie_ You captain should have your back.  If you’ve done nothing wrong, he/she should support you 💯!",captain back youve done nothing wrong heshe support,True,captain nothing heshe support 
1.5515872099245466e+18,2022-07-25 15:16:32+00:00,['1551587209924546561'],@deputy26mcsd Beautiful girl!! 😍😍,beautiful girl,True,girl 
1.5515234178992783e+18,2022-07-25 11:03:03+00:00,['1551523417899278337'],"@deputy26mcsd You and Zoe will develop a great bond, but there will never be another Grim.  You and Zoe will be just fine! 🐕",zoe develop great bond never another grim zoe fine,True,zoe bond zoe fine 
1.55117258480862e+18,2022-07-24 11:48:58+00:00,['1551172584808620032'],@TimAlle97055825 I have blocked her also.  We don’t need her kind of comments here.  💙🖤💙,blocked also dont need kind comment,True,kind comment 
1.5494439749303542e+18,2022-07-19 17:20:05+00:00,['1549443974930354176'],@deputy26mcsd I am so excited for you and Zoe!  Can’t wait to see some videos when you are able to make some!   🐕,excited zoe cant wait see video able make,True,zoe wait video make 
1.546546079805702e+18,2022-07-11 17:24:53+00:00,['1546546079805702145'],@K9Garm Good deal.  Paws crossed the culture is negative! 🙏,good deal paw crossed culture negative,True,deal paw culture 
1.5454487412802929e+18,2022-07-08 16:44:27+00:00,['1545448741280292865'],@Boxster240 Prayers and lifting up paws for your sweet baby.  🙏🙏,prayer lifting paw sweet baby,True,prayer baby 
1.5451850990330511e+18,2022-07-07 23:16:50+00:00,['1545185099033051136'],"@K9Garm Poor baby!  Heal quickly, big boy!  🙏🙏🙏",poor baby heal quickly big boy,True,baby heal boy 
1.5451848317384172e+18,2022-07-07 23:15:46+00:00,['1545184831738417152'],"@FOX23 That is a tough one, sir.  Just need to keep doing the job, follow the law, and continue to connect with the public at every opportunity.  I know you do that.  Unfortunately, you won’t satisfy everyone.   I support my blue 💯. 💙🖤💙",tough one sir need keep job follow law continue connect public every opportunity know unfortunately wont satisfy everyone support blue,True,sir need job law continue opportunity satisfy everyone support blue 
1.542889013333447e+18,2022-07-01 15:13:00+00:00,['1542889013333446656'],"@deputy26mcsd What a shame!! Hopefully the justice system will work as it should, and give him the punishment he deserves.  Praying for you and your blue brothers and sisters.  💙🖤💙",shame hopefully justice system work give punishment deserves praying blue brother sister,True,shame system work punishment brother sister 
1.5428746361191547e+18,2022-07-01 14:15:53+00:00,['1542874636119154689'],@deputy26mcsd Oh no!  Prayers for this county!  They are going through so much!! 🙏😢🐕‍🦺,prayer county going much,True,prayer county 
1.54287437986816e+18,2022-07-01 14:14:52+00:00,['1542874379868160006'],@deputy26mcsd I am so sorry!! 💔💔💔,sorry,True,sorry 
1.5426869057493563e+18,2022-07-01 01:49:54+00:00,['1542686905749356544'],@deputy26mcsd Praying for your blue brothers.  Have they asked your county to assist? 🙏🙏🙏🙏,praying blue brother asked county assist,True,brother assist 
1.5423382790052086e+18,2022-06-30 02:44:35+00:00,['1542338279005208578'],"@nuttycrzygirl @RealDarrellRoss Same thing happened to me 2 weeks ago.  Guy not paying attention.  Ran right into the back of me. $7,700+ dollars in damage.  He had no insurance, of course.  ☹️",thing happened week ago guy paying attention ran right back dollar damage insurance course,True,thing week attention dollar damage insurance course 
1.5411358928275415e+18,2022-06-26 19:06:44+00:00,['1541135892827541505'],"@RealDarrellRoss Wow!  What day was that?  Today, it’s only supposed to be 85. After tomorrow, it gets hot again. 🥵🥵",wow day today supposed tomorrow get hot,True,day today tomorrow 
1.5400185319112294e+18,2022-06-23 17:06:44+00:00,['1540018531911229443'],@deputy26mcsd Very nice!  She worked and worked until she alerted!  🙌,nice worked worked alerted,True,
1.5397707347167803e+18,2022-06-23 00:42:05+00:00,['1539770734716780544'],@deputy26mcsd Those pictures are beautiful!  😍,picture beautiful,True,picture beautiful 
1.539769700372054e+18,2022-06-23 00:37:58+00:00,['1539769700372054016'],@thedogman_918 Probably will allow you knee to heal better if you limit weight bearing.  Slow and easy!  🤗,probably allow knee heal better limit weight bearing slow easy,True,knee heal limit easy 
1.5330647686590136e+18,2022-06-04 12:34:58+00:00,['1533064768659013632'],@TimAlle97055825 Doing a 5K that benefits a high school track team. 🏃🏼‍♀️,benefit high school track team,True,benefit school track team 
1.531793924477571e+18,2022-06-01 00:25:05+00:00,['1531793924477571073'],@TimAlle97055825 Betty Boop,betty boop,True,boop 
1.531417741693014e+18,2022-05-30 23:30:16+00:00,['1531417741693014021'],@RealDarrellRoss I remember eating Spam in many ways growing up.  Never thought of Kim Chee.  Might try this!  🤗,remember eating spam many way growing never thought kim chee might try,True,way chee 
