id,created_at,edit_history_tweet_ids,text,clean_text,nouns,lemm_nouns
1.565108677224403e+18,2022-08-31 22:46:01+00:00,['1565108677224402944'],"Thanks to the recently passed #PACTAct, millions more veterans will be able to seek medical care at the VA. VA nurses need a new contract that ensures #SafeStaffing to meet this new demand. Thank you @commondefense, @iava, and @VVAmerica for standing alongside us in the fight! https://t.co/UMsgz43ddr",thanks to the recently passed  millions more veterans will be able to seek medical care at the va va nurses need a new contract that ensures  to meet this new demand thank you   and  for standing alongside us in the fight ,thanks  millions veterans care va va nurses contract demand thank  fight  ,thanks million veteran care nurse contract demand thank fight
1.5650326728874555e+18,2022-08-31 17:44:00+00:00,['1565032672887455747'],"In the first half of this year, there were more successful votes to organize unions than in the last 20 years! The most exciting part? The resurgence isn't limited to any one company — it's happening across the board. https://t.co/k1yrJxJQln",in the first half of this year there were more successful votes to organize unions than in the last years the most exciting part the resurgence isn't limited to any one company  it's happening across the board ,half year votes unions years part resurgence company board  ,half year vote union year part resurgence company board
1.564795111069868e+18,2022-08-31 02:00:01+00:00,['1564795111069868033'],Medical debt shouldn't be normal! We're thrilled to share this new project from @rosariodawson and @BuzzFeed that shows how too many fell through the cracks when Covid-19 collided with our already-broken health care system. https://t.co/E8aplnWS7i,medical debt shouldn't be normal we're thrilled to share this new project from  and  that shows how too many fell through the cracks when covid collided with our alreadybroken health care system ,debt share project   cracks covid health care system  ,debt share project crack covid health care system
1.56476315050274e+18,2022-08-30 23:53:01+00:00,['1564763150502739969'],We delivered hundreds of constituent signatures to @RepDarrenSoto's office calling on him to cosponsor #MedicareForAll. 📢 Rep Soto - when are you going to listen to your #FL09 constituents and stand up for guaranteed health care for all? https://t.co/I5xbrpd3ZM,we delivered hundreds of constituent signatures to s office calling on him to cosponsor   rep soto  when are you going to listen to your  constituents and stand up for guaranteed health care for all ,hundreds constituent signatures office   rep soto  constituents health care  ,hundred constituent signature office rep soto constituent health care
1.5647027492327096e+18,2022-08-30 19:53:00+00:00,['1564702749232709632'],"VA administrators need to show they are committed to high quality care for our veterans. RNs know that if we have better working conditions, including #SafeStaffing, we will be better able to recruit and retain experienced nurses to care for our veterans. https://t.co/Npws2bBEHW",va administrators need to show they are committed to high quality care for our veterans rns know that if we have better working conditions including  we will be better able to recruit and retain experienced nurses to care for our veterans ,va administrators quality care veterans conditions  nurses veterans ,administrator quality care veteran condition nurse veteran
1.564679904150532e+18,2022-08-30 18:22:14+00:00,['1564679904150532096'],"🗓Mark your calendar! This Thursday, 22,000 Kaiser nurses across the state of California will protest @aboutKP's refusal to address our deep concerns about health and safety and chronic short staffing. https://t.co/KAdIkzHcaY",mark your calendar this thursday kaiser nurses across the state of california will protest s refusal to address our deep concerns about health and safety and chronic short staffing ,calendar kaiser nurses state california s refusal concerns health safety staffing  ,calendar kaiser nurse state california refusal concern health safety staffing
1.5643693045099889e+18,2022-08-29 21:48:01+00:00,['1564369304509988865'],"Nurses are proud to endorse Lt. Governor @JohnFetterman for U.S. Senate in Pennsylvania! He shares nurses’ values of caring, compassion and community and will be a strong leader for Pennsylvania in the Senate. https://t.co/Vzn0GZ2u2C",nurses are proud to endorse lt governor  for us senate in pennsylvania he shares nurses values of caring compassion and community and will be a strong leader for pennsylvania in the senate ,nurses governor  pennsylvania shares values compassion community leader pennsylvania senate  ,nurse governor pennsylvania share value compassion community leader pennsylvania senate
1.5643504275708357e+18,2022-08-29 20:33:00+00:00,['1564350427570835459'],"The recent passage of the #PACTAct means millions more veterans will be eligible for VA care. Nurses, veterans, and organizations like @commondefense, @iava, and @VVAmerica are standing together to demand #SafeStaffing to protect our nation’s heroes! https://t.co/8R6H45QTjv",the recent passage of the  means millions more veterans will be eligible for va care nurses veterans and organizations like   and  are standing together to demand  to protect our nation’s heroes ,passage  millions veterans va care nurses veterans organizations     heroes ,passage million veteran care nurse veteran organization hero
1.5639663989379318e+18,2022-08-28 19:07:01+00:00,['1563966398937931776'],Another reason our solidarity is powerful. ✊ #SolidaritySunday https://t.co/YzXexyWX71,another reason our solidarity is powerful   ,reason solidarity   ,reason solidarity
1.5635690263574118e+18,2022-08-27 16:48:00+00:00,['1563569026357411840'],"You may have noticed us referring to monkeypox as MPV. Wondering why? The current name is discriminatory, stigmatizing, and misleading. https://t.co/s6pa0emDNw",you may have noticed us referring to monkeypox as mpv wondering why the current name is discriminatory stigmatizing and misleading ,mpv name  ,mpv name
