Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,id,created_at,edit_history_tweet_ids,text,clean_text,non_english,whitespace
0,0,0,1.5630840727419249e+18,2022-08-26 08:40:58+00:00,['1563084072741924864'],I will be taking on the kiltwalk on 18/09/22. I am raising money for Maggie’s centre in Edinburgh who are a charity supporting people living with cancer. The support they offer is invaluable. support is greatly appreciated #kiltwalkedinburgh #maggiescentre https://t.co/r5LySeKQzG,i will be taking on the kiltwalk on 180922 i am raising money for maggie’s centre in edinburgh who are a charity supporting people living with cancer the support they offer is invaluable support is greatly appreciated   ,True,False
1,1,1,1.544211997293781e+18,2022-07-05 06:50:04+00:00,['1544211997293780993'],What in the hell is going on in that love island villa this year? 👀 absolutely no loyalties! How Andrew can take the word of girls he’s just met is beyond me! And WTF are Dami &amp; jacques all about? #loveisland,what in the hell is going on in that love island villa this year  absolutely no loyalties how andrew can take the word of girls he’s just met is beyond me and wtf are dami amp jacques all about ,True,False
2,2,2,1.5402855803655045e+18,2022-06-24 10:47:54+00:00,['1540285580365504513'],@vikkiralston_ He’s definitely only in it for himself! He’s giving off major red flag vibes 😬, he’s definitely only in it for himself he’s giving off major red flag vibes ,True,False
3,3,3,1.537343659263271e+18,2022-06-16 07:57:45+00:00,['1537343659263270913'],"I’m no even sure I like half the islanders this year! I’m all for Paige! She’s about the only decent gal in there, and Dami and iKenna for the boys #LoveIsland",i’m no even sure i like half the islanders this year i’m all for paige she’s about the only decent gal in there and dami and ikenna for the boys ,True,False
4,4,4,1.5371793390866555e+18,2022-06-15 21:04:48+00:00,['1537179339086655489'],That Ekin-Su is bloody savage #LoveIsland,that ekinsu is bloody savage ,True,False
5,5,5,1.5312005190200934e+18,2022-05-30 09:07:06+00:00,['1531200519020093440'],Far too excited for this! 👙🏝💗 https://t.co/lEeyNjZJRL,far too excited for this  ,True,False
7,7,7,1.528500122828538e+18,2022-05-22 22:16:42+00:00,['1528500122828537858'],The thought of my 6am alarm for work tomorrow is making me feel physically sick 🤮,the thought of my 6am alarm for work tomorrow is making me feel physically sick ,True,False
8,8,8,1.528116728265425e+18,2022-05-21 20:53:13+00:00,['1528116728265424896'],30th of May cannot come quick enough! Cant wait to get these bloody brows of mine sorted 😍,30th of may cannot come quick enough cant wait to get these bloody brows of mine sorted ,True,False
9,9,9,1.5279782739295764e+18,2022-05-21 11:43:03+00:00,['1527978273929576448'],The new insta update is not for me! Keeps cutting half my head off in all my photos! it’s very irritating 😒,the new insta update is not for me keeps cutting half my head off in all my photos it’s very irritating ,True,False
10,10,10,1.5275604495159788e+18,2022-05-20 08:02:46+00:00,['1527560449515978752'],Amazing how a wee bit fake tan can change your whole mood and give you that wee confidence boost you sometimes need 😍 happy Friday troops! 💗,amazing how a wee bit fake tan can change your whole mood and give you that wee confidence boost you sometimes need  happy friday troops ,True,False
12,12,12,1.5256100134142853e+18,2022-05-14 22:52:26+00:00,['1525610013414285318'],Am I tripping or at the UK actually doing very well in the Eurovision right now? Have I got sunstroke from all that heat today? 🤯🤯🤯 #eurovision  #Eurovision2022 #UK,am i tripping or at the uk actually doing very well in the eurovision right now have i got sunstroke from all that heat today     ,True,False
13,13,13,1.523776130624344e+18,2022-05-09 21:25:14+00:00,['1523776130624344064'],Guys irritate the shit out of me! How can they no just stand up and admit when they’ve done wrong and fucked up? Naw they have to give a whole different version of events to the boys cause god forbid they look like the absolute dickhead that they actually are 🤷🏼‍♀️🤦🏼‍♀️ #rantover,guys irritate the shit out of me how can they no just stand up and admit when they’ve done wrong and fucked up naw they have to give a whole different version of events to the boys cause god forbid they look like the absolute dickhead that they actually are  ,True,False
14,14,14,1.519803729234518e+18,2022-04-28 22:20:20+00:00,['1519803729234518016'],So this whole going back to work after having covid is really going to get in the way of me and my support for @NHLBruins and I’m really not happy about it 🙄😂 #bostonbruins #backtowork #postcovid #workgetsinthewayofmysociallife,so this whole going back to work after having covid is really going to get in the way of me and my support for  and i’m really not happy about it     ,True,False
15,15,15,1.5173130299936358e+18,2022-04-22 01:23:11+00:00,['1517313029993635842'],Even Ed’s pissed off that we stayed up to watch the game! #bruins 🐈👀😂 https://t.co/p6CTazQ4VK,even ed’s pissed off that we stayed up to watch the game   ,True,False
16,16,16,1.517303834758226e+18,2022-04-22 00:46:39+00:00,['1517303834758225921'],Do I even want to stay up to watch the third period of this game? Almost 2am here in the UK and I’m not sure staying up was worth it 🤦🏼‍♀️ #bostonbruins #bruins,do i even want to stay up to watch the third period of this game almost 2am here in the uk and i’m not sure staying up was worth it   ,True,False
17,17,17,1.5173003045087724e+18,2022-04-22 00:32:37+00:00,['1517300304508772352'],I don’t know what’s going on with the #bruins tonight but we’re having a dreadful time out on that ice tonight 🙈,i don’t know what’s going on with the  tonight but we’re having a dreadful time out on that ice tonight ,True,False
18,18,18,1.5073818393418015e+18,2022-03-25 15:40:10+00:00,['1507381839341801483'],Todays the day! #Bridgerton,todays the day ,True,False
19,19,19,1.49114650418201e+18,2022-02-08 20:26:45+00:00,['1491146504182009856'],@vikkiferrier She literally never even stopped singing as she went down 😂 fair play to her I’d defo have crumbled 🙈, she literally never even stopped singing as she went down  fair play to her i’d defo have crumbled ,True,False
20,20,20,1.4911457258201702e+18,2022-02-08 20:23:39+00:00,['1491145725820170241'],Oh dear Annemarie did not just fall down the stairs at the brits 🙈😂 carried on like an absolute trooper though! Another Madonna moment right there 😬 #BRITs,oh dear annemarie did not just fall down the stairs at the brits  carried on like an absolute trooper though another madonna moment right there  ,True,False
21,21,21,1.4853400092930458e+18,2022-01-23 19:53:49+00:00,['1485340009293045760'],Wow @regangascoigne on DOI tonight!! That was like watching g two professionals skating! Absolutely beautiful 😍😍 #dancingonice #DOI #iceskating,wow  on doi tonight that was like watching g two professionals skating absolutely beautiful    ,True,False
22,22,22,1.4848460398447698e+18,2022-01-22 11:10:57+00:00,['1484846039844769797'],@WeNurses First week in my new job as a CNS https://t.co/0kUbWAWSAK, first week in my new job as a cns ,True,False
23,23,23,1.484583295937618e+18,2022-01-21 17:46:54+00:00,['1484583295937617924'],Survived the first week of the new job…. I think 🤯😂. I’d say this calls for a few Gins this evening 🍸❤️,survived the first week of the new job… i think  i’d say this calls for a few gins this evening ,True,False
