id,created_at,edit_history_tweet_ids,text,clean_text,nouns,lemm_nouns
1.5649718009912525e+18,2022-08-31 13:42:07+00:00,['1564971800991252482'],"RCN NI's South Eastern Branch doing a great job of spreading the word about our industrial action strike ballot which will open on 15 September. If you're based in the Ulster Hospital, please call in and hear more. #FairPayForNursing https://t.co/ZcKbDMidiW",rcn ni's south eastern branch doing a great job of spreading the word about our industrial action strike ballot which will open on september if you're based in the ulster hospital please call in and hear more  ,rcn branch job word action strike ballot september hospital please call  ,rcn branch job word action strike ballot september hospital please call
1.5649626813202596e+18,2022-08-31 13:05:53+00:00,['1564962681320259584'],@mgraham890 @holden_l @RCNHistory @DohertyTA A very Happy Birthday Lorna from all of your friends at RCN Northern Ireland! 🎉🎂,    a very happy birthday lorna from all of your friends at rcn northern ireland ,  birthday lorna friends ireland  ,birthday lorna friend ireland
1.5646972155490345e+18,2022-08-30 19:31:01+00:00,['1564697215549034496'],"Turnout is crucial in our upcoming strike ballot. Every vote counts, so don't lose yours. To ensure you receive your ballot we need your correct postal address and job information. Take 2 minutes to check your details: https://t.co/xVaSMzjTDp #FairPayForNursing https://t.co/p8impD6Kc4",turnout is crucial in our upcoming strike ballot every vote counts so don't lose yours to ensure you receive your ballot we need your correct postal address and job information take minutes to check your details   ,turnout upcoming strike ballot vote yours ballot address job information minutes details  ,turnout upcoming strike ballot vote ballot address job information minute detail
1.5643350783476204e+18,2022-08-29 19:32:01+00:00,['1564335078347620361'],"Could you be an RCN NI Board member? Nominations are now open for six seats. RCN Boards are responsible for governance of the RCN at a country level, ensuring that priorities set by Council are actioned, and to ensure that members' voices are heard. https://t.co/4gErwyIuwa https://t.co/uPyCjvWYcO",could you be an rcn ni board member nominations are now open for six seats rcn boards are responsible for governance of the rcn at a country level ensuring that priorities set by council are actioned and to ensure that members voices are heard  ,rcn board member nominations seats boards governance rcn country level priorities council members voices   ,rcn board member nomination seat board governance rcn country level priority council member voice
1.5642162968495063e+18,2022-08-29 11:40:01+00:00,['1564216296849506306'],"Autumn learning - Building our Children's developing brain. Zoom seminars at lunchtime, delivered by Ed Sipler, Health Development Specialist. To book and secure your place either online or ring 029 20546400. https://t.co/ElhN3qMD5l https://t.co/vhG7Xayzy0 https://t.co/Lg2GsKRmee",autumn learning  building our children's developing brain zoom seminars at lunchtime delivered by ed sipler health development specialist to book and secure your place either online or ring    ,autumn brain zoom seminars lunchtime sipler health development specialist book place online    ,autumn brain zoom seminar lunchtime sipler health development specialist book place online
1.563924119648981e+18,2022-08-28 16:19:01+00:00,['1563924119648980993'],"Could you be an RCN NI Board member? Nominations are now open for six seats. RCN Boards are responsible for governance of the RCN at a country level, ensuring that priorities set by Council are actioned, and to ensure that members' voices are heard. https://t.co/4gErwyIuwa https://t.co/Du3h8Mxfsy",could you be an rcn ni board member nominations are now open for six seats rcn boards are responsible for governance of the rcn at a country level ensuring that priorities set by council are actioned and to ensure that members voices are heard  ,rcn board member nominations seats boards governance rcn country level priorities council members voices   ,rcn board member nomination seat board governance rcn country level priority council member voice
1.5635360669002916e+18,2022-08-27 14:37:02+00:00,['1563536066900291584'],"Autumn learning of self care for life seminars. Lunchtime set of seminars from 12.30pm to 1.15pm via ZOOM. Delivered by Ed Sipler, Health Development Specialist. https://t.co/zbNH7aQhfN To book either online or contact RCN Events on 02920546400 https://t.co/yyYmaSwpal",autumn learning of self care for life seminars lunchtime set of seminars from to via zoom delivered by ed sipler health development specialist  to book either online or contact rcn events on  ,autumn learning self care life seminars set seminars zoom sipler health development specialist  book online contact events   ,autumn learning self care life seminar set seminar zoom sipler health development specialist book online contact event
1.563511923886342e+18,2022-08-27 13:01:05+00:00,['1563511923886342145'],"""After years of being undervalued and underpaid, together we are saying enough is enough."" Hear from RCN Northern Ireland Board Chair, Fiona Devlin as we announce our ballot to members, joining colleagues in England, Wales and Scotland. @fionadevlin64 #FairPayForNursing https://t.co/YUQubgSjFl",after years of being undervalued and underpaid together we are saying enough is enough hear from rcn northern ireland board chair fiona devlin as we announce our ballot to members joining colleagues in england wales and scotland   ,years together hear ireland board chair ballot members colleagues england wales    ,year together hear ireland board chair ballot member colleague england wale
1.5632064097133773e+18,2022-08-26 16:47:05+00:00,['1563206409713377281'],RCN NI Director ⁦@rita_rdevlin29⁩ and TU Secretary Amanda Smith were on the campaign trail at the Mater Hospital in Belfast today to spread the word about the RCN Industrial Action Strike ballot and listen to members’ concerns #ballotready #FairPayForNursing https://t.co/PbCdQ73Lt5,rcn ni director  and tu secretary amanda smith were on the campaign trail at the mater hospital in belfast today to spread the word about the rcn industrial action strike ballot and listen to members concerns   ,rcn ni director  tu secretary amanda smith campaign trail mater hospital belfast today word action strike ballot members concerns   ,rcn director secretary amanda smith campaign trail mater hospital belfast today word action strike ballot member concern
1.5631291318935265e+18,2022-08-26 11:40:01+00:00,['1563129131893526529'],"Autumn learning - Building our Children's developing brain. Zoom seminars at lunchtime, delivered by Ed Sipler, Health Development Specialist. To book and secure your place either online or ring 029 20546400. https://t.co/ElhN3r4dWT https://t.co/vhG7XagY9q https://t.co/MnKLkiwRRD",autumn learning  building our children's developing brain zoom seminars at lunchtime delivered by ed sipler health development specialist to book and secure your place either online or ring    ,autumn brain zoom seminars lunchtime sipler health development specialist book place online    ,autumn brain zoom seminar lunchtime sipler health development specialist book place online
