id,created_at,edit_history_tweet_ids,text,clean_text,nouns,lemm_nouns
1.565063833210823e+18,2022-08-31 19:47:49+00:00,['1565063833210822663'],When will Man City papa johns tickets be on sale? #dcfcfans,when will man city papa johns tickets be on sale ,man city papa tickets sale  ,man city papa ticket sale
1.5645260268432138e+18,2022-08-30 08:10:46+00:00,['1564526026843213824'],Right its JPT time! So if its a draw at the end I believe it goes to penalties. If this happens what happens if ya win the penalty shootout??? #dcfcfans,right its jpt time so if its a draw at the end i believe it goes to penalties if this happens what happens if ya win the penalty shootout ,jpt time draw end i penalty shootout  ,jpt time draw end penalty shootout
1.5643376945236787e+18,2022-08-29 19:42:25+00:00,['1564337694523678720'],has delighted the fans of Barnsley with the signing of James McCarthy. #FM22Mobile,has delighted the fans of barnsley with the signing of james mccarthy ,fans barnsley signing james  ,fan barnsley signing james
1.56433170126601e+18,2022-08-29 19:18:36+00:00,['1564331701266010115'],has delighted the fans of Barnsley with the signing of Paulo Díaz. #FM22Mobile,has delighted the fans of barnsley with the signing of paulo daz ,fans barnsley signing daz  ,fan barnsley signing daz
1.5639299698095636e+18,2022-08-28 16:42:15+00:00,['1563929969809563648'],has delighted the fans of Celtic with the signing of Lorenzo Lucca. #FM22Mobile,has delighted the fans of celtic with the signing of lorenzo lucca ,fans signing lucca  ,fan signing lucca
1.5639278680690934e+18,2022-08-28 16:33:54+00:00,['1563927868069093377'],has been appointed as manager of Celtic #FM22Mobile,has been appointed as manager of celtic ,manager  ,manager
1.5625266292675338e+18,2022-08-24 19:45:53+00:00,['1562526629267533824'],"@lizzie_starkey @EmmaJBarnes @RachelC369 @gilljen45 @LynnSlade80 @UHDBChildrens Yes, can we have on 🌻 please I know where we can put it too!!",      yes can we have on  please i know where we can put it too,     please i ,please
1.5625131339350098e+18,2022-08-24 18:52:15+00:00,['1562513133935009795'],has overseen Derby's relegation from the Sky Bet Championship. Will they still be at the club next season? #FM22Mobile,has overseen derby's relegation from the sky bet championship will they still be at the club next season ,relegation sky championship club season  ,relegation sky championship club season
1.5620262698726277e+18,2022-08-23 10:37:38+00:00,['1562026269872627713'],Is the match on Rams TV tonight? #dcfcfans,is the match on rams tv tonight ,match rams tv tonight  ,match ram tonight
1.562003597281448e+18,2022-08-23 09:07:32+00:00,['1562003597281447936'],@R1CK_86 I rubbish at fifa online you will win everytime! Lol, i rubbish at fifa online you will win everytime lol, i online ,online
1.561963769571541e+18,2022-08-23 06:29:17+00:00,['1561963769571540992'],@R1CK_86 I've pre ordered already, i've pre ordered already,pre ,pre
1.5619630484071096e+18,2022-08-23 06:26:25+00:00,['1561963048407109632'],@R1CK_86 When is it out proper??, when is it out proper, ,
1.561960139741188e+18,2022-08-23 06:14:51+00:00,['1561960139741188097'],@R1CK_86 You use it??, you use it, ,
1.5619493018359767e+18,2022-08-23 05:31:47+00:00,['1561949301835976704'],@R1CK_86 I've had a email from fifa offering me fifa 23 beta is it legitimate??, i've had a email from fifa offering me fifa beta is it legitimate, email beta ,email beta
1.5618196085664358e+18,2022-08-22 20:56:26+00:00,['1561819608566435842'],@MarkLfcYoutube Somif I got a email then is legit?, somif i got a email then is legit,somif i email ,somif email
1.561808906950697e+18,2022-08-22 20:13:55+00:00,['1561808906950696962'],@MarkLfcYoutube Is this legitimate?, is this legitimate, ,
1.5617968127507046e+18,2022-08-22 19:25:51+00:00,['1561796812750704644'],Any of my followers gamers???,any of my followers gamers,followers gamers ,follower gamers
1.561761990342738e+18,2022-08-22 17:07:29+00:00,['1561761990342737921'],Whats this #fifa23beta I've had an email what does it mean???,whats this  i've had an email what does it mean,whats  email ,whats email
1.5581768396166597e+18,2022-08-12 19:41:22+00:00,['1558176839616659462'],I cannot believe that this month it's 20 years yes 20 years since I started my career in the NHS as a trainee health care assistant at Burton Hospital!!!,i cannot believe that this month it's years yes years since i started my career in the nhs as a trainee health care assistant at burton hospital,i cannot month years years i career nhs trainee health care assistant burton hospital ,cannot month year year career trainee health care assistant burton hospital
1.558077606691541e+18,2022-08-12 13:07:03+00:00,['1558077606691540993'],@rebeccagraynhs @UHDBChildrens @UHDBTrust Thank you for the feedback. I'll pass it on to the team. Hope your little one is recovering well.,   thank you for the feedback i'll pass it on to the team hope your little one is recovering well,  thank feedback pass team ,thank feedback pas team
1.5570629139024036e+18,2022-08-09 17:55:02+00:00,['1557062913902403585'],@R1CK_86 I couldn't get tickets so not going hope its good lol then we play you again in the Papa John's, i couldn't get tickets so not going hope its good lol then we play you again in the papa john's, i tickets papa ,ticket papa
1.5570622347482112e+18,2022-08-09 17:52:20+00:00,['1557062234748211200'],@R1CK_86 soooo 🐏🐏🐏🐏 Who gonna win tonight???, soooo  who gonna win tonight,soooo  tonight ,soooo tonight
1.5570621428551885e+18,2022-08-09 17:51:58+00:00,['1557062142855188481'],@michelle_jevons sooooo 🐏🐏🐏 Who gonna win tonight???, sooooo  who gonna win tonight,sooooo  tonight ,sooooo tonight
