id,created_at,edit_history_tweet_ids,text,clean_text,nouns
1.5650643105686487e+18,2022-08-31 19:49:43+00:00,['1565064310568648708'],@beardedPT @FMLM_UK @NHSMidlands @AmeliaDigitalRN @staceylousuth80 Congratulations,     congratulations,congratulation
1.564671069511983e+18,2022-08-30 17:47:07+00:00,['1564671069511983105'],@richardson_debs Congratulations 🎉, congratulations ,congratulation
1.5642366564163625e+18,2022-08-29 13:00:55+00:00,['1564236656416362497'],Fabulous time at Bolsover castle. Our knight won. Well done Wyvern 👏👏 https://t.co/SP7611CuGu,fabulous time at bolsover castle our knight won well done wyvern  ,time knight
1.563793956219097e+18,2022-08-28 07:41:47+00:00,['1563793956219097088'],@EmmaToplis @UHDBTrust Congratulations. Beautiful photo,  congratulations beautiful photo,congratulation photo
1.5632316861834936e+18,2022-08-26 18:27:32+00:00,['1563231686183493637'],@CraigDavid Oh I love this album, oh i love this album,album
1.5628691834648904e+18,2022-08-25 18:27:04+00:00,['1562869183464890369'],Lovely seeing old colleagues @tittyfalally and Mish on my ward visit today. Miss you 😘,lovely seeing old colleagues  and mish on my ward visit today miss you ,colleague visit today
1.5627565896641454e+18,2022-08-25 10:59:40+00:00,['1562756589664145408'],@lorraine @reallorraine can you help in finding a donor https://t.co/PBtVghRaEf,  can you help in finding a donor ,donor
1.562494137034629e+18,2022-08-24 17:36:46+00:00,['1562494137034629120'],Revalidation submitted. 👍🏻👍🏻 happy days,revalidation submitted  happy days,revalidation day
1.5614131300765368e+18,2022-08-21 18:01:14+00:00,['1561413130076536833'],@Mrs_Milesy Looks lovely. Hope you are having a nice time, looks lovely hope you are having a nice time,hope time
1.560944079751549e+18,2022-08-20 10:57:24+00:00,['1560944079751548929'],When you see beauty and the beast while shopping 🤩🤩 https://t.co/JwiiBU0f4k,when you see beauty and the beast while shopping  ,beast
1.560943556914811e+18,2022-08-20 10:55:19+00:00,['1560943556914810880'],@UHDBIPCT @DerbyUni @gemma_stubley Gemma. Really going to miss you and thanks for everything. Keep in touch and go be amazing 🤩,   gemma really going to miss you and thanks for everything keep in touch and go be amazing ,gemma thanks everything keep touch
1.560718984894374e+18,2022-08-19 20:02:57+00:00,['1560718984894373889'],@BBCNews I loved her in Clarence with Ronnie Barker too 💕💕, i loved her in clarence with ronnie barker too ,clarence barker
1.5604982708410614e+18,2022-08-19 05:25:55+00:00,['1560498270841061376'],12 years ago today 🥰 https://t.co/KfjqYuPOZK,years ago today  ,year today
1.5603132784416563e+18,2022-08-18 17:10:49+00:00,['1560313278441656321'],Can’t believe it’s your last day tomorrow @gemma_stubley. Going to miss you 😢,can’t believe it’s your last day tomorrow  going to miss you ,day tomorrow
1.5599546823862927e+18,2022-08-17 17:25:53+00:00,['1559954682386292738'],@theRCN Enjoy every experience. Learn as much as you can on each placement. Never be afraid to ask., enjoy every experience learn as much as you can on each placement never be afraid to ask,enjoy experience learn placement
1.559882053172306e+18,2022-08-17 12:37:17+00:00,['1559882053172305922'],Beautiful morning at Sea life centre 💕💕 https://t.co/ftjbulmUYy,beautiful morning at sea life centre  ,morning sea life centre
1.558867684053377e+18,2022-08-14 17:26:32+00:00,['1558867684053377025'],@KatiePattinson8 Oh wow 😯, oh wow ,
1.5587858212176282e+18,2022-08-14 12:01:15+00:00,['1558785821217628161'],@Fab_fiction Happy anniversary, happy anniversary,anniversary
1.5584927732920566e+18,2022-08-13 16:36:47+00:00,['1558492773292056576'],Perfect family holiday in Torquay 💕💕 https://t.co/55pOwecw2I,perfect family holiday in torquay  ,family holiday
1.5557757934013686e+18,2022-08-06 04:40:28+00:00,['1555775793401368576'],@jedimaster1982 @UHDBTrust This would be so helpful on the wards,  this would be so helpful on the wards,ward
1.55557246284646e+18,2022-08-05 15:12:30+00:00,['1555572462846459907'],@BethRatcliffe2 Fantastic idea, fantastic idea,idea
