,Unnamed: 0,id,created_at,edit_history_tweet_ids,text
0,0,1.5650390098014126e+18,2022-08-31 18:09:11+00:00,['1565039009801412612'],
1,1,1.5650382366401083e+18,2022-08-31 18:06:07+00:00,['1565038236640108547'],
2,2,1.5650374494741873e+18,2022-08-31 18:02:59+00:00,['1565037449474187264'],
3,3,1.5650365824780042e+18,2022-08-31 17:59:32+00:00,['1565036582478004225'],
4,4,1.565036332107309e+18,2022-08-31 17:58:33+00:00,['1565036332107309063'],
5,5,1.5650360806252462e+18,2022-08-31 17:57:33+00:00,['1565036080625246210'],
6,6,1.5650358384670884e+18,2022-08-31 17:56:35+00:00,['1565035838467088384'],
7,7,1.5650356589929308e+18,2022-08-31 17:55:52+00:00,['1565035658992930816'],
8,8,1.5650244136695237e+18,2022-08-31 17:11:11+00:00,['1565024413669523464'],
9,9,1.5650209169664778e+18,2022-08-31 16:57:17+00:00,['1565020916966477825'],
10,10,1.5649357237692662e+18,2022-08-31 11:18:46+00:00,['1564935723769266177'],
11,11,1.5648789959294075e+18,2022-08-31 07:33:21+00:00,['1564878995929407493'],
12,12,1.564878555892183e+18,2022-08-31 07:31:36+00:00,['1564878555892183040'],
13,13,1.5647412557325353e+18,2022-08-30 22:26:01+00:00,['1564741255732535296'],
14,14,1.564730807800963e+18,2022-08-30 21:44:30+00:00,['1564730807800963076'],
15,15,1.5646678579334226e+18,2022-08-30 17:34:22+00:00,['1564667857933422593'],
16,16,1.564663811990233e+18,2022-08-30 17:18:17+00:00,['1564663811990233096'],
17,17,1.564608268370051e+18,2022-08-30 13:37:34+00:00,['1564608268370051089'],
18,18,1.5646082488875254e+18,2022-08-30 13:37:30+00:00,['1564608248887525378'],
19,19,1.5646078286644838e+18,2022-08-30 13:35:50+00:00,['1564607828664483846'],
20,20,1.564607638100394e+18,2022-08-30 13:35:04+00:00,['1564607638100393985'],
21,21,1.5646073391178138e+18,2022-08-30 13:33:53+00:00,['1564607339117813767'],
22,22,1.5646066257505894e+18,2022-08-30 13:31:03+00:00,['1564606625750589440'],
23,23,1.564586381216727e+18,2022-08-30 12:10:36+00:00,['1564586381216727040'],
24,24,1.564583683461419e+18,2022-08-30 11:59:53+00:00,['1564583683461419008'],
25,25,1.564582239718998e+18,2022-08-30 11:54:09+00:00,['1564582239718998016'],
26,26,1.564581398715007e+18,2022-08-30 11:50:48+00:00,['1564581398715006976'],
27,27,1.5645782821121638e+18,2022-08-30 11:38:25+00:00,['1564578282112163846'],
28,28,1.5645782166390784e+18,2022-08-30 11:38:09+00:00,['1564578216639078402'],
29,29,1.5645752647047987e+18,2022-08-30 11:26:26+00:00,['1564575264704798720'],
30,30,1.5645732652129649e+18,2022-08-30 11:18:29+00:00,['1564573265212964865'],
31,31,1.5645715872354386e+18,2022-08-30 11:11:49+00:00,['1564571587235438592'],
32,32,1.564568969469739e+18,2022-08-30 11:01:25+00:00,['1564568969469739008'],
33,33,1.564509945235706e+18,2022-08-30 07:06:52+00:00,['1564509945235705856'],
34,34,1.5643544370611487e+18,2022-08-29 20:48:56+00:00,['1564354437061148676'],
35,35,1.5642600514010153e+18,2022-08-29 14:33:53+00:00,['1564260051401015297'],
36,36,1.564254386326573e+18,2022-08-29 14:11:22+00:00,['1564254386326573057'],
37,37,1.5642234139752407e+18,2022-08-29 12:08:18+00:00,['1564223413975240709'],
38,38,1.5641882860123464e+18,2022-08-29 09:48:43+00:00,['1564188286012346368'],
39,39,1.564182689422377e+18,2022-08-29 09:26:28+00:00,['1564182689422376961'],
40,40,1.56417467422489e+18,2022-08-29 08:54:37+00:00,['1564174674224889860'],
41,41,1.5641737515451023e+18,2022-08-29 08:50:57+00:00,['1564173751545102336'],
42,42,1.5641726987329618e+18,2022-08-29 08:46:46+00:00,['1564172698732961792'],
