id,created_at,edit_history_tweet_ids,text,clean_text,nouns
1.5649594986110812e+18,2022-08-31 12:53:14+00:00,['1564959498611081221'],This photo is EVERYTHING 🥹🥹🥹 https://t.co/xEfDbNh0XW,this photo is everything  ,photo everything
1.5648711896587674e+18,2022-08-31 07:02:20+00:00,['1564871189658767360'],Finding your place in the world could come with some costs now... More for Scorpio https://t.co/rHSChGCxB1,finding your place in the world could come with some costs now more for scorpio ,place world cost scorpio
1.564508779445887e+18,2022-08-30 07:02:14+00:00,['1564508779445886976'],Your devotion to your responsibilities could be at a high poin... More for Scorpio https://t.co/rHSChGCxB1,your devotion to your responsibilities could be at a high poin more for scorpio ,devotion responsibility poin scorpio
1.5641463938913772e+18,2022-08-29 07:02:15+00:00,['1564146393891377153'],Hidden information could draw your attention today. You might ... More for Scorpio https://t.co/rHSChGCxB1,hidden information could draw your attention today you might  more for scorpio ,information attention today scorpio
1.5641390269861724e+18,2022-08-29 06:32:58+00:00,['1564139026986172416'],GOOD MORNING WHAT IS THIS CHAOS IVE WOKEN UP TOO,good morning what is this chaos ive woken up too,morning chaos
1.5637840065793884e+18,2022-08-28 07:02:15+00:00,['1563784006579388416'],Public recognition for something you’ve achieved could feel aw... More for Scorpio https://t.co/rHSChGCxB1,public recognition for something you’ve achieved could feel aw more for scorpio ,recognition something scorpio
1.5634216468114637e+18,2022-08-27 07:02:22+00:00,['1563421646811463681'],Your social network could help you out with some career goals ... More for Scorpio https://t.co/rHSChGCxB1,your social network could help you out with some career goals  more for scorpio ,network career goal scorpio
1.5630592501629706e+18,2022-08-26 07:02:20+00:00,['1563059250162970624'],You may be looking for approval in your public life. While you... More for Scorpio https://t.co/rHSChGCxB1,you may be looking for approval in your public life while you more for scorpio ,approval life scorpio
1.5628146558604206e+18,2022-08-25 14:50:24+00:00,['1562814655860420610'],It's officially autumn bitches 🎃🍂🍁 https://t.co/11i9FU4Z08,it's officially autumn bitches  ,bitch
1.5626968833359954e+18,2022-08-25 07:02:25+00:00,['1562696883335995392'],Organizing your stash of secrets could be a wise use of time. ... More for Scorpio https://t.co/rHSChGCxB1,organizing your stash of secrets could be a wise use of time  more for scorpio ,stash secret wise time scorpio
1.5623345376357458e+18,2022-08-24 07:02:35+00:00,['1562334537635745793'],"Your hard work could earn you some recognition now., You’re li... More for Scorpio https://t.co/rHSChGCxB1",your hard work could earn you some recognition now you’re li more for scorpio ,work recognition scorpio
1.5619721074282414e+18,2022-08-23 07:02:25+00:00,['1561972107428241408'],"As long as you know the truth today, you can figure out the fa... More for Scorpio https://t.co/rHSChGkomT",as long as you know the truth today you can figure out the fa more for scorpio ,truth today scorpio
1.5616586834104975e+18,2022-08-22 10:16:58+00:00,['1561658683410497536'],@RuthAusten84 hey love! The train that's just pulled into ashford is being fast tracked to tonbridge and London Bridge fyi, hey love the train that's just pulled into ashford is being fast tracked to tonbridge and london bridge fyi,train ashford bridge
1.5616560505075548e+18,2022-08-22 10:06:31+00:00,['1561656050507554817'],@Se_Railway @billbloor The 10:08 to CXR is severely delayed. Are you considering doing a straight train from ashford to London at all?,  the to cxr is severely delayed are you considering doing a straight train from ashford to london at all,train ashford
1.561655810811433e+18,2022-08-22 10:05:34+00:00,['1561655810811432960'],@RuthAusten84 @Se_Railway There is a CXR just pulling into ashford so hopefully not too long!,  there is a cxr just pulling into ashford so hopefully not too long,ashford
1.5616361896644116e+18,2022-08-22 08:47:36+00:00,['1561636189664411648'],@Se_Railway is there a reason that all the trains are either cancelled or delayed from Dover priory this morning?, is there a reason that all the trains are either cancelled or delayed from dover priory this morning,reason train priory morning
1.5616097095928177e+18,2022-08-22 07:02:22+00:00,['1561609709592817665'],You may lack patience today. In a situation where the rules se... More for Scorpio https://t.co/rHSChGkomT,you may lack patience today in a situation where the rules se more for scorpio ,patience today situation rule scorpio
1.561397886041985e+18,2022-08-21 17:00:40+00:00,['1561397886041985025'],@KFGraham and yes... a sign you should do it! 👏🏼 you've got this!, and yes a sign you should do it  you've got this,sign
1.561397452254507e+18,2022-08-21 16:58:56+00:00,['1561397452254507015'],@KFGraham This thread is one of my favourites I've ever read ❤️❤️ the power of early CPR human kindness 👏🏼👏🏼👏🏼, this thread is one of my favourites i've ever read  the power of early cpr human kindness ,thread favourite power kindness
1.5613848409851822e+18,2022-08-21 16:08:49+00:00,['1561384840985182208'],@Se_Railway @didikissthefish Sorry I meant the 27th December! ❤️,  sorry i meant the december ,sorry december
1.5613783423471985e+18,2022-08-21 15:43:00+00:00,['1561378342347198464'],@Se_Railway @didikissthefish Thanks! Will you be running trains on the 27th? Cheers!,  thanks will you be running trains on the cheers,thanks train cheer
1.561247333462864e+18,2022-08-21 07:02:25+00:00,['1561247333462863872'],"A buzzing social life could overwhelm you today. However, it m... More for Scorpio https://t.co/rHSChGkomT",a buzzing social life could overwhelm you today however it m more for scorpio ,buzzing life today scorpio
