id,created_at,edit_history_tweet_ids,text,withheld,clean_text,non_english
1.5615440587655578e+18,2022-08-22 02:41:30+00:00,['1561544058765557761'],Alright soooo maybe I shouldn’t have laid floor for 10 hours this weekend while 21 weeks pregnant 🥴,,alright soooo maybe shouldnt laid floor hour weekend week pregnant,False
1.5551831431367598e+18,2022-08-04 13:25:29+00:00,['1555183143136759810'],@ZLMaynard Tweeting this from the softball park 🙄🙄🙄🙄,,tweeting softball park,False
1.5528100986066043e+18,2022-07-29 00:15:51+00:00,['1552810098606604290'],"Don’t mind me 

Just pregnant and crying over a video of this bulldog jumping through water fountains",,dont mind pregnant cry video bulldog jumping water fountain,False
1.5459008797647503e+18,2022-07-09 22:41:05+00:00,['1545900879764750338'],"I thought I knew like, some of what it would be like to be pregnant, but having my kid kick me in the literal bootyhole sure as hell wasn’t one of them.",,thought knew like would like pregnant kid kick literal bootyhole sure hell wasnt one,False
1.5410860906096968e+18,2022-06-26 15:48:50+00:00,['1541086090609696768'],I miss my girly pop 🥺🥺🥺 https://t.co/7R7YJKTsKx,,miss girly pop,False
1.5394422640317768e+18,2022-06-22 02:56:51+00:00,['1539442264031776768'],😞,,,False
1.53856398926071e+18,2022-06-19 16:46:54+00:00,['1538563989260709889'],My second stomach virus in 3 months… ITS GONNA TAKE ME OUTTTT,,second stomach virus month gonna take outttt,False
1.537965577557291e+18,2022-06-18 01:09:02+00:00,['1537965577557291009'],@ZLMaynard Minus the candles cause… we’re out 🫣🫣🫣,,minus candle cause,False
1.5358123730213478e+18,2022-06-12 02:32:58+00:00,['1535812373021347848'],my girly pop would be 6 today 🥺 happy birthday in Heaven to my sweet angel https://t.co/O0RcYSmnj1,,girly pop would today happy birthday heaven sweet angel,False
1.5357924938909696e+18,2022-06-12 01:13:58+00:00,['1535792493890969605'],"Me making dinner when Zack is home: chicken/steak +mashed potatoes, green beans, corn, garlic bread, mac &amp; cheese

what I eat for dinner when I’m alone: food city deli potato salad and a can of diced pineapples",,making dinner zack home chickensteak mashed potato green bean corn garlic bread mac amp cheese eat dinner im alone food city deli potato salad diced pineapple,False
1.5345436215795794e+18,2022-06-08 14:31:24+00:00,['1534543621579579394'],Millie Bobby Brown as a young Britney Spears &gt;&gt;&gt;&gt;,,millie bobby brown young britney spear gtgtgtgt,False
1.5327343621224366e+18,2022-06-03 14:42:03+00:00,['1532734362122436608'],I say “Our pets HEADS are falling off” more than any person should but it’s funny EVERY TIME..,,say pet head falling person funny every time,False
1.5307237004289147e+18,2022-05-29 01:32:24+00:00,['1530723700428914688'],"Just scrolled on all my streaming services for 15 min to find something to watch… 

Harry Potter &amp; the Chamber of Secrets it is",,scrolled streaming service min find something watch harry potter amp chamber secret,False
1.530671302033277e+18,2022-05-28 22:04:11+00:00,['1530671302033276930'],@codylee168 ID LOVE THAT,,id love,False
1.5306417577713828e+18,2022-05-28 20:06:47+00:00,['1530641757771382786'],I wish Zack liked Bob’s Burgers so he’d take me to see the movie,,wish zack liked bob burger hed take see movie,False
1.5296364074504274e+18,2022-05-26 01:31:53+00:00,['1529636407450427392'],@DocJ2015 Thank you ❤️❤️❤️❤️,,thank,False
1.529615002583421e+18,2022-05-26 00:06:50+00:00,['1529615002583420930'],We got my babies ashes back today and I am not alright 🥺😣,,got baby ash back today alright,False
1.5272550313758802e+18,2022-05-19 11:49:09+00:00,['1527255031375880195'],@codylee168 Thank you ❤️❤️❤️❤️,,thank,False
1.5269168282866647e+18,2022-05-18 13:25:15+00:00,['1526916828286664704'],I’m so tired of being sad,,im tired sad,False
1.5266259596879053e+18,2022-05-17 18:09:26+00:00,['1526625959687905283'],@HaidenJeffrey Thank you ❤️❤️,,thank,False
1.5266231443620086e+18,2022-05-17 17:58:15+00:00,['1526623144362008583'],I miss you so much already my sweet pea https://t.co/CcDm0X9RdI,,miss much already sweet pea,False
1.5254899340013732e+18,2022-05-14 14:55:17+00:00,['1525489934001373184'],@EWELLSxo I haven’t used it in consistently in yearsss and I don’t miss it at all,,havent used consistently years dont miss,False
1.5249244619794022e+18,2022-05-13 01:28:18+00:00,['1524924461979402252'],"Concession again:

Kid walks up for some cowtails, has a bright red healing cut all the way across his neck

Me: “What happened to your neck?!”
Him: “I ran my dirt bike into a wire”
Me: 😧😧😦

WHAAAT",,concession kid walk cowtails ha bright red healing cut way across neck happened neck ran dirt bike wire whaaat,False
1.5249198382626284e+18,2022-05-13 01:09:55+00:00,['1524919838262628352'],It’s me I’m dumb cilantro soap girl 😑 https://t.co/SU4ZVcFVse,,im dumb cilantro soap girl,False
1.52491966882526e+18,2022-05-13 01:09:15+00:00,['1524919668825260036'],"In the concession:

4 year old: “Can I have some chips?”
Me: “Okay, they’re 50 cents.”
4yo: *bummed* “…….. I only have 3 dollars.”
Me: “Okay, I’ll give ‘em to you for 2 quarters.” 
4yo: “DEAL.”",,concession year old chip okay theyre cent yo bummed dollar okay ill give em quarter yo deal,False
1.5226287808708037e+18,2022-05-06 17:26:05+00:00,['1522628780870803460'],I’m REALLY just going to have to stay off social media this weekend,,im really going stay social medium weekend,False
1.5187587862777815e+18,2022-04-26 01:08:06+00:00,['1518758786277781504'],My life……,,life,False
1.515812126782337e+18,2022-04-17 21:59:08+00:00,['1515812126782337045'],@ashlynvanhorn The cutest girliessss,,cutest girliessss,False
1.5149230530541115e+18,2022-04-15 11:06:16+00:00,['1514923053054111746'],I’ve worked in this hospital for 8+ years and I swear I still get turned around 😅,,ive worked hospital year swear still get turned around,False
1.513964111364821e+18,2022-04-12 19:35:46+00:00,['1513964111364820993'],I swear the SMALLEST thing can happen in my day and I will think about it NONSTOP,,swear smallest thing happen day think nonstop,False
1.5128431984057915e+18,2022-04-09 17:21:40+00:00,['1512843198405791746'],I am suffering today,,suffering today,False
1.5125106967890985e+18,2022-04-08 19:20:25+00:00,['1512510696789098507'],The measure of whether or not Zack is drunk is if he starts FaceTiming everyone we know,,measure whether zack drunk start facetiming everyone know,False
1.5122438053318042e+18,2022-04-08 01:39:53+00:00,['1512243805331804173'],"All I have to say right now is 

Dansby Swanson 😮‍💨",,say right dansby swanson,False
1.512242760736297e+18,2022-04-08 01:35:44+00:00,['1512242760736296962'],"NOT ZACK LEAVING WHEN THEY KISS CAM

HOW IS ANYONE GONNA KNOW WERE IN LOVE",,zack leaving kiss cam anyone gonna know love,False
1.5122425747313992e+18,2022-04-08 01:35:00+00:00,['1512242574731399175'],"Feeling real isolated around these 40,000 Braves fans 

I still be yelling for the Reds though 🥴",,feeling real isolated around brave fan still yelling red though,False
1.51224157410893e+18,2022-04-08 01:31:02+00:00,['1512241574108930050'],@ZLMaynard You’re a given,,youre given,False
1.5118593791628247e+18,2022-04-07 00:12:19+00:00,['1511859379162824708'],I can’t wait to be an absolute degenerate with my friends this weekend 🤙🏼,,cant wait absolute degenerate friend weekend,False
1.51169289139098e+18,2022-04-06 13:10:45+00:00,['1511692891390980102'],"Last night was REAL rough but I feel great this morning sooo, here’s to holding out to lunch? Maybe? 😅😅😅 https://t.co/1Bs5Cgc7WU",,last night wa real rough feel great morning sooo holding lunch maybe,False
1.511315515108696e+18,2022-04-05 12:11:12+00:00,['1511315515108696070'],Halfway babyyyyy https://t.co/c2tBEAcpJ6,,halfway babyyyyy,False
1.5113144863256617e+18,2022-04-05 12:07:07+00:00,['1511314486325661705'],@KayceLester I sugar baby honey sweetheart my patients to DEATH 😅😅,,sugar baby honey sweetheart patient death,False
1.5109279328391127e+18,2022-04-04 10:31:05+00:00,['1510927932839112712'],@caleb_mb Yes! Lots of water.. and black coffee if you want,,yes lot water black coffee want,False
1.5107615995644887e+18,2022-04-03 23:30:08+00:00,['1510761599564488705'],@JeremyKeithWV @ZLMaynard He has no desire 😂😂,,ha desire,False
1.5107613224215757e+18,2022-04-03 23:29:02+00:00,['1510761322421575685'],"@JeremyKeithWV Yepp and black coffee.. a couple people I work with do one about every 6 weeks. Seems to have good results with resetting any insulin resistance, helps with your immune system and inflammation.

I’ve done a few 24s and a 48 once so we’ll see 🥲",,yepp black coffee couple people work one every week seems good result resetting insulin resistance help immune system inflammation ive done well see,False
1.510760208712274e+18,2022-04-03 23:24:36+00:00,['1510760208712273921'],https://t.co/bkcTA62kAv,,,False
1.5107594699863286e+18,2022-04-03 23:21:40+00:00,['1510759469986328583'],"Attempting a 72 hour fast starting at 2100 😅😅😅😅

Realistically… Ill be happy if I make it to 60",,attempting hour fast starting realistically ill happy make,False
1.5106641060424376e+18,2022-04-03 17:02:44+00:00,['1510664106042437638'],Sausage https://t.co/619stCN8Ig,,sausage,False
1.510034232738988e+18,2022-04-01 23:19:50+00:00,['1510034232738988034'],Thank the LORD Kirill isn’t actually dead 😅,,thank lord kirill isnt actually dead,False
1.509865374690562e+18,2022-04-01 12:08:51+00:00,['1509865374690562055'],"If I see ONE fake pregnancy announcement today…

ONE ☝🏼 I stg.

Just don’t do it.",,see one fake pregnancy announcement today one stg dont,False
1.5095943108110377e+18,2022-03-31 18:11:45+00:00,['1509594310811037709'],DO WHAT https://t.co/xtGkdtvoi3,,,False
1.5083921557773107e+18,2022-03-28 10:34:49+00:00,['1508392155777310723'],If Kirill Bichutsky is really actually dead I’m gonna be SO sad 😭 here’s to hoping it’s just another prank #ALF,,kirill bichutsky really actually dead im gonna sad hoping another prank,False
1.507789928368939e+18,2022-03-26 18:41:46+00:00,['1507789928368939010'],Bedside nursing https://t.co/WfKxEESvH7,,bedside nursing,False
1.5077897897975316e+18,2022-03-26 18:41:13+00:00,['1507789789797531648'],"@alex_baisden The answer is no, not worth it 😭",,answer worth,False
1.5050362700739584e+18,2022-03-19 04:19:43+00:00,['1505036270073958402'],@AndreaRhonai SUPERMUTT,,supermutt,False
1.5028361873415045e+18,2022-03-13 02:37:23+00:00,['1502836187341504513'],Been a while https://t.co/iY1L3Luuyi,,,False
