id,created_at,edit_history_tweet_ids,text,clean_text
1.5645621427240796e+18,2022-08-30 10:34:17+00:00,['1564562142724079616'],"As we continue to see challenges with visitor access in some of our healthcare organisations, IADNAM Executive encourages our members to support this position paper. @paulreiddublin @chiefnurseIRE @CcoHse @DrMikeRyan https://t.co/vIHylviOUy",continue see challenge visitor access healthcare organisation iadnam executive encourages member support position paper
1.5623518840186225e+18,2022-08-24 08:11:30+00:00,['1562351884018622464'],"Book your seat for IADNAM Conference 2022 in Mount Wolseley Hotel, follow the link below 
https://t.co/33DNeRRvpN",book seat iadnam conference mount wolseley hotel follow link
1.5353462728104428e+18,2022-06-10 19:40:51+00:00,['1535346272810442752'],Really looking forward to IADNAM Conference 2022 in @MountWolseley @RachelSimons19 @grcemc @georginabasset2 @PGallagherIEHG @Marybrosnan13 @SuzanneDempsey5 @MauraLoftus3 #nofrontiers https://t.co/mHCG6pAm6U,really looking forward iadnam conference
1.5246811759812977e+18,2022-05-12 09:21:34+00:00,['1524681175981297664'],A message from our Honorary President Eileen Carruthers #InternationalNursesDay @grcemc @georginabasset2 @SuzanneDempsey5 @RachelSimons19 https://t.co/9FH9dcThfX,message honorary president eileen carruthers
1.524675700418089e+18,2022-05-12 08:59:48+00:00,['1524675700418088960'],Let's celebrate and be proud #InternationalNursesDay #IND2022  @chiefnurseIRE @NurMidONMSD https://t.co/0383YxcSoI,let's celebrate proud
1.5221848496495452e+18,2022-05-05 12:02:03+00:00,['1522184849649545216'],Happy International Day of the Midwife to all the wonderful midwives working across the island of Ireland. For the outstanding care you provide to women &amp; their families @IADNAM1 thanks you #IDM2022 https://t.co/QQ5JP6jzgp,happy international day midwife wonderful midwife working across island ireland outstanding care provide woman amp family thanks
1.5193264702035272e+18,2022-04-27 14:43:52+00:00,['1519326470203527168'],"On behalf of Nurses and Midwives, we would link to extended a big thank you to all our HSCP colleagues across the country #HSCPDay2022 #HSCPDeliver #MDTapproach https://t.co/npnkSNkDmu",behalf nurse midwife would link extended big thank hscp colleague across country
1.5192846734652744e+18,2022-04-27 11:57:47+00:00,['1519284673465274370'],Thank you Professor Michael West @WestM61 for an inspirational webinar on Compassionate Leadership.  This was the 2nd installment of the IADNAM Webinar Series and was attended by nurses and midwives from all disciplines across the country #Motivating #Encouraging https://t.co/bz2LzoEdFP,thank professor michael west inspirational webinar compassionate leadership installment iadnam webinar series attended nurse midwife discipline across country
1.513580375544582e+18,2022-04-11 18:10:57+00:00,['1513580375544582157'],With a very engaging face to face AGM we look forward to the leadership and guidance of our president Eileen Carruthers @grcemc @99Harding @RachelSimons19 @MauraLoftus3 #nursingMidwifery #leadership https://t.co/ryf5yei8Po,engaging face face agm look forward leadership guidance president eileen carruthers
1.5059498368934748e+18,2022-03-21 16:49:54+00:00,['1505949836893474833'],"Across all Nursing and Midwifery services, Happy International Adolescent Health Week 2022!  #transition #IAHW2022 https://t.co/rbhmyEFT6x",across nursing midwifery service happy international adolescent health week
1.5040812388392468e+18,2022-03-16 13:04:46+00:00,['1504081238839246850'],"Today is World Sleep Day, please remember how important sleep is regadless of age. We can’t manage without it as one of the basic human needs.
·We spend 1/3 of our lives asleep
·Without good quality sleep or decision making and mental health may be affected. https://t.co/yBlKeb3D9O",today world sleep day please remember important sleep regadless age cant manage without one basic human need spend life asleep without good quality sleep decision making mental health may affected
1.4969782883083346e+18,2022-02-24 22:40:11+00:00,['1496978288308334596'],Our thoughts are with our Nursing and Midwifery colleagues in Ukraine #staystrong  @MoH_Ukraine https://t.co/Orm5oAes6E,thought nursing midwifery colleague ukraine
1.4442409168401326e+18,2021-10-02 10:00:41+00:00,['1444240916840132610'],"Message from @georginabasset2 , outgoing Honorary President of @IADNAM1 #IADNAM2021 https://t.co/gdGAKCnl39",message outgoing honorary president
1.4436501350372516e+18,2021-09-30 18:53:08+00:00,['1443650135037251584'],#IADNAM2021 - one more sleep! https://t.co/XWTdNhZBLI,one sleep
1.4431210947021128e+18,2021-09-29 07:50:55+00:00,['1443121094702112771'],"IADNAM conference programme (pinned to @IADNAM1 for easy access) including welcome note from @georginabasset2 President, plus info on all guest speakers on this first conference post covid restrictions #StaySafe https://t.co/7fkUvCjiXd",iadnam conference programme pinned easy access including welcome note president plus info guest speaker first conference post covid restriction
1.4427945205260657e+18,2021-09-28 10:13:14+00:00,['1442794520526065667'],IADNAM Annual conference 2021 - Friday 1st October - New Frontiers - Enabling Coalitions for Success @georginabasset2 @99Harding @grcemc @RachelSimons19 @MauraLoftus3  @soomeraghsandra @ainemlynch @deirdrelanglang @eile27 @greenekaren06 @SuzanneDempsey5 @PGallagherIEHG https://t.co/V41K8dLI9j,iadnam annual conference friday october new frontier enabling coalition success
1.4424502260784333e+18,2021-09-27 11:25:07+00:00,['1442450226078433280'],IADNAM Conference Programme 2021.pdf - countdown to IADNAM 2021 conference- this Friday 1st October ⁦@georginabasset2⁩ ⁦@grcemc⁩ ⁦@99Harding⁩ ⁦@RachelSimons19⁩ @MauraLoftus3 https://t.co/fUl39UYGT9,iadnam conference programme pdf countdown iadnam conference friday october
1.4032849814981345e+18,2021-06-11 09:36:26+00:00,['1403284981498134530'],"- RT ⁦@IADNAM1⁩ Position Paper - Nursing &amp; Midwifery…Voice, Visibility &amp; Inclusion - ⁦@georginabasset2⁩ ⁦@99Harding⁩ ⁦@chiefnurseIRE⁩ ⁦@DonnellyStephen⁩ ⁦@GSGerShaw⁩ ⁦@paulreiddublin⁩  https://t.co/5x0LC0bgXv",position paper nursing amp midwiferyvoice visibility amp inclusion
1.4008343060508713e+18,2021-06-04 15:18:19+00:00,['1400834306050871300'],2/2 Visiting subject to ability of HOSPITALs to manage safely but reasonable efforts to accommodate are essential. #PatientsFirst #NurseAdvocacy #MidwifeAdvocacy #MumsFirst @chiefnurseIRE @georginabasset2 @GSGerShaw @99Harding,visiting subject ability hospital manage safely reasonable effort accommodate essential
1.400834304897323e+18,2021-06-04 15:18:19+00:00,['1400834304897323010'],"1/2 @IADNAM1 welcomes the new HSPC Visiting Guidance for Acute hospitals. 4 routine booked visits per week (1 person), unless outbreak. No limit on visiting on critical or compassionate grounds (NOT just meaning End of life).",welcome new hspc visiting guidance acute hospital routine booked visit per week person unless outbreak limit visiting critical compassionate ground meaning end life
1.3925686419845489e+18,2021-05-12 19:53:31+00:00,['1392568641984548866'],IADNAM..Wishing our members a Happy #IND2021; ⁦@IADNAM1⁩ Spring/Summer⁩ Newsletter published today..includes purpose of ⁦IADNAM est. 1904; a professional voice for senior nursing &amp; midwifery leaders codesigning a vision for future health care. https://t.co/NdITEONVJQ,iadnamwishing member happy springsummer newsletter published todayincludes purpose iadnam est professional voice senior nursing amp midwifery leader codesigning vision future health care
1.389635566661251e+18,2021-05-04 17:38:31+00:00,['1389635566661251082'],@IADNAM1 supports the recommendations of the Joint Committee on Foreign Affairs &amp; Defence Report on the distribution of Covid-19 vaccines to developing countries... https://t.co/SsyLpBnfit,support recommendation joint committee foreign affair amp defence report distribution covid vaccine developing country
