,Unnamed: 0,id,created_at,edit_history_tweet_ids,text
0,0,1.5607417873998848e+18,2022-08-19 21:33:33+00:00,['1560741787399884800'],
1,1,1.5607395608162673e+18,2022-08-19 21:24:43+00:00,['1560739560816267265'],
2,2,1.5607320979664443e+18,2022-08-19 20:55:03+00:00,['1560732097966444545'],
3,3,1.5607320375015877e+18,2022-08-19 20:54:49+00:00,['1560732037501587456'],
4,4,1.560731953854546e+18,2022-08-19 20:54:29+00:00,['1560731953854545920'],
5,5,1.5607314232538726e+18,2022-08-19 20:52:22+00:00,['1560731423253872644'],
6,6,1.560402562951553e+18,2022-08-18 23:05:36+00:00,['1560402562951553025'],
7,7,1.5602902558734008e+18,2022-08-18 15:39:20+00:00,['1560290255873400841'],
8,8,1.560258534629073e+18,2022-08-18 13:33:17+00:00,['1560258534629072896'],
9,9,1.5601932991132877e+18,2022-08-18 09:14:04+00:00,['1560193299113287680'],
10,10,1.5599901661771735e+18,2022-08-17 19:46:53+00:00,['1559990166177173510'],
11,11,1.5594114642507366e+18,2022-08-16 05:27:20+00:00,['1559411464250736640'],
12,12,1.5592931487021466e+18,2022-08-15 21:37:11+00:00,['1559293148702146560'],
13,13,1.5592927204804116e+18,2022-08-15 21:35:29+00:00,['1559292720480411649'],
14,14,1.559289813605433e+18,2022-08-15 21:23:56+00:00,['1559289813605433344'],
15,15,1.5591515008022774e+18,2022-08-15 12:14:20+00:00,['1559151500802277376'],
16,16,1.5591485181865492e+18,2022-08-15 12:02:28+00:00,['1559148518186549250'],
17,17,1.5591456246033285e+18,2022-08-15 11:50:59+00:00,['1559145624603328518'],
18,18,1.5591445898183188e+18,2022-08-15 11:46:52+00:00,['1559144589818318859'],
19,19,1.5589259418748518e+18,2022-08-14 21:18:02+00:00,['1558925941874851845'],
20,20,1.558883809545814e+18,2022-08-14 18:30:37+00:00,['1558883809545814016'],
21,21,1.558883291079623e+18,2022-08-14 18:28:33+00:00,['1558883291079622661'],
22,22,1.558883253670609e+18,2022-08-14 18:28:24+00:00,['1558883253670608898'],
23,23,1.5588830870099476e+18,2022-08-14 18:27:45+00:00,['1558883087009947649'],
24,24,1.5588828791696138e+18,2022-08-14 18:26:55+00:00,['1558882879169613831'],
25,25,1.558702606633128e+18,2022-08-14 06:30:35+00:00,['1558702606633127938'],
