id,created_at,edit_history_tweet_ids,text,clean_text,nouns,lemm_nouns
1.5649273756951388e+18,2022-08-31 10:45:35+00:00,['1564927375695138817'],Youngest starts college today. Sitting with THAT for a moment or a million.,youngest starts college today sitting with that for a moment or a million,starts college today moment ,start college today moment
1.5649177286658212e+18,2022-08-31 10:07:15+00:00,['1564917728665821184'],Sometimes I get fan mail. Morning! https://t.co/ia7iLjGoLf,sometimes i get fan mail morning ,mail morning  ,mail morning
1.564805005974061e+18,2022-08-31 02:39:20+00:00,['1564805005974061056'],Love and peace,love and peace,love peace ,love peace
1.5647500493258588e+18,2022-08-30 23:00:58+00:00,['1564750049325858822'],@ArtCampli It’s not here yet but it’s comin!, it’s not here yet but it’s comin, comin ,comin
1.5646773547226726e+18,2022-08-30 18:12:06+00:00,['1564677354722672641'],When you are feeling like you actually kind of know what you are doing at your new job. Fleeting as it may be it’s still nice.,when you are feeling like you actually kind of know what you are doing at your new job fleeting as it may be it’s still nice,kind job fleeting ,kind job fleeting
1.5646458094797169e+18,2022-08-30 16:06:45+00:00,['1564645809479716864'],@jeannepors @kellwardell I am with you all in spirit. Can’t wait to send you pizza!,  i am with you all in spirit can’t wait to send you pizza, i spirit wait ,spirit wait
1.564645133974442e+18,2022-08-30 16:04:04+00:00,['1564645133974441984'],@shiftedshaped One thing at a time and breathe., one thing at a time and breathe,thing time breathe ,thing time breathe
1.564638802949378e+18,2022-08-30 15:38:54+00:00,['1564638802949378051'],@ShannonDowney Needed this very badly today, needed this very badly today, today ,today
1.564636022994047e+18,2022-08-30 15:27:52+00:00,['1564636022994046976'],@kellwardell I don’t doubt it. Hang in there sister, i don’t doubt it hang in there sister, i doubt sister ,doubt sister
1.5645492029900595e+18,2022-08-30 09:42:52+00:00,['1564549202990059520'],Thanks for the new stress dream brain. Totally fine. Not. Morning!,thanks for the new stress dream brain totally fine not morning,thanks stress dream brain morning ,thanks stress dream brain morning
1.5644401778120622e+18,2022-08-30 02:29:38+00:00,['1564440177812062209'],Love and peace,love and peace,love peace ,love peace
1.5644318723562373e+18,2022-08-30 01:56:38+00:00,['1564431872356237312'],@gkatz Bless your work your feelings and your nachos, bless your work your feelings and your nachos,work feelings nachos ,work feeling nacho
1.5644313509035745e+18,2022-08-30 01:54:34+00:00,['1564431350903574533'],@hillarykwiatek @Phillies Took my Tylenol PM because early shift is early. Love u!!,  took my tylenol pm because early shift is early love u, tylenol pm shift love u ,tylenol shift love
1.564429975025066e+18,2022-08-30 01:49:06+00:00,['1564429975025065985'],@hillarykwiatek @Phillies Damn I could never,  damn i could never, damn i ,damn
1.5642903940697948e+18,2022-08-29 16:34:27+00:00,['1564290394069794816'],@BrianovichIV Nurses vibes, nurses vibes, nurses ,nurse
1.5642594133970616e+18,2022-08-29 14:31:21+00:00,['1564259413397061635'],“Unpack more boxes mom I’m bored” https://t.co/xbAlsxhuSy,unpack more boxes mom i’m bored ,boxes  ,box
