id,created_at,edit_history_tweet_ids,text,clean_text,nouns,lemm_nouns
1.5649600512441876e+18,2022-08-31 12:55:26+00:00,['1564960051244187650'],@PeetAnita @sturdy_deborah Congratulations Anita from all at FoNS,  congratulations anita from all at fons, congratulations fons ,congratulation fons
1.564883954196484e+18,2022-08-31 07:53:03+00:00,['1564883954196484096'],"@high_secure_ld It was great to get funding from HEE SE, hence the geographical constraints of this funded programme We are happy to be commissioned by organisations or regions – with the right system-wide support, CS can contribute to supporting staff wellbeing @GraceatFoNS", it was great to get funding from hee se hence the geographical constraints of this funded programme we are happy to be commissioned by organisations or regions  with the right systemwide support cs can contribute to supporting staff wellbeing , funding se hence constraints programme organisations regions systemwide support cs staff  ,funding hence constraint programme organisation region systemwide support staff
1.5648811483119657e+18,2022-08-31 07:41:54+00:00,['1564881148311965697'],@MrsBosanquet @MarthaWhitfield @NurseScientists @JovinaBachynski @PNenwon @NPAPNDublin2022 @QueensuSON @Kibitkette @KTerna @KateatFoNS @riauni Indeed! @MarthaWhitfield @PNenwon @JovinaBachynski published with the @TheIPDJ earlier this year😊 Community of practice as a tool for reflexivity: creating space for novice nursing researchers to flourish https://t.co/B0gbYUx6l1,           indeed    published with the  earlier this year community of practice as a tool for reflexivity creating space for novice nursing researchers to flourish ,            year community practice tool reflexivity space nursing researchers  ,year community practice tool reflexivity space nursing researcher
1.5646258549399224e+18,2022-08-30 14:47:27+00:00,['1564625854939922433'],We've opened up new dates - please do check on the website https://t.co/S5FxXDS2Pa Funded programme for nurses AHPs in South East England region health and social care @karenabonner2 @SajidaHanif6 @BeddallHeidi @LizRix_PHU @PHU_NHS @SolentNHSTrust https://t.co/pCdo86nClk,we've opened up new dates  please do check on the website  funded programme for nurses ahps in south east england region health and social care       ,dates please  programme nurses england region health care        ,date please programme nurse england region health care
1.5645603722957332e+18,2022-08-30 10:27:15+00:00,['1564560372295733250'],Want to start sooner? Places are available to start 22 Sept! @PS_Oxford @clairestoppers @BibiMatthews @SRDuchessofKent @Gailgoddard4 https://t.co/S5FxXDS2Pa https://t.co/0YRYkuepKy,want to start sooner places are available to start sept       ,want sooner places        ,want sooner place
1.564534639011586e+18,2022-08-30 08:45:00+00:00,['1564534639011586049'],New dates being added all the time - now available up to Feb '23 - please take a look Fully-funded Resilience-based Clinical Supervision https://t.co/fEBVpjgoLB @RBNHSFT @Karen0Leary @BHFT @BobLmns @sarahlou_walker @FultonDebbie768 https://t.co/wS0ZtdN2KD,new dates being added all the time  now available up to feb   please take a look fullyfunded resiliencebased clinical supervision        ,dates time    look supervision         ,date time look supervision
1.564523290441515e+18,2022-08-30 07:59:54+00:00,['1564523290441515009'],Thanks for sharing @Suzanne02190370 - clinical supervision is so important https://t.co/y5Lj7Wq55i,thanks for sharing   clinical supervision is so important ,thanks   supervision  ,thanks supervision
1.562703827358417e+18,2022-08-25 07:30:00+00:00,['1562703827358416896'],New dates being added all the time - now available up to Feb '23 - please take a look Fully-funded Resilience-based Clinical Supervision https://t.co/fEBVpiYNU3 @NHS_Oxon @karen_lascelles @HospOx @NurseFlo4 @leaver_emma @sobellhouse https://t.co/rKg0PUEBaY,new dates being added all the time  now available up to feb   please take a look fullyfunded resiliencebased clinical supervision        ,dates time    look supervision         ,date time look supervision
1.562696275623121e+18,2022-08-25 07:00:00+00:00,['1562696275623120896'],"Hi @CroftsMarie @krj78 @OUH_TVTeam @SarahSt57058843 @Rachel24423128 This is a funded programme of Resilience-based Clinical Supervision for the SE - if you're interested, head over to https://t.co/S5FxXDS2Pa for dates and contact details nurses AHPs, health social care https://t.co/GrA3Cc9AVs",hi      this is a funded programme of resiliencebased clinical supervision for the se  if you're interested head over to  for dates and contact details nurses ahps health social care ,hi      programme supervision se  head dates contact details health care  ,programme supervision head date contact detail health care
1.5624395872505733e+18,2022-08-24 14:00:00+00:00,['1562439587250573312'],Delighted to share a blog from @Suzanne02190370 talking about #RBCS how she's supporting colleagues Part of our work with @TaviAndPort supported by @BurdettTrust It's a great read! #Cascade https://t.co/KdvL85wvWm @GraceatFoNS @MrsBosanquet @joatfons @SarahHa88622902 https://t.co/3AsyE0wvSO,delighted to share a blog from  talking about  how she's supporting colleagues part of our work with  supported by  it's a great read       ,share blog  colleagues part work          ,share blog colleague part work
1.5624005772999475e+18,2022-08-24 11:25:00+00:00,['1562400577299947520'],"Resources ready! Looking forward to working with the next group of highly dedicated early career LD nurses #FoNSLDFellowship Improving services today, building capacity for the future #CreatingCaringCultures @GiselleatFoNS @TheRealSprigger @DavidHarling1 @MAGEOFJUSTICE @TRoxz9 https://t.co/2oP8zhLsqW",resources ready looking forward to working with the next group of highly dedicated early career ld nurses  improving services today building capacity for the future       ,resources group career ld  services today building capacity future        ,resource group career service today building capacity future
1.562356538588729e+18,2022-08-24 08:30:00+00:00,['1562356538588729346'],New dates being added all the time - now available up to Feb '23 - please take a look Fully-funded Resilience-based Clinical Supervision https://t.co/S5FxXDS2Pa @MountbattenIW @SafetySamFoster @OUHospitals @HelenAndDouglas @OUH_Nursing https://t.co/lkv0EghhX4,new dates being added all the time  now available up to feb   please take a look fullyfunded resiliencebased clinical supervision       ,dates time    look supervision        ,date time look supervision
1.5623476236962775e+18,2022-08-24 07:54:35+00:00,['1562347623696277504'],It's brilliant to be able to offer this on a fully funded basis in the SE - so do take a look @cpe_medicine @BlackM1710 @Cath_Grant @teresa_buchan @smuff74 at the dates on the website https://t.co/S5FxXDS2Pa https://t.co/eRFihorzk8,it's brilliant to be able to offer this on a fully funded basis in the se  so do take a look      at the dates on the website  ,brilliant basis se  look     dates   ,brilliant basis look date
1.5623467586504458e+18,2022-08-24 07:51:08+00:00,['1562346758650445824'],Thanks @KarenDavies9040 it has been such a pleasure working with you https://t.co/anBtfgxUFU,thanks  it has been such a pleasure working with you ,thanks pleasure ,thanks pleasure
1.5619941513732915e+18,2022-08-23 08:30:00+00:00,['1561994151373291520'],Dates available starting Oct Nov for a fully funded programme of Resilience-based Clinical Supervision for the SE England region @RBCS_SE Open to nurses AHPs health social care https://t.co/fEBVpiYNU3 @WoodroffeFran @RickSomal @TeamIOWNHS @HIOWAHPs @PieterIoW @RBCS_SE https://t.co/KFpAFWdlt3,dates available starting oct nov for a fully funded programme of resiliencebased clinical supervision for the se england region  open to nurses ahps health social care        ,dates nov programme supervision se england region  nurses health care         ,date nov programme supervision england region nurse health care
1.5619920583232307e+18,2022-08-23 08:21:41+00:00,['1561992058323230723'],@kattolf @clinedFHFT @paedsedufh @lucytebbit @marystanton99 @Laura_Clarke29 @Lizmusax @Trisha27029290 @PearlyT95969396 @NawitiVance @LaszkiewiczM @AnyaTerry1 @NurseEdUK @TVHospice Thanks @kattolf we appreciate your support 😊,              thanks  we appreciate your support ,             thanks support  ,thanks support
1.5619892325702943e+18,2022-08-23 08:10:28+00:00,['1561989232570294272'],@ElizaMathew @RBCS_SE @islandpixie1 @donneywp @kattolf @anita_esser @joeisleofwight Thanks @ElizaMathew please keep in touch and let us know how it's going,       thanks  please keep in touch and let us know how it's going,      thanks touch ,thanks touch
1.5619866047801958e+18,2022-08-23 08:00:01+00:00,['1561986604780195840'],Have you seen this @PJS_IOW @IOWNHSHRD @jsmith_nhs @CarterSBethany @karenegrant1 @DanBuryTomorrow ? Please could you share with colleagues who might be interested. Many thanks Fully funded clinical supervision (champion cascade) nurses AHPs in SE https://t.co/S5FxXDS2Pa https://t.co/COwGykGDAO,have you seen this        please could you share with colleagues who might be interested many thanks fully funded clinical supervision champion cascade nurses ahps in se  ,      please share colleagues thanks supervision champion cascade nurses   ,please share colleague thanks supervision champion cascade nurse
1.5619767582194565e+18,2022-08-23 07:20:53+00:00,['1561976758219456516'],"We feel it should be a supportive experience and as you say, should be prioritised https://t.co/STIUqtgdeh",we feel it should be a supportive experience and as you say should be prioritised ,experience  ,experience
1.5616870748304425e+18,2022-08-22 12:09:48+00:00,['1561687074830442496'],@IWNHSClinicalEd @SarahIOW @hepworth_becky @iow_karen @IOWNHS @care_iow We look forward to hearing from you @5sue2,      we look forward to hearing from you ,     ,
