id,created_at,edit_history_tweet_ids,text,clean_text,non_english,nouns
1.564957081697919e+18,2022-08-31 12:43:38+00:00,['1564957081697918983'],@PeetAnita @sturdy_deborah Congratulations from all @TheQNI Anita #ExtraordinaryQN! Fantastic recognition of your work! So pleased for you.👏🏽👏🏼👏🏽👏🏼👏🏽👏🏼👏🏽,congratulation anita fantastic recognition work pleased,True,congratulation recognition work 
1.564699145398526e+18,2022-08-30 19:38:41+00:00,['1564699145398525953'],@fernandof1974 @Gailgoddard4 @TheQNI @NGSOpenGardens @GeorgePlumptre Thank you Francis! 😊,thank francis,True,thank francis 
1.564699005288067e+18,2022-08-30 19:38:08+00:00,['1564699005288067072'],"@clairenealeDCHS @TheQNI @DCHStrust @MichelleBatem16 We have them Claire, please contact @TheQNI for yours 🙂 https://t.co/EInzssbMcl",claire please contact,True,claire please contact 
1.5645173547843297e+18,2022-08-30 07:36:19+00:00,['1564517354784329733'],@claire_picton Thank you Claire!,thank claire,True,thank claire 
1.5645146658619924e+18,2022-08-30 07:25:38+00:00,['1564514665861992448'],@Gailgoddard4 @TheQNI @NGSOpenGardens Oh so sorry to be missing this today! My twin sons birthdays today first opportunity to be together in 6 months due to NHS shift work! Have a fantastic day to all the #ExtraordinaryQNs @GeorgePlumptre @NGSOpenGardens. I am with you in spirit!,sorry missing today twin son birthday today first opportunity together month due shift work fantastic day spirit,True,sorry today son birthday today opportunity month shift work day spirit 
1.563844588141437e+18,2022-08-28 11:02:59+00:00,['1563844588141436928'],@caspertown42 @alisonleary1 Brilliant! I met with @TheQNI Executive Nurses 3 weeks ago asked for their top 5 government actions needed as solutions to address current issues. This was number two on the list. Number one - save wasted senior time on competetive tendering of contracts during current crisis.,brilliant met executive nurse week ago asked top government action needed solution address current issue number two list number one save wasted senior time competetive tendering contract current crisis,True,executive nurse week government action solution address issue number list number save time tendering contract crisis 
1.5632110950110126e+18,2022-08-26 17:05:42+00:00,['1563211095011012608'],Please RT!! @SamSherrington @NurseEstherM @HelenHelenmehra @GabbieParham @stephlawrence5 @ogunso1 @CAlexanderNHS @johnunsworth10 @FSNA_UK @bekabex @JEdgington https://t.co/qDdlbqJETx,please,True,please 
1.5628440201494733e+18,2022-08-25 16:47:05+00:00,['1562844020149473280'],"Very much looking forward to day 3 of @TheQNI conference, with @WHO Chief Nurse @ICNurses Chief Executive in conversation on the State of the World's Nursing. TY @elizabeth_iro @HowardCatton https://t.co/L54hdbolBD",much looking forward day conference chief nurse chief executive conversation state world's nursing,True,day conference chief executive conversation state world nursing 
1.5628409704245084e+18,2022-08-25 16:34:58+00:00,['1562840970424508416'],@SimonLittlefie1 @TheQNI @ThirzaSawtell @TotterdellJac @MarshaLTJones @Toriwoo @SurreyDownsHC @SuttonHandC Congratulations Simon #ExtraordinaryQN 👏🏽👏🏼👏🏽👏🏼👏🏽👏🏼,congratulation simon,True,congratulation simon 
1.5625203033804923e+18,2022-08-24 19:20:45+00:00,['1562520303380492288'],@curwen_jessica @EmmaHaran1 @Gailgoddard4 @Samanth84763110 @SamSherrington @pauljebb1 Your QN family here will be full of helpful suggestions as well as my QNDN colleagues @BoranSue @AngieHack10 @saldri01 @DrAmandaYoung @agnes_fanning Have you identified a career champion who can help reflect with you? Also your DNSPQ fellow students?,family full helpful suggestion well qndn colleague identified career champion help reflect also dnspq fellow student,True,family helpful suggestion colleague career champion help student 
