,Unnamed: 0,id,created_at,edit_history_tweet_ids,text
0,0,1.5648895592629617e+18,2022-08-31 08:15:19+00:00,['1564889559262961664'],
1,1,1.5648894635405558e+18,2022-08-31 08:14:57+00:00,['1564889463540555777'],
2,2,1.5648893267727892e+18,2022-08-31 08:14:24+00:00,['1564889326772789248'],@SocialistNHS 💙
3,3,1.5641771676044e+18,2022-08-29 09:04:32+00:00,['1564177167604400129'],
4,4,1.5641771077810504e+18,2022-08-29 09:04:18+00:00,['1564177107781050368'],
5,5,1.5641770747803607e+18,2022-08-29 09:04:10+00:00,['1564177074780360708'],
6,6,1.564177028319961e+18,2022-08-29 09:03:59+00:00,['1564177028319961089'],
7,7,1.564176971336237e+18,2022-08-29 09:03:45+00:00,['1564176971336237072'],
8,8,1.564176938259911e+18,2022-08-29 09:03:37+00:00,['1564176938259910656'],
9,9,1.5641766890553385e+18,2022-08-29 09:02:38+00:00,['1564176689055338497'],
10,10,1.5641766500357775e+18,2022-08-29 09:02:29+00:00,['1564176650035777536'],
11,11,1.5641765493514977e+18,2022-08-29 09:02:05+00:00,['1564176549351497737'],
12,12,1.5641764111827272e+18,2022-08-29 09:01:32+00:00,['1564176411182727168'],
13,13,1.5641762935742996e+18,2022-08-29 09:01:04+00:00,['1564176293574299649'],
14,14,1.564176208274899e+18,2022-08-29 09:00:43+00:00,['1564176208274898945'],
15,15,1.5641761580648735e+18,2022-08-29 09:00:31+00:00,['1564176158064873472'],
16,16,1.5641759691994565e+18,2022-08-29 08:59:46+00:00,['1564175969199456257'],
17,17,1.5638060129975173e+18,2022-08-28 08:29:42+00:00,['1563806012997517312'],
18,18,1.563805931942576e+18,2022-08-28 08:29:22+00:00,['1563805931942576131'],
19,19,1.5638058838465618e+18,2022-08-28 08:29:11+00:00,['1563805883846561793'],
20,20,1.5638055107212165e+18,2022-08-28 08:27:42+00:00,['1563805510721216512'],
21,21,1.563805475719856e+18,2022-08-28 08:27:34+00:00,['1563805475719856128'],
22,22,1.563805408581587e+18,2022-08-28 08:27:18+00:00,['1563805408581586946'],
23,23,1.56380526092954e+18,2022-08-28 08:26:42+00:00,['1563805260929540100'],@stevewebb1 Great question and one I asked after the increase none of the answers I got made sense
24,24,1.5630837998181868e+18,2022-08-26 08:39:53+00:00,['1563083799818186753'],
25,25,1.563083668822061e+18,2022-08-26 08:39:21+00:00,['1563083668822061056'],
26,26,1.5630831925458412e+18,2022-08-26 08:37:28+00:00,['1563083192545841153'],
27,27,1.563074300164186e+18,2022-08-26 08:02:08+00:00,['1563074300164186112'],
28,28,1.5630742336173957e+18,2022-08-26 08:01:52+00:00,['1563074233617395714'],
29,29,1.5630742026596147e+18,2022-08-26 08:01:45+00:00,['1563074202659614720'],
30,30,1.5630735972659446e+18,2022-08-26 07:59:20+00:00,['1563073597265944577'],
31,31,1.5630735228632635e+18,2022-08-26 07:59:03+00:00,['1563073522863263746'],
32,32,1.563073495260889e+18,2022-08-26 07:58:56+00:00,['1563073495260889089'],
33,33,1.563073472644821e+18,2022-08-26 07:58:51+00:00,['1563073472644820992'],
34,34,1.5630734134425764e+18,2022-08-26 07:58:36+00:00,['1563073413442576384'],
35,35,1.563073316474491e+18,2022-08-26 07:58:13+00:00,['1563073316474490880'],
36,36,1.5630732912541243e+18,2022-08-26 07:58:07+00:00,['1563073291254124544'],
37,37,1.5630731995624243e+18,2022-08-26 07:57:45+00:00,['1563073199562424321'],
38,38,1.5630731321599795e+18,2022-08-26 07:57:29+00:00,['1563073132159979520'],
39,39,1.5630730918314025e+18,2022-08-26 07:57:20+00:00,['1563073091831402498'],
40,40,1.5630730455891558e+18,2022-08-26 07:57:09+00:00,['1563073045589155843'],
41,41,1.563072969458344e+18,2022-08-26 07:56:51+00:00,['1563072969458343937'],
42,42,1.5630728737153477e+18,2022-08-26 07:56:28+00:00,['1563072873715347457'],
43,43,1.5630728311092716e+18,2022-08-26 07:56:18+00:00,['1563072831109271552'],
44,44,1.5630727764784742e+18,2022-08-26 07:56:05+00:00,['1563072776478474240'],
45,45,1.5624730891744993e+18,2022-08-24 16:13:08+00:00,['1562473089174499328'],@JMPSimor Terrifying
46,46,1.5624729253575598e+18,2022-08-24 16:12:29+00:00,['1562472925357559808'],
47,47,1.5624728167330857e+18,2022-08-24 16:12:03+00:00,['1562472816733085706'],
48,48,1.5624727701973402e+18,2022-08-24 16:11:52+00:00,['1562472770197340161'],
49,49,1.5624727404806597e+18,2022-08-24 16:11:45+00:00,['1562472740480659457'],
50,50,1.562472720108888e+18,2022-08-24 16:11:40+00:00,['1562472720108888064'],
51,51,1.5624726728978022e+18,2022-08-24 16:11:29+00:00,['1562472672897802240'],
52,52,1.5624725976524022e+18,2022-08-24 16:11:11+00:00,['1562472597652402179'],
53,53,1.5624725256274125e+18,2022-08-24 16:10:54+00:00,['1562472525627412481'],
54,54,1.562472496649347e+18,2022-08-24 16:10:47+00:00,['1562472496649347077'],
55,55,1.5624724690256814e+18,2022-08-24 16:10:40+00:00,['1562472469025681413'],@derekjames150 10000000000000% in favour
56,56,1.5623574538781737e+18,2022-08-24 08:33:38+00:00,['1562357453878173696'],
57,57,1.5623573759269274e+18,2022-08-24 08:33:20+00:00,['1562357375926927360'],
58,58,1.5623572525053624e+18,2022-08-24 08:32:50+00:00,['1562357252505362432'],
59,59,1.5623570727500595e+18,2022-08-24 08:32:07+00:00,['1562357072750059520'],
60,60,1.5623569311419597e+18,2022-08-24 08:31:34+00:00,['1562356931141959680'],
61,61,1.5623568664993628e+18,2022-08-24 08:31:18+00:00,['1562356866499362816'],
62,62,1.5623568536690893e+18,2022-08-24 08:31:15+00:00,['1562356853669089280'],
63,63,1.5623568444373156e+18,2022-08-24 08:31:13+00:00,['1562356844437315584'],
64,64,1.5623470671707668e+18,2022-08-24 07:52:22+00:00,['1562347067170766848'],
65,65,1.5620218425582633e+18,2022-08-23 10:20:02+00:00,['1562021842558263296'],
66,66,1.5620217215023596e+18,2022-08-23 10:19:34+00:00,['1562021721502359552'],
67,67,1.5620216804569088e+18,2022-08-23 10:19:24+00:00,['1562021680456908800'],
68,68,1.5619805150869012e+18,2022-08-23 07:35:49+00:00,['1561980515086901248'],
69,69,1.5619804613286134e+18,2022-08-23 07:35:36+00:00,['1561980461328613378'],
70,70,1.561686290633982e+18,2022-08-22 12:06:41+00:00,['1561686290633981954'],
71,71,1.5616640637755963e+18,2022-08-22 10:38:21+00:00,['1561664063775596545'],
72,72,1.5616640360260567e+18,2022-08-22 10:38:15+00:00,['1561664036026056706'],
73,73,1.5616639566070252e+18,2022-08-22 10:37:56+00:00,['1561663956607025158'],
74,74,1.5616638253085243e+18,2022-08-22 10:37:24+00:00,['1561663825308524544'],
75,75,1.561663778084864e+18,2022-08-22 10:37:13+00:00,['1561663778084864000'],
76,76,1.5616637469295616e+18,2022-08-22 10:37:06+00:00,['1561663746929561601'],
77,77,1.5616637240330322e+18,2022-08-22 10:37:00+00:00,['1561663724033032194'],
78,78,1.5616636884483768e+18,2022-08-22 10:36:52+00:00,['1561663688448376832'],
79,79,1.5616629675648778e+18,2022-08-22 10:34:00+00:00,['1561662967564877824'],
80,80,1.5616628424487977e+18,2022-08-22 10:33:30+00:00,['1561662842448797696'],
81,81,1.5616627111209902e+18,2022-08-22 10:32:59+00:00,['1561662711120990208'],
82,82,1.561662645480063e+18,2022-08-22 10:32:43+00:00,['1561662645480062977'],
83,83,1.5616626063389204e+18,2022-08-22 10:32:34+00:00,['1561662606338920449'],
84,84,1.561662564152623e+18,2022-08-22 10:32:24+00:00,['1561662564152623105'],
85,85,1.5609807517886956e+18,2022-08-20 13:23:07+00:00,['1560980751788695552'],
86,86,1.5609804634848215e+18,2022-08-20 13:21:58+00:00,['1560980463484821510'],
87,87,1.560980340667302e+18,2022-08-20 13:21:29+00:00,['1560980340667301891'],
88,88,1.5609802879616328e+18,2022-08-20 13:21:16+00:00,['1560980287961632768'],
89,89,1.5609801242579845e+18,2022-08-20 13:20:37+00:00,['1560980124257984513'],
90,90,1.5609800354812475e+18,2022-08-20 13:20:16+00:00,['1560980035481247750'],
91,91,1.560979908465234e+18,2022-08-20 13:19:46+00:00,['1560979908465233920'],
92,92,1.5609798185435177e+18,2022-08-20 13:19:25+00:00,['1560979818543517696'],
93,93,1.560979770749354e+18,2022-08-20 13:19:13+00:00,['1560979770749353986'],
94,94,1.5609797027471114e+18,2022-08-20 13:18:57+00:00,['1560979702747111424'],
95,95,1.5609796705851963e+18,2022-08-20 13:18:49+00:00,['1560979670585196548'],
96,96,1.5609796194105467e+18,2022-08-20 13:18:37+00:00,['1560979619410546694'],
97,97,1.5609795602163343e+18,2022-08-20 13:18:23+00:00,['1560979560216334342'],
98,98,1.560914665848377e+18,2022-08-20 09:00:31+00:00,['1560914665848377348'],
99,99,1.560914557719253e+18,2022-08-20 09:00:05+00:00,['1560914557719252992'],
100,100,1.560913800919933e+18,2022-08-20 08:57:05+00:00,['1560913800919932929'],
101,101,1.5609137833877422e+18,2022-08-20 08:57:00+00:00,['1560913783387742208'],
102,102,1.5609137297761403e+18,2022-08-20 08:56:48+00:00,['1560913729776140288'],
103,103,1.5609136824141455e+18,2022-08-20 08:56:36+00:00,['1560913682414145542'],
104,104,1.5609136288402145e+18,2022-08-20 08:56:24+00:00,['1560913628840214528'],
105,105,1.5609135821870244e+18,2022-08-20 08:56:13+00:00,['1560913582187024385'],
106,106,1.5609135403404e+18,2022-08-20 08:56:03+00:00,['1560913540340400130'],
