id,created_at,edit_history_tweet_ids,text,clean_text,nouns,lemm_nouns
1.5650996476384625e+18,2022-08-31 22:10:08+00:00,['1565099647638462465'],"Thank you everyone for another amazing year and to @Chelles2Sorley 👏🏻👏🏻👏🏻 a wonderful, deserving team leader ‘You really do rock’ 🙌🏻💪🏻#WestHertsActive #NursesActive https://t.co/WIZ4brBEPd https://t.co/JKPiD3i3Hz",thank you everyone for another amazing year and to   a wonderful deserving team leader you really do rock    ,thank everyone year deserving team leader     ,thank everyone year deserving team leader
1.5650862277783962e+18,2022-08-31 21:16:49+00:00,['1565086227778396164'],@charlie_fox_uk @WestHertsNHS @FlexNHS Well deserved Charlotte and an amazing 🤩 team,   well deserved charlotte and an amazing  team,  charlotte  team ,charlotte team
1.5648733696019046e+18,2022-08-31 07:10:59+00:00,['1564873369601904641'],@HealthKeely @MitraB95 @whhtmaternity @WestHertsNHS Goodbye and good luck Keely,    goodbye and good luck keely,   goodbye luck ,goodbye luck
1.5647033924375716e+18,2022-08-30 19:55:34+00:00,['1564703392437571585'],@MichelleMulvan2 @Chelles2Sorley @GlynisBenett @AndreaHone1 @BonitaSparkes @MitraB95 @guccichelle @paula4767 @bronaghOrphani1 @preemodi @Kirsty_Soos @triggervicky @NocontactAb @karhod21 @parkrun @letchworthprkrn @ZSLWhipsnadeZoo @WestHertsNHS @DacorumBC Day 30: A few steps plus I got up on the roof but no photo. #NursesActive #WestHertsActive https://t.co/RzcduA9j39,                   day a few steps plus i got up on the roof but no photo   ,                  day steps i roof photo  ,day step roof photo
1.5643099509853798e+18,2022-08-29 17:52:10+00:00,['1564309950985379840'],@MitraB95 There has been a lot of food on your active rounds 🤷🏻‍♀️, there has been a lot of food on your active rounds , lot food rounds ,lot food round
1.564289401412354e+18,2022-08-29 16:30:31+00:00,['1564289401412354048'],@MitraB95 Lovely place and I remember when it was the fisheries and in a real back water with only people who lived on the barges 😊, lovely place and i remember when it was the fisheries and in a real back water with only people who lived on the barges , place i fisheries water people barges ,place fishery water people barge
1.5642871058319524e+18,2022-08-29 16:21:23+00:00,['1564287105831952385'],@Chelles2Sorley @MichelleMulvan2 @GlynisBenett @AndreaHone1 @BonitaSparkes @MitraB95 @guccichelle @paula4767 @bronaghOrphani1 @preemodi @Kirsty_Soos @triggervicky @NocontactAb @karhod21 @parkrun @letchworthprkrn @ZSLWhipsnadeZoo @WestHertsNHS @DacorumBC I am a slow coach and cramping his style 😂 with all my photos for #NursesActive #WestHertsActive https://t.co/WxUG2EXoGa,                   i am a slow coach and cramping his style  with all my photos for   ,                  i coach style  photos    ,coach style photo
1.564286847093703e+18,2022-08-29 16:20:22+00:00,['1564286847093702656'],@Chelles2Sorley @MichelleMulvan2 @GlynisBenett @AndreaHone1 @BonitaSparkes @MitraB95 @guccichelle @paula4767 @bronaghOrphani1 @preemodi @Kirsty_Soos @triggervicky @NocontactAb @karhod21 @parkrun @letchworthprkrn @ZSLWhipsnadeZoo @WestHertsNHS @DacorumBC Such a lovely park to stroll in and around as so much to see and do. Lovely to see so many families still enjoying it like mine did when I was little #NursesActive #WestHertsActive https://t.co/Vd0PBEjeAv,                   such a lovely park to stroll in and around as so much to see and do lovely to see so many families still enjoying it like mine did when i was little   ,                  park families mine i   ,park family mine
1.5642861648608666e+18,2022-08-29 16:17:39+00:00,['1564286164860866565'],@Chelles2Sorley @MichelleMulvan2 @GlynisBenett @AndreaHone1 @BonitaSparkes @MitraB95 @guccichelle @paula4767 @bronaghOrphani1 @preemodi @Kirsty_Soos @triggervicky @NocontactAb @karhod21 @parkrun @letchworthprkrn @ZSLWhipsnadeZoo @WestHertsNHS @DacorumBC On the way back #NursesActive #WestHertsActive https://t.co/29dSJMb6uM,                   on the way back   ,                  way    ,way
1.5642859981581926e+18,2022-08-29 16:16:59+00:00,['1564285998158192640'],@Chelles2Sorley @MichelleMulvan2 @GlynisBenett @AndreaHone1 @BonitaSparkes @MitraB95 @guccichelle @paula4767 @bronaghOrphani1 @preemodi @Kirsty_Soos @triggervicky @NocontactAb @karhod21 @parkrun @letchworthprkrn @ZSLWhipsnadeZoo @WestHertsNHS @DacorumBC Museum new at the back #NursesActive #WestHertsActive https://t.co/Ex8jCBHQ7a,                   museum new at the back   ,                     ,
