,id,created_at,edit_history_tweet_ids,text
0,1.5650815255736197e+18,2022-08-31 20:58:08+00:00,['1565081525573619712'],@RachelPiXL It really is a jungle out there ...
1,1.5650564584080384e+18,2022-08-31 19:18:31+00:00,['1565056458408038402'],@tornadosmith Fabulous. Enjoy. G
2,1.5650490007676682e+18,2022-08-31 18:48:53+00:00,['1565049000767668224'],"The view from here: Suffolk’s big skies at their restorative best tonight, during our walk with Molly B #PredictableIKnow https://t.co/0dYjcyHHln"
3,1.5650474979443507e+18,2022-08-31 18:42:55+00:00,['1565047497944350720'],@Morsecat @GloriaDePiero 😉
4,1.5650204691656868e+18,2022-08-31 16:55:31+00:00,['1565020469165686785'],@JournoBecky @Gelato_Village @leicslive Much-needed good news. A Leicester landmark. Congratulations to the whole team. G
5,1.5650150941819904e+18,2022-08-31 16:34:09+00:00,['1565015094181990403'],The unconscionable choices being left to school &amp; college leaders as they attempt to deal with the education funding crisis: my conversation today with @GloriaDePiero @GBNEWS: https://t.co/ogwAL6KP3N
6,1.5648603134885274e+18,2022-08-31 06:19:07+00:00,['1564860313488527360'],"RT @simonkidwell: Early morning start with @BenMBoulosfrom @BBCBreakfast reporting from school today. 
Ben is finding out about the tsunami…"
7,1.5646684943267594e+18,2022-08-30 17:36:53+00:00,['1564668494326759425'],"“These are exponential increases on budgets. The government has to intervene. I don’t see it as a choice. You cannot let public services fail”: the funding 'catastrophe' in schools &amp; colleges, including comments from @asclpresident and @asclpastpres @tes https://t.co/uf3281SirB https://t.co/mOCq3hIktx"
8,1.5644900421474714e+18,2022-08-30 05:47:47+00:00,['1564490042147471360'],"“In over 20 years leading schools I have never before been faced with such a shock to our budget"": former @ASCL_UK president Richard Sheriff on the devastating combination of increasing energy costs and pay bills: https://t.co/ciNvLARNuF"
9,1.5643575867193303e+18,2022-08-29 21:01:27+00:00,['1564357586719330309'],@roberthmw @SHHomePlace Count me in!
10,1.5643310334153236e+18,2022-08-29 19:15:56+00:00,['1564331033415323652'],"“We’re extremely concerned that the new term will see schools &amp; colleges in the midst of a full-blown funding crisis, having to make impossible choices about where to make cuts”: the story that’s likely to dominate the coming weeks ⁦@ASCL_UK:⁩  https://t.co/dmWk6XFvKP"
11,1.5643281204585677e+18,2022-08-29 19:04:22+00:00,['1564328120458567682'],"The view from here: my walk with Molly B tonight, with a distinct early hint of autumn in the air https://t.co/VEK1u0NP6b"
12,1.5642524100124877e+18,2022-08-29 14:03:31+00:00,['1564252410012487680'],"@ourburysteds We came back today, and the buzz was just as great as yesterday. Thanks to all involved who - in these bleak times - brought such fun, community spirit, and optimism to this bank holiday weekend. Brilliant work. Lovely too to bump into so many former pupils and parents."
13,1.5642473537327596e+18,2022-08-29 13:43:26+00:00,['1564247353732759552'],"The view from here: despite having lived in Suffolk for 25 years, this was our first visit to Clare castle and country park. Lovely. https://t.co/81CQSiPDu5"
14,1.5641760756384072e+18,2022-08-29 09:00:12+00:00,['1564176075638407168'],"@catrionabeck @SangitaMyska A superb, calm, utterly authoritative response. Bravo."
15,1.5641745521874289e+18,2022-08-29 08:54:08+00:00,['1564174552187428864'],"""Late August, given heavy rain and sun
For a full week, the blackberries would ripen ...""  
Seamus Heaney's magnificent poem, 'Blackberry-Picking'
@PoetryFound: 
https://t.co/el6bQzLCjD https://t.co/NUi5YSsBT6"
16,1.563957984396546e+18,2022-08-28 18:33:35+00:00,['1563957984396546048'],"@MarkourbseBID @ourburysteds @StovesUK @arc_shopping A brilliant event, Mark. We brought our guests @pepediiasio and @TheresaDiiasio, and had a fabulous time. In fact, we’re coming back tomorrow to eat some great street food, and to savour the sheer joy of Bury St Edmunds. Great work by all involved. https://t.co/dJOWRcJMxO"
17,1.5639382548602593e+18,2022-08-28 17:15:11+00:00,['1563938254860259328'],"The view from here: the end of a lovely joyful lunch here in Suffolk with ⁦@ASCL_UK⁩ presidents past and present: ⁦@richard4cett⁩ (2000) and ⁦@pepediiasio⁩ (2022), plus Yours Truly, our partners, and ⁦@ASCL_UK⁩ mascot Molly B. https://t.co/ECmCOVEkuL"
18,1.5635794010818847e+18,2022-08-27 17:29:13+00:00,['1563579401081884673'],@david_gower83 @asclpresident @pepediiasio Yes: months of planning 😉
19,1.5635789108973855e+18,2022-08-27 17:27:16+00:00,['1563578910897385472'],The view from here (2/2): naturally our day in Aldeburgh includes lunch @AldeLighthouse and book-buying @AldeBooks: the authentic Suffolk experience for @pepediiasio https://t.co/MHrHb3TM5g
20,1.563575544775856e+18,2022-08-27 17:13:54+00:00,['1563575544775856129'],"The view from here (1/2): delighted to welcome @asclpresident @pepediiasio and his wife Theresa for a first visit to Suffolk, a hello to Molly B, and a trip to Aldeburgh … https://t.co/6ubejn6NOZ"
21,1.5634488315301396e+18,2022-08-27 08:50:23+00:00,['1563448831530139649'],"@MartinB64042444 Gosh. That’s very kind. Thank you, Martin. G"
22,1.5634052287578972e+18,2022-08-27 05:57:07+00:00,['1563405228757897216'],"“The answer is not to redirect resources away from London, but to ensure that all schools across the country have the funding and support they need to address educational inequalities”: my comments for ⁦@ASCL_UK⁩ on what ‘levelling up’ should mean: https://t.co/nUDT8M9cXR"
23,1.5630484228859494e+18,2022-08-26 06:19:18+00:00,['1563048422885949441'],“The strong indication we are hearing from school and college leaders is that mitigations must happen in exams next year because next year’s cohort will have also been heavily impacted by Covid”: my comments on behalf of ⁦@ASCL_UK⁩:   https://t.co/9XwUMC1Ni7
24,1.5629074492415017e+18,2022-08-25 20:59:07+00:00,['1562907449241501698'],"@DulberAziz @ASCL_UK @ClassicFM So lovely to hear from you, Dulber. I have such happy memories of our Suffolk partnership with your school in Kurdistan, and that ground-breaking work by Youth Sport Trust on developing young leaders. Hope you are well. G"
25,1.5628988668776407e+18,2022-08-25 20:25:01+00:00,['1562898866877640705'],"""This decline in GCSE Music is driven by government performance measures which favour some academic subjects at the expense of others, and funding pressures which make small classes difficult to sustain”: my comments for @ASCL_UK via @ClassicFM: https://t.co/YGXxYWsnRt https://t.co/Vu80FtU8I6"
26,1.5628970441295995e+18,2022-08-25 20:17:47+00:00,['1562897044129599490'],@Heatherleatt @MoreMorrow @miss_mcinerney ☺️
27,1.5628922369245348e+18,2022-08-25 19:58:41+00:00,['1562892236924534784'],"@Stillteaches @KayBurley @SkyNews Thanks, Yvonne. G"
28,1.5628134455435835e+18,2022-08-25 14:45:35+00:00,['1562813445543583745'],From a rain-sodden London today @ASCL_UK's @Tom_Middlehurst and I discuss some implications of today's GCSE results: https://t.co/OxZsgvp3Sa https://t.co/fzsJkFciX8
29,1.5627421113087795e+18,2022-08-25 10:02:08+00:00,['1562742111308779521'],"""Regional implications; destinations mattering more than grades; and the underfunding of education"": the conversation this morning between @KayBurley and me @SkyNews https://t.co/h9cinzGDhX https://t.co/Y1FG6msCOQ"
30,1.5627053024697836e+18,2022-08-25 07:35:52+00:00,['1562705302469783554'],My conversation this morning with @KayBurley @SkyNews  on the underfunding of education …. https://t.co/Z58C7vxXJP
31,1.562700104922202e+18,2022-08-25 07:15:13+00:00,['1562700104922202112'],@stockportASBM Geoff.barton@ascl.org.uk
32,1.56256836457241e+18,2022-08-24 22:31:43+00:00,['1562568364572409863'],"Am in London tonight, ahead of GCSE results day. Bought a last-minute ticket for ‘Cabaret’ @kitkatclubLDN, and it’s one of the most life-enhancing, poignant, disturbing shows I’ve seen. That, plus my walk through London, reminded me of why arts, design, technology matter so much. https://t.co/jHKHQtFxOA"
