id,created_at,edit_history_tweet_ids,text,clean_text,nouns
1.5538169866055516e+18,2022-07-31 18:56:52+00:00,['1553816986605551616'],Took a group of women to do what a group of men have been trying to do for 60 years. Well done England well done Lionesses! In front of a time crowd too!,took a group of women to do what a group of men have been trying to do for years well done england well done lionesses in front of a time crowd too,group woman group year england lioness front time crowd
1.5530887554934784e+18,2022-07-29 18:43:08+00:00,['1553088755493478402'],Hearing Tories say pay can't keep up with inflation is sickening. They're saying its acceptable for people to get poorer every year!,hearing tories say pay can't keep up with inflation is sickening they're saying its acceptable for people to get poorer every year,tory inflation people year
1.5530885058191565e+18,2022-07-29 18:42:09+00:00,['1553088505819156481'],Not been on twitter much in years but found I'm being followed by a MAT CEO. Given my views on academies not sure y!,not been on twitter much in years but found i'm being followed by a mat ceo given my views on academies not sure y,twitter year view academy
1.549639938471301e+18,2022-07-20 06:18:46+00:00,['1549639938471301120'],@tattybob2 @matilda__martin @educationgovuk Teachers in FE aren't subject to the STRB proposals. You have separate pay negotiations,   teachers in fe aren't subject to the strb proposals you have separate pay negotiations,teacher subject strb proposal negotiation
1.5255770335390024e+18,2022-05-14 20:41:23+00:00,['1525577033539002368'],Iceland... Bit dull. Reminds me of some sort of Carly Simon tribute act #Eurovision,iceland bit dull reminds me of some sort of carly simon tribute act ,iceland sort tribute
1.5145570749606994e+18,2022-04-14 10:52:00+00:00,['1514557074960699392'],@KezTownsend @DanielKebedeNEU Nature called,  nature called,nature
1.5145388167234232e+18,2022-04-14 09:39:27+00:00,['1514538816723423237'],@KezTownsend This ammendment is designed to scrap honoraria, this ammendment is designed to scrap honoraria,ammendment honorarium
1.514538065842344e+18,2022-04-14 09:36:28+00:00,['1514538065842343937'],@KezTownsend No one gets honoraria that's worth more than an annual salary, no one gets honoraria that's worth more than an annual salary,salary
1.5142494439729807e+18,2022-04-13 14:29:35+00:00,['1514249443972980745'],#NEU2022 brilliant letter from my Union to Michael Fabricant https://t.co/UbK9bzsvra, brilliant letter from my union to michael fabricant ,letter union
1.5142287298616156e+18,2022-04-13 13:07:16+00:00,['1514228729861615625'],#2022 stop calling it an app! It's not an app!, stop calling it an app it's not an app,stop
1.5139018308326318e+18,2022-04-12 15:28:18+00:00,['1513901830832631808'],What's the point of having the clock if people are going to keep going over! #NEU2022,what's the point of having the clock if people are going to keep going over ,point clock people
1.5139015805081846e+18,2022-04-12 15:27:18+00:00,['1513901580508184580'],@TonyDowling I beg to differ my friend., i beg to differ my friend,friend
