Unnamed: 0,id,created_at,edit_history_tweet_ids,text,clean_text,non_english,whitespace
0,1.5650218445367132e+18,2022-08-31 17:00:59+00:00,['1565021844536713220'],"We've put together a few steps for teachers to take before the new term starts to help ease you back into the classroom. 🎒📚🍎

Take a look: https://t.co/1kI69yYC35 

#backtoschool https://t.co/wW92poiuZR","weve put together a few steps for teachers to take before the new term starts to help ease you back into the classroom 

take a look  

 ",True,False
1,1.564948666347131e+18,2022-08-31 12:10:12+00:00,['1564948666347130880'],@_jopayne @Josh_CPD Glad you've enjoyed it!,  glad youve enjoyed it,True,False
3,1.5646594404265574e+18,2022-08-30 17:00:55+00:00,['1564659440426557443'],"Teaching Assistant? ⭐️🙋

Register your interest now and be the first to hear more about our new Associate Membership, for Teaching Assistants and those supporting teachers in the classroom.

👉 https://t.co/Nqh9fzJfwf

#TA #TeachingAssistant #ClassroomSupport #CharteredCollege https://t.co/sLABap1qS7","teaching assistant 

register your interest now and be the first to hear more about our new associate membership for teaching assistants and those supporting teachers in the classroom

 

    ",True,False
5,1.5646292789264466e+18,2022-08-30 15:01:04+00:00,['1564629278926446597'],"Fellowship (FCCT) was established to recognise the commitment and achievements of teachers and school leaders. It is a formal mark of their achievements, skills and expertise as a teaching professional. 

Nominate a colleague for Fellowship today: https://t.co/RMl3nwkSyb https://t.co/B0X6uUcDq9","fellowship fcct was established to recognise the commitment and achievements of teachers and school leaders it is a formal mark of their achievements skills and expertise as a teaching professional 

nominate a colleague for fellowship today  ",True,False
7,1.5645535648439173e+18,2022-08-30 10:00:12+00:00,['1564553564843917312'],"Teacher or School Leader?

With our new Chartered Status pathways, you can choose what’s right for you. 

Enrol today to begin your Chartered Status journey in September. 

https://t.co/w35rB738ZN

#edutwitter #charteredteacher #cteach https://t.co/WJrEGDr4Tg","teacher or school leader

with our new chartered status pathways you can choose what’s right for you 

enrol today to begin your chartered status journey in september 



   ",True,False
8,1.5645233946824704e+18,2022-08-30 08:00:19+00:00,['1564523394682470400'],"Recently finished an NPQ? Congrats! 🎉

Find out how you can use your qualification as credits towards Chartered Status. 🎓

https://t.co/nbxm3Z0H3s

#CharteredStatus #CharteredTeacher #SchoolLeadership #NPQ #NPQML #NPQSL #NPQH #NPQEH  #NPQLTD  #NPQLT #NPQLBC #NPQLL https://t.co/q22a8yYAuK","recently finished an npq congrats 

find out how you can use your qualification as credits towards chartered status 



              ",True,False
9,1.56414835068919e+18,2022-08-29 07:10:01+00:00,['1564148350689189889'],"We are partnering up with @ACAMH to present another FREE webinar, which brings together teachers and leaders from a range of settings to consider how they are supporting pupils in the school to understand bullying and loneliness.

Sign up here: https://t.co/wg214DwUUA https://t.co/MarTGQBAIT","we are partnering up with  to present another free webinar which brings together teachers and leaders from a range of settings to consider how they are supporting pupils in the school to understand bullying and loneliness

sign up here  ",True,False
10,1.563934493832102e+18,2022-08-28 17:00:14+00:00,['1563934493832101891'],"New Impact, Associate Membership, calls for case studies and more!

Check out what's coming up this Autumn term at the Chartered College. 🍂🎃

https://t.co/0oURoPUNsJ

#backtoschool #autumnterm https://t.co/oJLfVttSsZ","new impact associate membership calls for case studies and more

check out whats coming up this autumn term at the chartered college 



  ",True,False
11,1.5639043716618732e+18,2022-08-28 15:00:32+00:00,['1563904371661873152'],"Teaching Assistant? 👧⭐️

Register your interest now and be the first to hear more about our new Associate Membership, for Teaching Assistants and those supporting teachers in the classroom.

👉 https://t.co/C0bj7fo2IT

#TA #TeachingAssistant #ClassroomSupport #CharteredCollege https://t.co/v8o43zjXfB","teaching assistant 

register your interest now and be the first to hear more about our new associate membership for teaching assistants and those supporting teachers in the classroom

 

    ",True,False
12,1.5638287534527488e+18,2022-08-28 10:00:04+00:00,['1563828753452748800'],"This research review, by the Chartered College's Education and Research Project Specialist, Vic Cook, provides practical suggestions on how to recognise signs of mental health concerns and strategies for coping with anxiety. 

Read it here: https://t.co/b5er0kkaOG

#BackToSchool https://t.co/9CHRIaku0I","this research review by the chartered colleges education and research project specialist vic cook provides practical suggestions on how to recognise signs of mental health concerns and strategies for coping with anxiety 

read it here 

 ",True,False
