id,created_at,edit_history_tweet_ids,text,clean_text
1.5614185727604326e+18,2022-08-21 18:22:52+00:00,['1561418572760432645'],The train from Dublin to Belfast has to be one of the prettiest journeys ever… https://t.co/SSDSvIoGfU,ha
1.5542300095351112e+18,2022-08-01 22:18:05+00:00,['1554230009535111174'],@theeayatollah Donegal is so beautiful and I need to go back soon! Back to Belfast for a week in the middle of August - I’ll hopefully nip up the north coast for a day if I’m able to!,go im
1.5542265250708193e+18,2022-08-01 22:04:14+00:00,['1554226525070819329'],@theeayatollah Had a caravan in Ballycastle til I was 18 then went to uni in Coleraine so I had the north coast close by til I moved to Newcastle for PGCE! Absolutely loved every second of it,wa
1.554224299682177e+18,2022-08-01 21:55:23+00:00,['1554224299682177024'],"@theeayatollah One of the best beaches along the north coast!! Toss up between Castlerock, Ballycastle and Benone in my opinion!",
1.5520458862592164e+18,2022-07-26 21:39:09+00:00,['1552045886259216384'],Happy holidays!! Here’s to 6 weeks off ✨👏🏻 https://t.co/iJxl8Qer2C,
1.550566824479232e+18,2022-07-22 19:41:53+00:00,['1550566824479232001'],@Deborah24780132 Good luck for the future Jake! 💙,
1.5465602903425065e+18,2022-07-11 18:21:21+00:00,['1546560290342506498'],So so blessed with the size of my classroom next year! Bring on transition day tomorrow with my lovely little soon to be Year 1 children! ✨ https://t.co/BZ1KDlZw0Q,
1.5334596513287127e+18,2022-06-05 14:44:05+00:00,['1533459651328712706'],@LumoTravel Thanks - do you know whereabouts the train is now?,
1.5332267773043548e+18,2022-06-04 23:18:44+00:00,['1533226777304354819'],Felt pretty cool being on the Elizabeth line today! https://t.co/m50ocSGWbe,
1.533226188889641e+18,2022-06-04 23:16:24+00:00,['1533226188889640961'],The Script were once again unreal!! @TheO2 https://t.co/f4SxkkFGmj,
1.5332212482553774e+18,2022-06-04 22:56:46+00:00,['1533221248255377408'],"Oh I do love a trip to London where you have no clear plans… the result of which meant us walking 11.3miles equalling nearly 25,000 steps. It’s safe to say I am shattered 🤣 https://t.co/8i4XgJTmEC",oh u
1.5328448095930122e+18,2022-06-03 22:00:56+00:00,['1532844809593012225'],Life of Pi in the West End was just incredible 😍✨ @LifeOfPiWestEnd,pi wa
1.5319764155408138e+18,2022-06-01 12:30:14+00:00,['1531976415540813824'],bday at the beach… hello 27! ✨☺️ https://t.co/8iB7kr1qeh,
1.5197746338677555e+18,2022-04-28 20:24:43+00:00,['1519774633867755522'],@Ms_T_Primary Smashed it though!!🥰✨,
1.5197673508447355e+18,2022-04-28 19:55:47+00:00,['1519767350844735489'],Ofsted = completed ✅✅✅,
1.5129010629398774e+18,2022-04-09 21:11:36+00:00,['1512901062939877385'],A well deserved Easter break… ✨,
1.504536548217434e+18,2022-03-17 19:14:00+00:00,['1504536548217434112'],Liam told me I wasn’t getting French doors when we bought our house. Today the French doors got installed. Guess who won that argument? 😅😇🤣 https://t.co/p9KJLB4oUW,
1.5038097621395128e+18,2022-03-15 19:06:01+00:00,['1503809762139512833'],@MrsHJHunter I’m currently reading Charlotte’s Web which my class are loving!,im
1.503142492333564e+18,2022-03-13 22:54:31+00:00,['1503142492333563916'],Our Reno at No 61 continues ✨ I’ll be builder before I know it… Our separate toilet and bathroom are no more! https://t.co/TWbsuadJGF,
1.495502638254801e+18,2022-02-20 20:56:28+00:00,['1495502638254800900'],"Don’t worry, Elfie, I feel the same way as you do right now. https://t.co/WFwibz5RhW",
1.495501051797123e+18,2022-02-20 20:50:10+00:00,['1495501051797123076'],Half term = catching up on all the tv I’ve missed in the last 7 weeks 🤣,tv
1.495490104827302e+18,2022-02-20 20:06:40+00:00,['1495490104827301890'],@MichelleCox7 I may have accidentally on purpose done this…😅😅 we will have the bath below the window and I thin it would be a lovely feature!,
1.4954894864274145e+18,2022-02-20 20:04:13+00:00,['1495489486427414532'],@MichelleCox7 It’s easier going back to the brick than taking the tiles off! I despise tile cement 🤣🤣,
1.495486925716734e+18,2022-02-20 19:54:02+00:00,['1495486925716733954'],However freshly plastered walls and a newly discovered original fireplace in the living room makes up for the current state of the bathroom… can’t wait to take this chimney breast back to the brick😍 https://t.co/uxMNzxQHkl,
1.4954851451466998e+18,2022-02-20 19:46:58+00:00,['1495485145146699784'],Happy half term means removing 2 layered sets of tiles on my bathroom that hasn’t been touched since 1970🙄😩 https://t.co/iEao7tWoto,
1.4944261335211213e+18,2022-02-17 21:38:49+00:00,['1494426133521121284'],So proud of my lovely lot! All of their non-chronological reports on Rocks and Fossils are amazing! ✨🥰 https://t.co/FhnVnqJ3pM,
1.4860544557873766e+18,2022-01-25 19:12:46+00:00,['1486054455787376640'],Year 3 had the best time today! So proud of all of them ✨ https://t.co/FhCgXMqf3O,
1.4755283030417244e+18,2021-12-27 18:05:36+00:00,['1475528303041724426'],six days of festive fun in belfast ✨ https://t.co/AxZ9zG4EJ5,
1.4734143358715576e+18,2021-12-21 22:05:27+00:00,['1473414335871557638'],Home sweet home to Belfast for Christmas 🥰❤️,
1.456350828999086e+18,2021-11-04 20:01:09+00:00,['1456350828999086088'],My lovely lot had the best morning yesterday! Thank you so much to @WellbeingNorth for their amazing Curious Beasts puppet show yesterday! 💙 https://t.co/YPnPbHGTO8,
1.4541193989612626e+18,2021-10-29 16:14:15+00:00,['1454119398961262600'],We bought a house! 🥰🔑🏡 https://t.co/8orIMyslgt,
1.450222837092991e+18,2021-10-18 22:10:42+00:00,['1450222837092990983'],got my bestie back and apparently we hold hands now https://t.co/n3en2am3Q7,
1.4421666095068815e+18,2021-09-26 16:38:08+00:00,['1442166609506881542'],Science topic starting tomorrow is plants. Everyone knows I love plants. Here’s hoping Year 3 love my plant babies as much as I do… 🌿🌱🌵 https://t.co/eq5ZmM83ZL,
1.4337535590367478e+18,2021-09-03 11:27:40+00:00,['1433753559036747797'],Year 3 ready ✨📚 https://t.co/00UxVm7wUo,
1.4334923937986396e+18,2021-09-02 18:09:54+00:00,['1433492393798639624'],@MissWilliamsKS2 I’ve put mine here! https://t.co/g1Yxh9YULF,
1.427411194923688e+18,2021-08-16 23:25:23+00:00,['1427411194923687937'],@A3_LAR Congrats!!,
1.427374722338247e+18,2021-08-16 21:00:27+00:00,['1427374722338246658'],@Deborah24780132 Have a lovely holiday!,
1.426316509245231e+18,2021-08-13 22:55:30+00:00,['1426316509245231108'],Portstewart is my happy place 🥰 https://t.co/Hiund4ww6k,
1.4241136578484183e+18,2021-08-07 21:02:09+00:00,['1424113657848418304'],So exciting that we’re sale agreed on our first home ✨🥰,
1.4234154623360205e+18,2021-08-05 22:47:46+00:00,['1423415462336020490'],Happy 🥰 https://t.co/XgHMkx69j9,
1.4203903832263926e+18,2021-07-28 14:27:11+00:00,['1420390383226392578'],@emswanderland have you tried Maggie Mays yet?,
1.4194331056314655e+18,2021-07-25 23:03:18+00:00,['1419433105631465472'],You’d never know I was finished work for summer 🤣 let’s see how long this one takes me…🤔 https://t.co/S4tMupG46J,wa
1.419422033205674e+18,2021-07-25 22:19:18+00:00,['1419422033205673991'],@Ms_T_Primary @ImtaBrendan Hahahaha you will be zen by October half term… I will train you 🤣😂,
1.4185859375048335e+18,2021-07-23 14:56:58+00:00,['1418585937504833548'],NQT year ✅✅✅,
1.4175938734512742e+18,2021-07-20 21:14:51+00:00,['1417593873451274241'],@aimee_mckay123 Thank you! 🥰,
1.417590067036496e+18,2021-07-20 20:59:44+00:00,['1417590067036495874'],@germckay @aimee_mckay123 Thank you Geraldine!,
1.4175707839924183e+18,2021-07-20 19:43:06+00:00,['1417570783992418307'],@missmonteith2 I’ve done this in year 3 🥰 https://t.co/nuGDsc9uwz,
1.417564148087546e+18,2021-07-20 19:16:44+00:00,['1417564148087545858'],@Deborah24780132 Thank you!! I’m absolutely chuffed! 🥰,im
1.417539245280047e+18,2021-07-20 17:37:47+00:00,['1417539245280047110'],From being in the classroom to teaching remotely to being in the classroom again… There’s not been a year like it and  of course I chose this year to do my NQT year. However… I’m so happy to say I have PASSED! Here’s to my first normal year of teaching come September!🥂✨,im
1.417206480948826e+18,2021-07-19 19:35:30+00:00,['1417206480948826118'],My little reading corner is coming together nicely! 🥰 https://t.co/93SYTnsA4b,
1.4168919576794317e+18,2021-07-18 22:45:41+00:00,['1416891957679431688'],So excited for transition week this week… Hello Year 3!! 🎉🥰,
