id,created_at,edit_history_tweet_ids,text,clean_text,non_english
1.5650693690419855e+18,2022-08-31 20:09:49+00:00,['1565069369041985538'],@rwlesq @Noahpinion Prison is certainly bad but I don’t see devising new forms of punishment as the right direction,prison certainly bad dont see devising new form punishment right direction,False
1.5650565247703204e+18,2022-08-31 19:18:47+00:00,['1565056524770320386'],@rwlesq @Noahpinion I think that “corporal punishment catagory” could be better rephrased as the “torture category”,think corporal punishment catagory could better rephrased torture category,False
1.5645279179582996e+18,2022-08-30 08:18:17+00:00,['1564527917958299652'],"@damienquirk @danielfirmanlfc @Martin_Abrams @guardian Reduced public spending, privatisation of state assets - these are core right wing tenets, being right wing isn’t just flags and vibes",reduced public spending privatisation state asset core right wing tenet right wing isnt flag vibe,False
1.5643824490979082e+18,2022-08-29 22:40:15+00:00,['1564382449097908224'],@robfordmancs @d_lawrence89 @sexliesballots @philipjcowley Surely you can recognise that I’m illustrating the point using extremes rather than drawing a direct equivalence? To me it seems strange to be drawing an equivalence between conservative voters and “outgroups,surely recognise im illustrating point using extreme rather drawing direct equivalence seems strange drawing equivalence conservative voter outgroups,False
1.564379735643267e+18,2022-08-29 22:29:28+00:00,['1564379735643267075'],@d_lawrence89 @robfordmancs @sexliesballots @philipjcowley Exactly - just seems like deliberately missing the point,exactly seems like deliberately missing point,False
1.5643363372301107e+18,2022-08-29 19:37:01+00:00,['1564336337230110721'],@DavidHerdson @robfordmancs @sexliesballots @philipjcowley Are you under the impression that the right is tolerant?,impression right tolerant,False
1.5643361559817134e+18,2022-08-29 19:36:18+00:00,['1564336155981713411'],"@robfordmancs @sexliesballots @philipjcowley Hi Rob, would you kiss a neo-nazi? Or is it actually very obvious how political viewpoints might be different to simply being a member of an “out group”?",hi rob would kiss neonazi actually obvious political viewpoint might different simply member group,False
1.5643354601131704e+18,2022-08-29 19:33:32+00:00,['1564335460113170434'],@Agathion666_ @fletcherkathy8 @kerrymcnasty @Schneiv Btw that infamous article you shared  previously included (it mentions the deletion at the end) contributions from an anti-trans activist accused of multiple rapes and sexual assaults against women https://t.co/KSrkRpgYEn,btw infamous article shared previously included mention deletion end contribution antitrans activist accused multiple rape sexual assault woman,False
1.5643340373758034e+18,2022-08-29 19:27:53+00:00,['1564334037375803398'],"@Agathion666_ @fletcherkathy8 @kerrymcnasty @Schneiv Ppl can have sex, or not, with whoever they want, and some person calling them a mean word for not having sex might not be nice, but it isn’t rape.",ppl sex whoever want person calling mean word sex might nice isnt rape,False
1.564322448362951e+18,2022-08-29 18:41:50+00:00,['1564322448362950656'],"@Agathion666_ @fletcherkathy8 @kerrymcnasty @Schneiv Rapes don’t happen because of rhetoric! Although by bleak coincidence, that article quotes lily cade, a cis porn star who has been accused of multiple sexual assaults",rape dont happen rhetoric although bleak coincidence article quote lily cade ci porn star ha accused multiple sexual assault,False
