id,created_at,edit_history_tweet_ids,text,withheld,clean_text
1.5638854268841e+18,2022-08-28 13:45:16+00:00,['1563885426884100099'],#samsungUnpacked,,
1.562879723234943e+18,2022-08-25 19:08:57+00:00,['1562879723234942976'],"🏈 I’m in with a chance to win tickets to the 2022 @NFLUK London Games at @SpursStadium thanks to La-Z-Boy! Enter for your chance to win.

#nfllzbuk #bestseats",,im
1.5621782083589775e+18,2022-08-23 20:41:23+00:00,['1562178208358977538'],@Jmanctickets Defined Interested,,
1.5618215336596193e+18,2022-08-22 21:04:05+00:00,['1561821533659619332'],@Kearaoallen #luton truly is wonderful,,
1.5587947281157366e+18,2022-08-14 12:36:38+00:00,['1558794728115736576'],@jsolloso @SadiqKhan #whataboutism zzzz,,
1.5587553751717317e+18,2022-08-14 10:00:16+00:00,['1558755375171731460'],@SadiqKhan speaking at the @PakistaninUK on the 75th Independence Day celebrations 🇵🇰🇵🇰 #PakistanZindabad #PakistanAt75 #Pakistan https://t.co/LI4lzAPYRF,,th
1.5580220706798838e+18,2022-08-12 09:26:22+00:00,['1558022070679883777'],@TicketManUtd I’d like to@sign up@for the alerts,,id
1.5564126939129856e+18,2022-08-07 22:51:17+00:00,['1556412693912985614'],Horniman Museum to return 72 artefacts to Nigeria AND THE REST https://t.co/ErVAmAKnrm,,
1.5564075337950003e+18,2022-08-07 22:30:47+00:00,['1556407533795000320'],#Pakistan 🇵🇰 Zindabad https://t.co/4uKa2MGWZX,,
1.5564068006599148e+18,2022-08-07 22:27:52+00:00,['1556406800659914752'],"many thanks to the awesome people at @United4You1 for helping us at the 11th hour for tickets to the season opener. Excellent services, excellent seats and thoroughly helpful. Definitely recommend these guys. https://t.co/0C10myQeW3",,u th
1.5552496153976095e+18,2022-08-04 17:49:38+00:00,['1555249615397609473'],Polling day in #dallow ward #luton with @SarahOwen_ @CllrTMalik #VoteLabour @UKLabour https://t.co/hLgrMbIENP,,
1.5551610414321992e+18,2022-08-04 11:57:40+00:00,['1555161041432199168'],Polling day in #dallow ward #luton with @rach_hopkins &amp; the wonderful local candidate @alia_khann1 #VoteLabour @UKLabour https://t.co/JH9jqzAgHE,,
1.553298451005317e+18,2022-07-30 08:36:24+00:00,['1553298451005317121'],Disappointed that once again all the #hockey games aren’t being televised by the @bbc #CommonwealthGames2022 #birmingham22,,
1.552074398936535e+18,2022-07-26 23:32:27+00:00,['1552074398936535043'],@omid9 Mashallah 🤩 Welcome Brother Wrighty,,
1.5448044018854666e+18,2022-07-06 22:04:05+00:00,['1544804401885466624'],"Don’t blame Me, I voted for Jeremy Corbyn.

Pass it on.",,
1.5446148014558577e+18,2022-07-06 09:30:40+00:00,['1544614801455857664'],"#BorisJohnson has disgraced this country with sleaze, scandals and lies. 

When will the #Tories stop propping him up? He needs to go. #ToriesUnfitToGovern #resignnow #ToriesDeviodOfShame https://t.co/u3XiwZqRVD",,ha go
1.5443742264671437e+18,2022-07-05 17:34:43+00:00,['1544374226467143681'],Me watching the #tory #resignations #ToriesDevoidOfShame https://t.co/UeTvjwjfpG,,
1.5443732058713375e+18,2022-07-05 17:30:40+00:00,['1544373205871337479'],#BorisJohnson feeling the pinch! #ToriesDevoidOfShame #ToriesUnfitToGovern,,
1.5410128264620687e+18,2022-06-26 10:57:43+00:00,['1541012826462068739'],@CostaCoffee Still waiting for my free frappe? This is despite buying an americano on Friday 24th!,,th
1.5410123922341724e+18,2022-06-26 10:55:59+00:00,['1541012392234172416'],@clairabellejp @ekctafc How long before it appears? I’m still waiting 😢,,im
1.5397321547032822e+18,2022-06-22 22:08:47+00:00,['1539732154703282176'],#teachers need a pay rise! #ValueEducation #ValueEducators @NEUnion,,
1.5382170201641329e+18,2022-06-18 17:48:10+00:00,['1538217020164132866'],#WeDemandBetter #TUCMarch more from todays demo in London demanding a better deal for all public sector workers @NEUnion @NAHTnews https://t.co/Ag9VLIdjYO,,
1.5381239572825252e+18,2022-06-18 11:38:23+00:00,['1538123957282525185'],#TUCMarch for fair pay and conditions for all public services @NEUnion #luton @CWUnews @UsdawUnion @unitetheunion https://t.co/Vks4qP2WmR,,
1.5328305295606415e+18,2022-06-03 21:04:11+00:00,['1532830529560641538'],Thanks @WizzAirUK_W9 for the ordeal at #bucharest airport,,
1.5287719106281718e+18,2022-05-23 16:16:41+00:00,['1528771910628171776'],More boozy law breaking from @BorisJohnson #resign #Partygate https://t.co/atoPbpKLhO,,
1.5269660821620204e+18,2022-05-18 16:40:58+00:00,['1526966082162020353'],@ManUtd_Tickets Looking for 2?,,
1.5254838694278676e+18,2022-05-14 14:31:11+00:00,['1525483869427867649'],@ManUtd_Tickets need 2 away at palace,,
1.5222932688427868e+18,2022-05-05 19:12:52+00:00,['1522293268842786818'],Out in #stevenage for the #labourdoorstep campaign for @SharonStevenage &amp; other comrades #UKLabour #VoteLabour https://t.co/tPi9PKztxS,,
1.5219737137003725e+18,2022-05-04 22:03:04+00:00,['1521973713700372480'],#VoteLabour. Simple @UKLabour @CoopParty #LocalElections2022 https://t.co/d97PW4A03T,,
1.521092583732228e+18,2022-05-02 11:41:47+00:00,['1521092583732228097'],@VixL @UKLabour Read the first part of the tweet! 🧌🤦🏾,,
1.5210347469225165e+18,2022-05-02 07:51:57+00:00,['1521034746922516480'],"This week, send a message to the Tories that Britain deserves better.

@UKLabour will scrap the National Insurance hike and introduce a windfall tax on oil and gas producers to reduce energy bills.

#VoteLabour on 5 May. 🗳 https://t.co/XjhbQH9M3o",,
1.520422322020225e+18,2022-04-30 15:18:24+00:00,['1520422322020225027'],"Rishi Sunak has raised taxes 15 times in two years. 

@UKLabour plan would cut VAT on energy bills and save families up to £600, paid for by a one-off windfall tax on oil and gas producers.

#VoteLabour on Thursday 5 May for a party that is on your side. https://t.co/TGeawcCE7q",,ha
1.5203675907360197e+18,2022-04-30 11:40:55+00:00,['1520367590736019456'],"Prices are soaring and inflation is spiralling.
Under Boris Johnson and Rishi Sunak, the UK is the only major economy hiking taxes for working people. 
@UKLabour has a plan to cut home energy bills by up to £600 &amp; scrap the National Insurance rise. #VoteLabour https://t.co/V91LCuTslS",,uk ha
1.5187291453410714e+18,2022-04-25 23:10:19+00:00,['1518729145341071360'],"A Labour &amp; Co-operative Government will abolish non-dom status and crack down on hidden offshore trusts.

We're working to end the scandal of tax avoidance. Join the fight for fair tax now and become a member of the Co-operative Party today. 👉 https://t.co/oABHh8kEKT https://t.co/z7HU5IVYEl",,
1.5182596771922043e+18,2022-04-24 16:04:49+00:00,['1518259677192204289'],I'm attending a @neunion event: TUC - TUC National Demonstration. RSVP here: https://t.co/w9UjJqp6Dq,,
1.518176969090904e+18,2022-04-24 10:36:10+00:00,['1518176969090904064'],"This week, people will see their pay squeezed by a Chancellor who wants his family to pay less, but to tax you more. 
 
That’s why @UKLabour is calling for an emergency budget to tackle the cost of living crisis. #VoteLabour https://t.co/KxFWpoA4oq",,le
1.516030696976003e+18,2022-04-18 12:27:39+00:00,['1516030696976003081'],@TanDhesi looking very dapper comrade,,
1.5145700356789207e+18,2022-04-14 11:43:30+00:00,['1514570035678920718'],Thanks to @DanielKebedeNEU for chairing conference #neu2022 #neu22 https://t.co/J18hnI9etv,,
1.5145155567869706e+18,2022-04-14 08:07:01+00:00,['1514515556786970628'],"Niurka Maria Gonzalez Orbera, general secretary of the Cuban teachers union starts day 4 of #NEU2022 #neu22 @NEUnion #BOURNEMOUTH https://t.co/IZOwCyPDPl",,
1.5142355410001838e+18,2022-04-13 13:34:20+00:00,['1514235541000183810'],#Palestine motion at #NEU2022 @NEUnion #FreePalestine https://t.co/MsEtW5GKn0,,
1.5141813442004746e+18,2022-04-13 09:58:59+00:00,['1514181344200474626'],@richnfamous76 @NEUnion @NExclusions So squeaks the serious troll 🧌,,
1.5141666444273418e+18,2022-04-13 09:00:34+00:00,['1514166644427341827'],Lesley Koranteng on No police in our schools #NEU2022 #neu22 @NEUnion @NExclusions https://t.co/luD70IZyOw,,
1.514163883124134e+18,2022-04-13 08:49:36+00:00,['1514163883124133889'],Day 3 of conference #NEU2022 #neu22 @NEUnion https://t.co/9Eu7YiokxT,,
1.513862391037051e+18,2022-04-12 12:51:34+00:00,['1513862391037050887'],@VixL @TheGreenParty Weak?!? The stats don’t lie,,
1.5138514815768535e+18,2022-04-12 12:08:13+00:00,['1513851481576853516'],@VixL @TheGreenParty 😂 Green Party are Tory enablers: keeping them in power by handing them marginal seats thus ruing our kids futures with their disastrous policies,,
