id,created_at,edit_history_tweet_ids,text,clean_text,non_english
1.5649132102973932e+18,2022-08-31 09:49:18+00:00,['1564913210297393152'],"Desperately hanging onto summer...😖

#BacktoSchool2022 #summerbreak #teaching #backtowork #schoolholidays #backtoschoolmemes #summerholidaysover #TeachingJobs #recruitment #Education #Educationjobs https://t.co/RhWa1vGYMA",desperately hanging onto summer,False
1.5626966249500918e+18,2022-08-25 07:01:23+00:00,['1562696624950091778'],"Good luck to all of those receiving their #GCSEresults today 🤞 and here's to the future!

#gcseresultsday #resultsday #gcseresultsday2022 #gcses2022 #gcseresults #recruitment #education #teachingjobs https://t.co/DAvSkTl8sD",good luck receiving today here's future,False
1.5623515790044283e+18,2022-08-24 08:10:18+00:00,['1562351579004428288'],"Phew! It was just a dream.

#itwasalladream #summer2022 #teachers #teacherlife #summerbreak2022 #summerholidays #recruitment #EducationJobs #TeachingJobs #teaching #nightmare https://t.co/5hTfJozoJ6",phew wa dream,False
1.5601739820490834e+18,2022-08-18 07:57:18+00:00,['1560173982049083392'],"#GoodLuck to everyone collecting their #ALevel or #BTEC results today 🍀

We wish you all the very best! ✨

#AlevelResultsDay2022 #alevels2022 #alevelresultsday #BTECResults #School #Education #ResultsDay2022 #recruitment #teachingjobs #educationjobs https://t.co/SkvgOzP9wO",everyone collecting result today wish best,False
1.559814364688941e+18,2022-08-17 08:08:19+00:00,['1559814364688941057'],"Know someone looking for a new role in Education? Help them by referring them to us &amp; earn yourself £250! (terms apply).

Simply fill in a few details at https://t.co/qT43ZDZ4N4

#teacherlife #ukedchat #Educationjobs #Teachingjobs #NQT #PGCE #referafriend #referrals #ECT https://t.co/ZKoCKJLw8E",know someone looking new role education help referring u amp earn term apply simply fill detail,False
1.5581237335036723e+18,2022-08-12 16:10:21+00:00,['1558123733503672322'],"Nothing makes us happier &amp; prouder when we receive positive reviews like these.
Looking for a new role from September? We can help. Plus, receive a £100 bonus, visit https://t.co/qQWeaXJ02D

#recruitment #educationjobs #teachingjobs #reviews #feedback #Googlereviews #backtoschool https://t.co/6VDU6AGNAu",nothing make u happier amp prouder receive positive review like looking new role september help plus receive bonus visit,False
1.5577477493569618e+18,2022-08-11 15:16:19+00:00,['1557747749356961795'],"Receive a £100 bonus when you sign-up with TLTP education and complete 15 days of work.

To find more and to sign-up visit https://t.co/qQWeaXJ02D

#teaching #education #TeachingJobs #EducationJobs #Recruitment #educationrecruitment #supplyteaching #BONUS #rewards #pgce #Sen https://t.co/uDMYRPereb",receive bonus signup tltp education complete day work find signup visit,False
1.555571159491543e+18,2022-08-05 15:07:20+00:00,['1555571159491543040'],"If you've decided to resign from your teaching post and not sure what to do next, read our blog to find out what steps to take in finding your next role.

https://t.co/S6mf3y0Do8

#teachingjobs #education #teacherresignation #resign #quit #educationjobs #jobsearch #teaching https://t.co/Md52j0zHnM",decided resign teaching post sure next read blog find step take finding next role,False
1.5541324292538778e+18,2022-08-01 15:50:20+00:00,['1554132429253877762'],"Newly registered teachers, support staff &amp; non-teaching staff can earn a £100 bonus, when they complete 15 full days of work.

✏️ Get started here https://t.co/qQWeaXJ02D

#TeachingJobs #EducationJobs #schooljobs #educationrecruitment #supplyteaching #BONUS #rewards #pgce #SEN https://t.co/VZd2qz6PID",newly registered teacher support staff amp nonteaching staff earn bonus complete full day work get started,False
1.5497656492153897e+18,2022-07-20 14:38:18+00:00,['1549765649215389696'],"Mid-week surprise! 😃

We love it when our candidates surprise us with a visit.
Today, Madeleine's candidate dropped by with some treats to say a big thank you for all the help and support she has received. ❤

#recruitment #teachers #thankyou #teacherappreciation #teachingjobs https://t.co/bbOO0iqXE6",midweek surprise love candidate surprise u visit today madeleine's candidate dropped treat say big thank help support ha received,False
